Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID
1,1733421230187,05/12/2024 17:53:50,1733399630187,-6,05/12/2024 05:53:50,187004,8,questionnaire-vj9b,repeat-3dmk#3->-repeat-tj2w#2,41835498,BLIND,12211514,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1920x1080,2400x1196,,,0,Debrieff,3,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,,,,info,,BEGIN,,,,,
2,1733421235086,05/12/2024 17:53:55,1733399635086,-6,05/12/2024 05:53:55,187004,8,questionnaire-vj9b,repeat-3dmk#3->-repeat-tj2w#2,41835498,BLIND,12211514,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1920x1080,2400x1196,,,0,Debrieff,3,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,,,,info,,END,4892,,,,
1,1733422271108,05/12/2024 18:11:11,1733404271108,-5,05/12/2024 08:11:11,187004,8,questionnaire-vj9b,repeat-3dmk#4->-repeat-tj2w#2,41835993,BLIND,12211574,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,2560x1440,2560x1279,,,0,Debrieff,3,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,,,,info,,BEGIN,,,,,
2,1733422309083,05/12/2024 18:11:49,1733404309083,-5,05/12/2024 08:11:49,187004,8,questionnaire-vj9b,repeat-3dmk#4->-repeat-tj2w#2,41835993,BLIND,12211574,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,2560x1440,2560x1279,,,0,Debrieff,3,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,,,,info,,END,37964,,,,
1,1733422374928,05/12/2024 18:12:54,1733393574928,-8,05/12/2024 02:12:54,187004,8,questionnaire-vj9b,repeat-3dmk#1->-repeat-ku6w#5,41836042,BLIND,12211564,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1707x960,1365x639,,,0,Debrieff,3,Accurate,1,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,,,,,info,,BEGIN,,,,,
2,1733422380383,05/12/2024 18:13:00,1733393580383,-8,05/12/2024 02:13:00,187004,8,questionnaire-vj9b,repeat-3dmk#1->-repeat-ku6w#5,41836042,BLIND,12211564,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1707x960,1365x639,,,0,Debrieff,3,Accurate,1,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,,,,,info,,END,5447,,,,
1,1733422472878,05/12/2024 18:14:32,1733404472878,-5,05/12/2024 08:14:32,187004,8,questionnaire-vj9b,repeat-3dmk#5->-repeat-tj2w#1,41836100,BLIND,12211495,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1680x1050,1680x923,,,0,Debrieff,3,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Accurate,,,,,info,,BEGIN,,,,,
2,1733422480137,05/12/2024 18:14:40,1733404480137,-5,05/12/2024 08:14:40,187004,8,questionnaire-vj9b,repeat-3dmk#5->-repeat-tj2w#1,41836100,BLIND,12211495,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1680x1050,1680x923,,,0,Debrieff,3,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Accurate,,,,,info,,END,7218,,,,
1,1733422495240,05/12/2024 18:14:55,1733397295240,-7,05/12/2024 04:14:55,187004,8,questionnaire-vj9b,repeat-3dmk#2->-repeat-ku6w#1,41836106,BLIND,12211492,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1430x720,,,0,Debrieff,3,Inaccurate~Accurate,1,Accurate,,,,,,info,,BEGIN,,,,,
2,1733422526008,05/12/2024 18:15:26,1733397326008,-7,05/12/2024 04:15:26,187004,8,questionnaire-vj9b,repeat-3dmk#2->-repeat-ku6w#1,41836106,BLIND,12211492,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1430x720,,,0,Debrieff,3,Inaccurate~Accurate,1,Accurate,,,,,,info,,END,30753,,,,
