Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: answer,Spreadsheet: img,Spreadsheet: border,Spreadsheet: Screen,Manipulation: Spreadsheet,Store: Total,Store: correct
1,1733333400001,04/12/2024 17:30:00,1733311800001,-6,04/12/2024 05:30:00,187004,8,task-icdl,,41803842,BLIND,12211453,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x631,,,0,Sustained Attention Task Instructions,14,Inaccurate~Accurate,1,Inaccurate~Accurate,,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1733333401459,04/12/2024 17:30:01,1733311801459,-6,04/12/2024 05:30:01,187004,8,task-icdl,,41803842,BLIND,12211453,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x631,,,0,Sustained Attention Task Instructions,14,Inaccurate~Accurate,1,Inaccurate~Accurate,,Sustained Attention Trials,Sustained Attention Trials,1,instructions,Intro,3syeo3,1,continue,,1471.3719999970199,1466.5720000000001,1471.3719999970199,1471.3719999970199,1466.5720000000001,1471.3719999970199,1,1471.3719999970199,0,0,,Click To Continue,Continue Button,2,object-56,instructions,,,,,,,
3,1733333401460,04/12/2024 17:30:01,1733311801460,-6,04/12/2024 05:30:01,187004,8,task-icdl,,41803842,BLIND,12211453,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x631,,,0,Sustained Attention Task Instructions,14,Inaccurate~Accurate,1,Inaccurate~Accurate,,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,END,,,1443,,,,0,,,,,,,,,,,,,,,,
1,1733333468923,04/12/2024 17:31:08,1733315468923,-5,04/12/2024 07:31:08,187004,8,task-icdl,,41803902,BLIND,12211467,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x712,,,0,Sustained Attention Task Instructions,14,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1733333470847,04/12/2024 17:31:10,1733315470847,-5,04/12/2024 07:31:10,187004,8,task-icdl,,41803902,BLIND,12211467,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x712,,,0,Sustained Attention Task Instructions,14,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,Sustained Attention Trials,Sustained Attention Trials,1,instructions,Intro,3syeo3,1,continue,,4755,4740,4755,4755,4740,4755,1,4755,0,0,,Click To Continue,Continue Button,2,object-56,instructions,,,,,,,
3,1733333470849,04/12/2024 17:31:10,1733315470849,-5,04/12/2024 07:31:10,187004,8,task-icdl,,41803902,BLIND,12211467,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x712,,,0,Sustained Attention Task Instructions,14,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,END,,,1910,,,,0,,,,,,,,,,,,,,,,
1,1733333558624,04/12/2024 17:32:38,1733315558624,-5,04/12/2024 07:32:38,187004,8,task-icdl,,41804001,BLIND,12211472,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1707x960,1707x843,,,0,Sustained Attention Task Instructions,14,Inaccurate~Inaccurate~Accurate,2,,Accurate,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1733333565275,04/12/2024 17:32:45,1733315565275,-5,04/12/2024 07:32:45,187004,8,task-icdl,,41804001,BLIND,12211472,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1707x960,1707x843,,,0,Sustained Attention Task Instructions,14,Inaccurate~Inaccurate~Accurate,2,,Accurate,Sustained Attention Trials,Sustained Attention Trials,1,instructions,Intro,3syeo3,1,continue,,6665.45400000149,6657.454000000001,6665.45400000149,6665.45400000149,6657.454000000001,6665.45400000149,1,6665.45400000149,0,0,,Click To Continue,Continue Button,2,object-56,instructions,,,,,,,
3,1733333565276,04/12/2024 17:32:45,1733315565276,-5,04/12/2024 07:32:45,187004,8,task-icdl,,41804001,BLIND,12211472,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1707x960,1707x843,,,0,Sustained Attention Task Instructions,14,Inaccurate~Inaccurate~Accurate,2,,Accurate,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,END,,,6635,,,,0,,,,,,,,,,,,,,,,
1,1733333563711,04/12/2024 17:32:43,1733333563711,0,04/12/2024 17:32:43,187004,8,task-icdl,,41804007,BLIND,12211465,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1382x777,1382x622,,,0,Sustained Attention Task Instructions,14,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
