Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,Spreadsheet,,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Manipulation: Spreadsheet,Manipulation: undefined
1,1733333348507,04/12/2024 17:29:08,1733311748507,-6,04/12/2024 05:29:08,187004,8,task-efz1,,41803819,BLIND,12211453,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x631,,,0,Study Welcome,16,Inaccurate~Accurate,1,Inaccurate~Accurate,,Spreadsheet1,,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,
2,1733333361556,04/12/2024 17:29:21,1733311761556,-6,04/12/2024 05:29:21,187004,8,task-efz1,,41803819,BLIND,12211453,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x631,,,0,Study Welcome,16,Inaccurate~Accurate,1,Inaccurate~Accurate,,Spreadsheet1,,Spreadsheet1,1,IMG,Study Welcome,gc8r1z,1,continue,,13085.999999988078,13083.3,13085.999999988078,13085.999999988078,13083.3,13085.999999988078,1,13085.999999988078,0,0,,Click To Continue,Continue Button,2,object-4,IMG,,
3,1733333361560,04/12/2024 17:29:21,1733311761560,-6,04/12/2024 05:29:21,187004,8,task-efz1,,41803819,BLIND,12211453,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x631,,,0,Study Welcome,16,Inaccurate~Accurate,1,Inaccurate~Accurate,,Spreadsheet1,,Spreadsheet1,,,,,,info,END,,,13020,,,,0,,,,,,,,,,,
1,1733333410055,04/12/2024 17:30:10,1733315410055,-5,04/12/2024 07:30:10,187004,8,task-efz1,,41803841,BLIND,12211462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1920x869,,,0,Study Welcome,16,Inaccurate~Accurate,2,,Inaccurate~Accurate,Spreadsheet1,,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,
2,1733333640607,04/12/2024 17:34:00,1733315640607,-5,04/12/2024 07:34:00,187004,8,task-efz1,,41803841,BLIND,12211462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1920x869,,,0,Study Welcome,16,Inaccurate~Accurate,2,,Inaccurate~Accurate,Spreadsheet1,,Spreadsheet1,1,IMG,Study Welcome,gc8r1z,1,continue,,230562.08400014305,230546.084,230562.08400014305,230562.08400014305,230546.084,230562.08400014305,1,230562.08400014305,0,0,,Click To Continue,Continue Button,2,object-4,IMG,,
3,1733333640613,04/12/2024 17:34:00,1733315640613,-5,04/12/2024 07:34:00,187004,8,task-efz1,,41803841,BLIND,12211462,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1920x869,,,0,Study Welcome,16,Inaccurate~Accurate,2,,Inaccurate~Accurate,Spreadsheet1,,Spreadsheet1,,,,,,info,END,,,230537,,,,0,,,,,,,,,,,
1,1733333405402,04/12/2024 17:30:05,1733315405402,-5,04/12/2024 07:30:05,187004,8,task-efz1,,41803847,BLIND,12211463,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1360x768,1360x641,,,0,Study Welcome,16,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,
2,1733333414439,04/12/2024 17:30:14,1733315414439,-5,04/12/2024 07:30:14,187004,8,task-efz1,,41803847,BLIND,12211463,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1360x768,1360x641,,,0,Study Welcome,16,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,,Spreadsheet1,1,IMG,Study Welcome,gc8r1z,1,continue,,9064.749999976159,9048.550000000001,9064.749999976159,9064.749999976159,9048.550000000001,9064.749999976159,1,9064.749999976159,0,0,,Click To Continue,Continue Button,2,object-4,IMG,,
3,1733333414447,04/12/2024 17:30:14,1733315414447,-5,04/12/2024 07:30:14,187004,8,task-efz1,,41803847,BLIND,12211463,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1360x768,1360x641,,,0,Study Welcome,16,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,,Spreadsheet1,,,,,,info,END,,,8991,,,,0,,,,,,,,,,,
1,1733333414188,04/12/2024 17:30:14,1733333414188,0,04/12/2024 17:30:14,187004,8,task-efz1,,41803851,BLIND,12211465,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1382x777,1382x622,,,0,Study Welcome,16,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Spreadsheet1,,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,
2,1733333449997,04/12/2024 17:30:49,1733333449997,0,04/12/2024 17:30:49,187004,8,task-efz1,,41803851,BLIND,12211465,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1382x777,1382x622,,,0,Study Welcome,16,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Spreadsheet1,,Spreadsheet1,1,IMG,Study Welcome,gc8r1z,1,continue,,35817.522000000004,35800.822,35817.522000000004,35817.522000000004,35800.822,35817.522000000004,1,35817.522000000004,0,0,,Click To Continue,Continue Button,2,object-4,IMG,,
3,1733333450008,04/12/2024 17:30:50,1733333450008,0,04/12/2024 17:30:50,187004,8,task-efz1,,41803851,BLIND,12211465,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1382x777,1382x622,,,0,Study Welcome,16,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Spreadsheet1,,Spreadsheet1,,,,,,info,END,,,35790,,,,0,,,,,,,,,,,
1,1733333413869,04/12/2024 17:30:13,1733315413869,-5,04/12/2024 07:30:13,187004,8,task-efz1,,41803856,BLIND,12211467,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x712,,,0,Study Welcome,16,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,Spreadsheet1,,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,
2,1733333423255,04/12/2024 17:30:23,1733315423255,-5,04/12/2024 07:30:23,187004,8,task-efz1,,41803856,BLIND,12211467,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x712,,,0,Study Welcome,16,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,Spreadsheet1,,Spreadsheet1,1,IMG,Study Welcome,gc8r1z,1,continue,,12850,12837,12850,12850,12837,12850,1,12850,0,0,,Click To Continue,Continue Button,2,object-4,IMG,,
3,1733333423259,04/12/2024 17:30:23,1733315423259,-5,04/12/2024 07:30:23,187004,8,task-efz1,,41803856,BLIND,12211467,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x712,,,0,Study Welcome,16,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,Spreadsheet1,,Spreadsheet1,,,,,,info,END,,,9361,,,,0,,,,,,,,,,,
1,1733333445796,04/12/2024 17:30:45,1733315445796,-5,04/12/2024 07:30:45,187004,8,task-efz1,,41803871,BLIND,12211472,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1707x960,1707x843,,,0,Study Welcome,16,Inaccurate~Inaccurate~Accurate,2,,Accurate,Spreadsheet1,,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,
