Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: answer,Spreadsheet: img,Spreadsheet: Screen,Spreadsheet: answer2,Spreadsheet: answer3,Manipulation: Spreadsheet,Store: correct2,Store: Total2
1,1733421317647,05/12/2024 17:55:17,1733392517647,-8,05/12/2024 01:55:17,187004,8,task-ugmz,repeat-3dmk#1->-repeat-ku6w#1,41835540,BLIND,12211564,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1707x960,1365x639,,,0,Memory Practice Clone,7,Accurate,1,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,
2,1733421323339,05/12/2024 17:55:23,1733392523339,-8,05/12/2024 01:55:23,187004,8,task-ugmz,repeat-3dmk#1->-repeat-ku6w#1,41835540,BLIND,12211564,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1707x960,1365x639,,,0,Memory Practice Clone,7,Accurate,1,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,1,instructions,Screen 2,1kaj8e,1,continue,,5700.699999999255,5689,5700.699999999255,5700.699999999255,5689,5700.699999999255,1,5700.699999999255,0,0,,Click To Continue,Continue Button,2,object-7,instructions,,,,,,,0,0
3,1733421326332,05/12/2024 17:55:26,1733392526332,-8,05/12/2024 01:55:26,187004,8,task-ugmz,repeat-3dmk#1->-repeat-ku6w#1,41835540,BLIND,12211564,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1707x960,1365x639,,,0,Memory Practice Clone,7,Accurate,1,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,1,instructions,Screen 3,j5lb3b,2,timedOut,,3005.300000000745,3003,3005.300000000745,3005.300000000745,3003,3005.300000000745,1,3005.300000000745,0,0,,Time Limit,screen,0,screen,instructions,,,,,,,0,0
4,1733421332439,05/12/2024 17:55:32,1733392532439,-8,05/12/2024 01:55:32,187004,8,task-ugmz,repeat-3dmk#1->-repeat-ku6w#1,41835540,BLIND,12211564,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1707x960,1365x639,,,0,Memory Practice Clone,7,Accurate,1,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,1,image,Trials,mxeghn,1,response,6,6109.300000000745,6106.299999999999,6109.300000000745,6109.300000000745,6106.299999999999,6109.300000000745,0,6109.300000000745,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,1,instr_photo_3.jpg,Screen 3,5,3,,0,1
5,1733421345702,05/12/2024 17:55:45,1733392545702,-8,05/12/2024 01:55:45,187004,8,task-ugmz,repeat-3dmk#1->-repeat-ku6w#1,41835540,BLIND,12211564,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1707x960,1365x639,,,0,Memory Practice Clone,7,Accurate,1,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,1,image,Screen 3,ornkij,2,response,4,12265.000000000746,12262.399999999998,12265.000000000746,12265.000000000746,12262.399999999998,12265.000000000746,0,12265.000000000746,0,0,,Keyboard Response,Keyboard Response,2,object-25,image,1,instr_photo_3.jpg,Screen 3,5,3,,0,2
6,1733421355276,05/12/2024 17:55:55,1733392555276,-8,05/12/2024 01:55:55,187004,8,task-ugmz,repeat-3dmk#1->-repeat-ku6w#1,41835540,BLIND,12211564,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1707x960,1365x639,,,0,Memory Practice Clone,7,Accurate,1,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,1,image,Screen 2,ou4ign,3,response,3,8574.999999999258,8558.5,8574.999999999258,8574.999999999258,8558.5,8574.999999999258,0,8574.999999999258,0,0,,Keyboard Response,Keyboard Response,3,object-22,image,1,instr_photo_3.jpg,Screen 3,5,3,,0,3
7,1733421356260,05/12/2024 17:55:56,1733392556260,-8,05/12/2024 01:55:56,187004,8,task-ugmz,repeat-3dmk#1->-repeat-ku6w#1,41835540,BLIND,12211564,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1707x960,1365x639,,,0,Memory Practice Clone,7,Accurate,1,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,,,,,,info,END,,,38593,,,,0,,,,,,,,,,,,,,,,,
1,1733421332757,05/12/2024 17:55:32,1733421332757,0,05/12/2024 17:55:32,187004,8,task-ugmz,repeat-3dmk#5->-repeat-ku6w#1,41835546,BLIND,12211465,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1382x777,1382x622,,,0,Memory Practice Clone,7,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,
2,1733421342950,05/12/2024 17:55:42,1733421342950,0,05/12/2024 17:55:42,187004,8,task-ugmz,repeat-3dmk#5->-repeat-ku6w#1,41835546,BLIND,12211465,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1382x777,1382x622,,,0,Memory Practice Clone,7,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,1,instructions,Screen 2,1kaj8e,1,continue,,10211.3,10200.099999999999,10211.3,10211.3,10200.099999999999,10211.3,1,10211.3,0,0,,Click To Continue,Continue Button,2,object-7,instructions,,,,,,,0,0
3,1733421345938,05/12/2024 17:55:45,1733421345938,0,05/12/2024 17:55:45,187004,8,task-ugmz,repeat-3dmk#5->-repeat-ku6w#1,41835546,BLIND,12211465,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1382x777,1382x622,,,0,Memory Practice Clone,7,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,1,instructions,Screen 3,j5lb3b,2,timedOut,,3001.2999999940403,3000,3001.2999999940403,3001.2999999940403,3000,3001.2999999940403,1,3001.2999999940403,0,0,,Time Limit,screen,0,screen,instructions,,,,,,,0,0
