Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,branch-phuz,branch-3j3b,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: number,Spreadsheet: img,Spreadsheet: type,Spreadsheet: answer,Spreadsheet: border,Spreadsheet: memory,Manipulation: Spreadsheet
1,1736879756566,14/01/2025 18:35:56,1736854556566,-7,14/01/2025 04:35:56,153647,19,task-x1rt,repeat-3dmk#1->-repeat-ku6w#1,42475640,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x993,,,0,Memory Task (instr only),4,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,memory_version_1,memory_version_1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1736879763280,14/01/2025 18:36:03,1736854563280,-7,14/01/2025 04:36:03,153647,19,task-x1rt,repeat-3dmk#1->-repeat-ku6w#1,42475640,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x993,,,0,Memory Task (instr only),4,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,memory_version_1,memory_version_1,1,instructions,Screen 1,9emqwl,1,continue,,5823.000000000745,5816.7,5823.000000000745,5823.000000000745,5816.7,5823.000000000745,1,5823.000000000745,0,0,,Click To Continue,Continue Button,2,object-4,instructions,,,,,,,
3,1736879783988,14/01/2025 18:36:23,1736854583988,-7,14/01/2025 04:36:23,153647,19,task-x1rt,repeat-3dmk#1->-repeat-ku6w#1,42475640,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x993,,,0,Memory Task (instr only),4,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,memory_version_1,memory_version_1,1,instructions,Screen 2,rbq82w,2,continue,,20715.300000000745,20699.1,20715.300000000745,20715.300000000745,20699.1,20715.300000000745,1,20715.300000000745,0,0,,Click To Continue,Text,10,object-62,instructions,,,,,,,
4,1736879790533,14/01/2025 18:36:30,1736854590533,-7,14/01/2025 04:36:30,153647,19,task-x1rt,repeat-3dmk#1->-repeat-ku6w#1,42475640,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x993,,,0,Memory Task (instr only),4,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,memory_version_1,memory_version_1,1,instructions,Screen 4,8hhdnx,3,continue,,6559.600000001119,6550.5999999999985,6559.600000001119,6559.600000001119,6550.5999999999985,6559.600000001119,1,6559.600000001119,0,0,,Click To Continue,Text,10,object-80,instructions,,,,,,,
5,1736879820203,14/01/2025 18:37:00,1736854620203,-7,14/01/2025 04:37:00,153647,19,task-x1rt,repeat-3dmk#1->-repeat-ku6w#1,42475640,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x993,,,0,Memory Task (instr only),4,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,memory_version_1,memory_version_1,1,instructions,Screen 6,5bug7j,4,continue,,29681.200000000375,29666.90000000001,29681.200000000375,29681.200000000375,29666.90000000001,29681.200000000375,1,29681.200000000375,0,0,,Click To Continue,Text,10,object-108,instructions,,,,,,,
6,1736879827899,14/01/2025 18:37:07,1736854627899,-7,14/01/2025 04:37:07,153647,19,task-x1rt,repeat-3dmk#1->-repeat-ku6w#1,42475640,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x993,,,0,Memory Task (instr only),4,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,memory_version_1,memory_version_1,1,instructions,Screen 7,2p8goo,5,continue,,7710.000000001484,7699.799999999988,7710.000000001484,7710.000000001484,7699.799999999988,7710.000000001484,1,7710.000000001484,0,0,,Click To Continue,Text,4,object-123,instructions,,,,,,,
7,1736879827902,14/01/2025 18:37:07,1736854627902,-7,14/01/2025 04:37:07,153647,19,task-x1rt,repeat-3dmk#1->-repeat-ku6w#1,42475640,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x993,,,0,Memory Task (instr only),4,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,memory_version_1,memory_version_1,,,,,,info,END,,,71209,,,,0,,,,,,,,,,,,,,,,
1,1736879900895,14/01/2025 18:38:20,1736854700895,-7,14/01/2025 04:38:20,153647,19,task-x1rt,repeat-3dmk#1->-repeat-ku6w#2,42475698,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x993,,,0,Memory Task (instr only),4,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,memory_version_1,memory_version_1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1736879903352,14/01/2025 18:38:23,1736854703352,-7,14/01/2025 04:38:23,153647,19,task-x1rt,repeat-3dmk#1->-repeat-ku6w#2,42475698,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x993,,,0,Memory Task (instr only),4,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,memory_version_1,memory_version_1,1,instructions,Screen 1,9emqwl,1,continue,,2327.8,2316.6000000000004,2327.8,2327.8,2316.6000000000004,2327.8,1,2327.8,0,0,,Click To Continue,Continue Button,2,object-4,instructions,,,,,,,
3,1736879915270,14/01/2025 18:38:35,1736854715270,-7,14/01/2025 04:38:35,153647,19,task-x1rt,repeat-3dmk#1->-repeat-ku6w#2,42475698,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x993,,,0,Memory Task (instr only),4,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,memory_version_1,memory_version_1,1,instructions,Screen 2,rbq82w,2,continue,,11930.400000001118,11916.3,11930.400000001118,11930.400000001118,11916.3,11930.400000001118,1,11930.400000001118,0,0,,Click To Continue,Text,10,object-62,instructions,,,,,,,
