Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,branch-phuz,branch-3j3b,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID
1,1736883275967,14/01/2025 19:34:35,1736854475967,-8,14/01/2025 03:34:35,153647,19,questionnaire-vj9b,repeat-3dmk#4->-repeat-ku6w#4->-repeat-bbex#2,42477192,BLIND,12393685,,complete,,6786aaf475daa490845831e6,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1280x720,1280x593,,,0,Debrieff,3,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,,,,,,info,,BEGIN,,,,,
2,1736883398494,14/01/2025 19:36:38,1736854598494,-8,14/01/2025 03:36:38,153647,19,questionnaire-vj9b,repeat-3dmk#4->-repeat-ku6w#4->-repeat-bbex#2,42477192,BLIND,12393685,,complete,,6786aaf475daa490845831e6,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1280x720,1280x593,,,0,Debrieff,3,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,,,,,,info,,END,122500,,,,
1,1736884317959,14/01/2025 19:51:57,1736866317959,-5,14/01/2025 09:51:57,153647,19,questionnaire-vj9b,repeat-3dmk#1->-repeat-tj2w#1->-repeat-bh4w#2,42477724,BLIND,12394123,,complete,,6786b88a4d0bfe33f50c2a24,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Debrieff,3,Accurate,2,,Accurate,,Inaccurate~Accurate,,,,,info,,BEGIN,,,,,
2,1736884355526,14/01/2025 19:52:35,1736866355526,-5,14/01/2025 09:52:35,153647,19,questionnaire-vj9b,repeat-3dmk#1->-repeat-tj2w#1->-repeat-bh4w#2,42477724,BLIND,12394123,,complete,,6786b88a4d0bfe33f50c2a24,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Debrieff,3,Accurate,2,,Accurate,,Inaccurate~Accurate,,,,,info,,END,37553,,,,
1,1736884543287,14/01/2025 19:55:43,1736859343287,-7,14/01/2025 05:55:43,153647,19,questionnaire-vj9b,repeat-3dmk#4->-repeat-ku6w#3->-repeat-bbex#2,42477799,BLIND,12394117,,complete,,6786b88c21935c1142b8c319,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x960,1536x791,,,0,Debrieff,3,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,,,,,,info,,BEGIN,,,,,
2,1736884652299,14/01/2025 19:57:32,1736859452299,-7,14/01/2025 05:57:32,153647,19,questionnaire-vj9b,repeat-3dmk#4->-repeat-ku6w#3->-repeat-bbex#2,42477799,BLIND,12394117,,complete,,6786b88c21935c1142b8c319,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x960,1536x791,,,0,Debrieff,3,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,,,,,,info,,END,108992,,,,
1,1736884561327,14/01/2025 19:56:01,1736866561327,-5,14/01/2025 09:56:01,153647,19,questionnaire-vj9b,repeat-3dmk#3->-repeat-ku6w#4->-repeat-bbex#3,42477809,BLIND,12394110,,complete,,6786b88e9b07a3cf8cb8ce6c,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1536x864,1396x657,,,0,Debrieff,3,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,,,,,,info,,BEGIN,,,,,
2,1736884567744,14/01/2025 19:56:07,1736866567744,-5,14/01/2025 09:56:07,153647,19,questionnaire-vj9b,repeat-3dmk#3->-repeat-ku6w#4->-repeat-bbex#3,42477809,BLIND,12394110,,complete,,6786b88e9b07a3cf8cb8ce6c,computer,Desktop or Laptop,Windows 10,Chrome 109.0.0.0,1536x864,1396x657,,,0,Debrieff,3,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,,,,,,info,,END,6402,,,,
1,1736885421168,14/01/2025 20:10:21,1736867421168,-5,14/01/2025 10:10:21,153647,19,questionnaire-vj9b,repeat-3dmk#2->-repeat-tj2w#3->-repeat-bh4w#2,42478125,BLIND,12394126,,complete,,6786b92a927bff134b80246d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1517x871,1512x863,,,0,Debrieff,3,Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,,,,,info,,BEGIN,,,,,
2,1736885427276,14/01/2025 20:10:27,1736867427276,-5,14/01/2025 10:10:27,153647,19,questionnaire-vj9b,repeat-3dmk#2->-repeat-tj2w#3->-repeat-bh4w#2,42478125,BLIND,12394126,,complete,,6786b92a927bff134b80246d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1517x871,1512x863,,,0,Debrieff,3,Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,,,,,info,,END,6097,,,,
1,1736885875322,14/01/2025 20:17:55,1736857075322,-8,14/01/2025 04:17:55,153647,19,questionnaire-vj9b,repeat-3dmk#2->-repeat-tj2w#3->-repeat-bh4w#1,42478334,BLIND,12394189,,complete,,6786bb6b4357b722adcce5fe,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,767x730,,,0,Debrieff,3,Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Accurate,,,,,info,,BEGIN,,,,,
2,1736885886029,14/01/2025 20:18:06,1736857086029,-8,14/01/2025 04:18:06,153647,19,questionnaire-vj9b,repeat-3dmk#2->-repeat-tj2w#3->-repeat-bh4w#1,42478334,BLIND,12394189,,complete,,6786bb6b4357b722adcce5fe,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,767x730,,,0,Debrieff,3,Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Accurate,,,,,info,,END,10669,,,,
1,1736886367270,14/01/2025 20:26:07,1736868367270,-5,14/01/2025 10:26:07,153647,19,questionnaire-vj9b,repeat-3dmk#3->-repeat-tj2w#3->-repeat-bh4w#2,42478576,BLIND,12394116,,complete,,6786b891c88050051b38c208,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x960,1149x552,,,0,Debrieff,3,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,,,,,info,,BEGIN,,,,,
2,1736886389142,14/01/2025 20:26:29,1736868389142,-5,14/01/2025 10:26:29,153647,19,questionnaire-vj9b,repeat-3dmk#3->-repeat-tj2w#3->-repeat-bh4w#2,42478576,BLIND,12394116,,complete,,6786b891c88050051b38c208,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x960,1149x552,,,0,Debrieff,3,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,,,,,info,,END,21859,,,,
1,1736886466992,14/01/2025 20:27:46,1736868466992,-5,14/01/2025 10:27:46,153647,19,questionnaire-vj9b,repeat-3dmk#4->-repeat-ku6w#2->-repeat-bbex#2,42478629,BLIND,12394289,,complete,,6786c08910cbde643ac97098,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Debrieff,3,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,,,,,info,,BEGIN,,,,,
2,1736886520015,14/01/2025 20:28:40,1736868520015,-5,14/01/2025 10:28:40,153647,19,questionnaire-vj9b,repeat-3dmk#4->-repeat-ku6w#2->-repeat-bbex#2,42478629,BLIND,12394289,,complete,,6786c08910cbde643ac97098,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Debrieff,3,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,,,,,info,,END,53016,,,,
1,1736886743412,14/01/2025 20:32:23,1736861543412,-7,14/01/2025 06:32:23,153647,19,questionnaire-vj9b,repeat-3dmk#2->-repeat-tj2w#1->-repeat-bh4w#3,42478743,BLIND,12394317,,complete,,6786c1b2e6554859012aa871,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,780x347,,,0,Debrieff,3,Inaccurate~Accurate,2,,Accurate,,Inaccurate~Inaccurate~Accurate,,,,,info,,BEGIN,,,,,
2,1736886769104,14/01/2025 20:32:49,1736861569104,-7,14/01/2025 06:32:49,153647,19,questionnaire-vj9b,repeat-3dmk#2->-repeat-tj2w#1->-repeat-bh4w#3,42478743,BLIND,12394317,,complete,,6786c1b2e6554859012aa871,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,780x347,,,0,Debrieff,3,Inaccurate~Accurate,2,,Accurate,,Inaccurate~Inaccurate~Accurate,,,,,info,,END,25681,,,,
1,1736888811068,14/01/2025 21:06:51,1736860011068,-8,14/01/2025 05:06:51,153647,19,questionnaire-vj9b,repeat-3dmk#2->-repeat-ku6w#2->-repeat-bbex#2,42479848,BLIND,12394411,,complete,,6786c6956d0041c89532821f,computer,Desktop or Laptop,Mac OS 10.15,Firefox 134.0,1920x1200,1865x1041,,,0,Debrieff,3,Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,,,,,info,,BEGIN,,,,,
2,1736888820467,14/01/2025 21:07:00,1736860020467,-8,14/01/2025 05:07:00,153647,19,questionnaire-vj9b,repeat-3dmk#2->-repeat-ku6w#2->-repeat-bbex#2,42479848,BLIND,12394411,,complete,,6786c6956d0041c89532821f,computer,Desktop or Laptop,Mac OS 10.15,Firefox 134.0,1920x1200,1865x1041,,,0,Debrieff,3,Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,,,,,info,,END,9384,,,,
1,1736889032098,14/01/2025 21:10:32,1736860232098,-8,14/01/2025 05:10:32,153647,19,questionnaire-vj9b,repeat-3dmk#1->-repeat-tj2w#3->-repeat-bh4w#1,42479933,BLIND,12394522,,complete,,6786cab2d716eb4cdd4ea032,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x730,,,0,Debrieff,3,Accurate,2,,Inaccurate~Inaccurate~Accurate,,Accurate,,,,,info,,BEGIN,,,,,
2,1736889038710,14/01/2025 21:10:38,1736860238710,-8,14/01/2025 05:10:38,153647,19,questionnaire-vj9b,repeat-3dmk#1->-repeat-tj2w#3->-repeat-bh4w#1,42479933,BLIND,12394522,,complete,,6786cab2d716eb4cdd4ea032,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x730,,,0,Debrieff,3,Accurate,2,,Inaccurate~Inaccurate~Accurate,,Accurate,,,,,info,,END,6598,,,,
1,1736889075000,14/01/2025 21:11:15,1736871075000,-5,14/01/2025 11:11:15,153647,19,questionnaire-vj9b,repeat-3dmk#3->-repeat-tj2w#2->-repeat-bh4w#1,42479947,BLIND,12394470,,complete,,6786c8fb6d0041c89532830f,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x585,,,0,Debrieff,3,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Accurate,,,,,info,,BEGIN,,,,,
2,1736889103603,14/01/2025 21:11:43,1736871103603,-5,14/01/2025 11:11:43,153647,19,questionnaire-vj9b,repeat-3dmk#3->-repeat-tj2w#2->-repeat-bh4w#1,42479947,BLIND,12394470,,complete,,6786c8fb6d0041c89532830f,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x585,,,0,Debrieff,3,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Accurate,,,,,info,,END,28587,,,,
1,1736889523573,14/01/2025 21:18:43,1736867923573,-6,14/01/2025 09:18:43,153647,19,questionnaire-vj9b,repeat-3dmk#4->-repeat-ku6w#4->-repeat-bbex#5,42480135,BLIND,12394465,,complete,,6786c883480d31c2b71c40f3,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x776,,,0,Debrieff,3,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,,,,,info,,BEGIN,,,,,
2,1736889558479,14/01/2025 21:19:18,1736867958479,-6,14/01/2025 09:19:18,153647,19,questionnaire-vj9b,repeat-3dmk#4->-repeat-ku6w#4->-repeat-bbex#5,42480135,BLIND,12394465,,complete,,6786c883480d31c2b71c40f3,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x776,,,0,Debrieff,3,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,,,,,info,,END,34890,,,,
1,1736889726430,14/01/2025 21:22:06,1736860926430,-8,14/01/2025 05:22:06,153647,19,questionnaire-vj9b,repeat-3dmk#3->-repeat-ku6w#3->-repeat-bbex#3,42480220,BLIND,12394468,,complete,,6786c8fb7e4f7019ff80b574,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x991,,,0,Debrieff,3,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,,,,,,info,,BEGIN,,,,,
2,1736889742307,14/01/2025 21:22:22,1736860942307,-8,14/01/2025 05:22:22,153647,19,questionnaire-vj9b,repeat-3dmk#3->-repeat-ku6w#3->-repeat-bbex#3,42480220,BLIND,12394468,,complete,,6786c8fb7e4f7019ff80b574,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x991,,,0,Debrieff,3,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,,,,,,info,,END,15836,,,,
1,1736890708568,14/01/2025 21:38:28,1736869108568,-6,14/01/2025 09:38:28,153647,19,questionnaire-vj9b,repeat-3dmk#7->-repeat-tj2w#1->-repeat-bh4w#3,42480620,BLIND,12394458,,complete,,6786c82bc6b04880df2fcd31,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x632,,,0,Debrieff,3,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Accurate,,Inaccurate~Inaccurate~Accurate,,,,,info,,BEGIN,,,,,
2,1736890726286,14/01/2025 21:38:46,1736869126286,-6,14/01/2025 09:38:46,153647,19,questionnaire-vj9b,repeat-3dmk#7->-repeat-tj2w#1->-repeat-bh4w#3,42480620,BLIND,12394458,,complete,,6786c82bc6b04880df2fcd31,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x632,,,0,Debrieff,3,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Accurate,,Inaccurate~Inaccurate~Accurate,,,,,info,,END,17692,,,,
1,1736890851315,14/01/2025 21:40:51,1736869251315,-6,14/01/2025 09:40:51,153647,19,questionnaire-vj9b,repeat-3dmk#5->-repeat-tj2w#4->-repeat-bh4w#1,42480674,BLIND,12394608,,complete,,6786c56d93061285158d9bca,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1034x571,,,0,Debrieff,3,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,,Accurate,,,,,info,,BEGIN,,,,,
2,1736890861051,14/01/2025 21:41:01,1736869261051,-6,14/01/2025 09:41:01,153647,19,questionnaire-vj9b,repeat-3dmk#5->-repeat-tj2w#4->-repeat-bh4w#1,42480674,BLIND,12394608,,complete,,6786c56d93061285158d9bca,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1034x571,,,0,Debrieff,3,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,,Accurate,,,,,info,,END,9694,,,,
1,1736890843323,14/01/2025 21:40:43,1736872843323,-5,14/01/2025 11:40:43,153647,19,questionnaire-vj9b,repeat-3dmk#4->-repeat-ku6w#2->-repeat-bbex#2,42480678,BLIND,12394728,,complete,,6786d1fb415168abd9f228e9,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1396x670,,,0,Debrieff,3,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,,,,,info,,BEGIN,,,,,
2,1736890847737,14/01/2025 21:40:47,1736872847737,-5,14/01/2025 11:40:47,153647,19,questionnaire-vj9b,repeat-3dmk#4->-repeat-ku6w#2->-repeat-bbex#2,42480678,BLIND,12394728,,complete,,6786d1fb415168abd9f228e9,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1396x670,,,0,Debrieff,3,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,,,,,info,,END,4398,,,,
1,1736891907491,14/01/2025 21:58:27,1736866707491,-7,14/01/2025 07:58:27,153647,19,questionnaire-vj9b,repeat-3dmk#2->-repeat-ku6w#3->-repeat-bbex#1,42481094,BLIND,12394807,,complete,,6786d599415168abd9f22a11,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1440x960,1440x825,,,0,Debrieff,3,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Accurate,,,,,,info,,BEGIN,,,,,
2,1736891911590,14/01/2025 21:58:31,1736866711590,-7,14/01/2025 07:58:31,153647,19,questionnaire-vj9b,repeat-3dmk#2->-repeat-ku6w#3->-repeat-bbex#1,42481094,BLIND,12394807,,complete,,6786d599415168abd9f22a11,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1440x960,1440x825,,,0,Debrieff,3,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Accurate,,,,,,info,,END,4073,,,,
1,1736892766121,14/01/2025 22:12:46,1736867566121,-7,14/01/2025 08:12:46,153647,19,questionnaire-vj9b,repeat-3dmk#5->-repeat-ku6w#2->-repeat-bbex#2,42481398,BLIND,12394509,,complete,,6786c9fb82935a1b3dc92424,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x585,,,0,Debrieff,3,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,,,,,info,,BEGIN,,,,,
2,1736892780105,14/01/2025 22:13:00,1736867580105,-7,14/01/2025 08:13:00,153647,19,questionnaire-vj9b,repeat-3dmk#5->-repeat-ku6w#2->-repeat-bbex#2,42481398,BLIND,12394509,,complete,,6786c9fb82935a1b3dc92424,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x585,,,0,Debrieff,3,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,,,,,info,,END,13970,,,,
1,1736893081605,14/01/2025 22:18:01,1736875081605,-5,14/01/2025 12:18:01,153647,19,questionnaire-vj9b,repeat-3dmk#1->-repeat-tj2w#3->-repeat-bh4w#2,42481475,BLIND,12394923,,complete,,6786d9e7c062fa1d0c15ffc3,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x725,,,0,Debrieff,3,Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,,,,,info,,BEGIN,,,,,
2,1736893105089,14/01/2025 22:18:25,1736875105089,-5,14/01/2025 12:18:25,153647,19,questionnaire-vj9b,repeat-3dmk#1->-repeat-tj2w#3->-repeat-bh4w#2,42481475,BLIND,12394923,,complete,,6786d9e7c062fa1d0c15ffc3,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x725,,,0,Debrieff,3,Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,,,,,info,,END,23468,,,,
1,1736893202848,14/01/2025 22:20:02,1736864402848,-8,14/01/2025 06:20:02,153647,19,questionnaire-vj9b,repeat-3dmk#2->-repeat-tj2w#1->-repeat-bh4w#2,42481505,BLIND,12394924,,complete,,6786d9fb480d31c2b71c46d0,computer,Desktop or Laptop,Mac OS 10.15,Firefox 134.0,1680x1050,1680x966,,,0,Debrieff,3,Inaccurate~Accurate,2,,Accurate,,Inaccurate~Accurate,,,,,info,,BEGIN,,,,,
2,1736893214005,14/01/2025 22:20:14,1736864414005,-8,14/01/2025 06:20:14,153647,19,questionnaire-vj9b,repeat-3dmk#2->-repeat-tj2w#1->-repeat-bh4w#2,42481505,BLIND,12394924,,complete,,6786d9fb480d31c2b71c46d0,computer,Desktop or Laptop,Mac OS 10.15,Firefox 134.0,1680x1050,1680x966,,,0,Debrieff,3,Inaccurate~Accurate,2,,Accurate,,Inaccurate~Accurate,,,,,info,,END,11144,,,,
1,1736893418613,14/01/2025 22:23:38,1736871818613,-6,14/01/2025 10:23:38,153647,19,questionnaire-vj9b,repeat-3dmk#6->-repeat-ku6w#4->-repeat-bbex#2,42481543,BLIND,12394789,,complete,,6786d2d8d631bf84868d9de2,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x630,,,0,Debrieff,3,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,,,,,,info,,BEGIN,,,,,
