Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,branch-phuz,branch-3j3b,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: answer,Spreadsheet: img,Spreadsheet: border,Spreadsheet: Screen,Spreadsheet: timing,Manipulation: Spreadsheet
11,1736878957105,14/01/2025 18:22:37,1736857357105,-6,14/01/2025 06:22:37,153647,19,task-wzke,repeat-3dmk#1,42475063,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,4,image,Trials,mxeghn,1,response,J,1001,1001,1001,1001,1001,1001,1,1001,0,0,,Time Limit,screen,0,screen,image,J,instr_photo_3.jpg,#DC143C,,1000ms,
12,1736878958089,14/01/2025 18:22:38,1736857358089,-6,14/01/2025 06:22:38,153647,19,task-wzke,repeat-3dmk#1,42475063,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,4,image,Screen 2,2al84i,2,continue,,500.5,500.5,500.5,500.5,500.5,500.5,1,500.5,0,0,,Fixation Timing,Fixation,1,object-24,image,J,instr_photo_3.jpg,#DC143C,,1000ms,
13,1736878959090,14/01/2025 18:22:39,1736857359090,-6,14/01/2025 06:22:39,153647,19,task-wzke,repeat-3dmk#1,42475063,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,5,image,Trials,mxeghn,1,response,J,1001,1001,1001,1001,1001,1001,0,1001,0,0,,Time Limit,screen,0,screen,image,F,instr_photo_5.jpg,#FF69B4,,1000ms,
14,1736878960074,14/01/2025 18:22:40,1736857360074,-6,14/01/2025 06:22:40,153647,19,task-wzke,repeat-3dmk#1,42475063,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,5,image,Screen 2,2al84i,2,continue,,500.5,500.5,500.5,500.5,500.5,500.5,1,500.5,0,0,,Fixation Timing,Fixation,1,object-24,image,F,instr_photo_5.jpg,#FF69B4,,1000ms,
15,1736878960075,14/01/2025 18:22:40,1736857360075,-6,14/01/2025 06:22:40,153647,19,task-wzke,repeat-3dmk#1,42475063,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,,,,,,info,END,,,38799,,,,0,,,,,,,,,,,,,,,
1,1736878929826,14/01/2025 18:22:09,1736853729826,-7,14/01/2025 04:22:09,153647,19,task-wzke,repeat-3dmk#1,42475067,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x959,,,0,Sustained Attention Practice (Clone),4,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,
2,1736878949933,14/01/2025 18:22:29,1736853749933,-7,14/01/2025 04:22:29,153647,19,task-wzke,repeat-3dmk#1,42475067,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x959,,,0,Sustained Attention Practice (Clone),4,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,1,instructions,Screen 1,djhvrt,1,continue,,19278.1,19266.699999999997,19278.1,19278.1,19266.699999999997,19278.1,1,19278.1,0,0,,Click To Continue,Continue Button,6,object-20,instructions,,,,,,
3,1736878953430,14/01/2025 18:22:33,1736853753430,-7,14/01/2025 04:22:33,153647,19,task-wzke,repeat-3dmk#1,42475067,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x959,,,0,Sustained Attention Practice (Clone),4,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,1,instructions,Screen 2,1kaj8e,2,continue,,3506.5999999992564,3499.9000000000015,3506.5999999992564,3506.5999999992564,3499.9000000000015,3506.5999999992564,1,3506.5999999992564,0,0,,Click To Continue,Continue Button,2,object-7,instructions,,,,,,
4,1736878956422,14/01/2025 18:22:36,1736853756422,-7,14/01/2025 04:22:36,153647,19,task-wzke,repeat-3dmk#1,42475067,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x959,,,0,Sustained Attention Practice (Clone),4,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,1,instructions,Screen 3,j5lb3b,3,timedOut,,3001.199999999255,3000.0999999999985,3001.199999999255,3001.199999999255,3000.0999999999985,3001.199999999255,1,3001.199999999255,0,0,,Time Limit,screen,0,screen,instructions,,,,,,
5,1736878956804,14/01/2025 18:22:36,1736853756804,-7,14/01/2025 04:22:36,153647,19,task-wzke,repeat-3dmk#1,42475067,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x959,,,0,Sustained Attention Practice (Clone),4,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,1,image,Trials,mxeghn,1,response,F,377.800000000374,366.7000000000007,377.800000000374,377.800000000374,366.7000000000007,377.800000000374,1,377.800000000374,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,F,instr_photo.jpg,#FF69B4,,1000ms,
6,1736878957790,14/01/2025 18:22:37,1736853757790,-7,14/01/2025 04:22:37,153647,19,task-wzke,repeat-3dmk#1,42475067,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x959,,,0,Sustained Attention Practice (Clone),4,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,1,image,Screen 2,2al84i,2,continue,,500,500,500,500,500,500,1,500,0,0,,Fixation Timing,Fixation,1,object-24,image,F,instr_photo.jpg,#FF69B4,,1000ms,
7,1736878958444,14/01/2025 18:22:38,1736853758444,-7,14/01/2025 04:22:38,153647,19,task-wzke,repeat-3dmk#1,42475067,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x959,,,0,Sustained Attention Practice (Clone),4,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,2,image,Trials,mxeghn,1,response,F,655.2999999996282,650.0000000000036,655.2999999996282,655.2999999996282,650.0000000000036,655.2999999996282,1,655.2999999996282,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,F,instr_photo_2.jpg,#DC143C,,1000ms,
8,1736878959439,14/01/2025 18:22:39,1736853759439,-7,14/01/2025 04:22:39,153647,19,task-wzke,repeat-3dmk#1,42475067,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x959,,,0,Sustained Attention Practice (Clone),4,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,2,image,Screen 2,2al84i,2,continue,,500,500,500,500,500,500,1,500,0,0,,Fixation Timing,Fixation,1,object-24,image,F,instr_photo_2.jpg,#DC143C,,1000ms,
9,1736878960110,14/01/2025 18:22:40,1736853760110,-7,14/01/2025 04:22:40,153647,19,task-wzke,repeat-3dmk#1,42475067,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x959,,,0,Sustained Attention Practice (Clone),4,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,3,image,Trials,mxeghn,1,response,F,670.5000000007421,666.6999999999971,670.5000000007421,670.5000000007421,666.6999999999971,670.5000000007421,1,670.5000000007421,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,F,instr_photo_3.jpg,#E2752C,,1000ms,
10,1736878961105,14/01/2025 18:22:41,1736853761105,-7,14/01/2025 04:22:41,153647,19,task-wzke,repeat-3dmk#1,42475067,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x959,,,0,Sustained Attention Practice (Clone),4,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,3,image,Screen 2,2al84i,2,continue,,500.09999999999854,500.09999999999854,500.09999999999854,500.09999999999854,500.09999999999854,500.09999999999854,1,500.09999999999854,0,0,,Fixation Timing,Fixation,1,object-24,image,F,instr_photo_3.jpg,#E2752C,,1000ms,
11,1736878962108,14/01/2025 18:22:42,1736853762108,-7,14/01/2025 04:22:42,153647,19,task-wzke,repeat-3dmk#1,42475067,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x959,,,0,Sustained Attention Practice (Clone),4,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,4,image,Trials,mxeghn,1,response,J,999.9000000000015,999.9000000000015,999.9000000000015,999.9000000000015,999.9000000000015,999.9000000000015,1,999.9000000000015,0,0,,Time Limit,screen,0,screen,image,J,instr_photo_3.jpg,#DC143C,,1000ms,
12,1736878963090,14/01/2025 18:22:43,1736853763090,-7,14/01/2025 04:22:43,153647,19,task-wzke,repeat-3dmk#1,42475067,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x959,,,0,Sustained Attention Practice (Clone),4,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,4,image,Screen 2,2al84i,2,continue,,499.8999999999942,499.8999999999942,499.8999999999942,499.8999999999942,499.8999999999942,499.8999999999942,1,499.8999999999942,0,0,,Fixation Timing,Fixation,1,object-24,image,J,instr_photo_3.jpg,#DC143C,,1000ms,
13,1736878963444,14/01/2025 18:22:43,1736853763444,-7,14/01/2025 04:22:43,153647,19,task-wzke,repeat-3dmk#1,42475067,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x959,,,0,Sustained Attention Practice (Clone),4,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,5,image,Trials,mxeghn,1,response,F,355.70000000037544,350,355.70000000037544,355.70000000037544,350,355.70000000037544,1,355.70000000037544,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,F,instr_photo_5.jpg,#FF69B4,,1000ms,
14,1736878964439,14/01/2025 18:22:44,1736853764439,-7,14/01/2025 04:22:44,153647,19,task-wzke,repeat-3dmk#1,42475067,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x959,,,0,Sustained Attention Practice (Clone),4,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,5,image,Screen 2,2al84i,2,continue,,499.8999999999942,499.8999999999942,499.8999999999942,499.8999999999942,499.8999999999942,499.8999999999942,1,499.8999999999942,0,0,,Fixation Timing,Fixation,1,object-24,image,F,instr_photo_5.jpg,#FF69B4,,1000ms,
15,1736878964440,14/01/2025 18:22:44,1736853764440,-7,14/01/2025 04:22:44,153647,19,task-wzke,repeat-3dmk#1,42475067,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x959,,,0,Sustained Attention Practice (Clone),4,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,,,,,,info,END,,,34550,,,,0,,,,,,,,,,,,,,,
1,1736878974504,14/01/2025 18:22:54,1736857374504,-6,14/01/2025 06:22:54,153647,19,task-wzke,repeat-3dmk#2,42475116,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,
2,1736878976268,14/01/2025 18:22:56,1736857376268,-6,14/01/2025 06:22:56,153647,19,task-wzke,repeat-3dmk#2,42475116,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,instructions,Screen 1,djhvrt,1,continue,,1746.1,1735,1746.1,1746.1,1735,1746.1,1,1746.1,0,0,,Click To Continue,Continue Button,6,object-20,instructions,,,,,,
3,1736878977664,14/01/2025 18:22:57,1736857377664,-6,14/01/2025 06:22:57,153647,19,task-wzke,repeat-3dmk#2,42475116,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,instructions,Screen 2,1kaj8e,2,continue,,1406.8999999523162,1401.4,1406.8999999523162,1406.8999999523162,1401.4,1406.8999999523162,1,1406.8999999523162,0,0,,Click To Continue,Continue Button,2,object-7,instructions,,,,,,
4,1736878980662,14/01/2025 18:23:00,1736857380662,-6,14/01/2025 06:23:00,153647,19,task-wzke,repeat-3dmk#2,42475116,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,instructions,Screen 3,j5lb3b,3,timedOut,,3003.3999999284742,3003,3003.3999999284742,3003.3999999284742,3003,3003.3999999284742,1,3003.3999999284742,0,0,,Time Limit,screen,0,screen,instructions,,,,,,
5,1736878981663,14/01/2025 18:23:01,1736857381663,-6,14/01/2025 06:23:01,153647,19,task-wzke,repeat-3dmk#2,42475116,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,image,Trials,mxeghn,1,response,J,1001.0999999999995,1001.0999999999995,1001.0999999999995,1001.0999999999995,1001.0999999999995,1001.0999999999995,0,1001.0999999999995,0,0,,Time Limit,screen,0,screen,image,F,instr_photo.jpg,#FF69B4,,1000ms,
6,1736878982647,14/01/2025 18:23:02,1736857382647,-6,14/01/2025 06:23:02,153647,19,task-wzke,repeat-3dmk#2,42475116,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,image,Screen 2,2al84i,2,continue,,500.5,500.5,500.5,500.5,500.5,500.5,1,500.5,0,0,,Fixation Timing,Fixation,1,object-24,image,F,instr_photo.jpg,#FF69B4,,1000ms,
7,1736878983648,14/01/2025 18:23:03,1736857383648,-6,14/01/2025 06:23:03,153647,19,task-wzke,repeat-3dmk#2,42475116,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,2,image,Trials,mxeghn,1,response,J,1001,1001,1001,1001,1001,1001,0,1001,0,0,,Time Limit,screen,0,screen,image,F,instr_photo_2.jpg,#DC143C,,1000ms,
8,1736878984633,14/01/2025 18:23:04,1736857384633,-6,14/01/2025 06:23:04,153647,19,task-wzke,repeat-3dmk#2,42475116,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,2,image,Screen 2,2al84i,2,continue,,500.60000000000036,500.60000000000036,500.60000000000036,500.60000000000036,500.60000000000036,500.60000000000036,1,500.60000000000036,0,0,,Fixation Timing,Fixation,1,object-24,image,F,instr_photo_2.jpg,#DC143C,,1000ms,
9,1736878985455,14/01/2025 18:23:05,1736857385455,-6,14/01/2025 06:23:05,153647,19,task-wzke,repeat-3dmk#2,42475116,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,3,image,Trials,mxeghn,1,response,F,823.5,817.5,823.5,823.5,817.5,823.5,1,823.5,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,F,instr_photo_3.jpg,#E2752C,,1000ms,
