"","Participant.Private.ID","Task.Name","Trial.Number","Display","Response","Spreadsheet..img","Spreadsheet..type","Spreadsheet..memory","Tree.Node.Key","hits","fas","miss","crs","hit_rate","false_alarm_rate","APrime","d_prime"
"94",10773056,"Memory Task (Clone 3)",94,"image","4","5a23a47679198e010456386f5e261a82.jpg","target","filler","task-tak4",0,0,0,1,0.5,0.18,0.757560975609756,0.647260860875074
"95",10773056,"Memory Task (Clone 3)",95,"image","4","c9b37e0251acb3852cfa984af9422718.jpg","target","target","task-tak4",0,0,1,0,0.5,0.18,0.757560975609756,0.647260860875074
"96",10773056,"Memory Task (Clone 3)",96,"image","4","05d8821c014d8c5811839b8245fef778.jpg","target","target","task-tak4",0,0,1,0,0.5,0.18,0.757560975609756,0.647260860875074
"97",10773056,"Memory Task (Clone 3)",97,"image","4","ffef5b6ece3a2dda515e981c7b22d3fd.jpg","target","target","task-tak4",0,0,1,0,0.5,0.18,0.757560975609756,0.647260860875074
"98",10773056,"Memory Task (Clone 3)",98,"image","4","2a108677e97ca05cfd3ffaf1bcf4ab6f.jpg","target","filler","task-tak4",0,0,0,1,0.5,0.18,0.757560975609756,0.647260860875074
"99",10773056,"Memory Task (Clone 3)",99,"image","4","Landscapes_070_h.jpg","target","filler","task-tak4",0,0,0,1,0.5,0.18,0.757560975609756,0.647260860875074
"100",10773056,"Memory Task (Clone 3)",100,"image","1","ff4d01d75d50faf331cafb1b94574410.jpg","target","target","task-tak4",1,0,0,0,0.5,0.18,0.757560975609756,0.647260860875074
"101",10776637,"Memory Task (Clone 3)",1,"image","1","fe5e73a188c13e29c0d52cc4fd6f28e9.jpg","target","target","task-tak4",1,0,0,0,0.54,0.18,0.776422764227642,0.718278225708528
"102",10776637,"Memory Task (Clone 3)",2,"image","5","Landscapes_164_h.jpg","target","filler","task-tak4",0,0,0,1,0.54,0.18,0.776422764227642,0.718278225708528
"103",10776637,"Memory Task (Clone 3)",3,"image","1","5f560d80ea8dffbb6034d4d3478377d4.jpg","target","target","task-tak4",1,0,0,0,0.54,0.18,0.776422764227642,0.718278225708528
"104",10776637,"Memory Task (Clone 3)",4,"image","1","fff1f99a649e3d1cfa2bd2097cae35e9.jpg","target","filler","task-tak4",0,1,0,0,0.54,0.18,0.776422764227642,0.718278225708528
"105",10776637,"Memory Task (Clone 3)",5,"image","1","ccffa36581808a0f8ac1dbc98ffac6d4.jpg","target","target","task-tak4",1,0,0,0,0.54,0.18,0.776422764227642,0.718278225708528
"106",10776637,"Memory Task (Clone 3)",6,"image","5","8ac8bc758313fb5606c25c62ffb54276.jpg","target","filler","task-tak4",0,0,0,1,0.54,0.18,0.776422764227642,0.718278225708528
"107",10776637,"Memory Task (Clone 3)",7,"image","6","3aa18c7989615cbf9e84d32f0039e64f.jpg","target","target","task-tak4",0,0,1,0,0.54,0.18,0.776422764227642,0.718278225708528
"108",10776637,"Memory Task (Clone 3)",8,"image","1","Lake 11.jpg","target","target","task-tak4",1,0,0,0,0.54,0.18,0.776422764227642,0.718278225708528
"109",10776637,"Memory Task (Clone 3)",9,"image","1","a3c07962576e26bf069a586249b4729d.jpg","target","target","task-tak4",1,0,0,0,0.54,0.18,0.776422764227642,0.718278225708528
"110",10776637,"Memory Task (Clone 3)",10,"image","5","Landscapes_070_h.jpg","target","filler","task-tak4",0,0,0,1,0.54,0.18,0.776422764227642,0.718278225708528
"111",10776637,"Memory Task (Clone 3)",11,"image","6","3b28318716c8f229919610055035ba3e.jpg","target","filler","task-tak4",0,0,0,1,0.54,0.18,0.776422764227642,0.718278225708528
"112",10776637,"Memory Task (Clone 3)",12,"image","4","Landscapes_076_h.jpg","target","filler","task-tak4",0,0,0,1,0.54,0.18,0.776422764227642,0.718278225708528
"113",10776637,"Memory Task (Clone 3)",13,"image","3","fe20fb1d85b9e167448d8579e2dc9afa.jpg","target","target","task-tak4",1,0,0,0,0.54,0.18,0.776422764227642,0.718278225708528
"114",10776637,"Memory Task (Clone 3)",14,"image","5","Lightning 1.jpg","target","filler","task-tak4",0,0,0,1,0.54,0.18,0.776422764227642,0.718278225708528
"115",10776637,"Memory Task (Clone 3)",15,"image","1","2dd0aad5b99bf1d8f7739cdc4f2ae114.jpg","target","target","task-tak4",1,0,0,0,0.54,0.18,0.776422764227642,0.718278225708528
"116",10776637,"Memory Task (Clone 3)",16,"image","3","fe25ff4825132970ac366436a7ac7f52.jpg","target","filler","task-tak4",0,1,0,0,0.54,0.18,0.776422764227642,0.718278225708528
"117",10776637,"Memory Task (Clone 3)",17,"image","5","NeutMidNonsoc_8.jpg","target","target","task-tak4",0,0,1,0,0.54,0.18,0.776422764227642,0.718278225708528
"118",10776637,"Memory Task (Clone 3)",18,"image","1","ffb4a2224773cc9402115b14ee95ee01.jpg","target","filler","task-tak4",0,1,0,0,0.54,0.18,0.776422764227642,0.718278225708528
"119",10776637,"Memory Task (Clone 3)",19,"image","1","3e63504a056f9ae4d031ef5b232068fc.jpg","target","target","task-tak4",1,0,0,0,0.54,0.18,0.776422764227642,0.718278225708528
"120",10776637,"Memory Task (Clone 3)",20,"image","5","Landscapes_005_h.jpg","target","filler","task-tak4",0,0,0,1,0.54,0.18,0.776422764227642,0.718278225708528
"121",10776637,"Memory Task (Clone 3)",21,"image","5","Grass 6.jpg","target","filler","task-tak4",0,0,0,1,0.54,0.18,0.776422764227642,0.718278225708528
"122",10776637,"Memory Task (Clone 3)",22,"image","5","9429c67f6cd1ee28595e7f303408801b.jpg","target","target","task-tak4",0,0,1,0,0.54,0.18,0.776422764227642,0.718278225708528
