Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-qy9p,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: number,Spreadsheet: img,Spreadsheet: type,Spreadsheet: answer,Spreadsheet: border,Spreadsheet: memory,Manipulation: Spreadsheet
73,1725476337030,04/09/2024 18:58:57,1725454737030,-6,04/09/2024 06:58:57,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,70,image,Screen 3,zz7hbh,1,response,4,3364.5999999940395,3362.9000000000233,3364.5999999940395,3364.5999999940395,3362.9000000000233,3364.5999999940395,1,3364.5999999940395,0,0,,Keyboard Response,Image,1,object-1907,image,360,3aa18c7989615cbf9e84d32f0039e64f.jpg,target,J,,filler,
74,1725476338674,04/09/2024 18:58:58,1725454738674,-6,04/09/2024 06:58:58,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,71,image,Screen 3,zz7hbh,1,response,1,1645.2999999880558,1631.5999999999767,1645.2999999880558,1645.2999999880558,1631.5999999999767,1645.2999999880558,1,1645.2999999880558,0,0,,Keyboard Response,Image,1,object-1907,image,351,Lightning 1.jpg,target,F,,target,
75,1725476341528,04/09/2024 18:59:01,1725454741528,-6,04/09/2024 06:59:01,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,72,image,Screen 3,zz7hbh,1,response,4,2867.699999988079,2863.5999999999767,2867.699999988079,2867.699999988079,2863.5999999999767,2867.699999988079,1,2867.699999988079,0,0,,Keyboard Response,Image,1,object-1907,image,127,Landscapes_164_h.jpg,target,F,,target,
76,1725476346533,04/09/2024 18:59:06,1725454746533,-6,04/09/2024 06:59:06,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,73,image,Screen 3,zz7hbh,1,response,2,5008.999999994063,4994.600000000035,5008.999999994063,5008.999999994063,4994.600000000035,5008.999999994063,1,5008.999999994063,0,0,,Keyboard Response,Image,1,object-1907,image,112,6a428827436fae2f1dc16138cf69fbc3.jpg,target,J,,filler,
77,1725476348061,04/09/2024 18:59:08,1725454748061,-6,04/09/2024 06:59:08,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,74,image,Screen 3,zz7hbh,1,response,1,1543.2999999999884,1531.399999999965,1543.2999999999884,1543.2999999999884,1531.399999999965,1543.2999999999884,1,1543.2999999999884,0,0,,Keyboard Response,Image,1,object-1907,image,303,NegHighNonsoc_2.jpg,target,F,,target,
78,1725476350526,04/09/2024 18:59:10,1725454750526,-6,04/09/2024 06:59:10,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,75,image,Screen 3,zz7hbh,1,response,3,2477.0999999881024,2464.2000000000116,2477.0999999881024,2477.0999999881024,2464.2000000000116,2477.0999999881024,1,2477.0999999881024,0,0,,Keyboard Response,Image,1,object-1907,image,2151,fec11dda30431706f5eb888ce3492570.jpg,target,F,,target,
79,1725476354001,04/09/2024 18:59:14,1725454754001,-6,04/09/2024 06:59:14,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,76,image,Screen 3,zz7hbh,1,response,4,3487.600000005972,3479.7000000000116,3487.600000005972,3487.600000005972,3479.7000000000116,3487.600000005972,1,3487.600000005972,0,0,,Keyboard Response,Image,1,object-1907,image,263,Landscapes_128_h.jpg,target,F,,target,
80,1725476356285,04/09/2024 18:59:16,1725454756285,-6,04/09/2024 06:59:16,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,77,image,Screen 3,zz7hbh,1,response,4,2291.9000000059605,2280.7000000000116,2291.9000000059605,2291.9000000059605,2280.7000000000116,2291.9000000059605,1,2291.9000000059605,0,0,,Keyboard Response,Image,1,object-1907,image,375,05e0ccb29e66f0205468594900a6183c.jpg,target,J,,filler,
81,1725476358417,04/09/2024 18:59:18,1725454758417,-6,04/09/2024 06:59:18,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,78,image,Screen 3,zz7hbh,1,response,2,2143.2999999999884,2130.7000000000116,2143.2999999999884,2143.2999999999884,2130.7000000000116,2143.2999999999884,1,2143.2999999999884,0,0,,Keyboard Response,Image,1,object-1907,image,23,ffbf67b06880abe66cf01e4026e70732.jpg,target,F,,target,
82,1725476361234,04/09/2024 18:59:21,1725454761234,-6,04/09/2024 06:59:21,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,79,image,Screen 3,zz7hbh,1,response,2,2829.5999999999767,2814,2829.5999999999767,2829.5999999999767,2814,2829.5999999999767,1,2829.5999999999767,0,0,,Keyboard Response,Image,1,object-1907,image,87,6cb2b2a420aafa64f282ef22e112d0b2.jpg,target,F,,target,
83,1725476363528,04/09/2024 18:59:23,1725454763528,-6,04/09/2024 06:59:23,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,80,image,Screen 3,zz7hbh,1,response,2,2309.8999999820953,2297.2999999999884,2309.8999999820953,2309.8999999820953,2297.2999999999884,2309.8999999820953,1,2309.8999999820953,0,0,,Keyboard Response,Image,1,object-1907,image,95,3a28649190d86c53706846e0df52129b.jpg,target,F,,target,
84,1725476365860,04/09/2024 18:59:25,1725454765860,-6,04/09/2024 06:59:25,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,81,image,Screen 3,zz7hbh,1,response,1,2344.599999982107,2330.7000000000116,2344.599999982107,2344.599999982107,2330.7000000000116,2344.599999982107,1,2344.599999982107,0,0,,Keyboard Response,Image,1,object-1907,image,63,03b8acc17e9fa12795ac1bdce10e01fe.jpg,target,F,,target,
85,1725476369554,04/09/2024 18:59:29,1725454769554,-6,04/09/2024 06:59:29,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,82,image,Screen 3,zz7hbh,1,response,3,3707.299999988056,3696.0999999999767,3707.299999988056,3707.299999988056,3696.0999999999767,3707.299999988056,1,3707.299999988056,0,0,,Keyboard Response,Image,1,object-1907,image,2241,3be1dc1cbac8f940252b3cb095d56548.jpg,target,J,,filler,
86,1725476371650,04/09/2024 18:59:31,1725454771650,-6,04/09/2024 06:59:31,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,83,image,Screen 3,zz7hbh,1,response,3,2107,2097.5999999999767,2107,2107,2097.5999999999767,2107,1,2107,0,0,,Keyboard Response,Image,1,object-1907,image,368,1ded6e97d0ad65c21ef12e8872f75185.jpg,target,J,,filler,
87,1725476374188,04/09/2024 18:59:34,1725454774188,-6,04/09/2024 06:59:34,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,84,image,Screen 3,zz7hbh,1,response,4,2547.699999982142,2547.100000000035,2547.699999982142,2547.699999982142,2547.100000000035,2547.699999982142,1,2547.699999982142,0,0,,Keyboard Response,Image,1,object-1907,image,71,5f560d80ea8dffbb6034d4d3478377d4.jpg,target,J,,filler,
88,1725476376189,04/09/2024 18:59:36,1725454776189,-6,04/09/2024 06:59:36,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,85,image,Screen 3,zz7hbh,1,response,1,2002.2000000059488,1997.899999999965,2002.2000000059488,2002.2000000059488,1997.899999999965,2002.2000000059488,1,2002.2000000059488,0,0,,Keyboard Response,Image,1,object-1907,image,367,2e3b0025fcff7340461ebb7fc282d7c9.jpg,target,F,,target,
89,1725476378130,04/09/2024 18:59:38,1725454778130,-6,04/09/2024 06:59:38,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,86,image,Screen 3,zz7hbh,1,response,2,1944.9000000000233,1931.100000000035,1944.9000000000233,1944.9000000000233,1931.100000000035,1944.9000000000233,1,1944.9000000000233,0,0,,Keyboard Response,Image,1,object-1907,image,287,4c9b824221ea465e852f409c11d0bb60.jpg,target,F,,target,
90,1725476381540,04/09/2024 18:59:41,1725454781540,-6,04/09/2024 06:59:41,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,87,image,Screen 3,zz7hbh,1,response,4,3424.099999982107,3413.2000000000116,3424.099999982107,3424.099999982107,3413.2000000000116,3424.099999982107,1,3424.099999982107,0,0,,Keyboard Response,Image,1,object-1907,image,271,fef52d08fa721202036106f66f1505ac.jpg,target,J,,filler,
91,1725476384254,04/09/2024 18:59:44,1725454784254,-6,04/09/2024 06:59:44,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,88,image,Screen 3,zz7hbh,1,response,3,2725.0999999999767,2713.399999999965,2725.0999999999767,2725.0999999999767,2713.399999999965,2725.0999999999767,1,2725.0999999999767,0,0,,Keyboard Response,Image,1,object-1907,image,351,9429c67f6cd1ee28595e7f303408801b.jpg,target,J,,filler,
92,1725476387189,04/09/2024 18:59:47,1725454787189,-6,04/09/2024 06:59:47,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,89,image,Screen 3,zz7hbh,1,response,3,2946.2000000000116,2930.2999999999884,2946.2000000000116,2946.2000000000116,2930.2999999999884,2946.2000000000116,1,2946.2000000000116,0,0,,Keyboard Response,Image,1,object-1907,image,119,2f02c39dabc2c18f71aa323771b1bd08.jpg,target,F,,target,
93,1725476388852,04/09/2024 18:59:48,1725454788852,-6,04/09/2024 06:59:48,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,90,image,Screen 3,zz7hbh,1,response,1,1678.4000000000233,1664.7000000000116,1678.4000000000233,1678.4000000000233,1664.7000000000116,1678.4000000000233,1,1678.4000000000233,0,0,,Keyboard Response,Image,1,object-1907,image,31,Landscapes_005_h.jpg,target,F,,target,
94,1725476390892,04/09/2024 18:59:50,1725454790892,-6,04/09/2024 06:59:50,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,91,image,Screen 3,zz7hbh,1,response,1,2054.3999999880907,2047.600000000035,2054.3999999880907,2054.3999999880907,2047.600000000035,2054.3999999880907,1,2054.3999999880907,0,0,,Keyboard Response,Image,1,object-1907,image,359,ffb4a2224773cc9402115b14ee95ee01.jpg,target,F,,target,
95,1725476394734,04/09/2024 18:59:54,1725454794734,-6,04/09/2024 06:59:54,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,92,image,Screen 3,zz7hbh,1,response,3,3848.799999988056,3846,3848.799999988056,3848.799999988056,3846,3848.799999988056,1,3848.799999988056,0,0,,Keyboard Response,Image,1,object-1907,image,231,fe12a81ec4f462dba63c63d1af8cbd3e.jpg,target,F,,target,
96,1725476396590,04/09/2024 18:59:56,1725454796590,-6,04/09/2024 06:59:56,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,93,image,Screen 3,zz7hbh,1,response,1,1858.7999999880558,1847.899999999965,1858.7999999880558,1858.7999999880558,1847.899999999965,1858.7999999880558,1,1858.7999999880558,0,0,,Keyboard Response,Image,1,object-1907,image,2311,Destruction 2.jpg,target,J,,filler,
97,1725476401320,04/09/2024 19:00:01,1725454801320,-6,04/09/2024 07:00:01,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,94,image,Screen 3,zz7hbh,1,response,2,4740.700000000012,4728,4740.700000000012,4740.700000000012,4728,4740.700000000012,1,4740.700000000012,0,0,,Keyboard Response,Image,1,object-1907,image,2001,fdba06ca0c1cd11d6ee0d98573e406e8.jpg,target,J,,filler,
98,1725476404509,04/09/2024 19:00:04,1725454804509,-6,04/09/2024 07:00:04,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,95,image,Screen 3,zz7hbh,1,response,2,3201.299999994051,3196.600000000035,3201.299999994051,3201.299999994051,3196.600000000035,3201.299999994051,1,3201.299999994051,0,0,,Keyboard Response,Image,1,object-1907,image,1591,c9b37e0251acb3852cfa984af9422718.jpg,target,J,,filler,
99,1725476407447,04/09/2024 19:00:07,1725454807447,-6,04/09/2024 07:00:07,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,96,image,Screen 3,zz7hbh,1,response,4,2942.5999999999767,2930.1999999999534,2942.5999999999767,2942.5999999999767,2930.1999999999534,2942.5999999999767,1,2942.5999999999767,0,0,,Keyboard Response,Image,1,object-1907,image,1511,5a23a47679198e010456386f5e261a82.jpg,target,F,,target,
100,1725476411098,04/09/2024 19:00:11,1725454811098,-6,04/09/2024 07:00:11,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,97,image,Screen 3,zz7hbh,1,response,3,3663.5999999881024,3662.7000000000116,3663.5999999881024,3663.5999999881024,3662.7000000000116,3663.5999999881024,1,3663.5999999881024,0,0,,Keyboard Response,Image,1,object-1907,image,312,Landscapes_058_h.jpg,target,J,,filler,
101,1725476413941,04/09/2024 19:00:13,1725454813941,-6,04/09/2024 07:00:13,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,98,image,Screen 3,zz7hbh,1,response,2,2843.9999999821302,2830.100000000035,2843.9999999821302,2843.9999999821302,2830.100000000035,2843.9999999821302,1,2843.9999999821302,0,0,,Keyboard Response,Image,1,object-1907,image,1671,1ff93f044a2f56339403ccc24740e14b.jpg,target,F,,target,
102,1725476416469,04/09/2024 19:00:16,1725454816469,-6,04/09/2024 07:00:16,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,99,image,Screen 3,zz7hbh,1,response,2,2540.8999999820953,2530.899999999965,2540.8999999820953,2540.8999999820953,2530.899999999965,2540.8999999820953,1,2540.8999999820953,0,0,,Keyboard Response,Image,1,object-1907,image,144,ccffa36581808a0f8ac1dbc98ffac6d4.jpg,target,J,,filler,
103,1725476418896,04/09/2024 19:00:18,1725454818896,-6,04/09/2024 07:00:18,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,100,image,Screen 3,zz7hbh,1,response,5,2437.8999999880907,2430.600000000035,2437.8999999880907,2437.8999999880907,2430.600000000035,2437.8999999880907,1,2437.8999999880907,0,0,,Keyboard Response,Image,1,object-1907,image,39,3e63504a056f9ae4d031ef5b232068fc.jpg,target,J,,filler,
104,1725476418900,04/09/2024 19:00:18,1725454818900,-6,04/09/2024 07:00:18,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,,,,,,info,END,,,,,,,0,,,,,,,,,,,,,,,,
1,1725476555495,04/09/2024 19:02:35,1725462155495,-4,04/09/2024 11:02:35,187932,2,task-6sfn,repeat-tj2w#2,39883598,BLIND,11662181,,complete,,66d8ae0d3298d7efa412e820,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x919,,,0,Memory Task (Clone 3),8,Inaccurate~Accurate,memory_skips2,memory_skips2,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1725476558829,04/09/2024 19:02:38,1725462158829,-4,04/09/2024 11:02:38,187932,2,task-6sfn,repeat-tj2w#2,39883598,BLIND,11662181,,complete,,66d8ae0d3298d7efa412e820,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x919,,,0,Memory Task (Clone 3),8,Inaccurate~Accurate,memory_skips2,memory_skips2,1,instructions,Screen 8,bajjy3,1,continue,,3384.610000023842,3376.41,3384.610000023842,3384.610000023842,3376.41,3384.610000023842,1,3384.610000023842,0,0,,Click To Continue,Continue Button,2,object-1931,instructions,,,,,,,
3,1725476561821,04/09/2024 19:02:41,1725462161821,-4,04/09/2024 11:02:41,187932,2,task-6sfn,repeat-tj2w#2,39883598,BLIND,11662181,,complete,,66d8ae0d3298d7efa412e820,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x919,,,0,Memory Task (Clone 3),8,Inaccurate~Accurate,memory_skips2,memory_skips2,1,instructions,Screen 9,bxwq68,2,timedOut,,2999.9999999761585,2999,2999.9999999761585,2999.9999999761585,2999,2999.9999999761585,1,2999.9999999761585,0,0,,Time Limit,screen,0,screen,instructions,,,,,,,
4,1725476566287,04/09/2024 19:02:46,1725462166287,-4,04/09/2024 11:02:46,187932,2,task-6sfn,repeat-tj2w#2,39883598,BLIND,11662181,,complete,,66d8ae0d3298d7efa412e820,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x919,,,0,Memory Task (Clone 3),8,Inaccurate~Accurate,memory_skips2,memory_skips2,1,image,Screen 3,zz7hbh,1,response,5,4467.899999952317,4464.6,4467.899999952317,4467.899999952317,4464.6,4467.899999952317,1,4467.899999952317,0,0,,Keyboard Response,Image,1,object-1907,image,263,a3c07962576e26bf069a586249b4729d.jpg,target,J,,filler,
5,1725476568282,04/09/2024 19:02:48,1725462168282,-4,04/09/2024 11:02:48,187932,2,task-6sfn,repeat-tj2w#2,39883598,BLIND,11662181,,complete,,66d8ae0d3298d7efa412e820,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x919,,,0,Memory Task (Clone 3),8,Inaccurate~Accurate,memory_skips2,memory_skips2,2,image,Screen 3,zz7hbh,1,response,6,1997.5,1982.7000000000007,1997.5,1997.5,1982.7000000000007,1997.5,1,1997.5,0,0,,Keyboard Response,Image,1,object-1907,image,39,3e63504a056f9ae4d031ef5b232068fc.jpg,target,J,,filler,
6,1725476570230,04/09/2024 19:02:50,1725462170230,-4,04/09/2024 11:02:50,187932,2,task-6sfn,repeat-tj2w#2,39883598,BLIND,11662181,,complete,,66d8ae0d3298d7efa412e820,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x919,,,0,Memory Task (Clone 3),8,Inaccurate~Accurate,memory_skips2,memory_skips2,3,image,Screen 3,zz7hbh,1,response,1,1963.0999999523156,1949.2999999999993,1963.0999999523156,1963.0999999523156,1949.2999999999993,1963.0999999523156,1,1963.0999999523156,0,0,,Keyboard Response,Image,1,object-1907,image,95,3a28649190d86c53706846e0df52129b.jpg,target,F,,target,
7,1725476573002,04/09/2024 19:02:53,1725462173002,-4,04/09/2024 11:02:53,187932,2,task-6sfn,repeat-tj2w#2,39883598,BLIND,11662181,,complete,,66d8ae0d3298d7efa412e820,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x919,,,0,Memory Task (Clone 3),8,Inaccurate~Accurate,memory_skips2,memory_skips2,4,image,Screen 3,zz7hbh,1,response,5,2785.399999976158,2782.7000000000007,2785.399999976158,2785.399999976158,2782.7000000000007,2785.399999976158,1,2785.399999976158,0,0,,Keyboard Response,Image,1,object-1907,image,1761,fec7756d48d357270fcfa030a36914be.jpg,target,J,,filler,
8,1725476574872,04/09/2024 19:02:54,1725462174872,-4,04/09/2024 11:02:54,187932,2,task-6sfn,repeat-tj2w#2,39883598,BLIND,11662181,,complete,,66d8ae0d3298d7efa412e820,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x919,,,0,Memory Task (Clone 3),8,Inaccurate~Accurate,memory_skips2,memory_skips2,5,image,Screen 3,zz7hbh,1,response,1,1873.2999999999993,1865.7999999999993,1873.2999999999993,1873.2999999999993,1865.7999999999993,1873.2999999999993,1,1873.2999999999993,0,0,,Keyboard Response,Image,1,object-1907,image,343,4e15898fb6cb711be8d1e1e816b03784.jpg,target,F,,target,
9,1725476577084,04/09/2024 19:02:57,1725462177084,-4,04/09/2024 11:02:57,187932,2,task-6sfn,repeat-tj2w#2,39883598,BLIND,11662181,,complete,,66d8ae0d3298d7efa412e820,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x919,,,0,Memory Task (Clone 3),8,Inaccurate~Accurate,memory_skips2,memory_skips2,6,image,Screen 3,zz7hbh,1,response,5,2219.1999999284744,2215.7999999999993,2219.1999999284744,2219.1999999284744,2215.7999999999993,2219.1999999284744,1,2219.1999999284744,0,0,,Keyboard Response,Image,1,object-1907,image,375,05e0ccb29e66f0205468594900a6183c.jpg,target,J,,filler,
10,1725476578618,04/09/2024 19:02:58,1725462178618,-4,04/09/2024 11:02:58,187932,2,task-6sfn,repeat-tj2w#2,39883598,BLIND,11662181,,complete,,66d8ae0d3298d7efa412e820,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x919,,,0,Memory Task (Clone 3),8,Inaccurate~Accurate,memory_skips2,memory_skips2,7,image,Screen 3,zz7hbh,1,response,1,1537.7000000000007,1533.4000000000015,1537.7000000000007,1537.7000000000007,1533.4000000000015,1537.7000000000007,1,1537.7000000000007,0,0,,Keyboard Response,Image,1,object-1907,image,255,NegHighNonsoc_23.jpg,target,F,,target,
