Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-qy9p,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: number,Spreadsheet: img,Spreadsheet: type,Spreadsheet: answer,Spreadsheet: border,Spreadsheet: memory,Manipulation: Spreadsheet
31,1725476201346,04/09/2024 18:56:41,1725454601346,-6,04/09/2024 06:56:41,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,28,image,Screen 3,zz7hbh,1,response,2,2832.399999988076,2830.300000000003,2832.399999988076,2832.399999988076,2830.300000000003,2832.399999988076,1,2832.399999988076,0,0,,Keyboard Response,Image,1,object-1907,image,1991,3d59b2b50b93bc6789d97509f8441be6.jpg,target,F,,target,
32,1725476204929,04/09/2024 18:56:44,1725454604929,-6,04/09/2024 06:56:44,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,29,image,Screen 3,zz7hbh,1,response,3,3585.699999982113,3579.2999999999884,3585.699999982113,3585.699999982113,3579.2999999999884,3585.699999982113,1,3585.699999982113,0,0,,Keyboard Response,Image,1,object-1907,image,39,Landscapes_076_h.jpg,target,F,,target,
33,1725476207315,04/09/2024 18:56:47,1725454607315,-6,04/09/2024 06:56:47,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,30,image,Screen 3,zz7hbh,1,response,1,2391.6999999940454,2381,2391.6999999940454,2391.6999999940454,2381,2391.6999999940454,1,2391.6999999940454,0,0,,Keyboard Response,Image,1,object-1907,image,16,Landscapes_033_h.jpg,target,J,,filler,
34,1725476209749,04/09/2024 18:56:49,1725454609749,-6,04/09/2024 06:56:49,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,31,image,Screen 3,zz7hbh,1,response,2,2445.299999988085,2430.399999999994,2445.299999988085,2445.299999988085,2430.399999999994,2445.299999988085,1,2445.299999988085,0,0,,Keyboard Response,Image,1,object-1907,image,303,52ffa3e5889e09af34e5fe0491aa89b8.jpg,target,J,,filler,
35,1725476213950,04/09/2024 18:56:53,1725454613950,-6,04/09/2024 06:56:53,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,32,image,Screen 3,zz7hbh,1,response,3,4215.200000000012,4212.100000000006,4215.200000000012,4215.200000000012,4212.100000000006,4215.200000000012,1,4215.200000000012,0,0,,Keyboard Response,Image,1,object-1907,image,136,1e94ffb7f9974a4e16b4667988e5fe04.jpg,target,J,,filler,
36,1725476219169,04/09/2024 18:56:59,1725454619169,-6,04/09/2024 06:56:59,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,33,image,Screen 3,zz7hbh,1,response,4,5222.899999982124,5211.100000000006,5222.899999982124,5222.899999982124,5211.100000000006,5222.899999982124,1,5222.899999982124,0,0,,Keyboard Response,Image,1,object-1907,image,383,01eaa9d3e93ad66b6182e77489aa56ea.jpg,target,J,,filler,
37,1725476222641,04/09/2024 18:57:02,1725454622641,-6,04/09/2024 06:57:02,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,34,image,Screen 3,zz7hbh,1,response,1,3483,3479.5,3483,3483,3479.5,3483,1,3483,0,0,,Keyboard Response,Image,1,object-1907,image,239,Lava 1.jpg,target,F,,target,
38,1725476227459,04/09/2024 18:57:07,1725454627459,-6,04/09/2024 06:57:07,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,35,image,Screen 3,zz7hbh,1,response,5,4822,4811.299999999988,4822,4822,4811.299999999988,4822,1,4822,0,0,,Keyboard Response,Image,1,object-1907,image,375,c71dcf7bdd9c98bf79ccbe7dda4e6a97.jpg,target,F,,target,
39,1725476234061,04/09/2024 18:57:14,1725454634061,-6,04/09/2024 06:57:14,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,36,image,Screen 3,zz7hbh,1,response,3,6612.49999998213,6609.3000000000175,6612.49999998213,6612.49999998213,6609.3000000000175,6612.49999998213,1,6612.49999998213,0,0,,Keyboard Response,Image,1,object-1907,image,240,3ad1eaf82976bfcd62fdf7efe3f73714.jpg,target,J,,filler,
40,1725476236785,04/09/2024 18:57:16,1725454636785,-6,04/09/2024 06:57:16,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,37,image,Screen 3,zz7hbh,1,response,4,2726.699999982113,2714,2726.699999982113,2726.699999982113,2714,2726.699999982113,1,2726.699999982113,0,0,,Keyboard Response,Image,1,object-1907,image,344,3b801dce0def3b08832596e9d9c49581.jpg,target,J,,filler,
41,1725476241035,04/09/2024 18:57:21,1725454641035,-6,04/09/2024 06:57:21,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,38,image,Screen 3,zz7hbh,1,response,2,4262.999999994034,4261.600000000006,4262.999999994034,4262.999999994034,4261.600000000006,4262.999999994034,1,4262.999999994034,0,0,,Keyboard Response,Image,1,object-1907,image,55,8ac8bc758313fb5606c25c62ffb54276.jpg,target,F,,target,
42,1725476245253,04/09/2024 18:57:25,1725454645253,-6,04/09/2024 06:57:25,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,39,image,Screen 3,zz7hbh,1,response,2,4219.299999999988,4212.299999999988,4219.299999999988,4219.299999999988,4212.299999999988,4219.299999999988,1,4219.299999999988,0,0,,Keyboard Response,Image,1,object-1907,image,88,Landscapes_112_v.jpg,target,J,,filler,
43,1725476247635,04/09/2024 18:57:27,1725454647635,-6,04/09/2024 06:57:27,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,40,image,Screen 3,zz7hbh,1,response,1,2388.5,2380.7000000000116,2388.5,2388.5,2380.7000000000116,2388.5,1,2388.5,0,0,,Keyboard Response,Image,1,object-1907,image,327,2301953e90a7e451f9113cb4ad3d4d78.jpg,target,F,,target,
44,1725476250893,04/09/2024 18:57:30,1725454650893,-6,04/09/2024 06:57:30,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,41,image,Screen 3,zz7hbh,1,response,3,3266.4999999880674,3263,3266.4999999880674,3266.4999999880674,3263,3266.4999999880674,1,3266.4999999880674,0,0,,Keyboard Response,Image,1,object-1907,image,295,6a183ed7461978a85bbd4b370c7b4854.jpg,target,F,,target,
45,1725476253370,04/09/2024 18:57:33,1725454653370,-6,04/09/2024 06:57:33,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,42,image,Screen 3,zz7hbh,1,response,1,2479.9999999880674,2464.1999999999825,2479.9999999880674,2479.9999999880674,2464.1999999999825,2479.9999999880674,1,2479.9999999880674,0,0,,Keyboard Response,Image,1,object-1907,image,79,ff4a6976c6a7903529752e27103a0547.jpg,target,F,,target,
46,1725476254333,04/09/2024 18:57:34,1725454654333,-6,04/09/2024 06:57:34,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,43,image,Screen 3,zz7hbh,1,response,1,979.1999999940454,965.6000000000058,979.1999999940454,979.1999999940454,965.6000000000058,979.1999999940454,1,979.1999999940454,0,0,,Keyboard Response,Image,1,object-1907,image,1911,NegHighNonsoc_10.jpg,target,F,,target,
47,1725476256810,04/09/2024 18:57:36,1725454656810,-6,04/09/2024 06:57:36,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,44,image,Screen 3,zz7hbh,1,response,2,2490.199999988079,2480.399999999994,2490.199999988079,2490.199999988079,2480.399999999994,2490.199999988079,1,2490.199999988079,0,0,,Keyboard Response,Image,1,object-1907,image,135,3b28318716c8f229919610055035ba3e.jpg,target,F,,target,
48,1725476260828,04/09/2024 18:57:40,1725454660828,-6,04/09/2024 06:57:40,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,45,image,Screen 3,zz7hbh,1,response,4,4028.100000000006,4012.3000000000175,4028.100000000006,4028.100000000006,4012.3000000000175,4028.100000000006,1,4028.100000000006,0,0,,Keyboard Response,Image,1,object-1907,image,271,fe25ff4825132970ac366436a7ac7f52.jpg,target,F,,target,
49,1725476263836,04/09/2024 18:57:43,1725454663836,-6,04/09/2024 06:57:43,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,46,image,Screen 3,zz7hbh,1,response,3,3023.599999982107,3013.2999999999884,3023.599999982107,3023.599999982107,3013.2999999999884,3023.599999982107,1,3023.599999982107,0,0,,Keyboard Response,Image,1,object-1907,image,71,Landscapes_037_v.jpg,target,F,,target,
50,1725476266918,04/09/2024 18:57:46,1725454666918,-6,04/09/2024 06:57:46,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,47,image,Screen 3,zz7hbh,1,response,5,3092.199999988079,3079.899999999994,3092.199999988079,3092.199999988079,3079.899999999994,3092.199999988079,1,3092.199999988079,0,0,,Keyboard Response,Image,1,object-1907,image,327,02c05e69286823f10f4ab01f26fc6812.jpg,target,J,,filler,
51,1725476270197,04/09/2024 18:57:50,1725454670197,-6,04/09/2024 06:57:50,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,48,image,Screen 3,zz7hbh,1,response,2,3291.799999988085,3279.8000000000175,3291.799999988085,3291.799999988085,3279.8000000000175,3291.799999988085,1,3291.799999988085,0,0,,Keyboard Response,Image,1,object-1907,image,1761,fec7756d48d357270fcfa030a36914be.jpg,target,J,,filler,
52,1725476273100,04/09/2024 18:57:53,1725454673100,-6,04/09/2024 06:57:53,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,49,image,Screen 3,zz7hbh,1,response,1,2915.200000005949,2913.5,2915.200000005949,2915.200000005949,2913.5,2915.200000005949,1,2915.200000005949,0,0,,Keyboard Response,Image,1,object-1907,image,335,NegMidNonsoc_5.jpg,target,J,,filler,
53,1725476276351,04/09/2024 18:57:56,1725454676351,-6,04/09/2024 06:57:56,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,50,image,Screen 3,zz7hbh,1,response,1,3252.2999999999884,3246.399999999994,3252.2999999999884,3252.2999999999884,3246.399999999994,3252.2999999999884,1,3252.2999999999884,0,0,,Keyboard Response,Image,1,object-1907,image,103,Landscapes_032_v.jpg,target,F,,target,
54,1725476279635,04/09/2024 18:57:59,1725454679635,-6,04/09/2024 06:57:59,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,51,image,Screen 3,zz7hbh,1,response,2,3290.399999999994,3279.6999999999825,3290.399999999994,3290.399999999994,3279.6999999999825,3290.399999999994,1,3290.399999999994,0,0,,Keyboard Response,Image,1,object-1907,image,391,fff1f99a649e3d1cfa2bd2097cae35e9.jpg,target,F,,target,
55,1725476282187,04/09/2024 18:58:02,1725454682187,-6,04/09/2024 06:58:02,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,52,image,Screen 3,zz7hbh,1,response,4,2562.100000005972,2547.4000000000233,2562.100000005972,2562.100000005972,2547.4000000000233,2562.100000005972,1,2562.100000005972,0,0,,Keyboard Response,Image,1,object-1907,image,119,NeutMidNonsoc_6.jpg,target,J,,filler,
56,1725476286158,04/09/2024 18:58:06,1725454686158,-6,04/09/2024 06:58:06,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,53,image,Screen 3,zz7hbh,1,response,5,3986.200000005949,3979,3986.200000005949,3986.200000005949,3979,3986.200000005949,1,3986.200000005949,0,0,,Keyboard Response,Image,1,object-1907,image,1521,2dd0aad5b99bf1d8f7739cdc4f2ae114.jpg,target,J,,filler,
57,1725476288974,04/09/2024 18:58:08,1725454688974,-6,04/09/2024 06:58:08,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,54,image,Screen 3,zz7hbh,1,response,2,2822.9999999880674,2813.2999999999884,2822.9999999880674,2822.9999999880674,2813.2999999999884,2822.9999999880674,1,2822.9999999880674,0,0,,Keyboard Response,Image,1,object-1907,image,111,3b08f28d9d585bfe9af0a73b73fcaa96.jpg,target,F,,target,
58,1725476291320,04/09/2024 18:58:11,1725454691320,-6,04/09/2024 06:58:11,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,55,image,Screen 3,zz7hbh,1,response,1,2355.0999999940395,2347.399999999994,2355.0999999940395,2355.0999999940395,2347.399999999994,2355.0999999940395,1,2355.0999999940395,0,0,,Keyboard Response,Image,1,object-1907,image,247,NegMidNonsoc_21.jpg,target,J,,filler,
59,1725476293390,04/09/2024 18:58:13,1725454693390,-6,04/09/2024 06:58:13,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,56,image,Screen 3,zz7hbh,1,response,1,2077.6999999940454,2064.5,2077.6999999940454,2077.6999999940454,2064.5,2077.6999999940454,1,2077.6999999940454,0,0,,Keyboard Response,Image,1,object-1907,image,1831,4ac57136ce3cb26139934fb136585395.jpg,target,F,,target,
60,1725476297049,04/09/2024 18:58:17,1725454697049,-6,04/09/2024 06:58:17,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,57,image,Screen 3,zz7hbh,1,response,4,3672.100000000006,3662.5,3672.100000000006,3672.100000000006,3662.5,3672.100000000006,1,3672.100000000006,0,0,,Keyboard Response,Image,1,object-1907,image,63,fed68ff713db60eac84b65889ac38028.jpg,target,J,,filler,
61,1725476300658,04/09/2024 18:58:20,1725454700658,-6,04/09/2024 06:58:20,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,58,image,Screen 3,zz7hbh,1,response,5,3618.8999999821244,3613,3618.8999999821244,3618.8999999821244,3613,3618.8999999821244,1,3618.8999999821244,0,0,,Keyboard Response,Image,1,object-1907,image,247,3f2fd5456b6a728e77f9fbbc1107ab49.jpg,target,F,,target,
62,1725476304858,04/09/2024 18:58:24,1725454704858,-6,04/09/2024 06:58:24,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,59,image,Screen 3,zz7hbh,1,response,5,4206.000000005966,4195.399999999994,4206.000000005966,4206.000000005966,4195.399999999994,4206.000000005966,1,4206.000000005966,0,0,,Keyboard Response,Image,1,object-1907,image,80,NegMidNonsoc_17.jpg,target,J,,filler,
63,1725476309081,04/09/2024 18:58:29,1725454709081,-6,04/09/2024 06:58:29,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,60,image,Screen 3,zz7hbh,1,response,3,4233.899999988091,4228.5,4233.899999988091,4233.899999988091,4228.5,4233.899999988091,1,4233.899999988091,0,0,,Keyboard Response,Image,1,object-1907,image,1671,2f07d5fc0d8464c81783119fa98c83ec.jpg,target,J,,filler,
64,1725476311040,04/09/2024 18:58:31,1725454711040,-6,04/09/2024 06:58:31,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,61,image,Screen 3,zz7hbh,1,response,2,1963.8999999880907,1947.9000000000233,1963.8999999880907,1963.8999999880907,1947.9000000000233,1963.8999999880907,1,1963.8999999880907,0,0,,Keyboard Response,Image,1,object-1907,image,311,NegMidNonsoc_23.jpg,target,F,,target,
65,1725476313544,04/09/2024 18:58:33,1725454713544,-6,04/09/2024 06:58:33,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,62,image,Screen 3,zz7hbh,1,response,2,2520.4999999880674,2514,2520.4999999880674,2520.4999999880674,2514,2520.4999999880674,1,2520.4999999880674,0,0,,Keyboard Response,Image,1,object-1907,image,128,05d8821c014d8c5811839b8245fef778.jpg,target,J,,filler,
66,1725476316403,04/09/2024 18:58:36,1725454716403,-6,04/09/2024 06:58:36,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,63,image,Screen 3,zz7hbh,1,response,4,2865.4999999880674,2863.399999999994,2865.4999999880674,2865.4999999880674,2863.399999999994,2865.4999999880674,1,2865.4999999880674,0,0,,Keyboard Response,Image,1,object-1907,image,2231,Grass 6.jpg,target,F,,target,
67,1725476319010,04/09/2024 18:58:39,1725454719010,-6,04/09/2024 06:58:39,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,64,image,Screen 3,zz7hbh,1,response,2,2608.8000000059546,2597,2608.8000000059546,2608.8000000059546,2597,2608.8000000059546,1,2608.8000000059546,0,0,,Keyboard Response,Image,1,object-1907,image,143,2a3c588170a6bf80d052d1c017bbf1f4.jpg,target,F,,target,
68,1725476324466,04/09/2024 18:58:44,1725454724466,-6,04/09/2024 06:58:44,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,65,image,Screen 3,zz7hbh,1,response,5,5468.300000005955,5460.899999999994,5468.300000005955,5468.300000005955,5460.899999999994,5468.300000005955,1,5468.300000005955,0,0,,Keyboard Response,Image,1,object-1907,image,7,ff52ebec9d07da7fd2f4fc3dd5ab07fa.jpg,target,J,,filler,
69,1725476326735,04/09/2024 18:58:46,1725454726735,-6,04/09/2024 06:58:46,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,66,image,Screen 3,zz7hbh,1,response,1,2276.2999999821186,2264.2000000000116,2276.2999999821186,2276.2999999821186,2264.2000000000116,2276.2999999821186,1,2276.2999999821186,0,0,,Keyboard Response,Image,1,object-1907,image,383,81e66642b9b2a168629fdd62ece35749.jpg,target,F,,target,
70,1725476329332,04/09/2024 18:58:49,1725454729332,-6,04/09/2024 06:58:49,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,67,image,Screen 3,zz7hbh,1,response,4,2608.700000005949,2597.0999999999767,2608.700000005949,2608.700000005949,2597.0999999999767,2608.700000005949,1,2608.700000005949,0,0,,Keyboard Response,Image,1,object-1907,image,255,ffef5b6ece3a2dda515e981c7b22d3fd.jpg,target,J,,filler,
71,1725476331505,04/09/2024 18:58:51,1725454731505,-6,04/09/2024 06:58:51,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,68,image,Screen 3,zz7hbh,1,response,2,2184.8999999880907,2180.8000000000175,2184.8999999880907,2184.8999999880907,2180.8000000000175,2184.8999999880907,1,2184.8999999880907,0,0,,Keyboard Response,Image,1,object-1907,image,319,Landscapes_070_h.jpg,target,F,,target,
72,1725476333668,04/09/2024 18:58:53,1725454733668,-6,04/09/2024 06:58:53,187932,2,task-6sfn,repeat-tj2w#1,39883515,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Memory Task (Clone 3),8,Accurate,memory_skips2,memory_skips2,69,image,Screen 3,zz7hbh,1,response,2,2166.9999999940337,2164.399999999994,2166.9999999940337,2166.9999999940337,2164.399999999994,2166.9999999940337,1,2166.9999999940337,0,0,,Keyboard Response,Image,1,object-1907,image,104,ff4d01d75d50faf331cafb1b94574410.jpg,target,J,,filler,
