Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-qy9p,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: number,Spreadsheet: img,Spreadsheet: type,Spreadsheet: mem_type,Spreadsheet: answer,Spreadsheet: border,Spreadsheet: memory,Manipulation: Spreadsheet
179,1725476708923,04/09/2024 19:05:08,1725455108923,-6,04/09/2024 07:05:08,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,30,image,Screen 1,l8m57c,1,continue,,3466.200000011915,3463.100000000006,3466.200000011915,3466.200000011915,3463.100000000006,3466.200000011915,1,3466.200000011915,0,0,,Click To Continue,Continue Button,7,object-69,image,55,8ac8bc758313fb5606c25c62ffb54276.jpg,target,,F,,target,
180,1725476708926,04/09/2024 19:05:08,1725455108926,-6,04/09/2024 07:05:08,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,30,image,Screen 1,l8m57c,1,response,2,1981.3999999999942,3463.100000000006,3468.8000000059546,1981.3999999999942,3463.100000000006,3468.8000000059546,1,1981.3999999999942,1487.4000000059605,0,,Slider,Slider,4,object-51,image,55,8ac8bc758313fb5606c25c62ffb54276.jpg,target,,F,,target,
181,1725476708930,04/09/2024 19:05:08,1725455108930,-6,04/09/2024 07:05:08,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,30,image,Screen 2,7vpf45,2,info,,9.900000023830216,0,9.900000023830216,9.900000023830216,0,9.900000023830216,1,9.900000023830216,0,0,,Slider,Slider,4,object-78,image,55,8ac8bc758313fb5606c25c62ffb54276.jpg,target,,F,,target,
182,1725476711223,04/09/2024 19:05:11,1725455111223,-6,04/09/2024 07:05:11,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,30,image,Screen 2,7vpf45,2,continue,,2302.40000002383,2297.399999999994,2302.40000002383,2302.40000002383,2297.399999999994,2302.40000002383,1,2302.40000002383,0,0,,Click To Continue,Continue Button,7,object-82,image,55,8ac8bc758313fb5606c25c62ffb54276.jpg,target,,F,,target,
183,1725476711224,04/09/2024 19:05:11,1725455111224,-6,04/09/2024 07:05:11,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,30,image,Screen 2,7vpf45,2,response,3,1082.1999999999825,2297.399999999994,2303.2999999999884,1082.1999999999825,2297.399999999994,2303.2999999999884,1,1082.1999999999825,1221.1000000000058,0,,Slider,Slider,4,object-78,image,55,8ac8bc758313fb5606c25c62ffb54276.jpg,target,,F,,target,
184,1725476711246,04/09/2024 19:05:11,1725455111246,-6,04/09/2024 07:05:11,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,31,image,Screen 1,l8m57c,1,info,,16.5,0,16.5,16.5,0,16.5,1,16.5,0,0,,Slider,Slider,4,object-51,image,2311,Destruction 2.jpg,target,,J,,filler,
185,1725476714249,04/09/2024 19:05:14,1725455114249,-6,04/09/2024 07:05:14,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,31,image,Screen 1,l8m57c,1,continue,,3031.200000011915,3030,3031.200000011915,3031.200000011915,3030,3031.200000011915,1,3031.200000011915,0,0,,Click To Continue,Continue Button,7,object-69,image,2311,Destruction 2.jpg,target,,J,,filler,
186,1725476714249,04/09/2024 19:05:14,1725455114249,-6,04/09/2024 07:05:14,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,31,image,Screen 1,l8m57c,1,response,1,1565,3030,3031.500000023836,1565,3030,3031.500000023836,1,1565,1466.500000023836,0,,Slider,Slider,4,object-51,image,2311,Destruction 2.jpg,target,,J,,filler,
187,1725476714252,04/09/2024 19:05:14,1725455114252,-6,04/09/2024 07:05:14,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,31,image,Screen 2,7vpf45,2,info,,4.000000023836037,0,4.000000023836037,4.000000023836037,0,4.000000023836037,1,4.000000023836037,0,0,,Slider,Slider,4,object-78,image,2311,Destruction 2.jpg,target,,J,,filler,
188,1725476717434,04/09/2024 19:05:17,1725455117434,-6,04/09/2024 07:05:17,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,31,image,Screen 2,7vpf45,2,continue,,3186.000000023836,3180.100000000006,3186.000000023836,3186.000000023836,3180.100000000006,3186.000000023836,1,3186.000000023836,0,0,,Click To Continue,Continue Button,7,object-82,image,2311,Destruction 2.jpg,target,,J,,filler,
189,1725476717435,04/09/2024 19:05:17,1725455117435,-6,04/09/2024 07:05:17,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,31,image,Screen 2,7vpf45,2,response,2,1631.5,3180.100000000006,3187.1000000178756,1631.5,3180.100000000006,3187.1000000178756,1,1631.5,1555.6000000178756,0,,Slider,Slider,4,object-78,image,2311,Destruction 2.jpg,target,,J,,filler,
190,1725476717445,04/09/2024 19:05:17,1725455117445,-6,04/09/2024 07:05:17,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,32,image,Screen 1,l8m57c,1,info,,16.60000000000582,0,16.60000000000582,16.60000000000582,0,16.60000000000582,1,16.60000000000582,0,0,,Slider,Slider,4,object-51,image,351,Lightning 1.jpg,target,,F,,target,
191,1725476722641,04/09/2024 19:05:22,1725455122641,-6,04/09/2024 07:05:22,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,32,image,Screen 1,l8m57c,1,continue,,5213.600000011909,5210.599999999977,5213.600000011909,5213.600000011909,5210.599999999977,5213.600000011909,1,5213.600000011909,0,0,,Click To Continue,Continue Button,7,object-69,image,351,Lightning 1.jpg,target,,F,,target,
192,1725476722644,04/09/2024 19:05:22,1725455122644,-6,04/09/2024 07:05:22,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,32,image,Screen 1,l8m57c,1,response,8,3995.5999999999767,5210.599999999977,5216.600000011909,3995.5999999999767,5210.599999999977,5216.600000011909,1,3995.5999999999767,1221.0000000119326,0,,Slider,Slider,4,object-51,image,351,Lightning 1.jpg,target,,F,,target,
193,1725476722648,04/09/2024 19:05:22,1725455122648,-6,04/09/2024 07:05:22,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,32,image,Screen 2,7vpf45,2,info,,9.200000000011642,0,9.200000000011642,9.200000000011642,0,9.200000000011642,1,9.200000000011642,0,0,,Slider,Slider,4,object-78,image,351,Lightning 1.jpg,target,,F,,target,
194,1725476724676,04/09/2024 19:05:24,1725455124676,-6,04/09/2024 07:05:24,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,32,image,Screen 2,7vpf45,2,continue,,2037.900000017893,2031.5,2037.900000017893,2037.900000017893,2031.5,2037.900000017893,1,2037.900000017893,0,0,,Click To Continue,Continue Button,7,object-82,image,351,Lightning 1.jpg,target,,F,,target,
195,1725476724677,04/09/2024 19:05:24,1725455124677,-6,04/09/2024 07:05:24,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,32,image,Screen 2,7vpf45,2,response,6,932.4000000000233,2031.5,2038.2000000000116,932.4000000000233,2031.5,2038.2000000000116,1,932.4000000000233,1105.7999999999884,0,,Slider,Slider,4,object-78,image,351,Lightning 1.jpg,target,,F,,target,
196,1725476724686,04/09/2024 19:05:24,1725455124686,-6,04/09/2024 07:05:24,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,33,image,Screen 1,l8m57c,1,info,,16.00000001193257,0,16.00000001193257,16.00000001193257,0,16.00000001193257,1,16.00000001193257,0,0,,Slider,Slider,4,object-51,image,295,6a183ed7461978a85bbd4b370c7b4854.jpg,target,,F,,target,
197,1725476729818,04/09/2024 19:05:29,1725455129818,-6,04/09/2024 07:05:29,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,33,image,Screen 1,l8m57c,1,continue,,5148.400000017893,5144.200000000012,5148.400000017893,5148.400000017893,5144.200000000012,5148.400000017893,1,5148.400000017893,0,0,,Click To Continue,Continue Button,7,object-69,image,295,6a183ed7461978a85bbd4b370c7b4854.jpg,target,,F,,target,
198,1725476729819,04/09/2024 19:05:29,1725455129819,-6,04/09/2024 07:05:29,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,33,image,Screen 1,l8m57c,1,response,8,3828.8000000000175,5144.200000000012,5148.600000005972,3828.8000000000175,5144.200000000012,5148.600000005972,1,3828.8000000000175,1319.8000000059546,0,,Slider,Slider,4,object-51,image,295,6a183ed7461978a85bbd4b370c7b4854.jpg,target,,F,,target,
199,1725476729821,04/09/2024 19:05:29,1725455129821,-6,04/09/2024 07:05:29,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,33,image,Screen 2,7vpf45,2,info,,6.9000000059604645,0,6.9000000059604645,6.9000000059604645,0,6.9000000059604645,1,6.9000000059604645,0,0,,Slider,Slider,4,object-78,image,295,6a183ed7461978a85bbd4b370c7b4854.jpg,target,,F,,target,
200,1725476732809,04/09/2024 19:05:32,1725455132809,-6,04/09/2024 07:05:32,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,33,image,Screen 2,7vpf45,2,continue,,2995.300000011921,2979.7999999999884,2995.300000011921,2995.300000011921,2979.7999999999884,2995.300000011921,1,2995.300000011921,0,0,,Click To Continue,Continue Button,7,object-82,image,295,6a183ed7461978a85bbd4b370c7b4854.jpg,target,,F,,target,
201,1725476732812,04/09/2024 19:05:32,1725455132812,-6,04/09/2024 07:05:32,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,33,image,Screen 2,7vpf45,2,response,6,1248.3999999999942,2979.7999999999884,2996.0999999999767,1248.3999999999942,2979.7999999999884,2996.0999999999767,1,1248.3999999999942,1747.6999999999825,0,,Slider,Slider,4,object-78,image,295,6a183ed7461978a85bbd4b370c7b4854.jpg,target,,F,,target,
202,1725476732819,04/09/2024 19:05:32,1725455132819,-6,04/09/2024 07:05:32,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,34,image,Screen 1,l8m57c,1,info,,16.29999999998836,0,16.29999999998836,16.29999999998836,0,16.29999999998836,1,16.29999999998836,0,0,,Slider,Slider,4,object-51,image,16,Landscapes_033_h.jpg,target,,J,,filler,
203,1725476740559,04/09/2024 19:05:40,1725455140559,-6,04/09/2024 07:05:40,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,34,image,Screen 1,l8m57c,1,continue,,7765.3000000238535,7758.700000000012,7765.3000000238535,7765.3000000238535,7758.700000000012,7765.3000000238535,1,7765.3000000238535,0,0,,Click To Continue,Continue Button,7,object-69,image,16,Landscapes_033_h.jpg,target,,J,,filler,
204,1725476740560,04/09/2024 19:05:40,1725455140560,-6,04/09/2024 07:05:40,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,34,image,Screen 1,l8m57c,1,response,4,6809.400000000023,7758.700000000012,7766.100000005972,6809.400000000023,7758.700000000012,7766.100000005972,1,6809.400000000023,956.7000000059488,0,,Slider,Slider,4,object-51,image,16,Landscapes_033_h.jpg,target,,J,,filler,
205,1725476740571,04/09/2024 19:05:40,1725455140571,-6,04/09/2024 07:05:40,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,34,image,Screen 2,7vpf45,2,info,,17.099999999976717,0,17.099999999976717,17.099999999976717,0,17.099999999976717,1,17.099999999976717,0,0,,Slider,Slider,4,object-78,image,16,Landscapes_033_h.jpg,target,,J,,filler,
206,1725476743197,04/09/2024 19:05:43,1725455143197,-6,04/09/2024 07:05:43,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,34,image,Screen 2,7vpf45,2,continue,,2644.5,2630.0999999999767,2644.5,2644.5,2630.0999999999767,2644.5,1,2644.5,0,0,,Click To Continue,Continue Button,7,object-82,image,16,Landscapes_033_h.jpg,target,,J,,filler,
207,1725476743199,04/09/2024 19:05:43,1725455143199,-6,04/09/2024 07:05:43,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,34,image,Screen 2,7vpf45,2,response,5,1198.4000000000233,2630.0999999999767,2646,1198.4000000000233,2630.0999999999767,2646,1,1198.4000000000233,1447.5999999999767,0,,Slider,Slider,4,object-78,image,16,Landscapes_033_h.jpg,target,,J,,filler,
208,1725476743206,04/09/2024 19:05:43,1725455143206,-6,04/09/2024 07:05:43,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,35,image,Screen 1,l8m57c,1,info,,16.699999999953434,0,16.699999999953434,16.699999999953434,0,16.699999999953434,1,16.699999999953434,0,0,,Slider,Slider,4,object-51,image,136,1e94ffb7f9974a4e16b4667988e5fe04.jpg,target,,J,,filler,
209,1725476747055,04/09/2024 19:05:47,1725455147055,-6,04/09/2024 07:05:47,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,35,image,Screen 1,l8m57c,1,continue,,3872.6000000179047,3862.3000000000466,3872.6000000179047,3872.6000000179047,3862.3000000000466,3872.6000000179047,1,3872.6000000179047,0,0,,Click To Continue,Continue Button,7,object-69,image,136,1e94ffb7f9974a4e16b4667988e5fe04.jpg,target,,J,,filler,
210,1725476747056,04/09/2024 19:05:47,1725455147056,-6,04/09/2024 07:05:47,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,35,image,Screen 1,l8m57c,1,response,7,2364.100000000035,3862.3000000000466,3873.4000000000233,2364.100000000035,3862.3000000000466,3873.4000000000233,1,2364.100000000035,1509.2999999999884,0,,Slider,Slider,4,object-51,image,136,1e94ffb7f9974a4e16b4667988e5fe04.jpg,target,,J,,filler,
211,1725476747066,04/09/2024 19:05:47,1725455147066,-6,04/09/2024 07:05:47,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,35,image,Screen 2,7vpf45,2,info,,16.5,0,16.5,16.5,0,16.5,1,16.5,0,0,,Slider,Slider,4,object-78,image,136,1e94ffb7f9974a4e16b4667988e5fe04.jpg,target,,J,,filler,
212,1725476748998,04/09/2024 19:05:48,1725455148998,-6,04/09/2024 07:05:48,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,35,image,Screen 2,7vpf45,2,continue,,1952.800000017858,1947.7999999999884,1952.800000017858,1952.800000017858,1947.7999999999884,1952.800000017858,1,1952.800000017858,0,0,,Click To Continue,Continue Button,7,object-82,image,136,1e94ffb7f9974a4e16b4667988e5fe04.jpg,target,,J,,filler,
213,1725476748998,04/09/2024 19:05:48,1725455148998,-6,04/09/2024 07:05:48,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,35,image,Screen 2,7vpf45,2,response,,1953.0999999999767,1947.7999999999884,1953.0999999999767,1953.0999999999767,1947.7999999999884,1953.0999999999767,1,1953.0999999999767,0,0,,Slider,Slider,4,object-78,image,136,1e94ffb7f9974a4e16b4667988e5fe04.jpg,target,,J,,filler,
214,1725476749006,04/09/2024 19:05:49,1725455149006,-6,04/09/2024 07:05:49,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,36,image,Screen 1,l8m57c,1,info,,13.100000011909287,0,13.100000011909287,13.100000011909287,0,13.100000011909287,1,13.100000011909287,0,0,,Slider,Slider,4,object-51,image,263,Landscapes_128_h.jpg,target,,F,,target,
215,1725476752780,04/09/2024 19:05:52,1725455152780,-6,04/09/2024 07:05:52,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,36,image,Screen 1,l8m57c,1,continue,,3786.7999999999884,3779.2000000000116,3786.7999999999884,3786.7999999999884,3779.2000000000116,3786.7999999999884,1,3786.7999999999884,0,0,,Click To Continue,Continue Button,7,object-69,image,263,Landscapes_128_h.jpg,target,,F,,target,
216,1725476752780,04/09/2024 19:05:52,1725455152780,-6,04/09/2024 07:05:52,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,36,image,Screen 1,l8m57c,1,response,9,2430.5999999999767,3779.2000000000116,3787.200000005949,2430.5999999999767,3779.2000000000116,3787.200000005949,1,2430.5999999999767,1356.600000005972,0,,Slider,Slider,4,object-51,image,263,Landscapes_128_h.jpg,target,,F,,target,
217,1725476752783,04/09/2024 19:05:52,1725455152783,-6,04/09/2024 07:05:52,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,36,image,Screen 2,7vpf45,2,info,,11.000000005937181,0,11.000000005937181,11.000000005937181,0,11.000000005937181,1,11.000000005937181,0,0,,Slider,Slider,4,object-78,image,263,Landscapes_128_h.jpg,target,,F,,target,
218,1725476755765,04/09/2024 19:05:55,1725455155765,-6,04/09/2024 07:05:55,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,36,image,Screen 2,7vpf45,2,continue,,2993.2000000238186,2980.0999999999767,2993.2000000238186,2993.2000000238186,2980.0999999999767,2993.2000000238186,1,2993.2000000238186,0,0,,Click To Continue,Continue Button,7,object-82,image,263,Landscapes_128_h.jpg,target,,F,,target,
219,1725476755768,04/09/2024 19:05:55,1725455155768,-6,04/09/2024 07:05:55,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,36,image,Screen 2,7vpf45,2,response,6,1032.5,2980.0999999999767,2996.0999999999767,1032.5,2980.0999999999767,2996.0999999999767,1,1032.5,1963.5999999999767,0,,Slider,Slider,4,object-78,image,263,Landscapes_128_h.jpg,target,,F,,target,
220,1725476755777,04/09/2024 19:05:55,1725455155777,-6,04/09/2024 07:05:55,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,37,image,Screen 1,l8m57c,1,info,,16.70000000001164,0,16.70000000001164,16.70000000001164,0,16.70000000001164,1,16.70000000001164,0,0,,Slider,Slider,4,object-51,image,2071,3ed4c65eb4ba874e455ada92d56a3ff9.jpg,target,,J,,filler,
221,1725476758867,04/09/2024 19:05:58,1725455158867,-6,04/09/2024 07:05:58,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,37,image,Screen 1,l8m57c,1,continue,,3115.2000000178814,3113.2000000000116,3115.2000000178814,3115.2000000178814,3113.2000000000116,3115.2000000178814,1,3115.2000000178814,0,0,,Click To Continue,Continue Button,7,object-69,image,2071,3ed4c65eb4ba874e455ada92d56a3ff9.jpg,target,,J,,filler,
