Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-qy9p,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: number,Spreadsheet: img,Spreadsheet: type,Spreadsheet: mem_type,Spreadsheet: answer,Spreadsheet: border,Spreadsheet: memory,Manipulation: Spreadsheet
503,1725477057645,04/09/2024 19:10:57,1725455457645,-6,04/09/2024 07:10:57,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,84,image,Screen 1,l8m57c,1,continue,,5151.800000023795,5144.099999999977,5151.800000023795,5151.800000023795,5144.099999999977,5151.800000023795,1,5151.800000023795,0,0,,Click To Continue,Continue Button,7,object-69,image,63,03b8acc17e9fa12795ac1bdce10e01fe.jpg,target,,F,,target,
504,1725477057648,04/09/2024 19:10:57,1725455457648,-6,04/09/2024 07:10:57,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,84,image,Screen 1,l8m57c,1,response,5,1714.5999999999767,5144.099999999977,5155.000000011874,1714.5999999999767,5144.099999999977,5155.000000011874,1,1714.5999999999767,3440.4000000118976,0,,Slider,Slider,4,object-51,image,63,03b8acc17e9fa12795ac1bdce10e01fe.jpg,target,,F,,target,
505,1725477057651,04/09/2024 19:10:57,1725455457651,-6,04/09/2024 07:10:57,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,84,image,Screen 2,7vpf45,2,info,,13.599999999976717,0,13.599999999976717,13.599999999976717,0,13.599999999976717,1,13.599999999976717,0,0,,Slider,Slider,4,object-78,image,63,03b8acc17e9fa12795ac1bdce10e01fe.jpg,target,,F,,target,
506,1725477059954,04/09/2024 19:10:59,1725455459954,-6,04/09/2024 07:10:59,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,84,image,Screen 2,7vpf45,2,continue,,2316.7000000238186,2314,2316.7000000238186,2316.7000000238186,2314,2316.7000000238186,1,2316.7000000238186,0,0,,Click To Continue,Continue Button,7,object-82,image,63,03b8acc17e9fa12795ac1bdce10e01fe.jpg,target,,F,,target,
507,1725477059954,04/09/2024 19:10:59,1725455459954,-6,04/09/2024 07:10:59,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,84,image,Screen 2,7vpf45,2,response,4,1099.1999999999534,2314,2316.9000000118976,1099.1999999999534,2314,2316.9000000118976,1,1099.1999999999534,1217.7000000119442,0,,Slider,Slider,4,object-78,image,63,03b8acc17e9fa12795ac1bdce10e01fe.jpg,target,,F,,target,
508,1725477059961,04/09/2024 19:10:59,1725455459961,-6,04/09/2024 07:10:59,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,85,image,Screen 1,l8m57c,1,info,,10.400000011897646,0,10.400000011897646,10.400000011897646,0,10.400000011897646,1,10.400000011897646,0,0,,Slider,Slider,4,object-51,image,1671,1ff93f044a2f56339403ccc24740e14b.jpg,target,,F,,target,
509,1725477065576,04/09/2024 19:11:05,1725455465576,-6,04/09/2024 07:11:05,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,85,image,Screen 1,l8m57c,1,continue,,5625.099999999977,5610.699999999953,5625.099999999977,5625.099999999977,5610.699999999953,5625.099999999977,1,5625.099999999977,0,0,,Click To Continue,Continue Button,7,object-69,image,1671,1ff93f044a2f56339403ccc24740e14b.jpg,target,,F,,target,
510,1725477065578,04/09/2024 19:11:05,1725455465578,-6,04/09/2024 07:11:05,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,85,image,Screen 1,l8m57c,1,response,3,2980.1999999999534,5610.699999999953,5626.400000011898,2980.1999999999534,5610.699999999953,5626.400000011898,1,2980.1999999999534,2646.200000011944,0,,Slider,Slider,4,object-51,image,1671,1ff93f044a2f56339403ccc24740e14b.jpg,target,,F,,target,
511,1725477065583,04/09/2024 19:11:05,1725455465583,-6,04/09/2024 07:11:05,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,85,image,Screen 2,7vpf45,2,info,,16.79999999993015,0,16.79999999993015,16.79999999993015,0,16.79999999993015,1,16.79999999993015,0,0,,Slider,Slider,4,object-78,image,1671,1ff93f044a2f56339403ccc24740e14b.jpg,target,,F,,target,
512,1725477067768,04/09/2024 19:11:07,1725455467768,-6,04/09/2024 07:11:07,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,85,image,Screen 2,7vpf45,2,continue,,2206.1000000179047,2197.5999999999767,2206.1000000179047,2206.1000000179047,2197.5999999999767,2206.1000000179047,1,2206.1000000179047,0,0,,Click To Continue,Continue Button,7,object-82,image,1671,1ff93f044a2f56339403ccc24740e14b.jpg,target,,F,,target,
513,1725477067770,04/09/2024 19:11:07,1725455467770,-6,04/09/2024 07:11:07,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,85,image,Screen 2,7vpf45,2,response,2,1281.8000000000466,2197.5999999999767,2207.8000000059837,1281.8000000000466,2197.5999999999767,2207.8000000059837,1,1281.8000000000466,926.0000000059372,0,,Slider,Slider,4,object-78,image,1671,1ff93f044a2f56339403ccc24740e14b.jpg,target,,F,,target,
514,1725477067778,04/09/2024 19:11:07,1725455467778,-6,04/09/2024 07:11:07,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,86,image,Screen 1,l8m57c,1,info,,16.599999999976717,0,16.599999999976717,16.599999999976717,0,16.599999999976717,1,16.599999999976717,0,0,,Slider,Slider,4,object-51,image,1591,5bcf13250037ead4c56e6af86bc07c6e.jpg,target,,F,,target,
515,1725477071590,04/09/2024 19:11:11,1725455471590,-6,04/09/2024 07:11:11,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,86,image,Screen 1,l8m57c,1,continue,,3830.500000017928,3829,3830.500000017928,3830.500000017928,3829,3830.500000017928,1,3830.500000017928,0,0,,Click To Continue,Continue Button,7,object-69,image,1591,5bcf13250037ead4c56e6af86bc07c6e.jpg,target,,F,,target,
516,1725477071590,04/09/2024 19:11:11,1725455471590,-6,04/09/2024 07:11:11,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,86,image,Screen 1,l8m57c,1,response,8,3063.20000000007,3829,3830.700000006007,3063.20000000007,3829,3830.700000006007,1,3063.20000000007,767.5000000059372,0,,Slider,Slider,4,object-51,image,1591,5bcf13250037ead4c56e6af86bc07c6e.jpg,target,,F,,target,
517,1725477071592,04/09/2024 19:11:11,1725455471592,-6,04/09/2024 07:11:11,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,86,image,Screen 2,7vpf45,2,info,,3.900000023888424,0,3.900000023888424,3.900000023888424,0,3.900000023888424,1,3.900000023888424,0,0,,Slider,Slider,4,object-78,image,1591,5bcf13250037ead4c56e6af86bc07c6e.jpg,target,,F,,target,
518,1725477073422,04/09/2024 19:11:13,1725455473422,-6,04/09/2024 07:11:13,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,86,image,Screen 2,7vpf45,2,continue,,1833.700000006007,1831.5,1833.700000006007,1833.700000006007,1831.5,1833.700000006007,1,1833.700000006007,0,0,,Click To Continue,Continue Button,7,object-82,image,1591,5bcf13250037ead4c56e6af86bc07c6e.jpg,target,,F,,target,
519,1725477073422,04/09/2024 19:11:13,1725455473422,-6,04/09/2024 07:11:13,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,86,image,Screen 2,7vpf45,2,response,6,1015.7000000000698,1831.5,1833.9000000238884,1015.7000000000698,1831.5,1833.9000000238884,1,1015.7000000000698,818.2000000238186,0,,Slider,Slider,4,object-78,image,1591,5bcf13250037ead4c56e6af86bc07c6e.jpg,target,,F,,target,
520,1725477073430,04/09/2024 19:11:13,1725455473430,-6,04/09/2024 07:11:13,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,87,image,Screen 1,l8m57c,1,info,,9.70000000600703,0,9.70000000600703,9.70000000600703,0,9.70000000600703,1,9.70000000600703,0,0,,Slider,Slider,4,object-51,image,1911,NegHighNonsoc_10.jpg,target,,F,,target,
521,1725477082844,04/09/2024 19:11:22,1725455482844,-6,04/09/2024 07:11:22,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,87,image,Screen 1,l8m57c,1,continue,,9423.70000000007,9406.70000000007,9423.70000000007,9423.70000000007,9406.70000000007,9423.70000000007,1,9423.70000000007,0,0,,Click To Continue,Continue Button,7,object-69,image,1911,NegHighNonsoc_10.jpg,target,,F,,target,
522,1725477082848,04/09/2024 19:11:22,1725455482848,-6,04/09/2024 07:11:22,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,87,image,Screen 1,l8m57c,1,response,1,7857.900000000023,9406.70000000007,9423.70000000007,7857.900000000023,9406.70000000007,9423.70000000007,1,7857.900000000023,1565.8000000000466,0,,Slider,Slider,4,object-51,image,1911,NegHighNonsoc_10.jpg,target,,F,,target,
523,1725477082851,04/09/2024 19:11:22,1725455482851,-6,04/09/2024 07:11:22,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,87,image,Screen 2,7vpf45,2,info,,17,0,17,17,0,17,1,17,0,0,,Slider,Slider,4,object-78,image,1911,NegHighNonsoc_10.jpg,target,,F,,target,
524,1725477085632,04/09/2024 19:11:25,1725455485632,-6,04/09/2024 07:11:25,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,87,image,Screen 2,7vpf45,2,continue,,2804.9000000118976,2796.6999999999534,2804.9000000118976,2804.9000000118976,2796.6999999999534,2804.9000000118976,1,2804.9000000118976,0,0,,Click To Continue,Continue Button,7,object-82,image,1911,NegHighNonsoc_10.jpg,target,,F,,target,
525,1725477085632,04/09/2024 19:11:25,1725455485632,-6,04/09/2024 07:11:25,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,87,image,Screen 2,7vpf45,2,response,1,1531.2999999999302,2796.6999999999534,2805.2000000238186,1531.2999999999302,2796.6999999999534,2805.2000000238186,1,1531.2999999999302,1273.9000000238884,0,,Slider,Slider,4,object-78,image,1911,NegHighNonsoc_10.jpg,target,,F,,target,
526,1725477085639,04/09/2024 19:11:25,1725455485639,-6,04/09/2024 07:11:25,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,88,image,Screen 1,l8m57c,1,info,,15.900000000023283,0,15.900000000023283,15.900000000023283,0,15.900000000023283,1,15.900000000023283,0,0,,Slider,Slider,4,object-51,image,15,d5b5180e8720bf487dc9154b77cb6821.jpg,target,,F,,target,
527,1725477088781,04/09/2024 19:11:28,1725455488781,-6,04/09/2024 07:11:28,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,88,image,Screen 1,l8m57c,1,continue,,3157.700000011944,3146.3000000000466,3157.700000011944,3157.700000011944,3146.3000000000466,3157.700000011944,1,3157.700000011944,0,0,,Click To Continue,Continue Button,7,object-69,image,15,d5b5180e8720bf487dc9154b77cb6821.jpg,target,,F,,target,
528,1725477088782,04/09/2024 19:11:28,1725455488782,-6,04/09/2024 07:11:28,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,88,image,Screen 1,l8m57c,1,response,7,1914.3000000000466,3146.3000000000466,3158.500000023865,1914.3000000000466,3146.3000000000466,3158.500000023865,1,1914.3000000000466,1244.2000000238186,0,,Slider,Slider,4,object-51,image,15,d5b5180e8720bf487dc9154b77cb6821.jpg,target,,F,,target,
529,1725477088785,04/09/2024 19:11:28,1725455488785,-6,04/09/2024 07:11:28,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,88,image,Screen 2,7vpf45,2,info,,15.30000001785811,0,15.30000001785811,15.30000001785811,0,15.30000001785811,1,15.30000001785811,0,0,,Slider,Slider,4,object-78,image,15,d5b5180e8720bf487dc9154b77cb6821.jpg,target,,F,,target,
530,1725477091345,04/09/2024 19:11:31,1725455491345,-6,04/09/2024 07:11:31,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,88,image,Screen 2,7vpf45,2,continue,,2575.500000005937,2564.0999999999767,2575.500000005937,2575.500000005937,2564.0999999999767,2575.500000005937,1,2575.500000005937,0,0,,Click To Continue,Continue Button,7,object-82,image,15,d5b5180e8720bf487dc9154b77cb6821.jpg,target,,F,,target,
531,1725477091345,04/09/2024 19:11:31,1725455491345,-6,04/09/2024 07:11:31,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,88,image,Screen 2,7vpf45,2,response,6,965.6999999999534,2564.0999999999767,2575.7000000238186,965.6999999999534,2564.0999999999767,2575.7000000238186,1,965.6999999999534,1610.0000000238651,0,,Slider,Slider,4,object-78,image,15,d5b5180e8720bf487dc9154b77cb6821.jpg,target,,F,,target,
532,1725477091352,04/09/2024 19:11:31,1725455491352,-6,04/09/2024 07:11:31,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,89,image,Screen 1,l8m57c,1,info,,16.800000000046566,0,16.800000000046566,16.800000000046566,0,16.800000000046566,1,16.800000000046566,0,0,,Slider,Slider,4,object-51,image,103,Landscapes_032_v.jpg,target,,F,,target,
533,1725477094455,04/09/2024 19:11:34,1725455494455,-6,04/09/2024 07:11:34,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,89,image,Screen 1,l8m57c,1,continue,,3121.2000000178814,3112.9000000000233,3121.2000000178814,3121.2000000178814,3112.9000000000233,3121.2000000178814,1,3121.2000000178814,0,0,,Click To Continue,Continue Button,7,object-69,image,103,Landscapes_032_v.jpg,target,,F,,target,
534,1725477094458,04/09/2024 19:11:34,1725455494458,-6,04/09/2024 07:11:34,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,89,image,Screen 1,l8m57c,1,response,3,1847.5999999999767,3112.9000000000233,3123.9000000059605,1847.5999999999767,3112.9000000000233,3123.9000000059605,1,1847.5999999999767,1276.3000000059837,0,,Slider,Slider,4,object-51,image,103,Landscapes_032_v.jpg,target,,F,,target,
535,1725477094460,04/09/2024 19:11:34,1725455494460,-6,04/09/2024 07:11:34,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,89,image,Screen 2,7vpf45,2,info,,13.80000001785811,0,13.80000001785811,13.80000001785811,0,13.80000001785811,1,13.80000001785811,0,0,,Slider,Slider,4,object-78,image,103,Landscapes_032_v.jpg,target,,F,,target,
536,1725477095413,04/09/2024 19:11:35,1725455495413,-6,04/09/2024 07:11:35,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,89,image,Screen 2,7vpf45,2,continue,,965.7999999999302,949.0999999999767,965.7999999999302,965.7999999999302,949.0999999999767,965.7999999999302,1,965.7999999999302,0,0,,Click To Continue,Continue Button,7,object-82,image,103,Landscapes_032_v.jpg,target,,F,,target,
537,1725477095413,04/09/2024 19:11:35,1725455495413,-6,04/09/2024 07:11:35,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,89,image,Screen 2,7vpf45,2,response,,965.7999999999302,949.0999999999767,965.7999999999302,965.7999999999302,949.0999999999767,965.7999999999302,1,965.7999999999302,0,0,,Slider,Slider,4,object-78,image,103,Landscapes_032_v.jpg,target,,F,,target,
538,1725477095421,04/09/2024 19:11:35,1725455495421,-6,04/09/2024 07:11:35,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,90,image,Screen 1,l8m57c,1,info,,16.699999999953434,0,16.699999999953434,16.699999999953434,0,16.699999999953434,1,16.699999999953434,0,0,,Slider,Slider,4,object-51,image,39,3e63504a056f9ae4d031ef5b232068fc.jpg,target,,J,,filler,
539,1725477098508,04/09/2024 19:11:38,1725455498508,-6,04/09/2024 07:11:38,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,90,image,Screen 1,l8m57c,1,continue,,3112.300000011921,3096.5999999999767,3112.300000011921,3112.300000011921,3096.5999999999767,3112.300000011921,1,3112.300000011921,0,0,,Click To Continue,Continue Button,7,object-69,image,39,3e63504a056f9ae4d031ef5b232068fc.jpg,target,,J,,filler,
540,1725477098508,04/09/2024 19:11:38,1725455498508,-6,04/09/2024 07:11:38,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,90,image,Screen 1,l8m57c,1,response,7,1847.9000000000233,3096.5999999999767,3112.5,1847.9000000000233,3096.5999999999767,3112.5,1,1847.9000000000233,1264.5999999999767,0,,Slider,Slider,4,object-51,image,39,3e63504a056f9ae4d031ef5b232068fc.jpg,target,,J,,filler,
541,1725477098511,04/09/2024 19:11:38,1725455498511,-6,04/09/2024 07:11:38,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,90,image,Screen 2,7vpf45,2,info,,16.699999999953434,0,16.699999999953434,16.699999999953434,0,16.699999999953434,1,16.699999999953434,0,0,,Slider,Slider,4,object-78,image,39,3e63504a056f9ae4d031ef5b232068fc.jpg,target,,J,,filler,
542,1725477102276,04/09/2024 19:11:42,1725455502276,-6,04/09/2024 07:11:42,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,90,image,Screen 2,7vpf45,2,continue,,3783.8000000059837,3779.3000000000466,3783.8000000059837,3783.8000000059837,3779.3000000000466,3783.8000000059837,1,3783.8000000059837,0,0,,Click To Continue,Continue Button,7,object-82,image,39,3e63504a056f9ae4d031ef5b232068fc.jpg,target,,J,,filler,
543,1725477102276,04/09/2024 19:11:42,1725455502276,-6,04/09/2024 07:11:42,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,90,image,Screen 2,7vpf45,2,response,6,2680.4000000000233,3779.3000000000466,3784.000000023865,2680.4000000000233,3779.3000000000466,3784.000000023865,1,2680.4000000000233,1103.6000000238419,0,,Slider,Slider,4,object-78,image,39,3e63504a056f9ae4d031ef5b232068fc.jpg,target,,J,,filler,
544,1725477102284,04/09/2024 19:11:42,1725455502284,-6,04/09/2024 07:11:42,187932,2,task-e25r,repeat-tj2w#1,39883578,BLIND,11662162,,complete,,66d8ac51c4942ca4aaa8dd7f,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1372x772,1372x642,,,0,Subjective rating task (Clone),5,Accurate,emo_2_try,emo_2_try,91,image,Screen 1,l8m57c,1,info,,12.500000005937181,0,12.500000005937181,12.500000005937181,0,12.500000005937181,1,12.500000005937181,0,0,,Slider,Slider,4,object-51,image,135,3b28318716c8f229919610055035ba3e.jpg,target,,F,,target,
