Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: number,Spreadsheet: img,Spreadsheet: type,Spreadsheet: answer,Spreadsheet: border,Spreadsheet: memory,Manipulation: Spreadsheet
1,1725038423492,30/08/2024 17:20:23,1725016823492,-6,30/08/2024 05:20:23,187004,3,task-6sfn,repeat-3dmk#2->-repeat-tj2w#2,39797166,BLIND,11639003,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x788,,,0,Memory Task (Clone 3),8,Inaccurate~Accurate,2,,Inaccurate~Accurate,memory_skips2,memory_skips2,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1725038432042,30/08/2024 17:20:32,1725016832042,-6,30/08/2024 05:20:32,187004,3,task-6sfn,repeat-3dmk#2->-repeat-tj2w#2,39797166,BLIND,11639003,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x788,,,0,Memory Task (Clone 3),8,Inaccurate~Accurate,2,,Inaccurate~Accurate,memory_skips2,memory_skips2,1,instructions,Screen 8,bajjy3,1,continue,,8565.913999982118,8550.614,8565.913999982118,8565.913999982118,8550.614,8565.913999982118,1,8565.913999982118,0,0,,Click To Continue,Continue Button,2,object-1931,instructions,,,,,,,
3,1725038435027,30/08/2024 17:20:35,1725016835027,-6,30/08/2024 05:20:35,187004,3,task-6sfn,repeat-3dmk#2->-repeat-tj2w#2,39797166,BLIND,11639003,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x788,,,0,Memory Task (Clone 3),8,Inaccurate~Accurate,2,,Inaccurate~Accurate,memory_skips2,memory_skips2,1,instructions,Screen 9,bxwq68,2,timedOut,,3000.699999988079,3000.2000000000007,3000.699999988079,3000.699999988079,3000.2000000000007,3000.699999988079,1,3000.699999988079,0,0,,Time Limit,screen,0,screen,instructions,,,,,,,
4,1725038440526,30/08/2024 17:20:40,1725016840526,-6,30/08/2024 05:20:40,187004,3,task-6sfn,repeat-3dmk#2->-repeat-tj2w#2,39797166,BLIND,11639003,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x788,,,0,Memory Task (Clone 3),8,Inaccurate~Accurate,2,,Inaccurate~Accurate,memory_skips2,memory_skips2,1,image,Screen 3,zz7hbh,1,response,5,5499.499999988078,5483.799999999999,5499.499999988078,5499.499999988078,5483.799999999999,5499.499999988078,1,5499.499999988078,0,0,,Keyboard Response,Image,1,object-1907,image,343,4e15898fb6cb711be8d1e1e816b03784.jpg,target,F,,target,
5,1725038444242,30/08/2024 17:20:44,1725016844242,-6,30/08/2024 05:20:44,187004,3,task-6sfn,repeat-3dmk#2->-repeat-tj2w#2,39797166,BLIND,11639003,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x788,,,0,Memory Task (Clone 3),8,Inaccurate~Accurate,2,,Inaccurate~Accurate,memory_skips2,memory_skips2,2,image,Screen 3,zz7hbh,1,response,5,3731.2999999821186,3716.9000000000015,3731.2999999821186,3731.2999999821186,3716.9000000000015,3731.2999999821186,1,3731.2999999821186,0,0,,Keyboard Response,Image,1,object-1907,image,287,NeutMidNonsoc_8.jpg,target,J,,filler,
6,1725038447917,30/08/2024 17:20:47,1725016847917,-6,30/08/2024 05:20:47,187004,3,task-6sfn,repeat-3dmk#2->-repeat-tj2w#2,39797166,BLIND,11639003,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x788,,,0,Memory Task (Clone 3),8,Inaccurate~Accurate,2,,Inaccurate~Accurate,memory_skips2,memory_skips2,3,image,Screen 3,zz7hbh,1,response,6,3689.199999994038,3682.899999999998,3689.199999994038,3689.199999994038,3682.899999999998,3689.199999994038,1,3689.199999994038,0,0,,Keyboard Response,Image,1,object-1907,image,48,Lake 11.jpg,target,J,,filler,
7,1725038449912,30/08/2024 17:20:49,1725016849912,-6,30/08/2024 05:20:49,187004,3,task-6sfn,repeat-3dmk#2->-repeat-tj2w#2,39797166,BLIND,11639003,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x788,,,0,Memory Task (Clone 3),8,Inaccurate~Accurate,2,,Inaccurate~Accurate,memory_skips2,memory_skips2,4,image,Screen 3,zz7hbh,1,response,2,2000.9000000000015,1984.2000000000007,2000.9000000000015,2000.9000000000015,1984.2000000000007,2000.9000000000015,1,2000.9000000000015,0,0,,Keyboard Response,Image,1,object-1907,image,15,d5b5180e8720bf487dc9154b77cb6821.jpg,target,F,,target,
8,1725038453858,30/08/2024 17:20:53,1725016853858,-6,30/08/2024 05:20:53,187004,3,task-6sfn,repeat-3dmk#2->-repeat-tj2w#2,39797166,BLIND,11639003,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x788,,,0,Memory Task (Clone 3),8,Inaccurate~Accurate,2,,Inaccurate~Accurate,memory_skips2,memory_skips2,5,image,Screen 3,zz7hbh,1,response,4,3963.199999988079,3950.199999999997,3963.199999988079,3963.199999988079,3950.199999999997,3963.199999988079,1,3963.199999988079,0,0,,Keyboard Response,Image,1,object-1907,image,240,3ad1eaf82976bfcd62fdf7efe3f73714.jpg,target,J,,filler,
9,1725038456921,30/08/2024 17:20:56,1725016856921,-6,30/08/2024 05:20:56,187004,3,task-6sfn,repeat-3dmk#2->-repeat-tj2w#2,39797166,BLIND,11639003,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x788,,,0,Memory Task (Clone 3),8,Inaccurate~Accurate,2,,Inaccurate~Accurate,memory_skips2,memory_skips2,6,image,Screen 3,zz7hbh,1,response,6,3076.2000000059634,3066.9000000000015,3076.2000000059634,3076.2000000059634,3066.9000000000015,3076.2000000059634,1,3076.2000000059634,0,0,,Keyboard Response,Image,1,object-1907,image,80,NegMidNonsoc_17.jpg,target,J,,filler,
10,1725038459772,30/08/2024 17:20:59,1725016859772,-6,30/08/2024 05:20:59,187004,3,task-6sfn,repeat-3dmk#2->-repeat-tj2w#2,39797166,BLIND,11639003,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1440x900,1440x788,,,0,Memory Task (Clone 3),8,Inaccurate~Accurate,2,,Inaccurate~Accurate,memory_skips2,memory_skips2,7,image,Screen 3,zz7hbh,1,response,4,2859.800000005962,2850.2000000000044,2859.800000005962,2859.800000005962,2850.2000000000044,2859.800000005962,1,2859.800000005962,0,0,,Keyboard Response,Image,1,object-1907,image,95,3a28649190d86c53706846e0df52129b.jpg,target,F,,target,
