Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,branch-phuz,branch-3j3b,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: answer,Spreadsheet: img,Spreadsheet: Screen,Spreadsheet: answer2,Spreadsheet: answer3,Manipulation: Spreadsheet,Store: correct2,Store: Total2
1,1736879944499,14/01/2025 18:39:04,1736858344499,-6,14/01/2025 06:39:04,153647,19,task-xcgh,repeat-3dmk#3->-repeat-tj2w#1,42475723,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Memory Practice Clone,7,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,
2,1736879945944,14/01/2025 18:39:05,1736858345944,-6,14/01/2025 06:39:05,153647,19,task-xcgh,repeat-3dmk#3->-repeat-tj2w#1,42475723,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Memory Practice Clone,7,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,instructions,Screen 2,1kaj8e,1,continue,,4526.5,4524.4,4526.5,4526.5,4524.4,4526.5,1,4526.5,0,0,,Click To Continue,Continue Button,2,object-7,instructions,,,,,,,0,0
3,1736879948946,14/01/2025 18:39:08,1736858348946,-6,14/01/2025 06:39:08,153647,19,task-xcgh,repeat-3dmk#3->-repeat-tj2w#1,42475723,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Memory Practice Clone,7,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,instructions,Screen 3,j5lb3b,2,timedOut,,3003.4999999761585,3003.1000000000004,3003.4999999761585,3003.4999999761585,3003.1000000000004,3003.4999999761585,1,3003.4999999761585,0,0,,Time Limit,screen,0,screen,instructions,,,,,,,0,0
4,1736879951138,14/01/2025 18:39:11,1736858351138,-6,14/01/2025 06:39:11,153647,19,task-xcgh,repeat-3dmk#3->-repeat-tj2w#1,42475723,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Memory Practice Clone,7,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,image,Trials,mxeghn,1,response,1,2192.399999976158,2185,2192.399999976158,2192.399999976158,2185,2192.399999976158,1,2192.399999976158,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,1,instr_photo_3.jpg,Screen 3,5,3,,1,1
5,1736879987641,14/01/2025 18:39:47,1736858387641,-6,14/01/2025 06:39:47,153647,19,task-xcgh,repeat-3dmk#3->-repeat-tj2w#1,42475723,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Memory Practice Clone,7,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,image,Screen 3,ornkij,2,response,5,35507.89999997616,35501.7,35507.89999997616,35507.89999997616,35501.7,35507.89999997616,0,35507.89999997616,0,0,,Keyboard Response,Keyboard Response,2,object-25,image,1,instr_photo_3.jpg,Screen 3,5,3,,1,2
6,1736879989195,14/01/2025 18:39:49,1736858389195,-6,14/01/2025 06:39:49,153647,19,task-xcgh,repeat-3dmk#3->-repeat-tj2w#1,42475723,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Memory Practice Clone,7,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,image,Screen 2,ou4ign,3,response,4,559.8000000000029,550.9000000000015,559.8000000000029,559.8000000000029,550.9000000000015,559.8000000000029,0,559.8000000000029,0,0,,Keyboard Response,Keyboard Response,3,object-22,image,1,instr_photo_3.jpg,Screen 3,5,3,,1,3
7,1736879990188,14/01/2025 18:39:50,1736858390188,-6,14/01/2025 06:39:50,153647,19,task-xcgh,repeat-3dmk#3->-repeat-tj2w#1,42475723,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Memory Practice Clone,7,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,,,,,,info,END,,,45662,,,,0,,,,,,,,,,,,,,,,,
1,1736880071520,14/01/2025 18:41:11,1736858471520,-6,14/01/2025 06:41:11,153647,19,task-xcgh,repeat-3dmk#3->-repeat-tj2w#2,42475786,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Memory Practice Clone,7,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,
2,1736880074585,14/01/2025 18:41:14,1736858474585,-6,14/01/2025 06:41:14,153647,19,task-xcgh,repeat-3dmk#3->-repeat-tj2w#2,42475786,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Memory Practice Clone,7,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,instructions,Screen 2,1kaj8e,1,continue,,3081.7999999761582,3069.7000000000003,3081.7999999761582,3081.7999999761582,3069.7000000000003,3081.7999999761582,1,3081.7999999761582,0,0,,Click To Continue,Continue Button,2,object-7,instructions,,,,,,,0,0
3,1736880077576,14/01/2025 18:41:17,1736858477576,-6,14/01/2025 06:41:17,153647,19,task-xcgh,repeat-3dmk#3->-repeat-tj2w#2,42475786,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Memory Practice Clone,7,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,instructions,Screen 3,j5lb3b,2,timedOut,,3003.2,3002.8999999999996,3003.2,3003.2,3002.8999999999996,3003.2,1,3003.2,0,0,,Time Limit,screen,0,screen,instructions,,,,,,,0,0
