Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,branch-phuz,branch-3j3b,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: type,Spreadsheet: answer,Spreadsheet: memory,Spreadsheet: randomise,Spreadsheet: img,Manipulation: Spreadsheet
1,1736879991524,14/01/2025 18:39:51,1736854791524,-7,14/01/2025 04:39:51,153647,19,task-tak4,repeat-3dmk#1->-repeat-ku6w#2,42475748,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x993,,,0,Memory Task (Clone 3),10,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,memory_resampled,memory_resampled,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,
2,1736879997512,14/01/2025 18:39:57,1736854797512,-7,14/01/2025 04:39:57,153647,19,task-tak4,repeat-3dmk#1->-repeat-ku6w#2,42475748,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x993,,,0,Memory Task (Clone 3),10,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,memory_resampled,memory_resampled,1,image,Screen 3,zz7hbh,1,response,2,4616.500000000001,4599.8,4616.500000000001,4616.500000000001,4599.8,4616.500000000001,1,4616.500000000001,0,0,,Keyboard Response,Image,1,object-1907,image,target,F,filler,1,6cb2b2a420aafa64f282ef22e112d0b2.jpg,
3,1736879999381,14/01/2025 18:39:59,1736854799381,-7,14/01/2025 04:39:59,153647,19,task-tak4,repeat-3dmk#1->-repeat-ku6w#2,42475748,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x993,,,0,Memory Task (Clone 3),10,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,memory_resampled,memory_resampled,2,image,Screen 3,zz7hbh,1,response,1,1891.2999999988824,1883.5,1891.2999999988824,1891.2999999988824,1883.5,1891.2999999988824,1,1891.2999999988824,0,0,,Keyboard Response,Image,1,object-1907,image,target,F,target,1,2f35eee0d0df52af0fb2c2e2785a2264.jpg,
4,1736880002428,14/01/2025 18:40:02,1736854802428,-7,14/01/2025 04:40:02,153647,19,task-tak4,repeat-3dmk#1->-repeat-ku6w#2,42475748,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x993,,,0,Memory Task (Clone 3),10,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,memory_resampled,memory_resampled,3,image,Screen 3,zz7hbh,1,response,5,3055.2999999988824,3049.8999999999996,3055.2999999988824,3055.2999999988824,3049.8999999999996,3055.2999999988824,1,3055.2999999988824,0,0,,Keyboard Response,Image,1,object-1907,image,target,F,target,1,1f9a82ccaf0a33edbbaab571d60d0058.jpg,
5,1736880005054,14/01/2025 18:40:05,1736854805054,-7,14/01/2025 04:40:05,153647,19,task-tak4,repeat-3dmk#1->-repeat-ku6w#2,42475748,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x993,,,0,Memory Task (Clone 3),10,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,memory_resampled,memory_resampled,4,image,Screen 3,zz7hbh,1,response,1,2631.000000000373,2616.699999999999,2631.000000000373,2631.000000000373,2616.699999999999,2631.000000000373,1,2631.000000000373,0,0,,Keyboard Response,Image,1,object-1907,image,target,F,target,1,6a428827436fae2f1dc16138cf69fbc3.jpg,
6,1736880009685,14/01/2025 18:40:09,1736854809685,-7,14/01/2025 04:40:09,153647,19,task-tak4,repeat-3dmk#1->-repeat-ku6w#2,42475748,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x993,,,0,Memory Task (Clone 3),10,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,memory_resampled,memory_resampled,5,image,Screen 3,zz7hbh,1,response,4,4645.599999999256,4633.200000000001,4645.599999999256,4645.599999999256,4633.200000000001,4645.599999999256,1,4645.599999999256,0,0,,Keyboard Response,Image,1,object-1907,image,target,F,filler,1,1f70ece26cb7ddab09e7389717665ce5.jpg,
7,1736880012612,14/01/2025 18:40:12,1736854812612,-7,14/01/2025 04:40:12,153647,19,task-tak4,repeat-3dmk#1->-repeat-ku6w#2,42475748,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x993,,,0,Memory Task (Clone 3),10,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,memory_resampled,memory_resampled,6,image,Screen 3,zz7hbh,1,response,1,2939.6000000003733,2933.5,2939.6000000003733,2939.6000000003733,2933.5,2939.6000000003733,1,2939.6000000003733,0,0,,Keyboard Response,Image,1,object-1907,image,target,F,target,1,7f71ecb2b2d72740920f76cd5a95b2e2.jpg,
8,1736880015139,14/01/2025 18:40:15,1736854815139,-7,14/01/2025 04:40:15,153647,19,task-tak4,repeat-3dmk#1->-repeat-ku6w#2,42475748,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x993,,,0,Memory Task (Clone 3),10,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,memory_resampled,memory_resampled,7,image,Screen 3,zz7hbh,1,response,6,2532.6000000003733,2516.7000000000007,2532.6000000003733,2532.6000000003733,2516.7000000000007,2532.6000000003733,1,2532.6000000003733,0,0,,Keyboard Response,Image,1,object-1907,image,target,F,filler,1,5e83165bb10aa890a84087c2c6d3edb1.jpg,
9,1736880017053,14/01/2025 18:40:17,1736854817053,-7,14/01/2025 04:40:17,153647,19,task-tak4,repeat-3dmk#1->-repeat-ku6w#2,42475748,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x993,,,0,Memory Task (Clone 3),10,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,memory_resampled,memory_resampled,8,image,Screen 3,zz7hbh,1,response,1,1929.9999999981374,1916.7000000000007,1929.9999999981374,1929.9999999981374,1916.7000000000007,1929.9999999981374,1,1929.9999999981374,0,0,,Keyboard Response,Image,1,object-1907,image,target,F,target,1,2abb120cd5a781286741182cc4bb6dd2.jpg,
10,1736880018509,14/01/2025 18:40:18,1736854818509,-7,14/01/2025 04:40:18,153647,19,task-tak4,repeat-3dmk#1->-repeat-ku6w#2,42475748,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x993,,,0,Memory Task (Clone 3),10,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,memory_resampled,memory_resampled,9,image,Screen 3,zz7hbh,1,response,1,1466.4999999999964,1449.8999999999978,1466.4999999999964,1466.4999999999964,1449.8999999999978,1466.4999999999964,1,1466.4999999999964,0,0,,Keyboard Response,Image,1,object-1907,image,target,F,target,1,04010bc443e63d3299791526581d1c6a.jpg,
11,1736880020862,14/01/2025 18:40:20,1736854820862,-7,14/01/2025 04:40:20,153647,19,task-tak4,repeat-3dmk#1->-repeat-ku6w#2,42475748,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x993,,,0,Memory Task (Clone 3),10,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,memory_resampled,memory_resampled,10,image,Screen 3,zz7hbh,1,response,6,2372.399999998139,2366.7000000000044,2372.399999998139,2372.399999998139,2366.7000000000044,2372.399999998139,1,2372.399999998139,0,0,,Keyboard Response,Image,1,object-1907,image,target,F,target,1,Garbage dump 5.jpg,
12,1736880021995,14/01/2025 18:40:21,1736854821995,-7,14/01/2025 04:40:21,153647,19,task-tak4,repeat-3dmk#1->-repeat-ku6w#2,42475748,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x993,,,0,Memory Task (Clone 3),10,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,memory_resampled,memory_resampled,11,image,Screen 3,zz7hbh,1,response,6,1139.1999999981344,1133.3999999999942,1139.1999999981344,1139.1999999981344,1133.3999999999942,1139.1999999981344,1,1139.1999999981344,0,0,,Keyboard Response,Image,1,object-1907,image,target,F,target,1,2f3e68a37d68e5bab426786d2ae708cf.jpg,
13,1736880027381,14/01/2025 18:40:27,1736854827381,-7,14/01/2025 04:40:27,153647,19,task-tak4,repeat-3dmk#1->-repeat-ku6w#2,42475748,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x993,,,0,Memory Task (Clone 3),10,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,memory_resampled,memory_resampled,12,image,Screen 3,zz7hbh,1,response,3,5391.5000000011205,5383.100000000006,5391.5000000011205,5391.5000000011205,5383.100000000006,5391.5000000011205,1,5391.5000000011205,0,0,,Keyboard Response,Image,1,object-1907,image,target,F,target,1,3d59b2b50b93bc6789d97509f8441be6.jpg,
14,1736880030426,14/01/2025 18:40:30,1736854830426,-7,14/01/2025 04:40:30,153647,19,task-tak4,repeat-3dmk#1->-repeat-ku6w#2,42475748,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x993,,,0,Memory Task (Clone 3),10,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,memory_resampled,memory_resampled,13,image,Screen 3,zz7hbh,1,response,6,3053.9000000011147,3050.0999999999985,3053.9000000011147,3053.9000000011147,3050.0999999999985,3053.9000000011147,1,3053.9000000011147,0,0,,Keyboard Response,Image,1,object-1907,image,target,F,filler,1,5607057486b81691d8ac7021261bffc7.jpg,
15,1736880038476,14/01/2025 18:40:38,1736854838476,-7,14/01/2025 04:40:38,153647,19,task-tak4,repeat-3dmk#1->-repeat-ku6w#2,42475748,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x993,,,0,Memory Task (Clone 3),10,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,memory_resampled,memory_resampled,14,image,Screen 3,zz7hbh,1,response,A,8053.000000000371,8050.0999999999985,8053.000000000371,8053.000000000371,8050.0999999999985,8053.000000000371,1,8053.000000000371,0,0,,Keyboard Response,Image,1,object-1907,image,target,F,filler,1,1e7ce32a3cbdae096a502e6c8076f79b.jpg,
16,1736880040411,14/01/2025 18:40:40,1736854840411,-7,14/01/2025 04:40:40,153647,19,task-tak4,repeat-3dmk#1->-repeat-ku6w#2,42475748,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x993,,,0,Memory Task (Clone 3),10,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,memory_resampled,memory_resampled,15,image,Screen 3,zz7hbh,1,response,A,1938.4000000003725,1933.300000000003,1938.4000000003725,1938.4000000003725,1933.300000000003,1938.4000000003725,1,1938.4000000003725,0,0,,Keyboard Response,Image,1,object-1907,image,target,F,filler,1,1eec1f3b01e05351d9ff41e3a55f9e27.jpg,
17,1736880042011,14/01/2025 18:40:42,1736854842011,-7,14/01/2025 04:40:42,153647,19,task-tak4,repeat-3dmk#1->-repeat-ku6w#2,42475748,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x993,,,0,Memory Task (Clone 3),10,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,memory_resampled,memory_resampled,16,image,Screen 3,zz7hbh,1,response,F,1604.9999999988795,1600.0999999999985,1604.9999999988795,1604.9999999988795,1600.0999999999985,1604.9999999988795,1,1604.9999999988795,0,0,,Keyboard Response,Image,1,object-1907,image,target,F,target,1,7ab03626f990062e6132f7a256c68cc0.jpg,
18,1736880044691,14/01/2025 18:40:44,1736854844691,-7,14/01/2025 04:40:44,153647,19,task-tak4,repeat-3dmk#1->-repeat-ku6w#2,42475748,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x993,,,0,Memory Task (Clone 3),10,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,memory_resampled,memory_resampled,17,image,Screen 3,zz7hbh,1,response,D,2685.199999999626,2683.199999999997,2685.199999999626,2685.199999999626,2683.199999999997,2685.199999999626,1,2685.199999999626,0,0,,Keyboard Response,Image,1,object-1907,image,target,F,filler,1,003b4444e624e41a4553d652cdc5a983.jpg,
19,1736880046203,14/01/2025 18:40:46,1736854846203,-7,14/01/2025 04:40:46,153647,19,task-tak4,repeat-3dmk#1->-repeat-ku6w#2,42475748,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x993,,,0,Memory Task (Clone 3),10,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,memory_resampled,memory_resampled,18,image,Screen 3,zz7hbh,1,response,A,1513.600000001119,1500.0999999999985,1513.600000001119,1513.600000001119,1500.0999999999985,1513.600000001119,1,1513.600000001119,0,0,,Keyboard Response,Image,1,object-1907,image,target,F,filler,1,d8f1bd0679a210b6b43880a48c128c94.jpg,
20,1736880049088,14/01/2025 18:40:49,1736854849088,-7,14/01/2025 04:40:49,153647,19,task-tak4,repeat-3dmk#1->-repeat-ku6w#2,42475748,BLIND,12393678,,complete,,6786aaf3c6c15def4d8c582d,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1920x1080,1920x993,,,0,Memory Task (Clone 3),10,Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,memory_resampled,memory_resampled,19,image,Screen 3,zz7hbh,1,response,F,2898.7999999981403,2883.300000000003,2898.7999999981403,2898.7999999981403,2883.300000000003,2898.7999999981403,1,2898.7999999981403,0,0,,Keyboard Response,Image,1,object-1907,image,target,F,filler,1,f209b8b4566de78c7f9bf8ca98846534.jpg,
