Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,branch-phuz,branch-3j3b,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: type,Spreadsheet: answer,Spreadsheet: memory,Spreadsheet: randomise,Spreadsheet: img,Manipulation: Spreadsheet
1,1736880141517,14/01/2025 18:42:21,1736858541517,-6,14/01/2025 06:42:21,153647,19,task-6sfn,repeat-3dmk#3->-repeat-tj2w#2,42475810,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Memory Task (Clone 3),10,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,memory_resampled2,memory_resampled2,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,
2,1736880146359,14/01/2025 18:42:26,1736858546359,-6,14/01/2025 06:42:26,153647,19,task-6sfn,repeat-3dmk#3->-repeat-tj2w#2,42475810,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Memory Task (Clone 3),10,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,memory_resampled2,memory_resampled2,1,image,Screen 3,zz7hbh,1,response,6,3851.700000023842,3837.6000000000004,3851.700000023842,3851.700000023842,3837.6000000000004,3851.700000023842,1,3851.700000023842,0,0,,Keyboard Response,Image,1,object-1907,image,target,F,filler,1,feda202ca3d6bfd1aeb0da37fdc38a57.jpg,
3,1736880147301,14/01/2025 18:42:27,1736858547301,-6,14/01/2025 06:42:27,153647,19,task-6sfn,repeat-3dmk#3->-repeat-tj2w#2,42475810,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Memory Task (Clone 3),10,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,memory_resampled2,memory_resampled2,2,image,Screen 3,zz7hbh,1,response,6,956,951,956,956,951,956,1,956,0,0,,Keyboard Response,Image,1,object-1907,image,target,F,filler,1,4d7c83a8e9b0984905e4da0d496113c7.jpg,
4,1736880148494,14/01/2025 18:42:28,1736858548494,-6,14/01/2025 06:42:28,153647,19,task-6sfn,repeat-3dmk#3->-repeat-tj2w#2,42475810,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Memory Task (Clone 3),10,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,memory_resampled2,memory_resampled2,3,image,Screen 3,zz7hbh,1,response,6,1198.6000000238419,1184.3999999999996,1198.6000000238419,1198.6000000238419,1184.3999999999996,1198.6000000238419,1,1198.6000000238419,0,0,,Keyboard Response,Image,1,object-1907,image,target,F,target,1,abe336eaf110ed14cce5d4fed62a7d5a.jpg,
5,1736880149908,14/01/2025 18:42:29,1736858549908,-6,14/01/2025 06:42:29,153647,19,task-6sfn,repeat-3dmk#3->-repeat-tj2w#2,42475810,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Memory Task (Clone 3),10,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,memory_resampled2,memory_resampled2,4,image,Screen 3,zz7hbh,1,response,6,1427.900000071526,1417.800000000001,1427.900000071526,1427.900000071526,1417.800000000001,1427.900000071526,1,1427.900000071526,0,0,,Keyboard Response,Image,1,object-1907,image,target,F,filler,1,1ee7db919447af22c4e020dc971d886d.jpg,
6,1736880151334,14/01/2025 18:42:31,1736858551334,-6,14/01/2025 06:42:31,153647,19,task-6sfn,repeat-3dmk#3->-repeat-tj2w#2,42475810,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Memory Task (Clone 3),10,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,memory_resampled2,memory_resampled2,5,image,Screen 3,zz7hbh,1,response,1,1436.500000047683,1435.199999999999,1436.500000047683,1436.500000047683,1435.199999999999,1436.500000047683,1,1436.500000047683,0,0,,Keyboard Response,Image,1,object-1907,image,target,F,target,1,f209b8b4566de78c7f9bf8ca98846534.jpg,
7,1736880153103,14/01/2025 18:42:33,1736858553103,-6,14/01/2025 06:42:33,153647,19,task-6sfn,repeat-3dmk#3->-repeat-tj2w#2,42475810,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Memory Task (Clone 3),10,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,memory_resampled2,memory_resampled2,6,image,Screen 3,zz7hbh,1,response,6,1769.800000047684,1768.5,1769.800000047684,1769.800000047684,1768.5,1769.800000047684,1,1769.800000047684,0,0,,Keyboard Response,Image,1,object-1907,image,target,F,filler,1,NeutMidNonsoc_5.jpg,
8,1736880154802,14/01/2025 18:42:34,1736858554802,-6,14/01/2025 06:42:34,153647,19,task-6sfn,repeat-3dmk#3->-repeat-tj2w#2,42475810,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Memory Task (Clone 3),10,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,memory_resampled2,memory_resampled2,7,image,Screen 3,zz7hbh,1,response,6,1699.2000000238422,1685.0000000000018,1699.2000000238422,1699.2000000238422,1685.0000000000018,1699.2000000238422,1,1699.2000000238422,0,0,,Keyboard Response,Image,1,object-1907,image,target,F,filler,1,4d617813ee2d6d8c2ce9cc2d540e163f.jpg,
9,1736880156273,14/01/2025 18:42:36,1736858556273,-6,14/01/2025 06:42:36,153647,19,task-6sfn,repeat-3dmk#3->-repeat-tj2w#2,42475810,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Memory Task (Clone 3),10,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,memory_resampled2,memory_resampled2,8,image,Screen 3,zz7hbh,1,response,1,1485.9999999761567,1484.699999999997,1485.9999999761567,1485.9999999761567,1484.699999999997,1485.9999999761567,1,1485.9999999761567,0,0,,Keyboard Response,Image,1,object-1907,image,target,F,target,1,ffea5ae2717cdc3987215e67a226d794.jpg,
10,1736880157237,14/01/2025 18:42:37,1736858557237,-6,14/01/2025 06:42:37,153647,19,task-6sfn,repeat-3dmk#3->-repeat-tj2w#2,42475810,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Memory Task (Clone 3),10,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,memory_resampled2,memory_resampled2,9,image,Screen 3,zz7hbh,1,response,1,965.5000000238433,951.1000000000022,965.5000000238433,965.5000000238433,951.1000000000022,965.5000000238433,1,965.5000000238433,0,0,,Keyboard Response,Image,1,object-1907,image,target,F,filler,1,6a8a7d8712318130339bb151a1a480d1.jpg,
