Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,branch-phuz,branch-3j3b,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: number,Spreadsheet: img,Spreadsheet: type,Spreadsheet: mem_type,Spreadsheet: answer,Spreadsheet: border,Spreadsheet: memory,Spreadsheet: ans1,Spreadsheet: ans2,Spreadsheet: ans3,Spreadsheet: val1,Spreadsheet: val2,Spreadsheet: val3,Manipulation: Spreadsheet,Store: correct3,Store: total3
11,1736880285036,14/01/2025 18:44:45,1736858685036,-6,14/01/2025 06:44:45,153647,19,task-u8ly,repeat-3dmk#3->-repeat-tj2w#2->-repeat-bh4w#1,42475850,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,emo_prac,emo_prac,1,instructions,Screen 6,yf7ssf,6,timedOut,,3003.599999928476,3003.2000000000044,3003.599999928476,3003.599999928476,3003.2000000000044,3003.599999928476,1,3003.599999928476,0,0,,Time Limit,screen,0,screen,instructions,,,,,,,,,,,,,,,,
12,1736880285046,14/01/2025 18:44:45,1736858685046,-6,14/01/2025 06:44:45,153647,19,task-u8ly,repeat-3dmk#3->-repeat-tj2w#2->-repeat-bh4w#1,42475850,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,emo_prac,emo_prac,1,image,Screen 1,l8m57c,1,info,,9.899999928471516,0,9.899999928471516,9.899999928471516,0,9.899999928471516,0,9.899999928471516,0,0,,Slider,Slider,4,object-51,image,,,,,,,,,,,,,,,0,0
13,1736880288062,14/01/2025 18:44:48,1736858688062,-6,14/01/2025 06:44:48,153647,19,task-u8ly,repeat-3dmk#3->-repeat-tj2w#2->-repeat-bh4w#1,42475850,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,emo_prac,emo_prac,1,image,Screen 1,l8m57c,1,continue,,3025.9999999523134,3019.899999999994,3025.9999999523134,3025.9999999523134,3019.899999999994,3025.9999999523134,0,3025.9999999523134,0,0,,Click To Continue,Continue Button,7,object-69,image,,,,,,,,,,,,,,,0,1
14,1736880288062,14/01/2025 18:44:48,1736858688062,-6,14/01/2025 06:44:48,153647,19,task-u8ly,repeat-3dmk#3->-repeat-tj2w#2->-repeat-bh4w#1,42475850,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,emo_prac,emo_prac,1,image,Screen 1,l8m57c,1,response,7,1701.7999999999956,3019.899999999994,3026.3999999284715,1701.7999999999956,3019.899999999994,3026.3999999284715,1,1701.7999999999956,1324.5999999284759,0,,Slider,Slider,4,object-51,image,,,,,,,,,,,,,,,1,2
15,1736880289062,14/01/2025 18:44:49,1736858689062,-6,14/01/2025 06:44:49,153647,19,task-u8ly,repeat-3dmk#3->-repeat-tj2w#2->-repeat-bh4w#1,42475850,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,emo_prac,emo_prac,1,image,Screen 2,7vpf45,2,info,,5.299999976159597,0,5.299999976159597,5.299999976159597,0,5.299999976159597,0,5.299999976159597,0,0,,Slider,Slider,4,object-78,image,,,,,,,,,,,,,,,1,2
16,1736880292226,14/01/2025 18:44:52,1736858692226,-6,14/01/2025 06:44:52,153647,19,task-u8ly,repeat-3dmk#3->-repeat-tj2w#2->-repeat-bh4w#1,42475850,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,emo_prac,emo_prac,1,image,Screen 2,7vpf45,2,continue,,3169.099999928476,3153.0999999999985,3169.099999928476,3169.099999928476,3153.0999999999985,3169.099999928476,0,3169.099999928476,0,0,,Click To Continue,Continue Button,7,object-82,image,,,,,,,,,,,,,,,1,3
17,1736880292226,14/01/2025 18:44:52,1736858692226,-6,14/01/2025 06:44:52,153647,19,task-u8ly,repeat-3dmk#3->-repeat-tj2w#2->-repeat-bh4w#1,42475850,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,emo_prac,emo_prac,1,image,Screen 2,7vpf45,2,response,3,1551.5999999999985,3153.0999999999985,3169.5000000238433,1551.5999999999985,3153.0999999999985,3169.5000000238433,1,1551.5999999999985,1617.9000000238448,0,,Slider,Slider,4,object-78,image,,,,,,,,,,,,,,,2,4
18,1736880293214,14/01/2025 18:44:53,1736858693214,-6,14/01/2025 06:44:53,153647,19,task-u8ly,repeat-3dmk#3->-repeat-tj2w#2->-repeat-bh4w#1,42475850,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,emo_prac,emo_prac,1,image,Screen 7,q18uw1,3,info,,3.999999976156687,0,3.999999976156687,3.999999976156687,0,3.999999976156687,0,3.999999976156687,0,0,,Slider,Slider,4,object-148,image,,,,,,,,,,,,,,,2,4
19,1736880295664,14/01/2025 18:44:55,1736858695664,-6,14/01/2025 06:44:55,153647,19,task-u8ly,repeat-3dmk#3->-repeat-tj2w#2->-repeat-bh4w#1,42475850,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,emo_prac,emo_prac,1,image,Screen 7,q18uw1,3,continue,,2452.5999999999985,2436,2452.5999999999985,2452.5999999999985,2436,2452.5999999999985,0,2452.5999999999985,0,0,,Click To Continue,Continue Button,7,object-151,image,,,,,,,,,,,,,,,2,5
20,1736880295667,14/01/2025 18:44:55,1736858695667,-6,14/01/2025 06:44:55,153647,19,task-u8ly,repeat-3dmk#3->-repeat-tj2w#2->-repeat-bh4w#1,42475850,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,emo_prac,emo_prac,1,image,Screen 7,q18uw1,3,response,9,1334.9000000000015,2436,2452.5999999999985,1334.9000000000015,2436,2452.5999999999985,0,1334.9000000000015,1117.699999999997,0,,Slider,Slider,4,object-148,image,,,,,,,,,,,,,,,2,6
21,1736880296653,14/01/2025 18:44:56,1736858696653,-6,14/01/2025 06:44:56,153647,19,task-u8ly,repeat-3dmk#3->-repeat-tj2w#2->-repeat-bh4w#1,42475850,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,emo_prac,emo_prac,1,image,Screen 8,wpbw4n,4,info,,5.200000023840403,0,5.200000023840403,5.200000023840403,0,5.200000023840403,0,5.200000023840403,0,0,,Slider,Slider,4,object-158,image,,,,,,,,,,,,,,,2,6
22,1736880308515,14/01/2025 18:45:08,1736858708515,-6,14/01/2025 06:45:08,153647,19,task-u8ly,repeat-3dmk#3->-repeat-tj2w#2->-repeat-bh4w#1,42475850,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,emo_prac,emo_prac,1,image,Screen 8,wpbw4n,4,continue,,11867.70000002384,11862.099999999999,11867.70000002384,11867.70000002384,11862.099999999999,11867.70000002384,0,11867.70000002384,0,0,,Click To Continue,Continue Button,7,object-161,image,,,,,,,,,,,,,,,2,7
23,1736880308517,14/01/2025 18:45:08,1736858708517,-6,14/01/2025 06:45:08,153647,19,task-u8ly,repeat-3dmk#3->-repeat-tj2w#2->-repeat-bh4w#1,42475850,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,emo_prac,emo_prac,1,image,Screen 8,wpbw4n,4,response,9,3736.9000000000015,11862.099999999999,11869.399999952315,3736.9000000000015,11862.099999999999,11869.399999952315,1,3736.9000000000015,8132.499999952313,0,,Slider,Slider,4,object-158,image,,,,,,,,,,,,,,,3,8
24,1736880309515,14/01/2025 18:45:09,1736858709515,-6,14/01/2025 06:45:09,153647,19,task-u8ly,repeat-3dmk#3->-repeat-tj2w#2->-repeat-bh4w#1,42475850,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,emo_prac,emo_prac,1,image,Screen 9,ev1o37,5,info,,4.69999999999709,0,4.69999999999709,4.69999999999709,0,4.69999999999709,0,4.69999999999709,0,0,,Slider,Slider,4,object-170,image,,,,,,,,,,,,,,,3,8
25,1736880318679,14/01/2025 18:45:18,1736858718679,-6,14/01/2025 06:45:18,153647,19,task-u8ly,repeat-3dmk#3->-repeat-tj2w#2->-repeat-bh4w#1,42475850,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,emo_prac,emo_prac,1,image,Screen 9,ev1o37,5,continue,,9168.599999976155,9158.800000000003,9168.599999976155,9168.599999976155,9158.800000000003,9168.599999976155,0,9168.599999976155,0,0,,Click To Continue,Continue Button,7,object-173,image,,,,,,,,,,,,,,,3,9
26,1736880318680,14/01/2025 18:45:18,1736858718680,-6,14/01/2025 06:45:18,153647,19,task-u8ly,repeat-3dmk#3->-repeat-tj2w#2->-repeat-bh4w#1,42475850,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,emo_prac,emo_prac,1,image,Screen 9,ev1o37,5,response,3,4788.199999999997,9158.800000000003,9169.699999999997,4788.199999999997,9158.800000000003,9169.699999999997,0,4788.199999999997,4381.5,0,,Slider,Slider,4,object-170,image,,,,,,,,,,,,,,,3,10
27,1736880319675,14/01/2025 18:45:19,1736858719675,-6,14/01/2025 06:45:19,153647,19,task-u8ly,repeat-3dmk#3->-repeat-tj2w#2->-repeat-bh4w#1,42475850,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,emo_prac,emo_prac,1,image,Screen 10,fpb9mf,6,info,,4.100000023841858,0,4.100000023841858,4.100000023841858,0,4.100000023841858,0,4.100000023841858,0,0,,Slider,Slider,4,object-180,image,,,,,,,,,,,,,,,3,10
28,1736880328494,14/01/2025 18:45:28,1736858728494,-6,14/01/2025 06:45:28,153647,19,task-u8ly,repeat-3dmk#3->-repeat-tj2w#2->-repeat-bh4w#1,42475850,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,emo_prac,emo_prac,1,image,Screen 10,fpb9mf,6,continue,,8823.199999928474,8808.899999999994,8823.199999928474,8823.199999928474,8808.899999999994,8823.199999928474,0,8823.199999928474,0,0,,Click To Continue,Continue Button,7,object-183,image,,,,,,,,,,,,,,,3,11
29,1736880328494,14/01/2025 18:45:28,1736858728494,-6,14/01/2025 06:45:28,153647,19,task-u8ly,repeat-3dmk#3->-repeat-tj2w#2->-repeat-bh4w#1,42475850,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,emo_prac,emo_prac,1,image,Screen 10,fpb9mf,6,response,5,7807.899999999994,8808.899999999994,8823.600000023842,7807.899999999994,8808.899999999994,8823.600000023842,1,7807.899999999994,1015.7000000238477,0,,Slider,Slider,4,object-180,image,,,,,,,,,,,,,,,4,12
30,1736880329482,14/01/2025 18:45:29,1736858729482,-6,14/01/2025 06:45:29,153647,19,task-u8ly,repeat-3dmk#3->-repeat-tj2w#2->-repeat-bh4w#1,42475850,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,emo_prac,emo_prac,,,,,,info,END,,,78327,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,1736880339124,14/01/2025 18:45:39,1736858739124,-6,14/01/2025 06:45:39,153647,19,task-u8ly,repeat-3dmk#3->-repeat-tj2w#2->-repeat-bh4w#2,42475889,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,emo_prac,emo_prac,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
2,1736880340981,14/01/2025 18:45:40,1736858740981,-6,14/01/2025 06:45:40,153647,19,task-u8ly,repeat-3dmk#3->-repeat-tj2w#2->-repeat-bh4w#2,42475889,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,emo_prac,emo_prac,1,instructions,Screen 12,eyep1y,1,continue,,1823.5,1818.9,1823.5,1823.5,1818.9,1823.5,1,1823.5,0,0,,Click To Continue,Continue Button,2,object-4,instructions,,,,,,,,,,,,,,,4,12
3,1736880342121,14/01/2025 18:45:42,1736858742121,-6,14/01/2025 06:45:42,153647,19,task-u8ly,repeat-3dmk#3->-repeat-tj2w#2->-repeat-bh4w#2,42475889,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,emo_prac,emo_prac,1,instructions,Screen 5,e3ks8t,2,continue,,1144.3000000476836,1133.9999999999995,1144.3000000476836,1144.3000000476836,1133.9999999999995,1144.3000000476836,1,1144.3000000476836,0,0,,Click To Continue,Continue Button,2,object-68,instructions,,,,,,,,,,,,,,,4,12
4,1736880343491,14/01/2025 18:45:43,1736858743491,-6,14/01/2025 06:45:43,153647,19,task-u8ly,repeat-3dmk#3->-repeat-tj2w#2->-repeat-bh4w#2,42475889,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,emo_prac,emo_prac,1,instructions,Screen 9,l1vn7l,3,continue,,1380.4999999761585,1368.5,1380.4999999761585,1380.4999999761585,1368.5,1380.4999999761585,1,1380.4999999761585,0,0,,Click To Continue,Continue Button,3,object-65,instructions,,,,,,,,,,,,,,,4,12
5,1736880343496,14/01/2025 18:45:43,1736858743496,-6,14/01/2025 06:45:43,153647,19,task-u8ly,repeat-3dmk#3->-repeat-tj2w#2->-repeat-bh4w#2,42475889,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,emo_prac,emo_prac,1,instructions,Screen 10,xskzd4,4,info,,16.699999999999818,0,16.699999999999818,16.699999999999818,0,16.699999999999818,1,16.699999999999818,0,0,,Slider,Slider,5,object-39,instructions,,,,,,,,,,,,,,,4,12
