Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,branch-phuz,branch-3j3b,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: number,Spreadsheet: img,Spreadsheet: type,Spreadsheet: mem_type,Spreadsheet: answer,Spreadsheet: border,Spreadsheet: memory,Spreadsheet: ans1,Spreadsheet: ans2,Spreadsheet: ans3,Spreadsheet: val1,Spreadsheet: val2,Spreadsheet: val3,Manipulation: Spreadsheet,Store: correct3,Store: total3
1,1736880251108,14/01/2025 18:44:11,1736858651108,-6,14/01/2025 06:44:11,153647,19,task-u8ly,repeat-3dmk#3->-repeat-tj2w#2->-repeat-bh4w#1,42475850,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,emo_prac,emo_prac,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
2,1736880255371,14/01/2025 18:44:15,1736858655371,-6,14/01/2025 06:44:15,153647,19,task-u8ly,repeat-3dmk#3->-repeat-tj2w#2->-repeat-bh4w#1,42475850,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,emo_prac,emo_prac,1,instructions,Screen 12,eyep1y,1,continue,,3652.899999976158,3637.2,3652.899999976158,3652.899999976158,3637.2,3652.899999976158,1,3652.899999976158,0,0,,Click To Continue,Continue Button,2,object-4,instructions,,,,,,,,,,,,,,,,
3,1736880261195,14/01/2025 18:44:21,1736858661195,-6,14/01/2025 06:44:21,153647,19,task-u8ly,repeat-3dmk#3->-repeat-tj2w#2->-repeat-bh4w#1,42475850,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,emo_prac,emo_prac,1,instructions,Screen 5,e3ks8t,2,continue,,5838.399999999999,5822.2,5838.399999999999,5838.399999999999,5822.2,5838.399999999999,1,5838.399999999999,0,0,,Click To Continue,Continue Button,2,object-68,instructions,,,,,,,,,,,,,,,,
4,1736880273565,14/01/2025 18:44:33,1736858673565,-6,14/01/2025 06:44:33,153647,19,task-u8ly,repeat-3dmk#3->-repeat-tj2w#2->-repeat-bh4w#1,42475850,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,emo_prac,emo_prac,1,instructions,Screen 9,l1vn7l,3,continue,,12387.299999928475,12379.500000000002,12387.299999928475,12387.299999928475,12379.500000000002,12387.299999928475,1,12387.299999928475,0,0,,Click To Continue,Continue Button,3,object-65,instructions,,,,,,,,,,,,,,,,
5,1736880273571,14/01/2025 18:44:33,1736858673571,-6,14/01/2025 06:44:33,153647,19,task-u8ly,repeat-3dmk#3->-repeat-tj2w#2->-repeat-bh4w#1,42475850,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,emo_prac,emo_prac,1,instructions,Screen 10,xskzd4,4,info,,14.399999952314829,0,14.399999952314829,14.399999952314829,0,14.399999952314829,1,14.399999952314829,0,0,,Slider,Slider,5,object-39,instructions,,,,,,,,,,,,,,,,
6,1736880279280,14/01/2025 18:44:39,1736858679280,-6,14/01/2025 06:44:39,153647,19,task-u8ly,repeat-3dmk#3->-repeat-tj2w#2->-repeat-bh4w#1,42475850,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,emo_prac,emo_prac,1,instructions,Screen 10,xskzd4,4,continue,,5721.70000002384,5705.5999999999985,5721.70000002384,5721.70000002384,5705.5999999999985,5721.70000002384,1,5721.70000002384,0,0,,Click To Continue,Continue Button,9,object-66,instructions,,,,,,,,,,,,,,,,
7,1736880279280,14/01/2025 18:44:39,1736858679280,-6,14/01/2025 06:44:39,153647,19,task-u8ly,repeat-3dmk#3->-repeat-tj2w#2->-repeat-bh4w#1,42475850,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,emo_prac,emo_prac,1,instructions,Screen 10,xskzd4,4,response,9,3986.7999999999993,5705.5999999999985,5722.299999928473,3986.7999999999993,5705.5999999999985,5722.299999928473,1,3986.7999999999993,1735.4999999284737,0,,Slider,Slider,5,object-39,instructions,,,,,,,,,,,,,,,,
8,1736880279286,14/01/2025 18:44:39,1736858679286,-6,14/01/2025 06:44:39,153647,19,task-u8ly,repeat-3dmk#3->-repeat-tj2w#2->-repeat-bh4w#1,42475850,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,emo_prac,emo_prac,1,instructions,Screen 11,fgeg47,5,info,,16.700000000000728,0,16.700000000000728,16.700000000000728,0,16.700000000000728,1,16.700000000000728,0,0,,Slider,Slider,5,object-61,instructions,,,,,,,,,,,,,,,,
9,1736880282042,14/01/2025 18:44:42,1736858682042,-6,14/01/2025 06:44:42,153647,19,task-u8ly,repeat-3dmk#3->-repeat-tj2w#2->-repeat-bh4w#1,42475850,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,emo_prac,emo_prac,1,instructions,Screen 11,fgeg47,5,continue,,2778.1999999284744,2769.0999999999985,2778.1999999284744,2778.1999999284744,2769.0999999999985,2778.1999999284744,1,2778.1999999284744,0,0,,Click To Continue,Continue Button,9,object-67,instructions,,,,,,,,,,,,,,,,
10,1736880282042,14/01/2025 18:44:42,1736858682042,-6,14/01/2025 06:44:42,153647,19,task-u8ly,repeat-3dmk#3->-repeat-tj2w#2->-repeat-bh4w#1,42475850,BLIND,12393674,,complete,,6786aaf2bf26d11963bdaad8,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x695,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,emo_prac,emo_prac,1,instructions,Screen 11,fgeg47,5,response,8,1735,2769.0999999999985,2778.5,1735,2769.0999999999985,2778.5,1,1735,1043.5,0,,Slider,Slider,5,object-61,instructions,,,,,,,,,,,,,,,,
