Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,Spreadsheet,,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Manipulation: Spreadsheet,Manipulation: undefined
1,1726595805411,17/09/2024 17:56:45,1726577805411,-5,17/09/2024 07:56:45,187004,3,task-efz1,,40123927,BLIND,11716961,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1366x768,681x683,,,0,Study Welcome,13,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,Spreadsheet1,,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,
2,1726595822239,17/09/2024 17:57:02,1726577822239,-5,17/09/2024 07:57:02,187004,3,task-efz1,,40123927,BLIND,11716961,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1366x768,681x683,,,0,Study Welcome,13,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,Spreadsheet1,,Spreadsheet1,1,IMG,Study Welcome,gc8r1z,1,continue,,16850.140000000003,16833.474000000002,16850.140000000003,16850.140000000003,16833.474000000002,16850.140000000003,1,16850.140000000003,0,0,,Click To Continue,Continue Button,2,object-4,IMG,,
3,1726595822246,17/09/2024 17:57:02,1726577822246,-5,17/09/2024 07:57:02,187004,3,task-efz1,,40123927,BLIND,11716961,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 116.0.0.0,1366x768,681x683,,,0,Study Welcome,13,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,Spreadsheet1,,Spreadsheet1,,,,,,info,END,,,,,,,0,,,,,,,,,,,
1,1726595671453,17/09/2024 17:54:31,1726570471453,-7,17/09/2024 03:54:31,187004,3,task-efz1,,40123934,BLIND,11716963,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 128.0.0.0,1920x1080,1868x960,,,0,Study Welcome,13,Inaccurate~Accurate,1,Inaccurate~Accurate,,Spreadsheet1,,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,
2,1726595696704,17/09/2024 17:54:56,1726570496704,-7,17/09/2024 03:54:56,187004,3,task-efz1,,40123934,BLIND,11716963,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 128.0.0.0,1920x1080,1872x962,,,0,Study Welcome,13,Inaccurate~Accurate,1,Inaccurate~Accurate,,Spreadsheet1,,Spreadsheet1,1,IMG,Study Welcome,gc8r1z,1,continue,,25267.10000001192,25262,25267.10000001192,25267.10000001192,25262,25267.10000001192,1,25267.10000001192,0,0,,Click To Continue,Continue Button,2,object-4,IMG,,
3,1726595696708,17/09/2024 17:54:56,1726570496708,-7,17/09/2024 03:54:56,187004,3,task-efz1,,40123934,BLIND,11716963,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 128.0.0.0,1920x1080,1872x962,,,0,Study Welcome,13,Inaccurate~Accurate,1,Inaccurate~Accurate,,Spreadsheet1,,Spreadsheet1,,,,,,info,END,,,,,,,0,,,,,,,,,,,
1,1726595665302,17/09/2024 17:54:25,1726581265302,-4,17/09/2024 09:54:25,187004,3,task-efz1,,40123941,BLIND,11716965,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1536x864,1396x632,,,0,Study Welcome,13,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Spreadsheet1,,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,
2,1726595670186,17/09/2024 17:54:30,1726581270186,-4,17/09/2024 09:54:30,187004,3,task-efz1,,40123941,BLIND,11716965,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1536x864,1396x632,,,0,Study Welcome,13,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Spreadsheet1,,Spreadsheet1,1,IMG,Study Welcome,gc8r1z,1,continue,,4914.482000035763,4899.382,4914.482000035763,4914.482000035763,4899.382,4914.482000035763,1,4914.482000035763,0,0,,Click To Continue,Continue Button,2,object-4,IMG,,
3,1726595670189,17/09/2024 17:54:30,1726581270189,-4,17/09/2024 09:54:30,187004,3,task-efz1,,40123941,BLIND,11716965,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1536x864,1396x632,,,0,Study Welcome,13,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Spreadsheet1,,Spreadsheet1,,,,,,info,END,,,,,,,0,,,,,,,,,,,
1,1726595686946,17/09/2024 17:54:46,1726570486946,-7,17/09/2024 03:54:46,187004,3,task-efz1,,40123951,BLIND,11716967,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x919,,,0,Study Welcome,13,Inaccurate~Accurate,1,Inaccurate~Accurate,,Spreadsheet1,,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,
2,1726595699146,17/09/2024 17:54:59,1726570499146,-7,17/09/2024 03:54:59,187004,3,task-efz1,,40123951,BLIND,11716967,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x919,,,0,Study Welcome,13,Inaccurate~Accurate,1,Inaccurate~Accurate,,Spreadsheet1,,Spreadsheet1,1,IMG,Study Welcome,gc8r1z,1,continue,,12228.156000023842,12216.456000000002,12228.156000023842,12228.156000023842,12216.456000000002,12228.156000023842,1,12228.156000023842,0,0,,Click To Continue,Continue Button,2,object-4,IMG,,
3,1726595699155,17/09/2024 17:54:59,1726570499155,-7,17/09/2024 03:54:59,187004,3,task-efz1,,40123951,BLIND,11716967,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,1920x919,,,0,Study Welcome,13,Inaccurate~Accurate,1,Inaccurate~Accurate,,Spreadsheet1,,Spreadsheet1,,,,,,info,END,,,,,,,0,,,,,,,,,,,
1,1726595723406,17/09/2024 17:55:23,1726581323406,-4,17/09/2024 09:55:23,187004,3,task-efz1,,40123956,BLIND,11716968,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 130.0,1707x960,1706x827,,,0,Study Welcome,13,Inaccurate~Accurate,2,,Inaccurate~Accurate,Spreadsheet1,,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,
2,1726595742141,17/09/2024 17:55:42,1726581342141,-4,17/09/2024 09:55:42,187004,3,task-efz1,,40123956,BLIND,11716968,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 130.0,1707x960,1706x827,,,0,Study Welcome,13,Inaccurate~Accurate,2,,Inaccurate~Accurate,Spreadsheet1,,Spreadsheet1,1,IMG,Study Welcome,gc8r1z,1,continue,,18738.320000000003,18732.260000000002,18738.320000000003,18738.320000000003,18732.260000000002,18738.320000000003,1,18738.320000000003,0,0,,Click To Continue,Continue Button,2,object-4,IMG,,
3,1726595742143,17/09/2024 17:55:42,1726581342143,-4,17/09/2024 09:55:42,187004,3,task-efz1,,40123956,BLIND,11716968,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 130.0,1707x960,1706x827,,,0,Study Welcome,13,Inaccurate~Accurate,2,,Inaccurate~Accurate,Spreadsheet1,,Spreadsheet1,,,,,,info,END,,,,,,,0,,,,,,,,,,,
1,1726595698551,17/09/2024 17:54:58,1726574098551,-6,17/09/2024 05:54:58,187004,3,task-efz1,,40123961,BLIND,11716969,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 128.0.0.0,1366x768,1366x599,,,0,Study Welcome,13,Inaccurate~Accurate,1,Inaccurate~Accurate,,Spreadsheet1,,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,
2,1726595726290,17/09/2024 17:55:26,1726574126290,-6,17/09/2024 05:55:26,187004,3,task-efz1,,40123961,BLIND,11716969,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 128.0.0.0,1366x768,1366x599,,,0,Study Welcome,13,Inaccurate~Accurate,1,Inaccurate~Accurate,,Spreadsheet1,,Spreadsheet1,1,IMG,Study Welcome,gc8r1z,1,continue,,27772.178,27755.578,27772.178,27772.178,27755.578,27772.178,1,27772.178,0,0,,Click To Continue,Continue Button,2,object-4,IMG,,
3,1726595726301,17/09/2024 17:55:26,1726574126301,-6,17/09/2024 05:55:26,187004,3,task-efz1,,40123961,BLIND,11716969,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 128.0.0.0,1366x768,1366x599,,,0,Study Welcome,13,Inaccurate~Accurate,1,Inaccurate~Accurate,,Spreadsheet1,,Spreadsheet1,,,,,,info,END,,,,,,,0,,,,,,,,,,,
1,1726595730439,17/09/2024 17:55:30,1726577730439,-5,17/09/2024 07:55:30,187004,3,task-efz1,,40123984,BLIND,11716973,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 128.0.0.0,1536x960,1528x836,,,0,Study Welcome,13,Accurate,2,,Inaccurate~Inaccurate~Accurate,Spreadsheet1,,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,
2,1726595735746,17/09/2024 17:55:35,1726577735746,-5,17/09/2024 07:55:35,187004,3,task-efz1,,40123984,BLIND,11716973,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 128.0.0.0,1536x960,1528x836,,,0,Study Welcome,13,Accurate,2,,Inaccurate~Inaccurate~Accurate,Spreadsheet1,,Spreadsheet1,1,IMG,Study Welcome,gc8r1z,1,continue,,5329.8,5316.2,5329.8,5329.8,5316.2,5329.8,1,5329.8,0,0,,Click To Continue,Continue Button,2,object-4,IMG,,
3,1726595735747,17/09/2024 17:55:35,1726577735747,-5,17/09/2024 07:55:35,187004,3,task-efz1,,40123984,BLIND,11716973,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 128.0.0.0,1536x960,1528x836,,,0,Study Welcome,13,Accurate,2,,Inaccurate~Inaccurate~Accurate,Spreadsheet1,,Spreadsheet1,,,,,,info,END,,,,,,,0,,,,,,,,,,,
1,1726595733703,17/09/2024 17:55:33,1726577733703,-5,17/09/2024 07:55:33,187004,3,task-efz1,,40123987,BLIND,11716974,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1366x768,1366x641,,,0,Study Welcome,13,Accurate,2,,Accurate,Spreadsheet1,,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,
2,1726595749919,17/09/2024 17:55:49,1726577749919,-5,17/09/2024 07:55:49,187004,3,task-efz1,,40123987,BLIND,11716974,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1366x768,1366x641,,,0,Study Welcome,13,Accurate,2,,Accurate,Spreadsheet1,,Spreadsheet1,1,IMG,Study Welcome,gc8r1z,1,continue,,16267.363999999998,16250.764,16267.363999999998,16267.363999999998,16250.764,16267.363999999998,1,16267.363999999998,0,0,,Click To Continue,Continue Button,2,object-4,IMG,,
