Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID
1,1726680171492,18/09/2024 17:22:51,1726662171492,-5,18/09/2024 07:22:51,187004,3,questionnaire-vj9b,repeat-3dmk#1->-repeat-tj2w#3,40145572,BLIND,11716973,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 128.0.0.0,1536x960,1528x836,,,0,Debrieff,3,Accurate,2,,Inaccurate~Inaccurate~Accurate,,,,,info,,BEGIN,,,,,
2,1726680176337,18/09/2024 17:22:56,1726662176337,-5,18/09/2024 07:22:56,187004,3,questionnaire-vj9b,repeat-3dmk#1->-repeat-tj2w#3,40145572,BLIND,11716973,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 128.0.0.0,1536x960,1528x836,,,0,Debrieff,3,Accurate,2,,Inaccurate~Inaccurate~Accurate,,,,,info,,END,,,,,
1,1726680325009,18/09/2024 17:25:25,1726662325009,-5,18/09/2024 07:25:25,187004,3,questionnaire-vj9b,repeat-3dmk#1->-repeat-tj2w#1,40145637,BLIND,11716974,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1366x768,1366x641,,,0,Debrieff,3,Accurate,2,,Accurate,,,,,info,,BEGIN,,,,,
2,1726680332964,18/09/2024 17:25:32,1726662332964,-5,18/09/2024 07:25:32,187004,3,questionnaire-vj9b,repeat-3dmk#1->-repeat-tj2w#1,40145637,BLIND,11716974,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1366x768,1366x641,,,0,Debrieff,3,Accurate,2,,Accurate,,,,,info,,END,,,,,
1,1726681000556,18/09/2024 17:36:40,1726666600556,-4,18/09/2024 09:36:40,187004,3,questionnaire-vj9b,repeat-3dmk#2->-repeat-tj2w#2,40145822,BLIND,11716968,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 130.0,1707x960,1706x827,,,0,Debrieff,3,Inaccurate~Accurate,2,,Inaccurate~Accurate,,,,,info,,BEGIN,,,,,
2,1726681036566,18/09/2024 17:37:16,1726666636566,-4,18/09/2024 09:37:16,187004,3,questionnaire-vj9b,repeat-3dmk#2->-repeat-tj2w#2,40145822,BLIND,11716968,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 130.0,1707x960,1706x827,,,0,Debrieff,3,Inaccurate~Accurate,2,,Inaccurate~Accurate,,,,,info,,END,,,,,
1,1726681059917,18/09/2024 17:37:39,1726666659917,-4,18/09/2024 09:37:39,187004,3,questionnaire-vj9b,repeat-3dmk#3->-repeat-ku6w#5,40145847,BLIND,11716965,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1536x864,1396x632,,,0,Debrieff,3,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,,,,,info,,BEGIN,,,,,
2,1726681070360,18/09/2024 17:37:50,1726666670360,-4,18/09/2024 09:37:50,187004,3,questionnaire-vj9b,repeat-3dmk#3->-repeat-ku6w#5,40145847,BLIND,11716965,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1536x864,1396x632,,,0,Debrieff,3,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,,,,,info,,END,,,,,
1,1726682182641,18/09/2024 17:56:22,1726660582641,-6,18/09/2024 05:56:22,187004,3,questionnaire-vj9b,repeat-3dmk#2->-repeat-ku6w#2,40146028,BLIND,11716969,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 128.0.0.0,1366x768,1366x599,,,0,Debrieff,3,Inaccurate~Accurate,1,Inaccurate~Accurate,,,,,,info,,BEGIN,,,,,
2,1726682194865,18/09/2024 17:56:34,1726660594865,-6,18/09/2024 05:56:34,187004,3,questionnaire-vj9b,repeat-3dmk#2->-repeat-ku6w#2,40146028,BLIND,11716969,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 128.0.0.0,1366x768,1366x599,,,0,Debrieff,3,Inaccurate~Accurate,1,Inaccurate~Accurate,,,,,,info,,END,,,,,
