Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: number,Spreadsheet: type,Spreadsheet: answer,Spreadsheet: img,Spreadsheet: ,Spreadsheet: randomise,Manipulation: Spreadsheet
11,1728501185369,09/10/2024 19:13:05,1728486785369,-4,09/10/2024 11:13:05,187004,3,task-96pk,repeat-3dmk#2,40526801,BLIND,11824247,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x864,1536x738,,,0,SustAtt Task (Clone),8,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,stim set 1 (50 targs + skips),stim set 1 (50 targs + skips),3,image,Screen 4,4bf4ft,1,timedOut,,1000.0999999940395,999.5,1000.0999999940395,1000.0999999940395,999.5,1000.0999999940395,0,1000.0999999940395,0,0,,Time Limit,screen,0,screen,image,,filler,J,8abf8e0d7f0269df0963a5e1f0c98fc5.jpg,,1,
12,1728501185768,09/10/2024 19:13:05,1728486785768,-4,09/10/2024 11:13:05,187004,3,task-96pk,repeat-3dmk#2,40526801,BLIND,11824247,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x864,1536x738,,,0,SustAtt Task (Clone),8,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,stim set 1 (50 targs + skips),stim set 1 (50 targs + skips),3,image,Screen 5,nseref,2,continue,,399.89999999999964,399.89999999999964,399.89999999999964,399.89999999999964,399.89999999999964,399.89999999999964,1,399.89999999999964,0,0,,Fixation Timing,Fixation,1,object-45,image,,filler,J,8abf8e0d7f0269df0963a5e1f0c98fc5.jpg,,1,
13,1728501186439,09/10/2024 19:13:06,1728486786439,-4,09/10/2024 11:13:06,187004,3,task-96pk,repeat-3dmk#2,40526801,BLIND,11824247,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x864,1536x738,,,0,SustAtt Task (Clone),8,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,stim set 1 (50 targs + skips),stim set 1 (50 targs + skips),4,image,Screen 4,4bf4ft,1,response,F,666.5000000000018,649.7000000000007,666.5000000000018,666.5000000000018,649.7000000000007,666.5000000000018,0,666.5000000000018,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,,window,J,934f698ff8624cabd604511f1a8886ef.jpg,,2,
14,1728501186768,09/10/2024 19:13:06,1728486786768,-4,09/10/2024 11:13:06,187004,3,task-96pk,repeat-3dmk#2,40526801,BLIND,11824247,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x864,1536x738,,,0,SustAtt Task (Clone),8,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,stim set 1 (50 targs + skips),stim set 1 (50 targs + skips),4,image,Screen 4,4bf4ft,1,timedOut,,1000.1000000000004,999.6000000000004,1000.1000000000004,1000.1000000000004,999.6000000000004,1000.1000000000004,0,1000.1000000000004,0,0,,Time Limit,screen,0,screen,image,,window,J,934f698ff8624cabd604511f1a8886ef.jpg,,2,
15,1728501187167,09/10/2024 19:13:07,1728486787167,-4,09/10/2024 11:13:07,187004,3,task-96pk,repeat-3dmk#2,40526801,BLIND,11824247,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x864,1536x738,,,0,SustAtt Task (Clone),8,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,stim set 1 (50 targs + skips),stim set 1 (50 targs + skips),4,image,Screen 5,nseref,2,continue,,399.59999999999854,399.59999999999854,399.59999999999854,399.59999999999854,399.59999999999854,399.59999999999854,1,399.59999999999854,0,0,,Fixation Timing,Fixation,1,object-45,image,,window,J,934f698ff8624cabd604511f1a8886ef.jpg,,2,
16,1728501187843,09/10/2024 19:13:07,1728486787843,-4,09/10/2024 11:13:07,187004,3,task-96pk,repeat-3dmk#2,40526801,BLIND,11824247,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x864,1536x738,,,0,SustAtt Task (Clone),8,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,stim set 1 (50 targs + skips),stim set 1 (50 targs + skips),5,image,Screen 4,4bf4ft,1,response,F,676.0999999880805,666.3000000000029,676.0999999880805,676.0999999880805,666.3000000000029,676.0999999880805,0,676.0999999880805,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,,window,J,a24aebe501ae4ad878398ba32977dc9a.jpg,,2,
17,1728501188168,09/10/2024 19:13:08,1728486788168,-4,09/10/2024 11:13:08,187004,3,task-96pk,repeat-3dmk#2,40526801,BLIND,11824247,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x864,1536x738,,,0,SustAtt Task (Clone),8,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,stim set 1 (50 targs + skips),stim set 1 (50 targs + skips),5,image,Screen 4,4bf4ft,1,timedOut,,999.999999994041,999.5,999.999999994041,999.999999994041,999.5,999.999999994041,0,999.999999994041,0,0,,Time Limit,screen,0,screen,image,,window,J,a24aebe501ae4ad878398ba32977dc9a.jpg,,2,
18,1728501188567,09/10/2024 19:13:08,1728486788567,-4,09/10/2024 11:13:08,187004,3,task-96pk,repeat-3dmk#2,40526801,BLIND,11824247,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x864,1536x738,,,0,SustAtt Task (Clone),8,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,stim set 1 (50 targs + skips),stim set 1 (50 targs + skips),5,image,Screen 5,nseref,2,continue,,399.8000000000029,399.8000000000029,399.8000000000029,399.8000000000029,399.8000000000029,399.8000000000029,1,399.8000000000029,0,0,,Fixation Timing,Fixation,1,object-45,image,,window,J,a24aebe501ae4ad878398ba32977dc9a.jpg,,2,
19,1728501189256,09/10/2024 19:13:09,1728486789256,-4,09/10/2024 11:13:09,187004,3,task-96pk,repeat-3dmk#2,40526801,BLIND,11824247,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x864,1536x738,,,0,SustAtt Task (Clone),8,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,stim set 1 (50 targs + skips),stim set 1 (50 targs + skips),6,image,Screen 4,4bf4ft,1,response,F,689.6999999940381,683,689.6999999940381,689.6999999940381,683,689.6999999940381,0,689.6999999940381,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,,window,J,Woods 1.jpg,,2,
20,1728501189567,09/10/2024 19:13:09,1728486789567,-4,09/10/2024 11:13:09,187004,3,task-96pk,repeat-3dmk#2,40526801,BLIND,11824247,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x864,1536x738,,,0,SustAtt Task (Clone),8,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,stim set 1 (50 targs + skips),stim set 1 (50 targs + skips),6,image,Screen 4,4bf4ft,1,timedOut,,999.9000000119195,999.5,999.9000000119195,999.9000000119195,999.5,999.9000000119195,0,999.9000000119195,0,0,,Time Limit,screen,0,screen,image,,window,J,Woods 1.jpg,,2,
21,1728501189966,09/10/2024 19:13:09,1728486789966,-4,09/10/2024 11:13:09,187004,3,task-96pk,repeat-3dmk#2,40526801,BLIND,11824247,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x864,1536x738,,,0,SustAtt Task (Clone),8,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,stim set 1 (50 targs + skips),stim set 1 (50 targs + skips),6,image,Screen 5,nseref,2,continue,,399.7999999999993,399.7999999999993,399.7999999999993,399.7999999999993,399.7999999999993,399.7999999999993,1,399.7999999999993,0,0,,Fixation Timing,Fixation,1,object-45,image,,window,J,Woods 1.jpg,,2,
22,1728501190635,09/10/2024 19:13:10,1728486790635,-4,09/10/2024 11:13:10,187004,3,task-96pk,repeat-3dmk#2,40526801,BLIND,11824247,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x864,1536x738,,,0,SustAtt Task (Clone),8,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,stim set 1 (50 targs + skips),stim set 1 (50 targs + skips),7,image,Screen 4,4bf4ft,1,response,F,666.1999999999971,649.5999999999985,666.1999999999971,666.1999999999971,649.5999999999985,666.1999999999971,0,666.1999999999971,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,,target,J,ff52ebec9d07da7fd2f4fc3dd5ab07fa.jpg,,,
23,1728501190967,09/10/2024 19:13:10,1728486790967,-4,09/10/2024 11:13:10,187004,3,task-96pk,repeat-3dmk#2,40526801,BLIND,11824247,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x864,1536x738,,,0,SustAtt Task (Clone),8,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,stim set 1 (50 targs + skips),stim set 1 (50 targs + skips),7,image,Screen 4,4bf4ft,1,timedOut,,1000.1000000119202,999.5,1000.1000000119202,1000.1000000119202,999.5,1000.1000000119202,0,1000.1000000119202,0,0,,Time Limit,screen,0,screen,image,,target,J,ff52ebec9d07da7fd2f4fc3dd5ab07fa.jpg,,,
24,1728501191365,09/10/2024 19:13:11,1728486791365,-4,09/10/2024 11:13:11,187004,3,task-96pk,repeat-3dmk#2,40526801,BLIND,11824247,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x864,1536x738,,,0,SustAtt Task (Clone),8,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,stim set 1 (50 targs + skips),stim set 1 (50 targs + skips),7,image,Screen 5,nseref,2,continue,,400,400,400,400,400,400,1,400,0,0,,Fixation Timing,Fixation,1,object-45,image,,target,J,ff52ebec9d07da7fd2f4fc3dd5ab07fa.jpg,,,
25,1728501192365,09/10/2024 19:13:12,1728486792365,-4,09/10/2024 11:13:12,187004,3,task-96pk,repeat-3dmk#2,40526801,BLIND,11824247,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x864,1536x738,,,0,SustAtt Task (Clone),8,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,stim set 1 (50 targs + skips),stim set 1 (50 targs + skips),8,image,Screen 4,4bf4ft,1,timedOut,,999.8999999940388,999.3999999999978,999.8999999940388,999.8999999940388,999.3999999999978,999.8999999940388,0,999.8999999940388,0,0,,Time Limit,screen,0,screen,image,,target,F,ff52ebec9d07da7fd2f4fc3dd5ab07fa.jpg,,,
26,1728501192765,09/10/2024 19:13:12,1728486792765,-4,09/10/2024 11:13:12,187004,3,task-96pk,repeat-3dmk#2,40526801,BLIND,11824247,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x864,1536x738,,,0,SustAtt Task (Clone),8,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,stim set 1 (50 targs + skips),stim set 1 (50 targs + skips),8,image,Screen 5,nseref,2,continue,,399.7000000000007,399.7000000000007,399.7000000000007,399.7000000000007,399.7000000000007,399.7000000000007,1,399.7000000000007,0,0,,Fixation Timing,Fixation,1,object-45,image,,target,F,ff52ebec9d07da7fd2f4fc3dd5ab07fa.jpg,,,
27,1728501193287,09/10/2024 19:13:13,1728486793287,-4,09/10/2024 11:13:13,187004,3,task-96pk,repeat-3dmk#2,40526801,BLIND,11824247,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x864,1536x738,,,0,SustAtt Task (Clone),8,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,stim set 1 (50 targs + skips),stim set 1 (50 targs + skips),9,image,Screen 4,4bf4ft,1,response,F,522.3999999880798,516.5,522.3999999880798,522.3999999880798,516.5,522.3999999880798,0,522.3999999880798,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,,filler,J,4d617813ee2d6d8c2ce9cc2d540e163f.jpg,,1,
28,1728501193765,09/10/2024 19:13:13,1728486793765,-4,09/10/2024 11:13:13,187004,3,task-96pk,repeat-3dmk#2,40526801,BLIND,11824247,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x864,1536x738,,,0,SustAtt Task (Clone),8,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,stim set 1 (50 targs + skips),stim set 1 (50 targs + skips),9,image,Screen 4,4bf4ft,1,timedOut,,1000.0000000119217,999.6000000000022,1000.0000000119217,1000.0000000119217,999.6000000000022,1000.0000000119217,0,1000.0000000119217,0,0,,Time Limit,screen,0,screen,image,,filler,J,4d617813ee2d6d8c2ce9cc2d540e163f.jpg,,1,
29,1728501194164,09/10/2024 19:13:14,1728486794164,-4,09/10/2024 11:13:14,187004,3,task-96pk,repeat-3dmk#2,40526801,BLIND,11824247,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x864,1536x738,,,0,SustAtt Task (Clone),8,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,stim set 1 (50 targs + skips),stim set 1 (50 targs + skips),9,image,Screen 5,nseref,2,continue,,399.6999999999971,399.6999999999971,399.6999999999971,399.6999999999971,399.6999999999971,399.6999999999971,1,399.6999999999971,0,0,,Fixation Timing,Fixation,1,object-45,image,,filler,J,4d617813ee2d6d8c2ce9cc2d540e163f.jpg,,1,
30,1728501194851,09/10/2024 19:13:14,1728486794851,-4,09/10/2024 11:13:14,187004,3,task-96pk,repeat-3dmk#2,40526801,BLIND,11824247,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x864,1536x738,,,0,SustAtt Task (Clone),8,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,stim set 1 (50 targs + skips),stim set 1 (50 targs + skips),10,image,Screen 4,4bf4ft,1,response,F,686.7000000119224,683,686.7000000119224,686.7000000119224,683,686.7000000119224,0,686.7000000119224,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,,filler,J,2a608dc6d5195d76ed0be5bb46e5922e.jpg,,1,
31,1728501195163,09/10/2024 19:13:15,1728486795163,-4,09/10/2024 11:13:15,187004,3,task-96pk,repeat-3dmk#2,40526801,BLIND,11824247,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x864,1536x738,,,0,SustAtt Task (Clone),8,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,stim set 1 (50 targs + skips),stim set 1 (50 targs + skips),10,image,Screen 4,4bf4ft,1,timedOut,,999.8000000059619,999.5,999.8000000059619,999.8000000059619,999.5,999.8000000059619,0,999.8000000059619,0,0,,Time Limit,screen,0,screen,image,,filler,J,2a608dc6d5195d76ed0be5bb46e5922e.jpg,,1,
32,1728501195563,09/10/2024 19:13:15,1728486795563,-4,09/10/2024 11:13:15,187004,3,task-96pk,repeat-3dmk#2,40526801,BLIND,11824247,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x864,1536x738,,,0,SustAtt Task (Clone),8,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,stim set 1 (50 targs + skips),stim set 1 (50 targs + skips),10,image,Screen 5,nseref,2,continue,,399.90000000000146,399.90000000000146,399.90000000000146,399.90000000000146,399.90000000000146,399.90000000000146,1,399.90000000000146,0,0,,Fixation Timing,Fixation,1,object-45,image,,filler,J,2a608dc6d5195d76ed0be5bb46e5922e.jpg,,1,
33,1728501196183,09/10/2024 19:13:16,1728486796183,-4,09/10/2024 11:13:16,187004,3,task-96pk,repeat-3dmk#2,40526801,BLIND,11824247,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x864,1536x738,,,0,SustAtt Task (Clone),8,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,stim set 1 (50 targs + skips),stim set 1 (50 targs + skips),11,image,Screen 4,4bf4ft,1,response,F,619.5999999940395,616.2999999999993,619.5999999940395,619.5999999940395,616.2999999999993,619.5999999940395,0,619.5999999940395,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,,filler,J,6f397a5a13eae545dcfafda9a8dfd470.jpg,,1,
34,1728501196563,09/10/2024 19:13:16,1728486796563,-4,09/10/2024 11:13:16,187004,3,task-96pk,repeat-3dmk#2,40526801,BLIND,11824247,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x864,1536x738,,,0,SustAtt Task (Clone),8,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,stim set 1 (50 targs + skips),stim set 1 (50 targs + skips),11,image,Screen 4,4bf4ft,1,timedOut,,1000,999.5999999999985,1000,1000,999.5999999999985,1000,0,1000,0,0,,Time Limit,screen,0,screen,image,,filler,J,6f397a5a13eae545dcfafda9a8dfd470.jpg,,1,
35,1728501196962,09/10/2024 19:13:16,1728486796962,-4,09/10/2024 11:13:16,187004,3,task-96pk,repeat-3dmk#2,40526801,BLIND,11824247,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x864,1536x738,,,0,SustAtt Task (Clone),8,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,stim set 1 (50 targs + skips),stim set 1 (50 targs + skips),11,image,Screen 5,nseref,2,continue,,399.6000000000022,399.6000000000022,399.6000000000022,399.6000000000022,399.6000000000022,399.6000000000022,1,399.6000000000022,0,0,,Fixation Timing,Fixation,1,object-45,image,,filler,J,6f397a5a13eae545dcfafda9a8dfd470.jpg,,1,
36,1728501197612,09/10/2024 19:13:17,1728486797612,-4,09/10/2024 11:13:17,187004,3,task-96pk,repeat-3dmk#2,40526801,BLIND,11824247,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x864,1536x738,,,0,SustAtt Task (Clone),8,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,stim set 1 (50 targs + skips),stim set 1 (50 targs + skips),12,image,Screen 4,4bf4ft,1,response,F,649.4999999880783,633.0999999999985,649.4999999880783,649.4999999880783,633.0999999999985,649.4999999880783,0,649.4999999880783,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,,filler,J,Lake 3.jpg,,1,
37,1728501197963,09/10/2024 19:13:17,1728486797963,-4,09/10/2024 11:13:17,187004,3,task-96pk,repeat-3dmk#2,40526801,BLIND,11824247,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x864,1536x738,,,0,SustAtt Task (Clone),8,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,stim set 1 (50 targs + skips),stim set 1 (50 targs + skips),12,image,Screen 4,4bf4ft,1,timedOut,,1000.2000000059597,999.7000000000007,1000.2000000059597,1000.2000000059597,999.7000000000007,1000.2000000059597,0,1000.2000000059597,0,0,,Time Limit,screen,0,screen,image,,filler,J,Lake 3.jpg,,1,
