Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: number,Spreadsheet: img,Spreadsheet: type,Spreadsheet: mem_type,Spreadsheet: answer,Spreadsheet: border,Spreadsheet: memory,Manipulation: Spreadsheet
1,1728586225550,10/10/2024 18:50:25,1728571825550,-4,10/10/2024 10:50:25,187004,3,task-o5xt,repeat-3dmk#2->-repeat-ku6w#4,40547037,BLIND,11824247,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,823x832,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,emo_1_try,emo_1_try,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,
2,1728586226939,10/10/2024 18:50:26,1728571826939,-4,10/10/2024 10:50:26,187004,3,task-o5xt,repeat-3dmk#2->-repeat-ku6w#4,40547037,BLIND,11824247,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,823x832,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,emo_1_try,emo_1_try,1,instructions,Screen 5,e3ks8t,1,continue,,4377.0999999940395,4362.3,4377.0999999940395,4377.0999999940395,4362.3,4377.0999999940395,1,4377.0999999940395,0,0,,Click To Continue,Continue Button,2,object-68,instructions,,,,,,,,
3,1728586229923,10/10/2024 18:50:29,1728571829923,-4,10/10/2024 10:50:29,187004,3,task-o5xt,repeat-3dmk#2->-repeat-ku6w#4,40547037,BLIND,11824247,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,823x832,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,emo_1_try,emo_1_try,1,instructions,Screen 6,yf7ssf,2,timedOut,,2999.1000000059603,2998.3999999999996,2999.1000000059603,2999.1000000059603,2998.3999999999996,2999.1000000059603,1,2999.1000000059603,0,0,,Time Limit,screen,0,screen,instructions,,,,,,,,
4,1728586229937,10/10/2024 18:50:29,1728571829937,-4,10/10/2024 10:50:29,187004,3,task-o5xt,repeat-3dmk#2->-repeat-ku6w#4,40547037,BLIND,11824247,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,823x832,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,emo_1_try,emo_1_try,1,image,Screen 1,l8m57c,1,info,,15.200000005960646,0,15.200000005960646,15.200000005960646,0,15.200000005960646,1,15.200000005960646,0,0,,Slider,Slider,4,object-51,image,2071,4bdbc769d61a05c14ff2061b68ffd00e.jpg,target,,F,,filler,
5,1728586233164,10/10/2024 18:50:33,1728571833164,-4,10/10/2024 10:50:33,187004,3,task-o5xt,repeat-3dmk#2->-repeat-ku6w#4,40547037,BLIND,11824247,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,823x832,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,emo_1_try,emo_1_try,1,image,Screen 1,l8m57c,1,continue,,3241.3999999940397,3231.8,3241.3999999940397,3241.3999999940397,3231.8,3241.3999999940397,1,3241.3999999940397,0,0,,Click To Continue,Continue Button,7,object-69,image,2071,4bdbc769d61a05c14ff2061b68ffd00e.jpg,target,,F,,filler,
6,1728586233164,10/10/2024 18:50:33,1728571833164,-4,10/10/2024 10:50:33,187004,3,task-o5xt,repeat-3dmk#2->-repeat-ku6w#4,40547037,BLIND,11824247,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,823x832,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,emo_1_try,emo_1_try,1,image,Screen 1,l8m57c,1,response,5,1865.8000000000002,3231.8,3241.7000000059606,1865.8000000000002,3231.8,3241.7000000059606,1,1865.8000000000002,1375.9000000059605,0,,Slider,Slider,4,object-51,image,2071,4bdbc769d61a05c14ff2061b68ffd00e.jpg,target,,F,,filler,
7,1728586233168,10/10/2024 18:50:33,1728571833168,-4,10/10/2024 10:50:33,187004,3,task-o5xt,repeat-3dmk#2->-repeat-ku6w#4,40547037,BLIND,11824247,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,823x832,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,emo_1_try,emo_1_try,1,image,Screen 2,7vpf45,2,info,,13.900000005960464,0,13.900000005960464,13.900000005960464,0,13.900000005960464,1,13.900000005960464,0,0,,Slider,Slider,4,object-78,image,2071,4bdbc769d61a05c14ff2061b68ffd00e.jpg,target,,F,,filler,
8,1728586236221,10/10/2024 18:50:36,1728571836221,-4,10/10/2024 10:50:36,187004,3,task-o5xt,repeat-3dmk#2->-repeat-ku6w#4,40547037,BLIND,11824247,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,823x832,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,emo_1_try,emo_1_try,1,image,Screen 2,7vpf45,2,continue,,3067,3065.2999999999993,3067,3067,3065.2999999999993,3067,1,3067,0,0,,Click To Continue,Continue Button,7,object-82,image,2071,4bdbc769d61a05c14ff2061b68ffd00e.jpg,target,,F,,filler,
9,1728586236226,10/10/2024 18:50:36,1728571836226,-4,10/10/2024 10:50:36,187004,3,task-o5xt,repeat-3dmk#2->-repeat-ku6w#4,40547037,BLIND,11824247,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,823x832,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,emo_1_try,emo_1_try,1,image,Screen 2,7vpf45,2,response,3,1132.7000000000007,3065.2999999999993,3071.699999988079,1132.7000000000007,3065.2999999999993,3071.699999988079,1,1132.7000000000007,1938.9999999880783,0,,Slider,Slider,4,object-78,image,2071,4bdbc769d61a05c14ff2061b68ffd00e.jpg,target,,F,,filler,
10,1728586236254,10/10/2024 18:50:36,1728571836254,-4,10/10/2024 10:50:36,187004,3,task-o5xt,repeat-3dmk#2->-repeat-ku6w#4,40547037,BLIND,11824247,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,823x832,,,0,Subjective rating task (Clone),5,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,emo_1_try,emo_1_try,2,image,Screen 1,l8m57c,1,info,,16.69999999999891,0,16.69999999999891,16.69999999999891,0,16.69999999999891,1,16.69999999999891,0,0,,Slider,Slider,4,object-51,image,1841,98e1de33aecf9079ec4fef36414a6b93.jpg,target,,J,,target,
