Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,branch-phuz,branch-3j3b,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: number,Spreadsheet: img,Spreadsheet: type,Spreadsheet: answer,Spreadsheet: border,Spreadsheet: memory,Manipulation: Spreadsheet
1,1737121199813,17/01/2025 13:39:59,1737103199813,-5,17/01/2025 03:39:59,153647,19,task-x1rt,repeat-3dmk#4->-repeat-ku6w#1,42543854,BLIND,12412388,,complete,,678a596ef767b9becdc5a9f7,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1920x1080,1920x947,,,0,Memory Task (instr only),4,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,memory_version_1,memory_version_1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1737121208027,17/01/2025 13:40:08,1737103208027,-5,17/01/2025 03:40:08,153647,19,task-x1rt,repeat-3dmk#4->-repeat-ku6w#1,42543854,BLIND,12412388,,complete,,678a596ef767b9becdc5a9f7,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1920x1080,1920x947,,,0,Memory Task (instr only),4,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,memory_version_1,memory_version_1,1,instructions,Screen 1,9emqwl,1,continue,,7811.62,7810.259999999999,7811.62,7811.62,7810.259999999999,7811.62,1,7811.62,0,0,,Click To Continue,Continue Button,2,object-4,instructions,,,,,,,
3,1737121227011,17/01/2025 13:40:27,1737103227011,-5,17/01/2025 03:40:27,153647,19,task-x1rt,repeat-3dmk#4->-repeat-ku6w#1,42543854,BLIND,12412388,,complete,,678a596ef767b9becdc5a9f7,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1920x1080,1920x947,,,0,Memory Task (instr only),4,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,memory_version_1,memory_version_1,1,instructions,Screen 2,rbq82w,2,continue,,18985.36,18983.86,18985.36,18985.36,18983.86,18985.36,1,18985.36,0,0,,Click To Continue,Text,10,object-62,instructions,,,,,,,
4,1737121240219,17/01/2025 13:40:40,1737103240219,-5,17/01/2025 03:40:40,153647,19,task-x1rt,repeat-3dmk#4->-repeat-ku6w#1,42543854,BLIND,12412388,,complete,,678a596ef767b9becdc5a9f7,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1920x1080,1920x947,,,0,Memory Task (instr only),4,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,memory_version_1,memory_version_1,1,instructions,Screen 4,8hhdnx,3,continue,,13209.5,13195.480000000003,13209.5,13209.5,13195.480000000003,13209.5,1,13209.5,0,0,,Click To Continue,Text,10,object-80,instructions,,,,,,,
5,1737121264660,17/01/2025 13:41:04,1737103264660,-5,17/01/2025 03:41:04,153647,19,task-x1rt,repeat-3dmk#4->-repeat-ku6w#1,42543854,BLIND,12412388,,complete,,678a596ef767b9becdc5a9f7,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1920x1080,1920x947,,,0,Memory Task (instr only),4,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,memory_version_1,memory_version_1,1,instructions,Screen 6,5bug7j,4,continue,,24456.019999999997,24454.6,24456.019999999997,24456.019999999997,24454.6,24456.019999999997,1,24456.019999999997,0,0,,Click To Continue,Text,10,object-108,instructions,,,,,,,
6,1737121292802,17/01/2025 13:41:32,1737103292802,-5,17/01/2025 03:41:32,153647,19,task-x1rt,repeat-3dmk#4->-repeat-ku6w#1,42543854,BLIND,12412388,,complete,,678a596ef767b9becdc5a9f7,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1920x1080,1920x947,,,0,Memory Task (instr only),4,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,memory_version_1,memory_version_1,1,instructions,Screen 7,2p8goo,5,continue,,28143.42,28132.08,28143.42,28143.42,28132.08,28143.42,1,28143.42,0,0,,Click To Continue,Text,4,object-123,instructions,,,,,,,
7,1737121292803,17/01/2025 13:41:32,1737103292803,-5,17/01/2025 03:41:32,153647,19,task-x1rt,repeat-3dmk#4->-repeat-ku6w#1,42543854,BLIND,12412388,,complete,,678a596ef767b9becdc5a9f7,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1920x1080,1920x947,,,0,Memory Task (instr only),4,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,memory_version_1,memory_version_1,,,,,,info,END,,,92950,,,,0,,,,,,,,,,,,,,,,
1,1737121373072,17/01/2025 13:42:53,1737103373072,-5,17/01/2025 03:42:53,153647,19,task-x1rt,repeat-3dmk#4->-repeat-ku6w#2,42543985,BLIND,12412388,,complete,,678a596ef767b9becdc5a9f7,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1920x1080,1920x947,,,0,Memory Task (instr only),4,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,memory_version_1,memory_version_1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1737121374162,17/01/2025 13:42:54,1737103374162,-5,17/01/2025 03:42:54,153647,19,task-x1rt,repeat-3dmk#4->-repeat-ku6w#2,42543985,BLIND,12412388,,complete,,678a596ef767b9becdc5a9f7,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1920x1080,1920x947,,,0,Memory Task (instr only),4,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,memory_version_1,memory_version_1,1,instructions,Screen 1,9emqwl,1,continue,,1053.6400000000003,1036.92,1053.6400000000003,1053.6400000000003,1036.92,1053.6400000000003,1,1053.6400000000003,0,0,,Click To Continue,Continue Button,2,object-4,instructions,,,,,,,
3,1737121375234,17/01/2025 13:42:55,1737103375234,-5,17/01/2025 03:42:55,153647,19,task-x1rt,repeat-3dmk#4->-repeat-ku6w#2,42543985,BLIND,12412388,,complete,,678a596ef767b9becdc5a9f7,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1920x1080,1920x947,,,0,Memory Task (instr only),4,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,memory_version_1,memory_version_1,1,instructions,Screen 2,rbq82w,2,continue,,1088.7799999999997,1087.08,1088.7799999999997,1088.7799999999997,1087.08,1088.7799999999997,1,1088.7799999999997,0,0,,Click To Continue,Text,10,object-62,instructions,,,,,,,
