Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,branch-phuz,branch-3j3b,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Manipulation: Spreadsheet,Store: correct
1,1737121283450,17/01/2025 13:41:23,1737103283450,-5,17/01/2025 03:41:23,153647,19,task-7sj6,repeat-3dmk#2->-repeat-tj2w#1,42543881,BLIND,12412390,,complete,,678a591a71ffb8818e74aba9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x778,,,0,Advance (Memory),2,Inaccurate~Accurate,2,,Accurate,,Accurate,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,
2,1737121285667,17/01/2025 13:41:25,1737103285667,-5,17/01/2025 03:41:25,153647,19,task-7sj6,repeat-3dmk#2->-repeat-tj2w#1,42543881,BLIND,12412390,,complete,,678a591a71ffb8818e74aba9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x778,,,0,Advance (Memory),2,Inaccurate~Accurate,2,,Accurate,,Accurate,Spreadsheet1,Spreadsheet1,1,Advance Instructions,Screen 1,klqz88,1,continue,,2235.752000023842,2232.452,2235.752000023842,2235.752000023842,2232.452,2235.752000023842,1,2235.752000023842,0,0,,Click To Continue,Continue Button,2,object-2,Advance Instructions,,58
3,1737121285667,17/01/2025 13:41:25,1737103285667,-5,17/01/2025 03:41:25,153647,19,task-7sj6,repeat-3dmk#2->-repeat-tj2w#1,42543881,BLIND,12412390,,complete,,678a591a71ffb8818e74aba9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x778,,,0,Advance (Memory),2,Inaccurate~Accurate,2,,Accurate,,Accurate,Spreadsheet1,Spreadsheet1,,,,,,info,END,,,2206,,,,0,,,,,,,,,,,
1,1737121896989,17/01/2025 13:51:36,1737100296989,-6,17/01/2025 01:51:36,153647,19,task-7sj6,repeat-3dmk#4->-repeat-tj2w#2,42544352,BLIND,12412378,,complete,,678a59102c59d48aff2d67f9,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1280x720,1280x585,,,0,Advance (Memory),2,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,
2,1737121902022,17/01/2025 13:51:42,1737100302022,-6,17/01/2025 01:51:42,153647,19,task-7sj6,repeat-3dmk#4->-repeat-tj2w#2,42544352,BLIND,12412378,,complete,,678a59102c59d48aff2d67f9,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1280x720,1280x585,,,0,Advance (Memory),2,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,Advance Instructions,Screen 1,klqz88,1,continue,,5052.176,5041.776000000001,5052.176,5052.176,5041.776000000001,5052.176,1,5052.176,0,0,,Click To Continue,Continue Button,2,object-2,Advance Instructions,,70
3,1737121902025,17/01/2025 13:51:42,1737100302025,-6,17/01/2025 01:51:42,153647,19,task-7sj6,repeat-3dmk#4->-repeat-tj2w#2,42544352,BLIND,12412378,,complete,,678a59102c59d48aff2d67f9,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1280x720,1280x585,,,0,Advance (Memory),2,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,,,,,,info,END,,,5016,,,,0,,,,,,,,,,,
1,1737122514566,17/01/2025 14:01:54,1737104514566,-5,17/01/2025 04:01:54,153647,19,task-7sj6,repeat-3dmk#3->-repeat-tj2w#5,42544728,BLIND,12412381,,complete,,678a593a88d126e45fd45ac0,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1536x864,1536x731,,,0,Advance (Memory),2,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Accurate,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,
2,1737122523708,17/01/2025 14:02:03,1737104523708,-5,17/01/2025 04:02:03,153647,19,task-7sj6,repeat-3dmk#3->-repeat-tj2w#5,42544728,BLIND,12412381,,complete,,678a593a88d126e45fd45ac0,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1536x864,1536x731,,,0,Advance (Memory),2,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Accurate,Spreadsheet1,Spreadsheet1,1,Advance Instructions,Screen 1,klqz88,1,continue,,9143.259999999998,9138.239999999998,9143.259999999998,9143.259999999998,9138.239999999998,9143.259999999998,1,9143.259999999998,0,0,,Click To Continue,Continue Button,2,object-2,Advance Instructions,,65
3,1737122523712,17/01/2025 14:02:03,1737104523712,-5,17/01/2025 04:02:03,153647,19,task-7sj6,repeat-3dmk#3->-repeat-tj2w#5,42544728,BLIND,12412381,,complete,,678a593a88d126e45fd45ac0,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1536x864,1536x731,,,0,Advance (Memory),2,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Accurate,Spreadsheet1,Spreadsheet1,,,,,,info,END,,,9125,,,,0,,,,,,,,,,,
1,1737125418499,17/01/2025 14:50:18,1737096618499,-8,16/01/2025 22:50:18,153647,19,task-7sj6,repeat-3dmk#4->-repeat-tj2w#3,42546785,BLIND,12412971,,complete,,678a64868c561b1fec989696,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x991,,,0,Advance (Memory),2,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,
2,1737125465646,17/01/2025 14:51:05,1737096665646,-8,16/01/2025 22:51:05,153647,19,task-7sj6,repeat-3dmk#4->-repeat-tj2w#3,42546785,BLIND,12412971,,complete,,678a64868c561b1fec989696,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x991,,,0,Advance (Memory),2,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,Advance Instructions,Screen 1,klqz88,1,continue,,47185.200000190736,47169.5,47185.200000190736,47185.200000190736,47169.5,47185.200000190736,1,47185.200000190736,0,0,,Click To Continue,Continue Button,2,object-2,Advance Instructions,,62
3,1737125465659,17/01/2025 14:51:05,1737096665659,-8,16/01/2025 22:51:05,153647,19,task-7sj6,repeat-3dmk#4->-repeat-tj2w#3,42546785,BLIND,12412971,,complete,,678a64868c561b1fec989696,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x991,,,0,Advance (Memory),2,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,,,,,,info,END,,,47110,,,,0,,,,,,,,,,,
1,1737125533072,17/01/2025 14:52:13,1737096733072,-8,16/01/2025 22:52:13,153647,19,task-7sj6,repeat-3dmk#3->-repeat-tj2w#3,42546883,BLIND,12412886,,complete,,678a6257688e40fc940ad772,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1280x720,500x593,,,0,Advance (Memory),2,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,
2,1737125535111,17/01/2025 14:52:15,1737096735111,-8,16/01/2025 22:52:15,153647,19,task-7sj6,repeat-3dmk#3->-repeat-tj2w#3,42546883,BLIND,12412886,,complete,,678a6257688e40fc940ad772,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1280x720,500x593,,,0,Advance (Memory),2,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,Advance Instructions,Screen 1,klqz88,1,continue,,2061.844,2048.6439999999993,2061.844,2061.844,2048.6439999999993,2061.844,1,2061.844,0,0,,Click To Continue,Continue Button,2,object-2,Advance Instructions,,81
3,1737125535113,17/01/2025 14:52:15,1737096735113,-8,16/01/2025 22:52:15,153647,19,task-7sj6,repeat-3dmk#3->-repeat-tj2w#3,42546883,BLIND,12412886,,complete,,678a6257688e40fc940ad772,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1280x720,500x593,,,0,Advance (Memory),2,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,,,,,,info,END,,,2007,,,,0,,,,,,,,,,,
1,1737127504028,17/01/2025 15:25:04,1737098704028,-8,16/01/2025 23:25:04,153647,19,task-7sj6,repeat-3dmk#3->-repeat-tj2w#2,42548708,BLIND,12413322,,complete,,678a6791421b52d28a5918e0,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x864,1536x864,,,0,Advance (Memory),2,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,
2,1737127570285,17/01/2025 15:26:10,1737098770285,-8,16/01/2025 23:26:10,153647,19,task-7sj6,repeat-3dmk#3->-repeat-tj2w#2,42548708,BLIND,12413322,,complete,,678a6791421b52d28a5918e0,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x864,1536x864,,,0,Advance (Memory),2,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,Advance Instructions,Screen 1,klqz88,1,continue,,66297.60000000596,66287.59999999999,66297.60000000596,66297.60000000596,66287.59999999999,66297.60000000596,1,66297.60000000596,0,0,,Click To Continue,Continue Button,2,object-2,Advance Instructions,,69
