Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,branch-phuz,branch-3j3b,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: type,Spreadsheet: answer,Spreadsheet: memory,Spreadsheet: randomise,Spreadsheet: img,Manipulation: Spreadsheet
1,1737121290849,17/01/2025 13:41:30,1737103290849,-5,17/01/2025 03:41:30,153647,19,task-6sfn,repeat-3dmk#2->-repeat-tj2w#1,42543885,BLIND,12412390,,complete,,678a591a71ffb8818e74aba9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x778,,,0,Memory Task (Clone 3),10,Inaccurate~Accurate,2,,Accurate,,Accurate,memory_resampled2,memory_resampled2,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,
2,1737121296225,17/01/2025 13:41:36,1737103296225,-5,17/01/2025 03:41:36,153647,19,task-6sfn,repeat-3dmk#2->-repeat-tj2w#1,42543885,BLIND,12412390,,complete,,678a591a71ffb8818e74aba9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x778,,,0,Memory Task (Clone 3),10,Inaccurate~Accurate,2,,Accurate,,Accurate,memory_resampled2,memory_resampled2,1,image,Screen 3,zz7hbh,1,response,5,4745.600000071526,4734.500000000001,4745.600000071526,4745.600000071526,4734.500000000001,4745.600000071526,1,4745.600000071526,0,0,,Keyboard Response,Image,1,object-1907,image,target,F,filler,1,1e55bcaa25fabbc8578a7277fc33739b.jpg,
3,1737121298341,17/01/2025 13:41:38,1737103298341,-5,17/01/2025 03:41:38,153647,19,task-6sfn,repeat-3dmk#2->-repeat-tj2w#1,42543885,BLIND,12412390,,complete,,678a591a71ffb8818e74aba9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x778,,,0,Memory Task (Clone 3),10,Inaccurate~Accurate,2,,Accurate,,Accurate,memory_resampled2,memory_resampled2,2,image,Screen 3,zz7hbh,1,response,1,2127.1999999761574,2116.5999999999985,2127.1999999761574,2127.1999999761574,2116.5999999999985,2127.1999999761574,1,2127.1999999761574,0,0,,Keyboard Response,Image,1,object-1907,image,target,F,target,1,6ee5ea40cd52e1d8fdb5d823354d2eeb.jpg,
4,1737121300409,17/01/2025 13:41:40,1737103300409,-5,17/01/2025 03:41:40,153647,19,task-6sfn,repeat-3dmk#2->-repeat-tj2w#1,42543885,BLIND,12412390,,complete,,678a591a71ffb8818e74aba9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x778,,,0,Memory Task (Clone 3),10,Inaccurate~Accurate,2,,Accurate,,Accurate,memory_resampled2,memory_resampled2,3,image,Screen 3,zz7hbh,1,response,1,2078.3000000238426,2066.7000000000007,2078.3000000238426,2078.3000000238426,2066.7000000000007,2078.3000000238426,1,2078.3000000238426,0,0,,Keyboard Response,Image,1,object-1907,image,target,F,target,1,feed528bc121918ffce4f02bd1d6f2f4.jpg,
5,1737121304631,17/01/2025 13:41:44,1737103304631,-5,17/01/2025 03:41:44,153647,19,task-6sfn,repeat-3dmk#2->-repeat-tj2w#1,42543885,BLIND,12412390,,complete,,678a591a71ffb8818e74aba9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x778,,,0,Memory Task (Clone 3),10,Inaccurate~Accurate,2,,Accurate,,Accurate,memory_resampled2,memory_resampled2,4,image,Screen 3,zz7hbh,1,response,5,4233.000000000004,4216.4000000000015,4233.000000000004,4233.000000000004,4216.4000000000015,4233.000000000004,1,4233.000000000004,0,0,,Keyboard Response,Image,1,object-1907,image,target,F,filler,1,2f35eee0d0df52af0fb2c2e2785a2264.jpg,
6,1737121309233,17/01/2025 13:41:49,1737103309233,-5,17/01/2025 03:41:49,153647,19,task-6sfn,repeat-3dmk#2->-repeat-tj2w#1,42543885,BLIND,12412390,,complete,,678a591a71ffb8818e74aba9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x778,,,0,Memory Task (Clone 3),10,Inaccurate~Accurate,2,,Accurate,,Accurate,memory_resampled2,memory_resampled2,5,image,Screen 3,zz7hbh,1,response,2,4619.0999999999985,4615.5999999999985,4619.0999999999985,4619.0999999999985,4615.5999999999985,4619.0999999999985,1,4619.0999999999985,0,0,,Keyboard Response,Image,1,object-1907,image,target,F,target,1,f209b8b4566de78c7f9bf8ca98846534.jpg,
7,1737121310937,17/01/2025 13:41:50,1737103310937,-5,17/01/2025 03:41:50,153647,19,task-6sfn,repeat-3dmk#2->-repeat-tj2w#1,42543885,BLIND,12412390,,complete,,678a591a71ffb8818e74aba9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x778,,,0,Memory Task (Clone 3),10,Inaccurate~Accurate,2,,Accurate,,Accurate,memory_resampled2,memory_resampled2,6,image,Screen 3,zz7hbh,1,response,1,1707.3000000715256,1701.2000000000007,1707.3000000715256,1707.3000000715256,1701.2000000000007,1707.3000000715256,1,1707.3000000715256,0,0,,Keyboard Response,Image,1,object-1907,image,target,F,target,1,3aa18c7989615cbf9e84d32f0039e64f.jpg,
8,1737121312580,17/01/2025 13:41:52,1737103312580,-5,17/01/2025 03:41:52,153647,19,task-6sfn,repeat-3dmk#2->-repeat-tj2w#1,42543885,BLIND,12412390,,complete,,678a591a71ffb8818e74aba9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x778,,,0,Memory Task (Clone 3),10,Inaccurate~Accurate,2,,Accurate,,Accurate,memory_resampled2,memory_resampled2,7,image,Screen 3,zz7hbh,1,response,1,1649.1000000715248,1633.2000000000007,1649.1000000715248,1649.1000000715248,1633.2000000000007,1649.1000000715248,1,1649.1000000715248,0,0,,Keyboard Response,Image,1,object-1907,image,target,F,target,1,d5b5180e8720bf487dc9154b77cb6821.jpg,
9,1737121316269,17/01/2025 13:41:56,1737103316269,-5,17/01/2025 03:41:56,153647,19,task-6sfn,repeat-3dmk#2->-repeat-tj2w#1,42543885,BLIND,12412390,,complete,,678a591a71ffb8818e74aba9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x778,,,0,Memory Task (Clone 3),10,Inaccurate~Accurate,2,,Accurate,,Accurate,memory_resampled2,memory_resampled2,8,image,Screen 3,zz7hbh,1,response,6,3705.3000000476823,3700.0999999999985,3705.3000000476823,3705.3000000476823,3700.0999999999985,3705.3000000476823,1,3705.3000000476823,0,0,,Keyboard Response,Image,1,object-1907,image,target,F,filler,1,5b9a17117584d671f8ac090ec0bace1e.jpg,
10,1737121319446,17/01/2025 13:41:59,1737103319446,-5,17/01/2025 03:41:59,153647,19,task-6sfn,repeat-3dmk#2->-repeat-tj2w#1,42543885,BLIND,12412390,,complete,,678a591a71ffb8818e74aba9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x778,,,0,Memory Task (Clone 3),10,Inaccurate~Accurate,2,,Accurate,,Accurate,memory_resampled2,memory_resampled2,9,image,Screen 3,zz7hbh,1,response,5,3181.7000000476837,3166.5,3181.7000000476837,3181.7000000476837,3166.5,3181.7000000476837,1,3181.7000000476837,0,0,,Keyboard Response,Image,1,object-1907,image,target,F,target,1,ffea5ae2717cdc3987215e67a226d794.jpg,
