Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,branch-phuz,branch-3j3b,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: number,Spreadsheet: img,Spreadsheet: type,Spreadsheet: mem_type,Spreadsheet: answer,Spreadsheet: border,Spreadsheet: memory,Spreadsheet: ans1,Spreadsheet: ans2,Spreadsheet: ans3,Spreadsheet: val1,Spreadsheet: val2,Spreadsheet: val3,Manipulation: Spreadsheet,Store: correct3,Store: total3
1,1737121552686,17/01/2025 13:45:52,1737103552686,-5,17/01/2025 03:45:52,153647,19,task-u8ly,repeat-3dmk#2->-repeat-tj2w#1->-repeat-bh4w#1,42544066,BLIND,12412390,,complete,,678a591a71ffb8818e74aba9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x778,,,0,Subjective rating Practice,6,Inaccurate~Accurate,2,,Accurate,,Accurate,emo_prac,emo_prac,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
2,1737121555904,17/01/2025 13:45:55,1737103555904,-5,17/01/2025 03:45:55,153647,19,task-u8ly,repeat-3dmk#2->-repeat-tj2w#1->-repeat-bh4w#1,42544066,BLIND,12412390,,complete,,678a591a71ffb8818e74aba9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x778,,,0,Subjective rating Practice,6,Inaccurate~Accurate,2,,Accurate,,Accurate,emo_prac,emo_prac,1,instructions,Screen 12,eyep1y,1,continue,,2558.7000000476837,2551,2558.7000000476837,2558.7000000476837,2551,2558.7000000476837,1,2558.7000000476837,0,0,,Click To Continue,Continue Button,2,object-4,instructions,,,,,,,,,,,,,,,,
3,1737121561462,17/01/2025 13:46:01,1737103561462,-5,17/01/2025 03:46:01,153647,19,task-u8ly,repeat-3dmk#2->-repeat-tj2w#1->-repeat-bh4w#1,42544066,BLIND,12412390,,complete,,678a591a71ffb8818e74aba9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x778,,,0,Subjective rating Practice,6,Inaccurate~Accurate,2,,Accurate,,Accurate,emo_prac,emo_prac,1,instructions,Screen 5,e3ks8t,2,continue,,5565.700000047684,5549.9,5565.700000047684,5565.700000047684,5549.9,5565.700000047684,1,5565.700000047684,0,0,,Click To Continue,Continue Button,2,object-68,instructions,,,,,,,,,,,,,,,,
4,1737121575157,17/01/2025 13:46:15,1737103575157,-5,17/01/2025 03:46:15,153647,19,task-u8ly,repeat-3dmk#2->-repeat-tj2w#1->-repeat-bh4w#1,42544066,BLIND,12412390,,complete,,678a591a71ffb8818e74aba9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x778,,,0,Subjective rating Practice,6,Inaccurate~Accurate,2,,Accurate,,Accurate,emo_prac,emo_prac,1,instructions,Screen 9,l1vn7l,3,continue,,13710.400000071526,13699.000000000002,13710.400000071526,13710.400000071526,13699.000000000002,13710.400000071526,1,13710.400000071526,0,0,,Click To Continue,Continue Button,3,object-65,instructions,,,,,,,,,,,,,,,,
5,1737121575170,17/01/2025 13:46:15,1737103575170,-5,17/01/2025 03:46:15,153647,19,task-u8ly,repeat-3dmk#2->-repeat-tj2w#1->-repeat-bh4w#1,42544066,BLIND,12412390,,complete,,678a591a71ffb8818e74aba9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x778,,,0,Subjective rating Practice,6,Inaccurate~Accurate,2,,Accurate,,Accurate,emo_prac,emo_prac,1,instructions,Screen 10,xskzd4,4,info,,16.80000000000291,0,16.80000000000291,16.80000000000291,0,16.80000000000291,1,16.80000000000291,0,0,,Slider,Slider,5,object-39,instructions,,,,,,,,,,,,,,,,
6,1737121587357,17/01/2025 13:46:27,1737103587357,-5,17/01/2025 03:46:27,153647,19,task-u8ly,repeat-3dmk#2->-repeat-tj2w#1->-repeat-bh4w#1,42544066,BLIND,12412390,,complete,,678a591a71ffb8818e74aba9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x778,,,0,Subjective rating Practice,6,Inaccurate~Accurate,2,,Accurate,,Accurate,emo_prac,emo_prac,1,instructions,Screen 10,xskzd4,4,continue,,12211.300000047682,12200.699999999997,12211.300000047682,12211.300000047682,12200.699999999997,12211.300000047682,1,12211.300000047682,0,0,,Click To Continue,Continue Button,9,object-66,instructions,,,,,,,,,,,,,,,,
7,1737121587359,17/01/2025 13:46:27,1737103587359,-5,17/01/2025 03:46:27,153647,19,task-u8ly,repeat-3dmk#2->-repeat-tj2w#1->-repeat-bh4w#1,42544066,BLIND,12412390,,complete,,678a591a71ffb8818e74aba9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x778,,,0,Subjective rating Practice,6,Inaccurate~Accurate,2,,Accurate,,Accurate,emo_prac,emo_prac,1,instructions,Screen 10,xskzd4,4,response,9,8967.299999999996,12200.699999999997,12213.300000047682,8967.299999999996,12200.699999999997,12213.300000047682,1,8967.299999999996,3246.0000000476866,0,,Slider,Slider,5,object-39,instructions,,,,,,,,,,,,,,,,
8,1737121587370,17/01/2025 13:46:27,1737103587370,-5,17/01/2025 03:46:27,153647,19,task-u8ly,repeat-3dmk#2->-repeat-tj2w#1->-repeat-bh4w#1,42544066,BLIND,12412390,,complete,,678a591a71ffb8818e74aba9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x778,,,0,Subjective rating Practice,6,Inaccurate~Accurate,2,,Accurate,,Accurate,emo_prac,emo_prac,1,instructions,Screen 11,fgeg47,5,info,,16.69999999999709,0,16.69999999999709,16.69999999999709,0,16.69999999999709,1,16.69999999999709,0,0,,Slider,Slider,5,object-61,instructions,,,,,,,,,,,,,,,,
9,1737121612648,17/01/2025 13:46:52,1737103612648,-5,17/01/2025 03:46:52,153647,19,task-u8ly,repeat-3dmk#2->-repeat-tj2w#1->-repeat-bh4w#1,42544066,BLIND,12412390,,complete,,678a591a71ffb8818e74aba9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x778,,,0,Subjective rating Practice,6,Inaccurate~Accurate,2,,Accurate,,Accurate,emo_prac,emo_prac,1,instructions,Screen 11,fgeg47,5,continue,,25301.600000047685,25299.1,25301.600000047685,25301.600000047685,25299.1,25301.600000047685,1,25301.600000047685,0,0,,Click To Continue,Continue Button,9,object-67,instructions,,,,,,,,,,,,,,,,
10,1737121612650,17/01/2025 13:46:52,1737103612650,-5,17/01/2025 03:46:52,153647,19,task-u8ly,repeat-3dmk#2->-repeat-tj2w#1->-repeat-bh4w#1,42544066,BLIND,12412390,,complete,,678a591a71ffb8818e74aba9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x778,,,0,Subjective rating Practice,6,Inaccurate~Accurate,2,,Accurate,,Accurate,emo_prac,emo_prac,1,instructions,Screen 11,fgeg47,5,response,7,22165.5,25299.1,25303.500000023843,22165.5,25299.1,25303.500000023843,1,22165.5,3138.0000000238433,0,,Slider,Slider,5,object-61,instructions,,,,,,,,,,,,,,,,
