Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,branch-phuz,branch-3j3b,Spreadsheet,,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Manipulation: Spreadsheet,Manipulation: undefined
1,1737120072549,17/01/2025 13:21:12,1737098472549,-6,17/01/2025 01:21:12,153647,19,task-efz1,,42542939,BLIND,12412378,,complete,,678a59102c59d48aff2d67f9,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1280x720,1280x585,,,0,Study Welcome,11,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,
2,1737120097092,17/01/2025 13:21:37,1737098497092,-6,17/01/2025 01:21:37,153647,19,task-efz1,,42542939,BLIND,12412378,,complete,,678a59102c59d48aff2d67f9,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1280x720,853x390,,,0,Study Welcome,11,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,,Spreadsheet1,1,IMG,Study Welcome,gc8r1z,1,continue,,24584.676000023843,24575.576,24584.676000023843,24584.676000023843,24575.576,24584.676000023843,1,24584.676000023843,0,0,,Click To Continue,Continue Button,2,object-4,IMG,,
3,1737120097105,17/01/2025 13:21:37,1737098497105,-6,17/01/2025 01:21:37,153647,19,task-efz1,,42542939,BLIND,12412378,,complete,,678a59102c59d48aff2d67f9,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1280x720,853x390,,,0,Study Welcome,11,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,,Spreadsheet1,,,,,,info,END,,,24534,,,,0,,,,,,,,,,,
1,1737120108674,17/01/2025 13:21:48,1737102108674,-5,17/01/2025 03:21:48,153647,19,task-efz1,,42542949,BLIND,12412381,,complete,,678a593a88d126e45fd45ac0,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1536x864,1536x731,,,0,Study Welcome,11,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Accurate,Spreadsheet1,,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,
2,1737120114479,17/01/2025 13:21:54,1737102114479,-5,17/01/2025 03:21:54,153647,19,task-efz1,,42542949,BLIND,12412381,,complete,,678a593a88d126e45fd45ac0,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1536x864,1536x731,,,0,Study Welcome,11,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Accurate,Spreadsheet1,,Spreadsheet1,1,IMG,Study Welcome,gc8r1z,1,continue,,5822.779999999999,5813.0999999999985,5822.779999999999,5822.779999999999,5813.0999999999985,5822.779999999999,1,5822.779999999999,0,0,,Click To Continue,Continue Button,2,object-4,IMG,,
3,1737120114481,17/01/2025 13:21:54,1737102114481,-5,17/01/2025 03:21:54,153647,19,task-efz1,,42542949,BLIND,12412381,,complete,,678a593a88d126e45fd45ac0,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1536x864,1536x731,,,0,Study Welcome,11,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Accurate,Spreadsheet1,,Spreadsheet1,,,,,,info,END,,,5782,,,,0,,,,,,,,,,,
1,1737120079951,17/01/2025 13:21:19,1737102079951,-5,17/01/2025 03:21:19,153647,19,task-efz1,,42542982,BLIND,12412388,,complete,,678a596ef767b9becdc5a9f7,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1920x1080,1920x947,,,0,Study Welcome,11,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,Spreadsheet1,,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,
2,1737120102212,17/01/2025 13:21:42,1737102102212,-5,17/01/2025 03:21:42,153647,19,task-efz1,,42542982,BLIND,12412388,,complete,,678a596ef767b9becdc5a9f7,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1920x1080,1920x947,,,0,Study Welcome,11,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,Spreadsheet1,,Spreadsheet1,1,IMG,Study Welcome,gc8r1z,1,continue,,22268.18,22261.18,22268.18,22268.18,22261.18,22268.18,1,22268.18,0,0,,Click To Continue,Continue Button,2,object-4,IMG,,
3,1737120102213,17/01/2025 13:21:42,1737102102213,-5,17/01/2025 03:21:42,153647,19,task-efz1,,42542982,BLIND,12412388,,complete,,678a596ef767b9becdc5a9f7,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1920x1080,1920x947,,,0,Study Welcome,11,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,Spreadsheet1,,Spreadsheet1,,,,,,info,END,,,22252,,,,0,,,,,,,,,,,
1,1737120133722,17/01/2025 13:22:13,1737102133722,-5,17/01/2025 03:22:13,153647,19,task-efz1,,42542986,BLIND,12412390,,complete,,678a591a71ffb8818e74aba9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x778,,,0,Study Welcome,11,Inaccurate~Accurate,2,,Accurate,,Accurate,Spreadsheet1,,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,
2,1737120145918,17/01/2025 13:22:25,1737102145918,-5,17/01/2025 03:22:25,153647,19,task-efz1,,42542986,BLIND,12412390,,complete,,678a591a71ffb8818e74aba9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x778,,,0,Study Welcome,11,Inaccurate~Accurate,2,,Accurate,,Accurate,Spreadsheet1,,Spreadsheet1,1,IMG,Study Welcome,gc8r1z,1,continue,,12207.699999928474,12198.7,12207.699999928474,12207.699999928474,12198.7,12207.699999928474,1,12207.699999928474,0,0,,Click To Continue,Continue Button,2,object-4,IMG,,
3,1737120145922,17/01/2025 13:22:25,1737102145922,-5,17/01/2025 03:22:25,153647,19,task-efz1,,42542986,BLIND,12412390,,complete,,678a591a71ffb8818e74aba9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x778,,,0,Study Welcome,11,Inaccurate~Accurate,2,,Accurate,,Accurate,Spreadsheet1,,Spreadsheet1,,,,,,info,END,,,12178,,,,0,,,,,,,,,,,
1,1737121812696,17/01/2025 13:50:12,1737103812696,-5,17/01/2025 03:50:12,153647,19,task-efz1,,42544285,BLIND,12412740,,complete,,678a5ff96409f0574fc37d1d,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1920x1080,1912x1000,,,0,Study Welcome,11,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,,Spreadsheet1,,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,
2,1737121817890,17/01/2025 13:50:17,1737103817890,-5,17/01/2025 03:50:17,153647,19,task-efz1,,42544285,BLIND,12412740,,complete,,678a5ff96409f0574fc37d1d,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1920x1080,1912x1000,,,0,Study Welcome,11,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,,Spreadsheet1,,Spreadsheet1,1,IMG,Study Welcome,gc8r1z,1,continue,,5212.437999999999,5195.838,5212.437999999999,5212.437999999999,5195.838,5212.437999999999,1,5212.437999999999,0,0,,Click To Continue,Continue Button,2,object-4,IMG,,
3,1737121817892,17/01/2025 13:50:17,1737103817892,-5,17/01/2025 03:50:17,153647,19,task-efz1,,42544285,BLIND,12412740,,complete,,678a5ff96409f0574fc37d1d,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1920x1080,1912x1000,,,0,Study Welcome,11,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,,Spreadsheet1,,Spreadsheet1,,,,,,info,END,,,5166,,,,0,,,,,,,,,,,
1,1737122552770,17/01/2025 14:02:32,1737093752770,-8,16/01/2025 22:02:32,153647,19,task-efz1,,42544758,BLIND,12412886,,complete,,678a6257688e40fc940ad772,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1280x720,500x593,,,0,Study Welcome,11,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,Spreadsheet1,,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,
2,1737123927673,17/01/2025 14:25:27,1737095127673,-8,16/01/2025 22:25:27,153647,19,task-efz1,,42544758,BLIND,12412886,,complete,,678a6257688e40fc940ad772,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1280x720,500x593,,,0,Study Welcome,11,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,Spreadsheet1,,Spreadsheet1,1,IMG,Study Welcome,gc8r1z,1,continue,,1374953.4360000954,1374937.736,1374953.4360000954,1374953.4360000954,1374937.736,1374953.4360000954,1,1374953.4360000954,0,0,,Click To Continue,Continue Button,2,object-4,IMG,,
3,1737123927687,17/01/2025 14:25:27,1737095127687,-8,16/01/2025 22:25:27,153647,19,task-efz1,,42544758,BLIND,12412886,,complete,,678a6257688e40fc940ad772,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1280x720,500x593,,,0,Study Welcome,11,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,Spreadsheet1,,Spreadsheet1,,,,,,info,END,,,1374821,,,,0,,,,,,,,,,,
1,1737123150317,17/01/2025 14:12:30,1737094350317,-8,16/01/2025 22:12:30,153647,19,task-efz1,,42545059,BLIND,12412971,,complete,,678a64868c561b1fec989696,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x991,,,0,Study Welcome,11,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,
2,1737123164616,17/01/2025 14:12:44,1737094364616,-8,16/01/2025 22:12:44,153647,19,task-efz1,,42545059,BLIND,12412971,,complete,,678a64868c561b1fec989696,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x991,,,0,Study Welcome,11,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,,Spreadsheet1,1,IMG,Study Welcome,gc8r1z,1,continue,,14367.300000095367,14352.699999999999,14367.300000095367,14367.300000095367,14352.699999999999,14367.300000095367,1,14367.300000095367,0,0,,Click To Continue,Continue Button,2,object-4,IMG,,
3,1737123164635,17/01/2025 14:12:44,1737094364635,-8,16/01/2025 22:12:44,153647,19,task-efz1,,42545059,BLIND,12412971,,complete,,678a64868c561b1fec989696,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x991,,,0,Study Welcome,11,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,,Spreadsheet1,,,,,,info,END,,,14202,,,,0,,,,,,,,,,,
1,1737123503847,17/01/2025 14:18:23,1737094703847,-8,16/01/2025 22:18:23,153647,19,task-efz1,,42545252,BLIND,12413015,,complete,,678a60cb12c49300d3e8bc39,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,552x937,,,0,Study Welcome,11,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,Accurate,,Spreadsheet1,,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,
2,1737123543500,17/01/2025 14:19:03,1737094743500,-8,16/01/2025 22:19:03,153647,19,task-efz1,,42545252,BLIND,12413015,,complete,,678a60cb12c49300d3e8bc39,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,958x944,,,0,Study Welcome,11,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,Accurate,,Spreadsheet1,,Spreadsheet1,1,IMG,Study Welcome,gc8r1z,1,continue,,39678.03600000001,39661.53600000001,39678.03600000001,39678.03600000001,39661.53600000001,39678.03600000001,1,39678.03600000001,0,0,,Click To Continue,Continue Button,2,object-4,IMG,,
3,1737123543516,17/01/2025 14:19:03,1737094743516,-8,16/01/2025 22:19:03,153647,19,task-efz1,,42545252,BLIND,12413015,,complete,,678a60cb12c49300d3e8bc39,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,958x944,,,0,Study Welcome,11,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,Accurate,,Spreadsheet1,,Spreadsheet1,,,,,,info,END,,,39597,,,,0,,,,,,,,,,,
1,1737123585015,17/01/2025 14:19:45,1737105585015,-5,17/01/2025 04:19:45,153647,19,task-efz1,,42545300,BLIND,12413025,,complete,,678a66cca6cbaaaa7143eefe,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,701x944,,,0,Study Welcome,11,Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,,Spreadsheet1,,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,
2,1737123951936,17/01/2025 14:25:51,1737105951936,-5,17/01/2025 04:25:51,153647,19,task-efz1,,42545300,BLIND,12413025,,complete,,678a66cca6cbaaaa7143eefe,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1378x944,,,0,Study Welcome,11,Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,,Spreadsheet1,,Spreadsheet1,1,IMG,Study Welcome,gc8r1z,1,continue,,366944.652,366927.852,366944.652,366944.652,366927.852,366944.652,1,366944.652,0,0,,Click To Continue,Continue Button,2,object-4,IMG,,
3,1737123951939,17/01/2025 14:25:51,1737105951939,-5,17/01/2025 04:25:51,153647,19,task-efz1,,42545300,BLIND,12413025,,complete,,678a66cca6cbaaaa7143eefe,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1378x944,,,0,Study Welcome,11,Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,,Spreadsheet1,,Spreadsheet1,,,,,,info,END,,,366900,,,,0,,,,,,,,,,,
1,1737124331275,17/01/2025 14:32:11,1737095531275,-8,16/01/2025 22:32:11,153647,19,task-efz1,,42545771,BLIND,12413123,,complete,,678a62c9820efe858b9375ca,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,500x601,,,0,Study Welcome,11,Accurate,2,,Inaccurate~Inaccurate~Accurate,,Accurate,Spreadsheet1,,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,
2,1737124333234,17/01/2025 14:32:13,1737095533234,-8,16/01/2025 22:32:13,153647,19,task-efz1,,42545771,BLIND,12413123,,complete,,678a62c9820efe858b9375ca,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,500x601,,,0,Study Welcome,11,Accurate,2,,Inaccurate~Inaccurate~Accurate,,Accurate,Spreadsheet1,,Spreadsheet1,1,IMG,Study Welcome,gc8r1z,1,continue,,2049.4460000000017,2032.746000000001,2049.4460000000017,2049.4460000000017,2032.746000000001,2049.4460000000017,1,2049.4460000000017,0,0,,Click To Continue,Continue Button,2,object-4,IMG,,
3,1737124333255,17/01/2025 14:32:13,1737095533255,-8,16/01/2025 22:32:13,153647,19,task-efz1,,42545771,BLIND,12413123,,complete,,678a62c9820efe858b9375ca,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,500x601,,,0,Study Welcome,11,Accurate,2,,Inaccurate~Inaccurate~Accurate,,Accurate,Spreadsheet1,,Spreadsheet1,,,,,,info,END,,,1887,,,,0,,,,,,,,,,,
1,1737124336695,17/01/2025 14:32:16,1737095536695,-8,16/01/2025 22:32:16,153647,19,task-efz1,,42545775,BLIND,12413124,,complete,,678a67b1292df7510078cc1d,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1280x720,500x601,,,0,Study Welcome,11,Inaccurate~Accurate,2,,Accurate,,Accurate,Spreadsheet1,,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,
2,1737124337958,17/01/2025 14:32:17,1737095537958,-8,16/01/2025 22:32:17,153647,19,task-efz1,,42545775,BLIND,12413124,,complete,,678a67b1292df7510078cc1d,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1280x720,500x601,,,0,Study Welcome,11,Inaccurate~Accurate,2,,Accurate,,Accurate,Spreadsheet1,,Spreadsheet1,1,IMG,Study Welcome,gc8r1z,1,continue,,1332.2939999999999,1315.6939999999995,1332.2939999999999,1332.2939999999999,1315.6939999999995,1332.2939999999999,1,1332.2939999999999,0,0,,Click To Continue,Continue Button,2,object-4,IMG,,
3,1737124337963,17/01/2025 14:32:17,1737095537963,-8,16/01/2025 22:32:17,153647,19,task-efz1,,42545775,BLIND,12413124,,complete,,678a67b1292df7510078cc1d,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1280x720,500x601,,,0,Study Welcome,11,Inaccurate~Accurate,2,,Accurate,,Accurate,Spreadsheet1,,Spreadsheet1,,,,,,info,END,,,1182,,,,0,,,,,,,,,,,
1,1737125357637,17/01/2025 14:49:17,1737096557637,-8,16/01/2025 22:49:17,153647,19,task-efz1,,42546717,BLIND,12413322,,complete,,678a6791421b52d28a5918e0,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x864,1536x730,,,0,Study Welcome,11,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,Spreadsheet1,,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,
2,1737125754702,17/01/2025 14:55:54,1737096954702,-8,16/01/2025 22:55:54,153647,19,task-efz1,,42546717,BLIND,12413322,,complete,,678a6791421b52d28a5918e0,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x864,1536x730,,,0,Study Welcome,11,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,Spreadsheet1,,Spreadsheet1,1,IMG,Study Welcome,gc8r1z,1,continue,,397098.06600000005,397081.36600000004,397098.06600000005,397098.06600000005,397081.36600000004,397098.06600000005,1,397098.06600000005,0,0,,Click To Continue,Continue Button,2,object-4,IMG,,
3,1737125754724,17/01/2025 14:55:54,1737096954724,-8,16/01/2025 22:55:54,153647,19,task-efz1,,42546717,BLIND,12413322,,complete,,678a6791421b52d28a5918e0,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x864,1536x730,,,0,Study Welcome,11,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,Spreadsheet1,,Spreadsheet1,,,,,,info,END,,,397002,,,,0,,,,,,,,,,,
1,1737126024846,17/01/2025 15:00:24,1737108024846,-5,17/01/2025 05:00:24,153647,19,task-efz1,,42547309,BLIND,12413414,,complete,,678a6570c65a3f4a8f58ab53,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,536x944,,,0,Study Welcome,11,Accurate,1,Accurate,,Inaccurate~Accurate,,Spreadsheet1,,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,
