Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,branch-phuz,branch-3j3b,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: answer,Spreadsheet: img,Spreadsheet: border,Spreadsheet: Screen,Spreadsheet: timing,Manipulation: Spreadsheet
3,1737120345149,17/01/2025 13:25:45,1737102345149,-5,17/01/2025 03:25:45,153647,19,task-wzke,repeat-3dmk#2,42543113,BLIND,12412390,,complete,,678a591a71ffb8818e74aba9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x778,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Accurate,2,,Accurate,,Accurate,Spreadsheet1,Spreadsheet1,1,instructions,Screen 2,1kaj8e,2,continue,,1366.1999999761583,1349.9000000000005,1366.1999999761583,1366.1999999761583,1349.9000000000005,1366.1999999761583,1,1366.1999999761583,0,0,,Click To Continue,Continue Button,2,object-7,instructions,,,,,,
4,1737120348134,17/01/2025 13:25:48,1737102348134,-5,17/01/2025 03:25:48,153647,19,task-wzke,repeat-3dmk#2,42543113,BLIND,12412390,,complete,,678a591a71ffb8818e74aba9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x778,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Accurate,2,,Accurate,,Accurate,Spreadsheet1,Spreadsheet1,1,instructions,Screen 3,j5lb3b,3,timedOut,,3000.599999928474,3000,3000.599999928474,3000.599999928474,3000,3000.599999928474,1,3000.599999928474,0,0,,Time Limit,screen,0,screen,instructions,,,,,,
5,1737120348464,17/01/2025 13:25:48,1737102348464,-5,17/01/2025 03:25:48,153647,19,task-wzke,repeat-3dmk#2,42543113,BLIND,12412390,,complete,,678a591a71ffb8818e74aba9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x778,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Accurate,2,,Accurate,,Accurate,Spreadsheet1,Spreadsheet1,1,image,Trials,mxeghn,1,response,F,331.09999992847406,316.6999999999989,331.09999992847406,331.09999992847406,316.6999999999989,331.09999992847406,1,331.09999992847406,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,F,instr_photo.jpg,#FF69B4,,1000ms,
6,1737120349450,17/01/2025 13:25:49,1737102349450,-5,17/01/2025 03:25:49,153647,19,task-wzke,repeat-3dmk#2,42543113,BLIND,12412390,,complete,,678a591a71ffb8818e74aba9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x778,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Accurate,2,,Accurate,,Accurate,Spreadsheet1,Spreadsheet1,1,image,Screen 2,2al84i,2,continue,,499.5,499.5,499.5,499.5,499.5,499.5,1,499.5,0,0,,Fixation Timing,Fixation,1,object-24,image,F,instr_photo.jpg,#FF69B4,,1000ms,
7,1737120349922,17/01/2025 13:25:49,1737102349922,-5,17/01/2025 03:25:49,153647,19,task-wzke,repeat-3dmk#2,42543113,BLIND,12412390,,complete,,678a591a71ffb8818e74aba9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x778,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Accurate,2,,Accurate,,Accurate,Spreadsheet1,Spreadsheet1,2,image,Trials,mxeghn,1,response,F,472.499999952317,467.2000000000007,472.499999952317,472.499999952317,467.2000000000007,472.499999952317,1,472.499999952317,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,F,instr_photo_2.jpg,#DC143C,,1000ms,
8,1737120350917,17/01/2025 13:25:50,1737102350917,-5,17/01/2025 03:25:50,153647,19,task-wzke,repeat-3dmk#2,42543113,BLIND,12412390,,complete,,678a591a71ffb8818e74aba9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x778,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Accurate,2,,Accurate,,Accurate,Spreadsheet1,Spreadsheet1,2,image,Screen 2,2al84i,2,continue,,500.10000000000036,500.10000000000036,500.10000000000036,500.10000000000036,500.10000000000036,500.10000000000036,1,500.10000000000036,0,0,,Fixation Timing,Fixation,1,object-24,image,F,instr_photo_2.jpg,#DC143C,,1000ms,
9,1737120351472,17/01/2025 13:25:51,1737102351472,-5,17/01/2025 03:25:51,153647,19,task-wzke,repeat-3dmk#2,42543113,BLIND,12412390,,complete,,678a591a71ffb8818e74aba9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x778,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Accurate,2,,Accurate,,Accurate,Spreadsheet1,Spreadsheet1,3,image,Trials,mxeghn,1,response,F,555.5,549.2000000000007,555.5,555.5,549.2000000000007,555.5,1,555.5,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,F,instr_photo_3.jpg,#E2752C,,1000ms,
10,1737120352467,17/01/2025 13:25:52,1737102352467,-5,17/01/2025 03:25:52,153647,19,task-wzke,repeat-3dmk#2,42543113,BLIND,12412390,,complete,,678a591a71ffb8818e74aba9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x778,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Accurate,2,,Accurate,,Accurate,Spreadsheet1,Spreadsheet1,3,image,Screen 2,2al84i,2,continue,,499.89999999999964,499.89999999999964,499.89999999999964,499.89999999999964,499.89999999999964,499.89999999999964,1,499.89999999999964,0,0,,Fixation Timing,Fixation,1,object-24,image,F,instr_photo_3.jpg,#E2752C,,1000ms,
11,1737120353467,17/01/2025 13:25:53,1737102353467,-5,17/01/2025 03:25:53,153647,19,task-wzke,repeat-3dmk#2,42543113,BLIND,12412390,,complete,,678a591a71ffb8818e74aba9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x778,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Accurate,2,,Accurate,,Accurate,Spreadsheet1,Spreadsheet1,4,image,Trials,mxeghn,1,response,J,1000,1000,1000,1000,1000,1000,1,1000,0,0,,Time Limit,screen,0,screen,image,J,instr_photo_3.jpg,#DC143C,,1000ms,
12,1737120354450,17/01/2025 13:25:54,1737102354450,-5,17/01/2025 03:25:54,153647,19,task-wzke,repeat-3dmk#2,42543113,BLIND,12412390,,complete,,678a591a71ffb8818e74aba9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x778,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Accurate,2,,Accurate,,Accurate,Spreadsheet1,Spreadsheet1,4,image,Screen 2,2al84i,2,continue,,499.8000000000011,499.8000000000011,499.8000000000011,499.8000000000011,499.8000000000011,499.8000000000011,1,499.8000000000011,0,0,,Fixation Timing,Fixation,1,object-24,image,J,instr_photo_3.jpg,#DC143C,,1000ms,
13,1737120354968,17/01/2025 13:25:54,1737102354968,-5,17/01/2025 03:25:54,153647,19,task-wzke,repeat-3dmk#2,42543113,BLIND,12412390,,complete,,678a591a71ffb8818e74aba9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x778,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Accurate,2,,Accurate,,Accurate,Spreadsheet1,Spreadsheet1,5,image,Trials,mxeghn,1,response,F,518.1999999523159,515.7999999999993,518.1999999523159,518.1999999523159,515.7999999999993,518.1999999523159,1,518.1999999523159,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,F,instr_photo_5.jpg,#FF69B4,,1000ms,
14,1737120355968,17/01/2025 13:25:55,1737102355968,-5,17/01/2025 03:25:55,153647,19,task-wzke,repeat-3dmk#2,42543113,BLIND,12412390,,complete,,678a591a71ffb8818e74aba9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x778,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Accurate,2,,Accurate,,Accurate,Spreadsheet1,Spreadsheet1,5,image,Screen 2,2al84i,2,continue,,499.60000000000036,499.60000000000036,499.60000000000036,499.60000000000036,499.60000000000036,499.60000000000036,1,499.60000000000036,0,0,,Fixation Timing,Fixation,1,object-24,image,F,instr_photo_5.jpg,#FF69B4,,1000ms,
15,1737120355969,17/01/2025 13:25:55,1737102355969,-5,17/01/2025 03:25:55,153647,19,task-wzke,repeat-3dmk#2,42543113,BLIND,12412390,,complete,,678a591a71ffb8818e74aba9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x778,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Accurate,2,,Accurate,,Accurate,Spreadsheet1,Spreadsheet1,,,,,,info,END,,,14102,,,,0,,,,,,,,,,,,,,,
1,1737120319881,17/01/2025 13:25:19,1737102319881,-5,17/01/2025 03:25:19,153647,19,task-wzke,repeat-3dmk#3,42543132,BLIND,12412388,,complete,,678a596ef767b9becdc5a9f7,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1920x1080,1920x947,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,
2,1737120321111,17/01/2025 13:25:21,1737102321111,-5,17/01/2025 03:25:21,153647,19,task-wzke,repeat-3dmk#3,42543132,BLIND,12412388,,complete,,678a596ef767b9becdc5a9f7,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1920x1080,1920x947,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,Spreadsheet1,Spreadsheet1,1,instructions,Screen 1,djhvrt,1,continue,,1220.1599999999999,1204.1399999999994,1220.1599999999999,1220.1599999999999,1204.1399999999994,1220.1599999999999,1,1220.1599999999999,0,0,,Click To Continue,Continue Button,6,object-20,instructions,,,,,,
3,1737120322188,17/01/2025 13:25:22,1737102322188,-5,17/01/2025 03:25:22,153647,19,task-wzke,repeat-3dmk#3,42543132,BLIND,12412388,,complete,,678a596ef767b9becdc5a9f7,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1920x1080,1920x947,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,Spreadsheet1,Spreadsheet1,1,instructions,Screen 2,1kaj8e,2,continue,,1093.0200000000004,1087.0800000000008,1093.0200000000004,1093.0200000000004,1087.0800000000008,1093.0200000000004,1,1093.0200000000004,0,0,,Click To Continue,Continue Button,2,object-7,instructions,,,,,,
4,1737120325176,17/01/2025 13:25:25,1737102325176,-5,17/01/2025 03:25:25,153647,19,task-wzke,repeat-3dmk#3,42543132,BLIND,12412388,,complete,,678a596ef767b9becdc5a9f7,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1920x1080,1920x947,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,Spreadsheet1,Spreadsheet1,1,instructions,Screen 3,j5lb3b,3,timedOut,,2993.9399999999996,2993.659999999999,2993.9399999999996,2993.9399999999996,2993.659999999999,2993.9399999999996,1,2993.9399999999996,0,0,,Time Limit,screen,0,screen,instructions,,,,,,
5,1737120325564,17/01/2025 13:25:25,1737102325564,-5,17/01/2025 03:25:25,153647,19,task-wzke,repeat-3dmk#3,42543132,BLIND,12412388,,complete,,678a596ef767b9becdc5a9f7,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1920x1080,1920x947,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,Spreadsheet1,Spreadsheet1,1,image,Trials,mxeghn,1,response,F,388.28000000000065,384.65999999999985,388.28000000000065,388.28000000000065,384.65999999999985,388.28000000000065,1,388.28000000000065,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,F,instr_photo.jpg,#FF69B4,,1000ms,
6,1737120326564,17/01/2025 13:25:26,1737102326564,-5,17/01/2025 03:25:26,153647,19,task-wzke,repeat-3dmk#3,42543132,BLIND,12412388,,complete,,678a596ef767b9becdc5a9f7,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1920x1080,1920x947,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,Spreadsheet1,Spreadsheet1,1,image,Screen 2,2al84i,2,continue,,501.7399999999998,501.7399999999998,501.7399999999998,501.7399999999998,501.7399999999998,501.7399999999998,1,501.7399999999998,0,0,,Fixation Timing,Fixation,1,object-24,image,F,instr_photo.jpg,#FF69B4,,1000ms,
7,1737120327003,17/01/2025 13:25:27,1737102327003,-5,17/01/2025 03:25:27,153647,19,task-wzke,repeat-3dmk#3,42543132,BLIND,12412388,,complete,,678a596ef767b9becdc5a9f7,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1920x1080,1920x947,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,Spreadsheet1,Spreadsheet1,2,image,Trials,mxeghn,1,response,F,440.15999999999985,434.8199999999997,440.15999999999985,440.15999999999985,434.8199999999997,440.15999999999985,1,440.15999999999985,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,F,instr_photo_2.jpg,#DC143C,,1000ms,
8,1737120328003,17/01/2025 13:25:28,1737102328003,-5,17/01/2025 03:25:28,153647,19,task-wzke,repeat-3dmk#3,42543132,BLIND,12412388,,complete,,678a596ef767b9becdc5a9f7,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1920x1080,1920x947,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,Spreadsheet1,Spreadsheet1,2,image,Screen 2,2al84i,2,continue,,501.72000000000116,501.72000000000116,501.72000000000116,501.72000000000116,501.72000000000116,501.72000000000116,1,501.72000000000116,0,0,,Fixation Timing,Fixation,1,object-24,image,F,instr_photo_2.jpg,#DC143C,,1000ms,
9,1737120328446,17/01/2025 13:25:28,1737102328446,-5,17/01/2025 03:25:28,153647,19,task-wzke,repeat-3dmk#3,42543132,BLIND,12412388,,complete,,678a596ef767b9becdc5a9f7,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1920x1080,1920x947,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,Spreadsheet1,Spreadsheet1,3,image,Trials,mxeghn,1,response,F,443.8799999999992,434.8399999999983,443.8799999999992,443.8799999999992,434.8399999999983,443.8799999999992,1,443.8799999999992,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,F,instr_photo_3.jpg,#E2752C,,1000ms,
10,1737120329441,17/01/2025 13:25:29,1737102329441,-5,17/01/2025 03:25:29,153647,19,task-wzke,repeat-3dmk#3,42543132,BLIND,12412388,,complete,,678a596ef767b9becdc5a9f7,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1920x1080,1920x947,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,Spreadsheet1,Spreadsheet1,3,image,Screen 2,2al84i,2,continue,,501.7399999999998,501.7399999999998,501.7399999999998,501.7399999999998,501.7399999999998,501.7399999999998,1,501.7399999999998,0,0,,Fixation Timing,Fixation,1,object-24,image,F,instr_photo_3.jpg,#E2752C,,1000ms,
11,1737120329756,17/01/2025 13:25:29,1737102329756,-5,17/01/2025 03:25:29,153647,19,task-wzke,repeat-3dmk#3,42543132,BLIND,12412388,,complete,,678a596ef767b9becdc5a9f7,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1920x1080,1920x947,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,Spreadsheet1,Spreadsheet1,4,image,Trials,mxeghn,1,response,F,316.5799999999999,301.02000000000044,316.5799999999999,316.5799999999999,301.02000000000044,316.5799999999999,0,316.5799999999999,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,J,instr_photo_3.jpg,#DC143C,,1000ms,
12,1737120330745,17/01/2025 13:25:30,1737102330745,-5,17/01/2025 03:25:30,153647,19,task-wzke,repeat-3dmk#3,42543132,BLIND,12412388,,complete,,678a596ef767b9becdc5a9f7,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1920x1080,1920x947,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,Spreadsheet1,Spreadsheet1,4,image,Screen 2,2al84i,2,continue,,501.71999999999935,501.71999999999935,501.71999999999935,501.71999999999935,501.71999999999935,501.71999999999935,1,501.71999999999935,0,0,,Fixation Timing,Fixation,1,object-24,image,J,instr_photo_3.jpg,#DC143C,,1000ms,
13,1737120331191,17/01/2025 13:25:31,1737102331191,-5,17/01/2025 03:25:31,153647,19,task-wzke,repeat-3dmk#3,42543132,BLIND,12412388,,complete,,678a596ef767b9becdc5a9f7,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1920x1080,1920x947,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,Spreadsheet1,Spreadsheet1,5,image,Trials,mxeghn,1,response,F,445.10000000000036,434.84000000000196,445.10000000000036,445.10000000000036,434.84000000000196,445.10000000000036,1,445.10000000000036,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,F,instr_photo_5.jpg,#FF69B4,,1000ms,
14,1737120332184,17/01/2025 13:25:32,1737102332184,-5,17/01/2025 03:25:32,153647,19,task-wzke,repeat-3dmk#3,42543132,BLIND,12412388,,complete,,678a596ef767b9becdc5a9f7,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1920x1080,1920x947,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,Spreadsheet1,Spreadsheet1,5,image,Screen 2,2al84i,2,continue,,501.7400000000016,501.7400000000016,501.7400000000016,501.7400000000016,501.7400000000016,501.7400000000016,1,501.7400000000016,0,0,,Fixation Timing,Fixation,1,object-24,image,F,instr_photo_5.jpg,#FF69B4,,1000ms,
15,1737120332185,17/01/2025 13:25:32,1737102332185,-5,17/01/2025 03:25:32,153647,19,task-wzke,repeat-3dmk#3,42543132,BLIND,12412388,,complete,,678a596ef767b9becdc5a9f7,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1920x1080,1920x947,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,Spreadsheet1,Spreadsheet1,,,,,,info,END,,,12280,,,,0,,,,,,,,,,,,,,,
1,1737120398063,17/01/2025 13:26:38,1737098798063,-6,17/01/2025 01:26:38,153647,19,task-wzke,repeat-3dmk#2,42543152,BLIND,12412378,,complete,,678a59102c59d48aff2d67f9,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1280x720,853x390,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,
2,1737120405258,17/01/2025 13:26:45,1737098805258,-6,17/01/2025 01:26:45,153647,19,task-wzke,repeat-3dmk#2,42543152,BLIND,12412378,,complete,,678a59102c59d48aff2d67f9,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1280x720,853x390,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,instructions,Screen 1,djhvrt,1,continue,,7156.800000047684,7144.300000000001,7156.800000047684,7156.800000047684,7144.300000000001,7156.800000047684,1,7156.800000047684,0,0,,Click To Continue,Continue Button,6,object-20,instructions,,,,,,
3,1737120406154,17/01/2025 13:26:46,1737098806154,-6,17/01/2025 01:26:46,153647,19,task-wzke,repeat-3dmk#2,42543152,BLIND,12412378,,complete,,678a59102c59d48aff2d67f9,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1280x720,853x390,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,instructions,Screen 2,1kaj8e,2,continue,,909.1999999761574,899.1999999999989,909.1999999761574,909.1999999761574,899.1999999999989,909.1999999761574,1,909.1999999761574,0,0,,Click To Continue,Continue Button,2,object-7,instructions,,,,,,
4,1737120409142,17/01/2025 13:26:49,1737098809142,-6,17/01/2025 01:26:49,153647,19,task-wzke,repeat-3dmk#2,42543152,BLIND,12412378,,complete,,678a59102c59d48aff2d67f9,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1280x720,853x390,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,instructions,Screen 3,j5lb3b,3,timedOut,,2998.4999999761585,2997.6000000000004,2998.4999999761585,2998.4999999761585,2997.6000000000004,2998.4999999761585,1,2998.4999999761585,0,0,,Time Limit,screen,0,screen,instructions,,,,,,
5,1737120410142,17/01/2025 13:26:50,1737098810142,-6,17/01/2025 01:26:50,153647,19,task-wzke,repeat-3dmk#2,42543152,BLIND,12412378,,complete,,678a59102c59d48aff2d67f9,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1280x720,853x390,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,image,Trials,mxeghn,1,response,J,999.0999999999985,999.0999999999985,999.0999999999985,999.0999999999985,999.0999999999985,999.0999999999985,0,999.0999999999985,0,0,,Time Limit,screen,0,screen,image,F,instr_photo.jpg,#FF69B4,,1000ms,
6,1737120411124,17/01/2025 13:26:51,1737098811124,-6,17/01/2025 01:26:51,153647,19,task-wzke,repeat-3dmk#2,42543152,BLIND,12412378,,complete,,678a59102c59d48aff2d67f9,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1280x720,853x390,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,image,Screen 2,2al84i,2,continue,,499.5,499.5,499.5,499.5,499.5,499.5,1,499.5,0,0,,Fixation Timing,Fixation,1,object-24,image,F,instr_photo.jpg,#FF69B4,,1000ms,
7,1737120411608,17/01/2025 13:26:51,1737098811608,-6,17/01/2025 01:26:51,153647,19,task-wzke,repeat-3dmk#2,42543152,BLIND,12412378,,complete,,678a59102c59d48aff2d67f9,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1280x720,853x390,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,2,image,Trials,mxeghn,1,response,F,482.8999999999978,466.2999999999993,482.8999999999978,482.8999999999978,466.2999999999993,482.8999999999978,1,482.8999999999978,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,F,instr_photo_2.jpg,#DC143C,,1000ms,
8,1737120412589,17/01/2025 13:26:52,1737098812589,-6,17/01/2025 01:26:52,153647,19,task-wzke,repeat-3dmk#2,42543152,BLIND,12412378,,complete,,678a59102c59d48aff2d67f9,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1280x720,853x390,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,2,image,Screen 2,2al84i,2,continue,,499.6000000000022,499.6000000000022,499.6000000000022,499.6000000000022,499.6000000000022,499.6000000000022,1,499.6000000000022,0,0,,Fixation Timing,Fixation,1,object-24,image,F,instr_photo_2.jpg,#DC143C,,1000ms,
9,1737120413146,17/01/2025 13:26:53,1737098813146,-6,17/01/2025 01:26:53,153647,19,task-wzke,repeat-3dmk#2,42543152,BLIND,12412378,,complete,,678a59102c59d48aff2d67f9,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1280x720,853x390,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,3,image,Trials,mxeghn,1,response,F,556.7999999999993,549.5999999999985,556.7999999999993,556.7999999999993,549.5999999999985,556.7999999999993,1,556.7999999999993,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,F,instr_photo_3.jpg,#E2752C,,1000ms,
10,1737120414138,17/01/2025 13:26:54,1737098814138,-6,17/01/2025 01:26:54,153647,19,task-wzke,repeat-3dmk#2,42543152,BLIND,12412378,,complete,,678a59102c59d48aff2d67f9,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1280x720,853x390,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,3,image,Screen 2,2al84i,2,continue,,499.6000000000022,499.6000000000022,499.6000000000022,499.6000000000022,499.6000000000022,499.6000000000022,1,499.6000000000022,0,0,,Fixation Timing,Fixation,1,object-24,image,F,instr_photo_3.jpg,#E2752C,,1000ms,
11,1737120415138,17/01/2025 13:26:55,1737098815138,-6,17/01/2025 01:26:55,153647,19,task-wzke,repeat-3dmk#2,42543152,BLIND,12412378,,complete,,678a59102c59d48aff2d67f9,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1280x720,853x390,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,4,image,Trials,mxeghn,1,response,J,999.1999999999971,999.1999999999971,999.1999999999971,999.1999999999971,999.1999999999971,999.1999999999971,1,999.1999999999971,0,0,,Time Limit,screen,0,screen,image,J,instr_photo_3.jpg,#DC143C,,1000ms,
