Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,branch-phuz,branch-3j3b,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID
1,1737122430284,17/01/2025 14:00:30,1737104430284,-5,17/01/2025 04:00:30,153647,19,questionnaire-vj9b,repeat-3dmk#4->-repeat-ku6w#2->-repeat-bbex#1,42544725,BLIND,12412388,,complete,,678a596ef767b9becdc5a9f7,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1920x1080,1920x947,,,0,Debrieff,3,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,,,,,info,,BEGIN,,,,,
2,1737122435554,17/01/2025 14:00:35,1737104435554,-5,17/01/2025 04:00:35,153647,19,questionnaire-vj9b,repeat-3dmk#4->-repeat-ku6w#2->-repeat-bbex#1,42544725,BLIND,12412388,,complete,,678a596ef767b9becdc5a9f7,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1920x1080,1920x947,,,0,Debrieff,3,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,,,,,info,,END,5261,,,,
1,1737122669620,17/01/2025 14:04:29,1737104669620,-5,17/01/2025 04:04:29,153647,19,questionnaire-vj9b,repeat-3dmk#2->-repeat-tj2w#1->-repeat-bh4w#1,42544810,BLIND,12412390,,complete,,678a591a71ffb8818e74aba9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x778,,,0,Debrieff,3,Inaccurate~Accurate,2,,Accurate,,Accurate,,,,,info,,BEGIN,,,,,
2,1737122944693,17/01/2025 14:09:04,1737104944693,-5,17/01/2025 04:09:04,153647,19,questionnaire-vj9b,repeat-3dmk#2->-repeat-tj2w#1->-repeat-bh4w#1,42544810,BLIND,12412390,,complete,,678a591a71ffb8818e74aba9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x778,,,0,Debrieff,3,Inaccurate~Accurate,2,,Accurate,,Accurate,,,,,info,,END,275057,,,,
1,1737123429276,17/01/2025 14:17:09,1737101829276,-6,17/01/2025 02:17:09,153647,19,questionnaire-vj9b,repeat-3dmk#4->-repeat-tj2w#2->-repeat-bh4w#4,42545197,BLIND,12412378,,complete,,678a59102c59d48aff2d67f9,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1280x720,1280x585,,,0,Debrieff,3,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,,,,,info,,BEGIN,,,,,
2,1737123511352,17/01/2025 14:18:31,1737101911352,-6,17/01/2025 02:18:31,153647,19,questionnaire-vj9b,repeat-3dmk#4->-repeat-tj2w#2->-repeat-bh4w#4,42545197,BLIND,12412378,,complete,,678a59102c59d48aff2d67f9,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1280x720,1280x585,,,0,Debrieff,3,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,,,,,info,,END,82051,,,,
1,1737123720801,17/01/2025 14:22:00,1737105720801,-5,17/01/2025 04:22:00,153647,19,questionnaire-vj9b,repeat-3dmk#3->-repeat-tj2w#5->-repeat-bh4w#1,42545370,BLIND,12412381,,complete,,678a593a88d126e45fd45ac0,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1536x864,1536x731,,,0,Debrieff,3,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Accurate,,,,,info,,BEGIN,,,,,
2,1737123726450,17/01/2025 14:22:06,1737105726450,-5,17/01/2025 04:22:06,153647,19,questionnaire-vj9b,repeat-3dmk#3->-repeat-tj2w#5->-repeat-bh4w#1,42545370,BLIND,12412381,,complete,,678a593a88d126e45fd45ac0,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1536x864,1536x731,,,0,Debrieff,3,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Accurate,,,,,info,,END,5625,,,,
1,1737124572798,17/01/2025 14:36:12,1737106572798,-5,17/01/2025 04:36:12,153647,19,questionnaire-vj9b,repeat-3dmk#4->-repeat-ku6w#4->-repeat-bbex#3,42545977,BLIND,12412740,,complete,,678a5ff96409f0574fc37d1d,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1920x1080,1912x1000,,,0,Debrieff,3,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,,,,,,info,,BEGIN,,,,,
2,1737124651738,17/01/2025 14:37:31,1737106651738,-5,17/01/2025 04:37:31,153647,19,questionnaire-vj9b,repeat-3dmk#4->-repeat-ku6w#4->-repeat-bbex#3,42545977,BLIND,12412740,,complete,,678a5ff96409f0574fc37d1d,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1920x1080,1912x1000,,,0,Debrieff,3,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,,,,,,info,,END,78927,,,,
1,1737126954955,17/01/2025 15:15:54,1737098154955,-8,16/01/2025 23:15:54,153647,19,questionnaire-vj9b,repeat-3dmk#3->-repeat-tj2w#3->-repeat-bh4w#3,42548196,BLIND,12412886,,complete,,678a6257688e40fc940ad772,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1280x720,500x593,,,0,Debrieff,3,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,,,,,info,,BEGIN,,,,,
2,1737126959587,17/01/2025 15:15:59,1737098159587,-8,16/01/2025 23:15:59,153647,19,questionnaire-vj9b,repeat-3dmk#3->-repeat-tj2w#3->-repeat-bh4w#3,42548196,BLIND,12412886,,complete,,678a6257688e40fc940ad772,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1280x720,500x593,,,0,Debrieff,3,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,,,,,info,,END,4562,,,,
1,1737128324239,17/01/2025 15:38:44,1737110324239,-5,17/01/2025 05:38:44,153647,19,questionnaire-vj9b,repeat-3dmk#2->-repeat-ku6w#2->-repeat-bbex#4,42548993,BLIND,12413025,,complete,,678a66cca6cbaaaa7143eefe,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1005x944,,,0,Debrieff,3,Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,,,,,,info,,BEGIN,,,,,
2,1737128329066,17/01/2025 15:38:49,1737110329066,-5,17/01/2025 05:38:49,153647,19,questionnaire-vj9b,repeat-3dmk#2->-repeat-ku6w#2->-repeat-bbex#4,42548993,BLIND,12413025,,complete,,678a66cca6cbaaaa7143eefe,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1005x944,,,0,Debrieff,3,Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,,,,,,info,,END,4809,,,,
1,1737128119877,17/01/2025 15:35:19,1737099319877,-8,16/01/2025 23:35:19,153647,19,questionnaire-vj9b,repeat-3dmk#4->-repeat-tj2w#3->-repeat-bh4w#5,42549124,BLIND,12412971,,complete,,678a64868c561b1fec989696,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x991,,,0,Debrieff,3,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,,,,info,,BEGIN,,,,,
2,1737128126785,17/01/2025 15:35:26,1737099326785,-8,16/01/2025 23:35:26,153647,19,questionnaire-vj9b,repeat-3dmk#4->-repeat-tj2w#3->-repeat-bh4w#5,42549124,BLIND,12412971,,complete,,678a64868c561b1fec989696,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x991,,,0,Debrieff,3,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,,,,info,,END,6844,,,,
1,1737128623895,17/01/2025 15:43:43,1737099823895,-8,16/01/2025 23:43:43,153647,19,questionnaire-vj9b,repeat-3dmk#3->-repeat-ku6w#4->-repeat-bbex#1,42549513,BLIND,12413015,,complete,,678a60cb12c49300d3e8bc39,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,958x944,,,0,Debrieff,3,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,Accurate,,,,,,info,,BEGIN,,,,,
2,1737128628770,17/01/2025 15:43:48,1737099828770,-8,16/01/2025 23:43:48,153647,19,questionnaire-vj9b,repeat-3dmk#3->-repeat-ku6w#4->-repeat-bbex#1,42549513,BLIND,12413015,,complete,,678a60cb12c49300d3e8bc39,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,958x944,,,0,Debrieff,3,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,Accurate,,,,,,info,,END,4822,,,,
1,1737128705806,17/01/2025 15:45:05,1737099905806,-8,16/01/2025 23:45:05,153647,19,questionnaire-vj9b,repeat-3dmk#3->-repeat-tj2w#2->-repeat-bh4w#2,42549564,BLIND,12413322,,complete,,678a6791421b52d28a5918e0,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x864,1536x730,,,0,Debrieff,3,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,,,,,info,,BEGIN,,,,,
2,1737128733593,17/01/2025 15:45:33,1737099933593,-8,16/01/2025 23:45:33,153647,19,questionnaire-vj9b,repeat-3dmk#3->-repeat-tj2w#2->-repeat-bh4w#2,42549564,BLIND,12413322,,complete,,678a6791421b52d28a5918e0,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x864,1536x730,,,0,Debrieff,3,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,,,,,info,,BEGIN,,,,,
3,1737128742063,17/01/2025 15:45:42,1737099942063,-8,16/01/2025 23:45:42,153647,19,questionnaire-vj9b,repeat-3dmk#3->-repeat-tj2w#2->-repeat-bh4w#2,42549564,BLIND,12413322,,complete,,678a6791421b52d28a5918e0,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x864,1536x730,,,0,Debrieff,3,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,,,,,info,,END,36223,,,,
1,1737129416535,17/01/2025 15:56:56,1737100616535,-8,16/01/2025 23:56:56,153647,19,questionnaire-vj9b,repeat-3dmk#1->-repeat-tj2w#3->-repeat-bh4w#1,42550145,BLIND,12413123,,complete,,678a62c9820efe858b9375ca,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,500x601,,,0,Debrieff,3,Accurate,2,,Inaccurate~Inaccurate~Accurate,,Accurate,,,,,info,,BEGIN,,,,,
2,1737129428280,17/01/2025 15:57:08,1737100628280,-8,16/01/2025 23:57:08,153647,19,questionnaire-vj9b,repeat-3dmk#1->-repeat-tj2w#3->-repeat-bh4w#1,42550145,BLIND,12413123,,complete,,678a62c9820efe858b9375ca,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,500x601,,,0,Debrieff,3,Accurate,2,,Inaccurate~Inaccurate~Accurate,,Accurate,,,,,info,,END,11668,,,,
1,1737129666409,17/01/2025 16:01:06,1737111666409,-5,17/01/2025 06:01:06,153647,19,questionnaire-vj9b,repeat-3dmk#1->-repeat-ku6w#1->-repeat-bbex#2,42550341,BLIND,12413414,,complete,,678a6570c65a3f4a8f58ab53,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,536x944,,,0,Debrieff,3,Accurate,1,Accurate,,Inaccurate~Accurate,,,,,,info,,BEGIN,,,,,
2,1737129680472,17/01/2025 16:01:20,1737111680472,-5,17/01/2025 06:01:20,153647,19,questionnaire-vj9b,repeat-3dmk#1->-repeat-ku6w#1->-repeat-bbex#2,42550341,BLIND,12413414,,complete,,678a6570c65a3f4a8f58ab53,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,536x944,,,0,Debrieff,3,Accurate,1,Accurate,,Inaccurate~Accurate,,,,,,info,,END,14028,,,,
1,1737131816653,17/01/2025 16:36:56,1737103016653,-8,17/01/2025 00:36:56,153647,19,questionnaire-vj9b,repeat-3dmk#2->-repeat-tj2w#1->-repeat-bh4w#1,42551483,BLIND,12413124,,complete,,678a67b1292df7510078cc1d,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1280x720,500x601,,,0,Debrieff,3,Inaccurate~Accurate,2,,Accurate,,Accurate,,,,,info,,BEGIN,,,,,
2,1737131821106,17/01/2025 16:37:01,1737103021106,-8,17/01/2025 00:37:01,153647,19,questionnaire-vj9b,repeat-3dmk#2->-repeat-tj2w#1->-repeat-bh4w#1,42551483,BLIND,12413124,,complete,,678a67b1292df7510078cc1d,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1280x720,500x601,,,0,Debrieff,3,Inaccurate~Accurate,2,,Accurate,,Accurate,,,,,info,,END,4366,,,,
END OF FILE
