Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,branch-phuz,branch-3j3b,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: answer,Spreadsheet: img,Spreadsheet: border,Spreadsheet: Screen,Manipulation: Spreadsheet,Store: Total,Store: correct
2,1737120285083,17/01/2025 13:24:45,1737102285083,-5,17/01/2025 03:24:45,153647,19,task-icdl,,42543082,BLIND,12412390,,complete,,678a591a71ffb8818e74aba9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x778,,,0,Sustained Attention Task Instructions,14,Inaccurate~Accurate,2,,Accurate,,Accurate,Sustained Attention Trials,Sustained Attention Trials,1,instructions,Intro,3syeo3,1,continue,,1291.2719999761582,1282.472,1291.2719999761582,1291.2719999761582,1282.472,1291.2719999761582,1,1291.2719999761582,0,0,,Click To Continue,Continue Button,2,object-56,instructions,,,,,,,
3,1737120285085,17/01/2025 13:24:45,1737102285085,-5,17/01/2025 03:24:45,153647,19,task-icdl,,42543082,BLIND,12412390,,complete,,678a591a71ffb8818e74aba9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x778,,,0,Sustained Attention Task Instructions,14,Inaccurate~Accurate,2,,Accurate,,Accurate,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,END,,,1266,,,,0,,,,,,,,,,,,,,,,
1,1737121870399,17/01/2025 13:51:10,1737103870399,-5,17/01/2025 03:51:10,153647,19,task-icdl,,42544337,BLIND,12412740,,complete,,678a5ff96409f0574fc37d1d,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1920x1080,1912x1000,,,0,Sustained Attention Task Instructions,14,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1737121872041,17/01/2025 13:51:12,1737103872041,-5,17/01/2025 03:51:12,153647,19,task-icdl,,42544337,BLIND,12412740,,complete,,678a5ff96409f0574fc37d1d,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1920x1080,1912x1000,,,0,Sustained Attention Task Instructions,14,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,,Sustained Attention Trials,Sustained Attention Trials,1,instructions,Intro,3syeo3,1,continue,,1650.34,1648.4399999999998,1650.34,1650.34,1648.4399999999998,1650.34,1,1650.34,0,0,,Click To Continue,Continue Button,2,object-56,instructions,,,,,,,
3,1737121872042,17/01/2025 13:51:12,1737103872042,-5,17/01/2025 03:51:12,153647,19,task-icdl,,42544337,BLIND,12412740,,complete,,678a5ff96409f0574fc37d1d,computer,Desktop or Laptop,Windows 10,Edge 131.0.0.0,1920x1080,1912x1000,,,0,Sustained Attention Task Instructions,14,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,END,,,1633,,,,0,,,,,,,,,,,,,,,,
1,1737123314200,17/01/2025 14:15:14,1737094514200,-8,16/01/2025 22:15:14,153647,19,task-icdl,,42545129,BLIND,12412971,,complete,,678a64868c561b1fec989696,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x991,,,0,Sustained Attention Task Instructions,14,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1737123398202,17/01/2025 14:16:38,1737094598202,-8,16/01/2025 22:16:38,153647,19,task-icdl,,42545129,BLIND,12412971,,complete,,678a64868c561b1fec989696,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x991,,,0,Sustained Attention Task Instructions,14,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,Sustained Attention Trials,Sustained Attention Trials,1,instructions,Intro,3syeo3,1,continue,,84035.70600014305,84026.506,84035.70600014305,84035.70600014305,84026.506,84035.70600014305,1,84035.70600014305,0,0,,Click To Continue,Continue Button,2,object-56,instructions,,,,,,,
3,1737123398221,17/01/2025 14:16:38,1737094598221,-8,16/01/2025 22:16:38,153647,19,task-icdl,,42545129,BLIND,12412971,,complete,,678a64868c561b1fec989696,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x991,,,0,Sustained Attention Task Instructions,14,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,END,,,83956,,,,0,,,,,,,,,,,,,,,,
1,1737123637435,17/01/2025 14:20:37,1737094837435,-8,16/01/2025 22:20:37,153647,19,task-icdl,,42545327,BLIND,12413015,,complete,,678a60cb12c49300d3e8bc39,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,958x944,,,0,Sustained Attention Task Instructions,14,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,Accurate,,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1737123650132,17/01/2025 14:20:50,1737094850132,-8,16/01/2025 22:20:50,153647,19,task-icdl,,42545327,BLIND,12413015,,complete,,678a60cb12c49300d3e8bc39,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,958x944,,,0,Sustained Attention Task Instructions,14,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,Accurate,,Sustained Attention Trials,Sustained Attention Trials,1,instructions,Intro,3syeo3,1,continue,,12740.431999999995,12723.731999999998,12740.431999999995,12740.431999999995,12723.731999999998,12740.431999999995,1,12740.431999999995,0,0,,Click To Continue,Continue Button,2,object-56,instructions,,,,,,,
3,1737123650138,17/01/2025 14:20:50,1737094850138,-8,16/01/2025 22:20:50,153647,19,task-icdl,,42545327,BLIND,12413015,,complete,,678a60cb12c49300d3e8bc39,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,958x944,,,0,Sustained Attention Task Instructions,14,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,Accurate,,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,END,,,12648,,,,0,,,,,,,,,,,,,,,,
1,1737124122439,17/01/2025 14:28:42,1737095322439,-8,16/01/2025 22:28:42,153647,19,task-icdl,,42545618,BLIND,12412886,,complete,,678a6257688e40fc940ad772,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1280x720,500x593,,,0,Sustained Attention Task Instructions,14,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1737124139958,17/01/2025 14:28:59,1737095339958,-8,16/01/2025 22:28:59,153647,19,task-icdl,,42545618,BLIND,12412886,,complete,,678a6257688e40fc940ad772,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1280x720,500x593,,,0,Sustained Attention Task Instructions,14,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,Sustained Attention Trials,Sustained Attention Trials,1,instructions,Intro,3syeo3,1,continue,,17543.007999999998,17526.408,17543.007999999998,17543.007999999998,17526.408,17543.007999999998,1,17543.007999999998,0,0,,Click To Continue,Continue Button,2,object-56,instructions,,,,,,,
3,1737124139971,17/01/2025 14:28:59,1737095339971,-8,16/01/2025 22:28:59,153647,19,task-icdl,,42545618,BLIND,12412886,,complete,,678a6257688e40fc940ad772,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1280x720,500x593,,,0,Sustained Attention Task Instructions,14,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,END,,,17487,,,,0,,,,,,,,,,,,,,,,
1,1737124187000,17/01/2025 14:29:47,1737106187000,-5,17/01/2025 04:29:47,153647,19,task-icdl,,42545666,BLIND,12413025,,complete,,678a66cca6cbaaaa7143eefe,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1378x944,,,0,Sustained Attention Task Instructions,14,Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1737124231398,17/01/2025 14:30:31,1737106231398,-5,17/01/2025 04:30:31,153647,19,task-icdl,,42545666,BLIND,12413025,,complete,,678a66cca6cbaaaa7143eefe,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1378x944,,,0,Sustained Attention Task Instructions,14,Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,,Sustained Attention Trials,Sustained Attention Trials,1,instructions,Intro,3syeo3,1,continue,,44410.14400004769,44398.044,44410.14400004769,44410.14400004769,44398.044,44410.14400004769,1,44410.14400004769,0,0,,Click To Continue,Continue Button,2,object-56,instructions,,,,,,,
3,1737124231402,17/01/2025 14:30:31,1737106231402,-5,17/01/2025 04:30:31,153647,19,task-icdl,,42545666,BLIND,12413025,,complete,,678a66cca6cbaaaa7143eefe,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1378x944,,,0,Sustained Attention Task Instructions,14,Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,END,,,44390,,,,0,,,,,,,,,,,,,,,,
1,1737125386757,17/01/2025 14:49:46,1737096586757,-8,16/01/2025 22:49:46,153647,19,task-icdl,,42546756,BLIND,12413123,,complete,,678a62c9820efe858b9375ca,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,500x601,,,0,Sustained Attention Task Instructions,14,Accurate,2,,Inaccurate~Inaccurate~Accurate,,Accurate,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1737127003036,17/01/2025 15:16:43,1737098203036,-8,16/01/2025 23:16:43,153647,19,task-icdl,,42546756,BLIND,12413123,,complete,,678a62c9820efe858b9375ca,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,500x601,,,0,Sustained Attention Task Instructions,14,Accurate,2,,Inaccurate~Inaccurate~Accurate,,Accurate,Sustained Attention Trials,Sustained Attention Trials,1,instructions,Intro,3syeo3,1,continue,,1616304.642,1616286.842,1616304.642,1616304.642,1616286.842,1616304.642,1,1616304.642,0,0,,Click To Continue,Continue Button,2,object-56,instructions,,,,,,,
3,1737127003071,17/01/2025 15:16:43,1737098203071,-8,16/01/2025 23:16:43,153647,19,task-icdl,,42546756,BLIND,12413123,,complete,,678a62c9820efe858b9375ca,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,500x601,,,0,Sustained Attention Task Instructions,14,Accurate,2,,Inaccurate~Inaccurate~Accurate,,Accurate,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,END,,,1616219,,,,0,,,,,,,,,,,,,,,,
1,1737125395973,17/01/2025 14:49:55,1737096595973,-8,16/01/2025 22:49:55,153647,19,task-icdl,,42546769,BLIND,12413124,,complete,,678a67b1292df7510078cc1d,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1280x720,500x601,,,0,Sustained Attention Task Instructions,14,Inaccurate~Accurate,2,,Accurate,,Accurate,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1737127445637,17/01/2025 15:24:05,1737098645637,-8,16/01/2025 23:24:05,153647,19,task-icdl,,42546769,BLIND,12413124,,complete,,678a67b1292df7510078cc1d,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1280x720,500x601,,,0,Sustained Attention Task Instructions,14,Inaccurate~Accurate,2,,Accurate,,Accurate,Sustained Attention Trials,Sustained Attention Trials,1,instructions,Intro,3syeo3,1,continue,,2049702.0460000238,2049696.146,2049702.0460000238,2049702.0460000238,2049696.146,2049702.0460000238,1,2049702.0460000238,0,0,,Click To Continue,Continue Button,2,object-56,instructions,,,,,,,
3,1737127445645,17/01/2025 15:24:05,1737098645645,-8,16/01/2025 23:24:05,153647,19,task-icdl,,42546769,BLIND,12413124,,complete,,678a67b1292df7510078cc1d,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1280x720,500x601,,,0,Sustained Attention Task Instructions,14,Inaccurate~Accurate,2,,Accurate,,Accurate,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,END,,,2049601,,,,0,,,,,,,,,,,,,,,,
1,1737125873624,17/01/2025 14:57:53,1737097073624,-8,16/01/2025 22:57:53,153647,19,task-icdl,,42547187,BLIND,12413322,,complete,,678a6791421b52d28a5918e0,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x864,1536x730,,,0,Sustained Attention Task Instructions,14,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1737125914164,17/01/2025 14:58:34,1737097114164,-8,16/01/2025 22:58:34,153647,19,task-icdl,,42547187,BLIND,12413322,,complete,,678a6791421b52d28a5918e0,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x864,1536x730,,,0,Sustained Attention Task Instructions,14,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,Sustained Attention Trials,Sustained Attention Trials,1,instructions,Intro,3syeo3,1,continue,,49387.70000000298,49381.5,49387.70000000298,49387.70000000298,49381.5,49387.70000000298,1,49387.70000000298,0,0,,Click To Continue,Continue Button,2,object-56,instructions,,,,,,,
3,1737125914173,17/01/2025 14:58:34,1737097114173,-8,16/01/2025 22:58:34,153647,19,task-icdl,,42547187,BLIND,12413322,,complete,,678a6791421b52d28a5918e0,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x864,1536x730,,,0,Sustained Attention Task Instructions,14,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,END,,,40519,,,,0,,,,,,,,,,,,,,,,
1,1737126248309,17/01/2025 15:04:08,1737108248309,-5,17/01/2025 05:04:08,153647,19,task-icdl,,42547524,BLIND,12413414,,complete,,678a6570c65a3f4a8f58ab53,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,536x944,,,0,Sustained Attention Task Instructions,14,Accurate,1,Accurate,,Inaccurate~Accurate,,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1737126326867,17/01/2025 15:05:26,1737108326867,-5,17/01/2025 05:05:26,153647,19,task-icdl,,42547524,BLIND,12413414,,complete,,678a6570c65a3f4a8f58ab53,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,536x944,,,0,Sustained Attention Task Instructions,14,Accurate,1,Accurate,,Inaccurate~Accurate,,Sustained Attention Trials,Sustained Attention Trials,1,instructions,Intro,3syeo3,1,continue,,78602.928,78586.228,78602.928,78602.928,78586.228,78602.928,1,78602.928,0,0,,Click To Continue,Continue Button,2,object-56,instructions,,,,,,,
3,1737126326890,17/01/2025 15:05:26,1737108326890,-5,17/01/2025 05:05:26,153647,19,task-icdl,,42547524,BLIND,12413414,,complete,,678a6570c65a3f4a8f58ab53,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,536x944,,,0,Sustained Attention Task Instructions,14,Accurate,1,Accurate,,Inaccurate~Accurate,,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,END,,,78485,,,,0,,,,,,,,,,,,,,,,
END OF FILE
