Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,branch-phuz,branch-3j3b,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: type,Spreadsheet: answer,Spreadsheet: memory,Spreadsheet: randomise,Spreadsheet: img,Manipulation: Spreadsheet
1,1737121446926,17/01/2025 13:44:06,1737103446926,-5,17/01/2025 03:44:06,153647,19,task-tak4,repeat-3dmk#4->-repeat-ku6w#2,42544034,BLIND,12412388,,complete,,678a596ef767b9becdc5a9f7,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1920x1080,1920x947,,,0,Memory Task (Clone 3),10,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,memory_resampled,memory_resampled,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,
2,1737121454259,17/01/2025 13:44:14,1737103454259,-5,17/01/2025 03:44:14,153647,19,task-tak4,repeat-3dmk#4->-repeat-ku6w#2,42544034,BLIND,12412388,,complete,,678a596ef767b9becdc5a9f7,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1920x1080,1920x947,,,0,Memory Task (Clone 3),10,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,memory_resampled,memory_resampled,1,image,Screen 3,zz7hbh,1,continue,,6115.68,6102.540000000001,6115.68,6115.68,6102.540000000001,6115.68,1,6115.68,0,0,,Key To Continue,Image,1,object-1907,image,target,F,filler,1,Lake 11.jpg,
3,1737121454260,17/01/2025 13:44:14,1737103454260,-5,17/01/2025 03:44:14,153647,19,task-tak4,repeat-3dmk#4->-repeat-ku6w#2,42544034,BLIND,12412388,,complete,,678a596ef767b9becdc5a9f7,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1920x1080,1920x947,,,0,Memory Task (Clone 3),10,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,memory_resampled,memory_resampled,1,image,Screen 3,zz7hbh,1,continue,,6117.68,6102.540000000001,6117.68,6117.68,6102.540000000001,6117.68,1,6117.68,0,0,,Key To Continue,Image,1,object-1907,image,target,F,filler,1,Lake 11.jpg,
4,1737121456738,17/01/2025 13:44:16,1737103456738,-5,17/01/2025 03:44:16,153647,19,task-tak4,repeat-3dmk#4->-repeat-ku6w#2,42544034,BLIND,12412388,,complete,,678a596ef767b9becdc5a9f7,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1920x1080,1920x947,,,0,Memory Task (Clone 3),10,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,memory_resampled,memory_resampled,2,image,Screen 3,zz7hbh,1,continue,,2493.1399999999994,2491.92,2493.1399999999994,2493.1399999999994,2491.92,2493.1399999999994,1,2493.1399999999994,0,0,,Key To Continue,Image,1,object-1907,image,target,F,target,1,04c7e1e045d2a464c7660a5a1dc6b521.jpg,
5,1737121456739,17/01/2025 13:44:16,1737103456739,-5,17/01/2025 03:44:16,153647,19,task-tak4,repeat-3dmk#4->-repeat-ku6w#2,42544034,BLIND,12412388,,complete,,678a596ef767b9becdc5a9f7,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1920x1080,1920x947,,,0,Memory Task (Clone 3),10,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,memory_resampled,memory_resampled,2,image,Screen 3,zz7hbh,1,continue,,2494.1399999999994,2491.92,2494.1399999999994,2494.1399999999994,2491.92,2494.1399999999994,1,2494.1399999999994,0,0,,Key To Continue,Image,1,object-1907,image,target,F,target,1,04c7e1e045d2a464c7660a5a1dc6b521.jpg,
6,1737121458026,17/01/2025 13:44:18,1737103458026,-5,17/01/2025 03:44:18,153647,19,task-tak4,repeat-3dmk#4->-repeat-ku6w#2,42544034,BLIND,12412388,,complete,,678a596ef767b9becdc5a9f7,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1920x1080,1920x947,,,0,Memory Task (Clone 3),10,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,memory_resampled,memory_resampled,3,image,Screen 3,zz7hbh,1,continue,,1290.2199999999993,1287.7600000000002,1290.2199999999993,1290.2199999999993,1287.7600000000002,1290.2199999999993,1,1290.2199999999993,0,0,,Key To Continue,Image,1,object-1907,image,target,F,target,1,7f71ecb2b2d72740920f76cd5a95b2e2.jpg,
7,1737121458030,17/01/2025 13:44:18,1737103458030,-5,17/01/2025 03:44:18,153647,19,task-tak4,repeat-3dmk#4->-repeat-ku6w#2,42544034,BLIND,12412388,,complete,,678a596ef767b9becdc5a9f7,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1920x1080,1920x947,,,0,Memory Task (Clone 3),10,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,memory_resampled,memory_resampled,3,image,Screen 3,zz7hbh,1,continue,,1294.2199999999993,1287.7600000000002,1294.2199999999993,1294.2199999999993,1287.7600000000002,1294.2199999999993,1,1294.2199999999993,0,0,,Key To Continue,Image,1,object-1907,image,target,F,target,1,7f71ecb2b2d72740920f76cd5a95b2e2.jpg,
8,1737121461491,17/01/2025 13:44:21,1737103461491,-5,17/01/2025 03:44:21,153647,19,task-tak4,repeat-3dmk#4->-repeat-ku6w#2,42544034,BLIND,12412388,,complete,,678a596ef767b9becdc5a9f7,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1920x1080,1920x947,,,0,Memory Task (Clone 3),10,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,memory_resampled,memory_resampled,4,image,Screen 3,zz7hbh,1,continue,,3466.459999999999,3461.9399999999987,3466.459999999999,3466.459999999999,3461.9399999999987,3466.459999999999,1,3466.459999999999,0,0,,Key To Continue,Image,1,object-1907,image,target,F,target,1,2f3e68a37d68e5bab426786d2ae708cf.jpg,
9,1737121461492,17/01/2025 13:44:21,1737103461492,-5,17/01/2025 03:44:21,153647,19,task-tak4,repeat-3dmk#4->-repeat-ku6w#2,42544034,BLIND,12412388,,complete,,678a596ef767b9becdc5a9f7,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1920x1080,1920x947,,,0,Memory Task (Clone 3),10,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,memory_resampled,memory_resampled,4,image,Screen 3,zz7hbh,1,continue,,3467.459999999999,3461.9399999999987,3467.459999999999,3467.459999999999,3461.9399999999987,3467.459999999999,1,3467.459999999999,0,0,,Key To Continue,Image,1,object-1907,image,target,F,target,1,2f3e68a37d68e5bab426786d2ae708cf.jpg,
10,1737121463338,17/01/2025 13:44:23,1737103463338,-5,17/01/2025 03:44:23,153647,19,task-tak4,repeat-3dmk#4->-repeat-ku6w#2,42544034,BLIND,12412388,,complete,,678a596ef767b9becdc5a9f7,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1920x1080,1920x947,,,0,Memory Task (Clone 3),10,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,memory_resampled,memory_resampled,5,image,Screen 3,zz7hbh,1,continue,,1851.5200000000004,1839.6599999999999,1851.5200000000004,1851.5200000000004,1839.6599999999999,1851.5200000000004,1,1851.5200000000004,0,0,,Key To Continue,Image,1,object-1907,image,target,F,target,1,8979facd2551c9b4d2ed46316c3109e3.jpg,
