Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,branch-phuz,branch-3j3b,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: number,Spreadsheet: img,Spreadsheet: type,Spreadsheet: mem_type,Spreadsheet: answer,Spreadsheet: border,Spreadsheet: memory,Spreadsheet: ans1,Spreadsheet: ans2,Spreadsheet: ans3,Spreadsheet: val1,Spreadsheet: val2,Spreadsheet: val3,Manipulation: Spreadsheet,Store: correct3,Store: total3
1,1736519184520,10/01/2025 14:26:24,1736497584520,-6,10/01/2025 02:26:24,153647,18,task-7g1b,repeat-3dmk#2->-repeat-ku6w#3->-repeat-bbex#1,42388283,BLIND,12371860,,complete,,67812805083317810c101abb,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1536x864,1536x722,,,0,Subjective rating Practice,6,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Accurate,,emo_prac,emo_prac,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
2,1736519185810,10/01/2025 14:26:25,1736497585810,-6,10/01/2025 02:26:25,153647,18,task-7g1b,repeat-3dmk#2->-repeat-ku6w#3->-repeat-bbex#1,42388283,BLIND,12371860,,complete,,67812805083317810c101abb,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1536x864,1536x722,,,0,Subjective rating Practice,6,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Accurate,,emo_prac,emo_prac,1,instructions,Screen 12,eyep1y,1,continue,,985.2600000000002,982.5200000000004,985.2600000000002,985.2600000000002,982.5200000000004,985.2600000000002,1,985.2600000000002,0,0,,Click To Continue,Continue Button,2,object-4,instructions,,,,,,,,,,,,,,,,
3,1736519188128,10/01/2025 14:26:28,1736497588128,-6,10/01/2025 02:26:28,153647,18,task-7g1b,repeat-3dmk#2->-repeat-ku6w#3->-repeat-bbex#1,42388283,BLIND,12371860,,complete,,67812805083317810c101abb,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1536x864,1536x722,,,0,Subjective rating Practice,6,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Accurate,,emo_prac,emo_prac,1,instructions,Screen 5,e3ks8t,2,continue,,2320.74,2316.5599999999995,2320.74,2320.74,2316.5599999999995,2320.74,1,2320.74,0,0,,Click To Continue,Continue Button,2,object-68,instructions,,,,,,,,,,,,,,,,
4,1736519192894,10/01/2025 14:26:32,1736497592894,-6,10/01/2025 02:26:32,153647,18,task-7g1b,repeat-3dmk#2->-repeat-ku6w#3->-repeat-bbex#1,42388283,BLIND,12371860,,complete,,67812805083317810c101abb,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1536x864,1536x722,,,0,Subjective rating Practice,6,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Accurate,,emo_prac,emo_prac,1,instructions,Screen 9,l1vn7l,3,continue,,4769.18,4764.460000000001,4769.18,4769.18,4764.460000000001,4769.18,1,4769.18,0,0,,Click To Continue,Continue Button,3,object-65,instructions,,,,,,,,,,,,,,,,
5,1736519192908,10/01/2025 14:26:32,1736497592908,-6,10/01/2025 02:26:32,153647,18,task-7g1b,repeat-3dmk#2->-repeat-ku6w#3->-repeat-bbex#1,42388283,BLIND,12371860,,complete,,67812805083317810c101abb,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1536x864,1536x722,,,0,Subjective rating Practice,6,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Accurate,,emo_prac,emo_prac,1,instructions,Screen 10,xskzd4,4,info,,8.320000000001528,0,8.320000000001528,8.320000000001528,0,8.320000000001528,1,8.320000000001528,0,0,,Slider,Slider,5,object-39,instructions,,,,,,,,,,,,,,,,
6,1736519199083,10/01/2025 14:26:39,1736497599083,-6,10/01/2025 02:26:39,153647,18,task-7g1b,repeat-3dmk#2->-repeat-ku6w#3->-repeat-bbex#1,42388283,BLIND,12371860,,complete,,67812805083317810c101abb,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1536x864,1536x722,,,0,Subjective rating Practice,6,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Accurate,,emo_prac,emo_prac,1,instructions,Screen 10,xskzd4,4,continue,,6195.719999999999,6189.979999999998,6195.719999999999,6195.719999999999,6189.979999999998,6195.719999999999,1,6195.719999999999,0,0,,Click To Continue,Continue Button,9,object-66,instructions,,,,,,,,,,,,,,,,
7,1736519199085,10/01/2025 14:26:39,1736497599085,-6,10/01/2025 02:26:39,153647,18,task-7g1b,repeat-3dmk#2->-repeat-ku6w#3->-repeat-bbex#1,42388283,BLIND,12371860,,complete,,67812805083317810c101abb,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1536x864,1536x722,,,0,Subjective rating Practice,6,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Accurate,,emo_prac,emo_prac,1,instructions,Screen 10,xskzd4,4,response,9,2508.0599999999995,6189.979999999998,6196.719999999999,2508.0599999999995,6189.979999999998,6196.719999999999,1,2508.0599999999995,3688.66,0,,Slider,Slider,5,object-39,instructions,,,,,,,,,,,,,,,,
8,1736519199093,10/01/2025 14:26:39,1736497599093,-6,10/01/2025 02:26:39,153647,18,task-7g1b,repeat-3dmk#2->-repeat-ku6w#3->-repeat-bbex#1,42388283,BLIND,12371860,,complete,,67812805083317810c101abb,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1536x864,1536x722,,,0,Subjective rating Practice,6,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Accurate,,emo_prac,emo_prac,1,instructions,Screen 11,fgeg47,5,info,,8.319999999999709,0,8.319999999999709,8.319999999999709,0,8.319999999999709,1,8.319999999999709,0,0,,Slider,Slider,5,object-61,instructions,,,,,,,,,,,,,,,,
9,1736519210671,10/01/2025 14:26:50,1736497610671,-6,10/01/2025 02:26:50,153647,18,task-7g1b,repeat-3dmk#2->-repeat-ku6w#3->-repeat-bbex#1,42388283,BLIND,12371860,,complete,,67812805083317810c101abb,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1536x864,1536x722,,,0,Subjective rating Practice,6,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Accurate,,emo_prac,emo_prac,1,instructions,Screen 11,fgeg47,5,continue,,11591.740000000002,11588.86,11591.740000000002,11591.740000000002,11588.86,11591.740000000002,1,11591.740000000002,0,0,,Click To Continue,Continue Button,9,object-67,instructions,,,,,,,,,,,,,,,,
10,1736519210672,10/01/2025 14:26:50,1736497610672,-6,10/01/2025 02:26:50,153647,18,task-7g1b,repeat-3dmk#2->-repeat-ku6w#3->-repeat-bbex#1,42388283,BLIND,12371860,,complete,,67812805083317810c101abb,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1536x864,1536x722,,,0,Subjective rating Practice,6,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Accurate,,emo_prac,emo_prac,1,instructions,Screen 11,fgeg47,5,response,6,2849.34,11588.86,11593.740000000002,2849.34,11588.86,11593.740000000002,1,2849.34,8744.400000000001,0,,Slider,Slider,5,object-61,instructions,,,,,,,,,,,,,,,,
