Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,branch-phuz,branch-3j3b,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: number,Spreadsheet: img,Spreadsheet: type,Spreadsheet: mem_type,Spreadsheet: answer,Spreadsheet: border,Spreadsheet: memory,Spreadsheet: ans1,Spreadsheet: ans2,Spreadsheet: ans3,Spreadsheet: val1,Spreadsheet: val2,Spreadsheet: val3,Manipulation: Spreadsheet,Store: correct3,Store: total3
11,1736519213667,10/01/2025 14:26:53,1736497613667,-6,10/01/2025 02:26:53,153647,18,task-7g1b,repeat-3dmk#2->-repeat-ku6w#3->-repeat-bbex#1,42388283,BLIND,12371860,,complete,,67812805083317810c101abb,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1536x864,1536x722,,,0,Subjective rating Practice,6,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Accurate,,emo_prac,emo_prac,1,instructions,Screen 6,yf7ssf,6,timedOut,,3000.880000000001,2999.1800000000003,3000.880000000001,3000.880000000001,2999.1800000000003,3000.880000000001,1,3000.880000000001,0,0,,Time Limit,screen,0,screen,instructions,,,,,,,,,,,,,,,,
12,1736519213674,10/01/2025 14:26:53,1736497613674,-6,10/01/2025 02:26:53,153647,18,task-7g1b,repeat-3dmk#2->-repeat-ku6w#3->-repeat-bbex#1,42388283,BLIND,12371860,,complete,,67812805083317810c101abb,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1536x864,1536x722,,,0,Subjective rating Practice,6,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Accurate,,emo_prac,emo_prac,1,image,Screen 1,l8m57c,1,info,,7.700000000000728,0,7.700000000000728,7.700000000000728,0,7.700000000000728,0,7.700000000000728,0,0,,Slider,Slider,4,object-51,image,,,,,,,,,,,,,,,0,0
13,1736519217995,10/01/2025 14:26:57,1736497617995,-6,10/01/2025 02:26:57,153647,18,task-7g1b,repeat-3dmk#2->-repeat-ku6w#3->-repeat-bbex#1,42388283,BLIND,12371860,,complete,,67812805083317810c101abb,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1536x864,1536x722,,,0,Subjective rating Practice,6,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Accurate,,emo_prac,emo_prac,1,image,Screen 1,l8m57c,1,continue,,4329.700000000001,4323.039999999997,4329.700000000001,4329.700000000001,4323.039999999997,4329.700000000001,0,4329.700000000001,0,0,,Click To Continue,Continue Button,7,object-69,image,,,,,,,,,,,,,,,0,1
14,1736519217996,10/01/2025 14:26:57,1736497617996,-6,10/01/2025 02:26:57,153647,18,task-7g1b,repeat-3dmk#2->-repeat-ku6w#3->-repeat-bbex#1,42388283,BLIND,12371860,,complete,,67812805083317810c101abb,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1536x864,1536x722,,,0,Subjective rating Practice,6,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Accurate,,emo_prac,emo_prac,1,image,Screen 1,l8m57c,1,response,9,3323.860000000004,4323.039999999997,4329.700000000001,3323.860000000004,4323.039999999997,4329.700000000001,1,3323.860000000004,1005.8399999999965,0,,Slider,Slider,4,object-51,image,,,,,,,,,,,,,,,1,2
15,1736519218996,10/01/2025 14:26:58,1736497618996,-6,10/01/2025 02:26:58,153647,18,task-7g1b,repeat-3dmk#2->-repeat-ku6w#3->-repeat-bbex#1,42388283,BLIND,12371860,,complete,,67812805083317810c101abb,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1536x864,1536x722,,,0,Subjective rating Practice,6,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Accurate,,emo_prac,emo_prac,1,image,Screen 2,7vpf45,2,info,,7.480000000003201,0,7.480000000003201,7.480000000003201,0,7.480000000003201,0,7.480000000003201,0,0,,Slider,Slider,4,object-78,image,,,,,,,,,,,,,,,1,2
16,1736519221594,10/01/2025 14:27:01,1736497621594,-6,10/01/2025 02:27:01,153647,18,task-7g1b,repeat-3dmk#2->-repeat-ku6w#3->-repeat-bbex#1,42388283,BLIND,12371860,,complete,,67812805083317810c101abb,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1536x864,1536x722,,,0,Subjective rating Practice,6,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Accurate,,emo_prac,emo_prac,1,image,Screen 2,7vpf45,2,continue,,2605.480000000003,2599.4600000000064,2605.480000000003,2605.480000000003,2599.4600000000064,2605.480000000003,0,2605.480000000003,0,0,,Click To Continue,Continue Button,7,object-82,image,,,,,,,,,,,,,,,1,3
17,1736519221595,10/01/2025 14:27:01,1736497621595,-6,10/01/2025 02:27:01,153647,18,task-7g1b,repeat-3dmk#2->-repeat-ku6w#3->-repeat-bbex#1,42388283,BLIND,12371860,,complete,,67812805083317810c101abb,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1536x864,1536x722,,,0,Subjective rating Practice,6,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Accurate,,emo_prac,emo_prac,1,image,Screen 2,7vpf45,2,response,1,1658.560000000005,2599.4600000000064,2606.480000000003,1658.560000000005,2599.4600000000064,2606.480000000003,1,1658.560000000005,947.9199999999983,0,,Slider,Slider,4,object-78,image,,,,,,,,,,,,,,,2,4
18,1736519222594,10/01/2025 14:27:02,1736497622594,-6,10/01/2025 02:27:02,153647,18,task-7g1b,repeat-3dmk#2->-repeat-ku6w#3->-repeat-bbex#1,42388283,BLIND,12371860,,complete,,67812805083317810c101abb,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1536x864,1536x722,,,0,Subjective rating Practice,6,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Accurate,,emo_prac,emo_prac,1,image,Screen 7,q18uw1,3,info,,6.8399999999965075,0,6.8399999999965075,6.8399999999965075,0,6.8399999999965075,0,6.8399999999965075,0,0,,Slider,Slider,4,object-148,image,,,,,,,,,,,,,,,2,4
19,1736519225344,10/01/2025 14:27:05,1736497625344,-6,10/01/2025 02:27:05,153647,18,task-7g1b,repeat-3dmk#2->-repeat-ku6w#3->-repeat-bbex#1,42388283,BLIND,12371860,,complete,,67812805083317810c101abb,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1536x864,1536x722,,,0,Subjective rating Practice,6,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Accurate,,emo_prac,emo_prac,1,image,Screen 7,q18uw1,3,continue,,2756.8399999999965,2749.3399999999965,2756.8399999999965,2756.8399999999965,2749.3399999999965,2756.8399999999965,0,2756.8399999999965,0,0,,Click To Continue,Continue Button,7,object-151,image,,,,,,,,,,,,,,,2,5
20,1736519225344,10/01/2025 14:27:05,1736497625344,-6,10/01/2025 02:27:05,153647,18,task-7g1b,repeat-3dmk#2->-repeat-ku6w#3->-repeat-bbex#1,42388283,BLIND,12371860,,complete,,67812805083317810c101abb,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1536x864,1536x722,,,0,Subjective rating Practice,6,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Accurate,,emo_prac,emo_prac,1,image,Screen 7,q18uw1,3,response,1,1625.2599999999948,2749.3399999999965,2756.8399999999965,1625.2599999999948,2749.3399999999965,2756.8399999999965,1,1625.2599999999948,1131.5800000000017,0,,Slider,Slider,4,object-148,image,,,,,,,,,,,,,,,3,6
21,1736519226342,10/01/2025 14:27:06,1736497626342,-6,10/01/2025 02:27:06,153647,18,task-7g1b,repeat-3dmk#2->-repeat-ku6w#3->-repeat-bbex#1,42388283,BLIND,12371860,,complete,,67812805083317810c101abb,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1536x864,1536x722,,,0,Subjective rating Practice,6,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Accurate,,emo_prac,emo_prac,1,image,Screen 8,wpbw4n,4,info,,5.120000000002619,0,5.120000000002619,5.120000000002619,0,5.120000000002619,0,5.120000000002619,0,0,,Slider,Slider,4,object-158,image,,,,,,,,,,,,,,,3,6
22,1736519228855,10/01/2025 14:27:08,1736497628855,-6,10/01/2025 02:27:08,153647,18,task-7g1b,repeat-3dmk#2->-repeat-ku6w#3->-repeat-bbex#1,42388283,BLIND,12371860,,complete,,67812805083317810c101abb,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1536x864,1536x722,,,0,Subjective rating Practice,6,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Accurate,,emo_prac,emo_prac,1,image,Screen 8,wpbw4n,4,continue,,2515.9400000000023,2507.6200000000026,2515.9400000000023,2515.9400000000023,2507.6200000000026,2515.9400000000023,0,2515.9400000000023,0,0,,Click To Continue,Continue Button,7,object-161,image,,,,,,,,,,,,,,,3,7
23,1736519228855,10/01/2025 14:27:08,1736497628855,-6,10/01/2025 02:27:08,153647,18,task-7g1b,repeat-3dmk#2->-repeat-ku6w#3->-repeat-bbex#1,42388283,BLIND,12371860,,complete,,67812805083317810c101abb,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1536x864,1536x722,,,0,Subjective rating Practice,6,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Accurate,,emo_prac,emo_prac,1,image,Screen 8,wpbw4n,4,response,9,1666.6399999999994,2507.6200000000026,2515.9400000000023,1666.6399999999994,2507.6200000000026,2515.9400000000023,1,1666.6399999999994,849.3000000000029,0,,Slider,Slider,4,object-158,image,,,,,,,,,,,,,,,4,8
24,1736519229850,10/01/2025 14:27:09,1736497629850,-6,10/01/2025 02:27:09,153647,18,task-7g1b,repeat-3dmk#2->-repeat-ku6w#3->-repeat-bbex#1,42388283,BLIND,12371860,,complete,,67812805083317810c101abb,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1536x864,1536x722,,,0,Subjective rating Practice,6,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Accurate,,emo_prac,emo_prac,1,image,Screen 9,ev1o37,5,info,,6.319999999999709,0,6.319999999999709,6.319999999999709,0,6.319999999999709,0,6.319999999999709,0,0,,Slider,Slider,4,object-170,image,,,,,,,,,,,,,,,4,8
25,1736519235502,10/01/2025 14:27:15,1736497635502,-6,10/01/2025 02:27:15,153647,18,task-7g1b,repeat-3dmk#2->-repeat-ku6w#3->-repeat-bbex#1,42388283,BLIND,12371860,,complete,,67812805083317810c101abb,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1536x864,1536x722,,,0,Subjective rating Practice,6,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Accurate,,emo_prac,emo_prac,1,image,Screen 9,ev1o37,5,continue,,5656.32,5648.580000000002,5656.32,5656.32,5648.580000000002,5656.32,0,5656.32,0,0,,Click To Continue,Continue Button,7,object-173,image,,,,,,,,,,,,,,,4,9
26,1736519235505,10/01/2025 14:27:15,1736497635505,-6,10/01/2025 02:27:15,153647,18,task-7g1b,repeat-3dmk#2->-repeat-ku6w#3->-repeat-bbex#1,42388283,BLIND,12371860,,complete,,67812805083317810c101abb,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1536x864,1536x722,,,0,Subjective rating Practice,6,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Accurate,,emo_prac,emo_prac,1,image,Screen 9,ev1o37,5,response,6,2549.4400000000023,5648.580000000002,5656.9000000000015,2549.4400000000023,5648.580000000002,5656.9000000000015,1,2549.4400000000023,3107.459999999999,0,,Slider,Slider,4,object-170,image,,,,,,,,,,,,,,,5,10
27,1736519236504,10/01/2025 14:27:16,1736497636504,-6,10/01/2025 02:27:16,153647,18,task-7g1b,repeat-3dmk#2->-repeat-ku6w#3->-repeat-bbex#1,42388283,BLIND,12371860,,complete,,67812805083317810c101abb,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1536x864,1536x722,,,0,Subjective rating Practice,6,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Accurate,,emo_prac,emo_prac,1,image,Screen 10,fpb9mf,6,info,,8.319999999999709,0,8.319999999999709,8.319999999999709,0,8.319999999999709,0,8.319999999999709,0,0,,Slider,Slider,4,object-180,image,,,,,,,,,,,,,,,5,10
28,1736519240250,10/01/2025 14:27:20,1736497640250,-6,10/01/2025 02:27:20,153647,18,task-7g1b,repeat-3dmk#2->-repeat-ku6w#3->-repeat-bbex#1,42388283,BLIND,12371860,,complete,,67812805083317810c101abb,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1536x864,1536x722,,,0,Subjective rating Practice,6,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Accurate,,emo_prac,emo_prac,1,image,Screen 10,fpb9mf,6,continue,,3757.5599999999977,3750.220000000001,3757.5599999999977,3757.5599999999977,3750.220000000001,3757.5599999999977,0,3757.5599999999977,0,0,,Click To Continue,Continue Button,7,object-183,image,,,,,,,,,,,,,,,5,11
29,1736519240250,10/01/2025 14:27:20,1736497640250,-6,10/01/2025 02:27:20,153647,18,task-7g1b,repeat-3dmk#2->-repeat-ku6w#3->-repeat-bbex#1,42388283,BLIND,12371860,,complete,,67812805083317810c101abb,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1536x864,1536x722,,,0,Subjective rating Practice,6,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Accurate,,emo_prac,emo_prac,1,image,Screen 10,fpb9mf,6,response,5,3242.2999999999956,3750.220000000001,3758.540000000008,3242.2999999999956,3750.220000000001,3758.540000000008,1,3242.2999999999956,516.2400000000125,0,,Slider,Slider,4,object-180,image,,,,,,,,,,,,,,,6,12
30,1736519241244,10/01/2025 14:27:21,1736497641244,-6,10/01/2025 02:27:21,153647,18,task-7g1b,repeat-3dmk#2->-repeat-ku6w#3->-repeat-bbex#1,42388283,BLIND,12371860,,complete,,67812805083317810c101abb,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1536x864,1536x722,,,0,Subjective rating Practice,6,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Accurate,,emo_prac,emo_prac,,,,,,info,END,,,56625,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,1736519857109,10/01/2025 14:37:37,1736498257109,-6,10/01/2025 02:37:37,153647,18,task-7g1b,repeat-3dmk#3->-repeat-ku6w#4->-repeat-bbex#1,42388769,BLIND,12371858,,complete,,6781280b7039949793de297e,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x585,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,,emo_prac,emo_prac,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
2,1736519870888,10/01/2025 14:37:50,1736498270888,-6,10/01/2025 02:37:50,153647,18,task-7g1b,repeat-3dmk#3->-repeat-ku6w#4->-repeat-bbex#1,42388769,BLIND,12371858,,complete,,6781280b7039949793de297e,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x585,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 12,eyep1y,1,continue,,13281.300000000003,13264.7,13281.300000000003,13281.300000000003,13264.7,13281.300000000003,1,13281.300000000003,0,0,,Click To Continue,Continue Button,2,object-4,instructions,,,,,,,,,,,,,,,,
3,1736519899572,10/01/2025 14:38:19,1736498299572,-6,10/01/2025 02:38:19,153647,18,task-7g1b,repeat-3dmk#3->-repeat-ku6w#4->-repeat-bbex#1,42388769,BLIND,12371858,,complete,,6781280b7039949793de297e,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x585,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 5,e3ks8t,2,continue,,28703.099999952316,28696.3,28703.099999952316,28703.099999952316,28696.3,28703.099999952316,1,28703.099999952316,0,0,,Click To Continue,Continue Button,2,object-68,instructions,,,,,,,,,,,,,,,,
4,1736519939956,10/01/2025 14:38:59,1736498339956,-6,10/01/2025 02:38:59,153647,18,task-7g1b,repeat-3dmk#3->-repeat-ku6w#4->-repeat-bbex#1,42388769,BLIND,12371858,,complete,,6781280b7039949793de297e,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x585,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 9,l1vn7l,3,continue,,40390.299999952316,40378.100000000006,40390.299999952316,40390.299999952316,40378.100000000006,40390.299999952316,1,40390.299999952316,0,0,,Click To Continue,Continue Button,3,object-65,instructions,,,,,,,,,,,,,,,,
5,1736519939973,10/01/2025 14:38:59,1736498339973,-6,10/01/2025 02:38:59,153647,18,task-7g1b,repeat-3dmk#3->-repeat-ku6w#4->-repeat-bbex#1,42388769,BLIND,12371858,,complete,,6781280b7039949793de297e,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x585,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 10,xskzd4,4,info,,16.60000000000582,0,16.60000000000582,16.60000000000582,0,16.60000000000582,1,16.60000000000582,0,0,,Slider,Slider,5,object-39,instructions,,,,,,,,,,,,,,,,
6,1736519976783,10/01/2025 14:39:36,1736498376783,-6,10/01/2025 02:39:36,153647,18,task-7g1b,repeat-3dmk#3->-repeat-ku6w#4->-repeat-bbex#1,42388769,BLIND,12371858,,complete,,6781280b7039949793de297e,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x585,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 10,xskzd4,4,continue,,36839.19999995231,36829,36839.19999995231,36839.19999995231,36829,36839.19999995231,1,36839.19999995231,0,0,,Click To Continue,Continue Button,9,object-66,instructions,,,,,,,,,,,,,,,,
7,1736519976789,10/01/2025 14:39:36,1736498376789,-6,10/01/2025 02:39:36,153647,18,task-7g1b,repeat-3dmk#3->-repeat-ku6w#4->-repeat-bbex#1,42388769,BLIND,12371858,,complete,,6781280b7039949793de297e,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x585,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 10,xskzd4,4,response,,36845.000000023836,36829,36845.000000023836,36845.000000023836,36829,36845.000000023836,1,36845.000000023836,0,0,,Slider,Slider,5,object-39,instructions,,,,,,,,,,,,,,,,
