Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,branch-phuz,branch-3j3b,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: answer,Spreadsheet: img,Spreadsheet: Screen,Spreadsheet: answer2,Spreadsheet: answer3,Manipulation: Spreadsheet,Store: correct2,Store: Total2
1,1736519039767,10/01/2025 14:23:59,1736501039767,-5,10/01/2025 04:23:59,153647,18,task-xcgh,repeat-3dmk#3->-repeat-tj2w#1,42388157,BLIND,12371855,,complete,,678128057cb5864bece881ef,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1093x513,,,0,Memory Practice Clone,7,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,
2,1736519065396,10/01/2025 14:24:25,1736501065396,-5,10/01/2025 04:24:25,153647,18,task-xcgh,repeat-3dmk#3->-repeat-tj2w#1,42388157,BLIND,12371855,,complete,,678128057cb5864bece881ef,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1093x513,,,0,Memory Practice Clone,7,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,instructions,Screen 2,1kaj8e,1,continue,,25658.290000095367,25650.19,25658.290000095367,25658.290000095367,25650.19,25658.290000095367,1,25658.290000095367,0,0,,Click To Continue,Continue Button,2,object-7,instructions,,,,,,,0,0
3,1736519068389,10/01/2025 14:24:28,1736501068389,-5,10/01/2025 04:24:28,153647,18,task-xcgh,repeat-3dmk#3->-repeat-tj2w#1,42388157,BLIND,12371855,,complete,,678128057cb5864bece881ef,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1093x513,,,0,Memory Practice Clone,7,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,instructions,Screen 3,j5lb3b,2,timedOut,,3001.7000000000007,3000.2000000000007,3001.7000000000007,3001.7000000000007,3000.2000000000007,3001.7000000000007,1,3001.7000000000007,0,0,,Time Limit,screen,0,screen,instructions,,,,,,,0,0
4,1736519073235,10/01/2025 14:24:33,1736501073235,-5,10/01/2025 04:24:33,153647,18,task-xcgh,repeat-3dmk#3->-repeat-tj2w#1,42388157,BLIND,12371855,,complete,,678128057cb5864bece881ef,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1093x513,,,0,Memory Practice Clone,7,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,image,Trials,mxeghn,1,response,1,4847,4833.300000000003,4847,4847,4833.300000000003,4847,1,4847,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,1,instr_photo_3.jpg,Screen 3,5,3,,1,1
5,1736519085453,10/01/2025 14:24:45,1736501085453,-5,10/01/2025 04:24:45,153647,18,task-xcgh,repeat-3dmk#3->-repeat-tj2w#1,42388157,BLIND,12371855,,complete,,678128057cb5864bece881ef,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1093x513,,,0,Memory Practice Clone,7,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,image,Screen 3,ornkij,2,response,1,11232.100000190738,11216.5,11232.100000190738,11232.100000190738,11216.5,11232.100000190738,0,11232.100000190738,0,0,,Keyboard Response,Keyboard Response,2,object-25,image,1,instr_photo_3.jpg,Screen 3,5,3,,1,2
6,1736519093529,10/01/2025 14:24:53,1736501093529,-5,10/01/2025 04:24:53,153647,18,task-xcgh,repeat-3dmk#3->-repeat-tj2w#1,42388157,BLIND,12371855,,complete,,678128057cb5864bece881ef,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1093x513,,,0,Memory Practice Clone,7,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,image,Screen 2,ou4ign,3,response,6,7091.8999999046355,7083.200000000004,7091.8999999046355,7091.8999999046355,7083.200000000004,7091.8999999046355,0,7091.8999999046355,0,0,,Keyboard Response,Keyboard Response,3,object-22,image,1,instr_photo_3.jpg,Screen 3,5,3,,1,3
7,1736519094523,10/01/2025 14:24:54,1736501094523,-5,10/01/2025 04:24:54,153647,18,task-xcgh,repeat-3dmk#3->-repeat-tj2w#1,42388157,BLIND,12371855,,complete,,678128057cb5864bece881ef,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1093x513,,,0,Memory Practice Clone,7,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,,,,,,info,END,,,54663,,,,0,,,,,,,,,,,,,,,,,
1,1736519118851,10/01/2025 14:25:18,1736501118851,-5,10/01/2025 04:25:18,153647,18,task-xcgh,repeat-3dmk#4->-repeat-tj2w#1,42388218,BLIND,12371879,,complete,,6781280ac4e5de97d59a845d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1280x800,1280x712,,,0,Memory Practice Clone,7,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,
2,1736519131068,10/01/2025 14:25:31,1736501131068,-5,10/01/2025 04:25:31,153647,18,task-xcgh,repeat-3dmk#4->-repeat-tj2w#1,42388218,BLIND,12371879,,complete,,6781280ac4e5de97d59a845d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1280x800,1280x712,,,0,Memory Practice Clone,7,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,instructions,Screen 2,1kaj8e,1,continue,,12231.218,12205.118000000002,12231.218,12231.218,12205.118000000002,12231.218,1,12231.218,0,0,,Click To Continue,Continue Button,2,object-7,instructions,,,,,,,0,0
3,1736519134051,10/01/2025 14:25:34,1736501134051,-5,10/01/2025 04:25:34,153647,18,task-xcgh,repeat-3dmk#4->-repeat-tj2w#1,42388218,BLIND,12371879,,complete,,6781280ac4e5de97d59a845d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1280x800,1280x712,,,0,Memory Practice Clone,7,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,instructions,Screen 3,j5lb3b,2,timedOut,,3010.4999999761567,3009.7999999999993,3010.4999999761567,3010.4999999761567,3009.7999999999993,3010.4999999761567,1,3010.4999999761567,0,0,,Time Limit,screen,0,screen,instructions,,,,,,,0,0
4,1736519141535,10/01/2025 14:25:41,1736501141535,-5,10/01/2025 04:25:41,153647,18,task-xcgh,repeat-3dmk#4->-repeat-tj2w#1,42388218,BLIND,12371879,,complete,,6781280ac4e5de97d59a845d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1280x800,1280x712,,,0,Memory Practice Clone,7,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,image,Trials,mxeghn,1,response,6,7484.299999999999,7457.5999999999985,7484.299999999999,7484.299999999999,7457.5999999999985,7484.299999999999,0,7484.299999999999,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,1,instr_photo_3.jpg,Screen 3,5,3,,0,1
5,1736519145703,10/01/2025 14:25:45,1736501145703,-5,10/01/2025 04:25:45,153647,18,task-xcgh,repeat-3dmk#4->-repeat-tj2w#1,42388218,BLIND,12371879,,complete,,6781280ac4e5de97d59a845d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1280x800,1280x712,,,0,Memory Practice Clone,7,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,image,Screen 3,ornkij,2,response,1,3191.699999988079,3176.199999999997,3191.699999988079,3191.699999988079,3176.199999999997,3191.699999988079,0,3191.699999988079,0,0,,Keyboard Response,Keyboard Response,2,object-25,image,1,instr_photo_3.jpg,Screen 3,5,3,,0,2
