Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,branch-phuz,branch-3j3b,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: answer,Spreadsheet: img,Spreadsheet: Screen,Spreadsheet: answer2,Spreadsheet: answer3,Manipulation: Spreadsheet,Store: correct2,Store: Total2
1,1736518806865,10/01/2025 14:20:06,1736497206865,-6,10/01/2025 02:20:06,153647,18,task-ugmz,repeat-3dmk#2->-repeat-ku6w#1,42387952,BLIND,12371860,,complete,,67812805083317810c101abb,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1536x864,1536x722,,,0,Memory Practice Clone,7,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Accurate,,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,
2,1736518813874,10/01/2025 14:20:13,1736497213874,-6,10/01/2025 02:20:13,153647,18,task-ugmz,repeat-3dmk#2->-repeat-ku6w#1,42387952,BLIND,12371860,,complete,,67812805083317810c101abb,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1536x864,1536x722,,,0,Memory Practice Clone,7,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Accurate,,Spreadsheet1,Spreadsheet1,1,instructions,Screen 2,1kaj8e,1,continue,,7010.5,7005.780000000001,7010.5,7010.5,7005.780000000001,7010.5,1,7010.5,0,0,,Click To Continue,Continue Button,2,object-7,instructions,,,,,,,0,0
3,1736518816868,10/01/2025 14:20:16,1736497216868,-6,10/01/2025 02:20:16,153647,18,task-ugmz,repeat-3dmk#2->-repeat-ku6w#1,42387952,BLIND,12371860,,complete,,67812805083317810c101abb,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1536x864,1536x722,,,0,Memory Practice Clone,7,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Accurate,,Spreadsheet1,Spreadsheet1,1,instructions,Screen 3,j5lb3b,2,timedOut,,3000.7199999999993,2999.2999999999993,3000.7199999999993,3000.7199999999993,2999.2999999999993,3000.7199999999993,1,3000.7199999999993,0,0,,Time Limit,screen,0,screen,instructions,,,,,,,0,0
4,1736518828919,10/01/2025 14:20:28,1736497228919,-6,10/01/2025 02:20:28,153647,18,task-ugmz,repeat-3dmk#2->-repeat-ku6w#1,42387952,BLIND,12371860,,complete,,67812805083317810c101abb,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1536x864,1536x722,,,0,Memory Practice Clone,7,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Accurate,,Spreadsheet1,Spreadsheet1,1,image,Trials,mxeghn,1,response,1,12052.42,12045.22,12052.42,12052.42,12045.22,12052.42,1,12052.42,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,1,instr_photo_3.jpg,Screen 3,5,3,,1,1
5,1736518835727,10/01/2025 14:20:35,1736497235727,-6,10/01/2025 02:20:35,153647,18,task-ugmz,repeat-3dmk#2->-repeat-ku6w#1,42387952,BLIND,12371860,,complete,,67812805083317810c101abb,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1536x864,1536x722,,,0,Memory Practice Clone,7,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Accurate,,Spreadsheet1,Spreadsheet1,1,image,Screen 3,ornkij,2,response,4,5814.220000000001,5806.9000000000015,5814.220000000001,5814.220000000001,5806.9000000000015,5814.220000000001,0,5814.220000000001,0,0,,Keyboard Response,Keyboard Response,2,object-25,image,1,instr_photo_3.jpg,Screen 3,5,3,,1,2
6,1736518841126,10/01/2025 14:20:41,1736497241126,-6,10/01/2025 02:20:41,153647,18,task-ugmz,repeat-3dmk#2->-repeat-ku6w#1,42387952,BLIND,12371860,,complete,,67812805083317810c101abb,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1536x864,1536x722,,,0,Memory Practice Clone,7,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Accurate,,Spreadsheet1,Spreadsheet1,1,image,Screen 2,ou4ign,3,response,4,4406.380000000005,4398.040000000001,4406.380000000005,4406.380000000005,4398.040000000001,4406.380000000005,0,4406.380000000005,0,0,,Keyboard Response,Keyboard Response,3,object-22,image,1,instr_photo_3.jpg,Screen 3,5,3,,1,3
7,1736518842122,10/01/2025 14:20:42,1736497242122,-6,10/01/2025 02:20:42,153647,18,task-ugmz,repeat-3dmk#2->-repeat-ku6w#1,42387952,BLIND,12371860,,complete,,67812805083317810c101abb,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1536x864,1536x722,,,0,Memory Practice Clone,7,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Accurate,,Spreadsheet1,Spreadsheet1,,,,,,info,END,,,35197,,,,0,,,,,,,,,,,,,,,,,
1,1736518873101,10/01/2025 14:21:13,1736497273101,-6,10/01/2025 02:21:13,153647,18,task-ugmz,repeat-3dmk#2->-repeat-ku6w#2,42388016,BLIND,12371860,,complete,,67812805083317810c101abb,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1536x864,1536x722,,,0,Memory Practice Clone,7,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Accurate,,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,
2,1736518874898,10/01/2025 14:21:14,1736497274898,-6,10/01/2025 02:21:14,153647,18,task-ugmz,repeat-3dmk#2->-repeat-ku6w#2,42388016,BLIND,12371860,,complete,,67812805083317810c101abb,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1536x864,1536x722,,,0,Memory Practice Clone,7,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Accurate,,Spreadsheet1,Spreadsheet1,1,instructions,Screen 2,1kaj8e,1,continue,,2388.8999999999996,2381.8399999999992,2388.8999999999996,2388.8999999999996,2381.8399999999992,2388.8999999999996,1,2388.8999999999996,0,0,,Click To Continue,Continue Button,2,object-7,instructions,,,,,,,0,0
3,1736518877892,10/01/2025 14:21:17,1736497277892,-6,10/01/2025 02:21:17,153647,18,task-ugmz,repeat-3dmk#2->-repeat-ku6w#2,42388016,BLIND,12371860,,complete,,67812805083317810c101abb,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1536x864,1536x722,,,0,Memory Practice Clone,7,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Accurate,,Spreadsheet1,Spreadsheet1,1,instructions,Screen 3,j5lb3b,2,timedOut,,3002.0600000000004,2999.4000000000005,3002.0600000000004,3002.0600000000004,2999.4000000000005,3002.0600000000004,1,3002.0600000000004,0,0,,Time Limit,screen,0,screen,instructions,,,,,,,0,0
