Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,branch-phuz,branch-3j3b,Spreadsheet,,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Manipulation: Spreadsheet,Manipulation: undefined
1,1736517861692,10/01/2025 14:04:21,1736499861692,-5,10/01/2025 04:04:21,153647,18,task-efz1,,42386339,BLIND,12371846,,complete,,67812806646e84ae634178ab,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x730,,,0,Study Welcome,11,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,Accurate,,Spreadsheet1,,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,
2,1736517872248,10/01/2025 14:04:32,1736499872248,-5,10/01/2025 04:04:32,153647,18,task-efz1,,42386339,BLIND,12371846,,complete,,67812806646e84ae634178ab,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x730,,,0,Study Welcome,11,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,Accurate,,Spreadsheet1,,Spreadsheet1,1,IMG,Study Welcome,gc8r1z,1,continue,,10580.1,10566.6,10580.1,10580.1,10566.6,10580.1,1,10580.1,0,0,,Click To Continue,Continue Button,2,object-4,IMG,,
3,1736517872251,10/01/2025 14:04:32,1736499872251,-5,10/01/2025 04:04:32,153647,18,task-efz1,,42386339,BLIND,12371846,,complete,,67812806646e84ae634178ab,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x730,,,0,Study Welcome,11,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,Accurate,,Spreadsheet1,,Spreadsheet1,,,,,,info,END,,,10545,,,,0,,,,,,,,,,,
1,1736517677271,10/01/2025 14:01:17,1736499677271,-5,10/01/2025 04:01:17,153647,18,task-efz1,,42386385,BLIND,12371855,,complete,,678128057cb5864bece881ef,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1093x513,,,0,Study Welcome,11,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,
2,1736517752013,10/01/2025 14:02:32,1736499752013,-5,10/01/2025 04:02:32,153647,18,task-efz1,,42386385,BLIND,12371855,,complete,,678128057cb5864bece881ef,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1093x513,,,0,Study Welcome,11,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,,Spreadsheet1,1,IMG,Study Welcome,gc8r1z,1,continue,,74778.40000009537,74767.7,74778.40000009537,74778.40000009537,74767.7,74778.40000009537,1,74778.40000009537,0,0,,Click To Continue,Continue Button,2,object-4,IMG,,
3,1736517752030,10/01/2025 14:02:32,1736499752030,-5,10/01/2025 04:02:32,153647,18,task-efz1,,42386385,BLIND,12371855,,complete,,678128057cb5864bece881ef,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1093x513,,,0,Study Welcome,11,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,,Spreadsheet1,,,,,,info,END,,,74717,,,,0,,,,,,,,,,,
1,1736517698835,10/01/2025 14:01:38,1736496098835,-6,10/01/2025 02:01:38,153647,18,task-efz1,,42386403,BLIND,12371858,,complete,,6781280b7039949793de297e,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x585,,,0,Study Welcome,11,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,,Spreadsheet1,,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,
2,1736517716527,10/01/2025 14:01:56,1736496116527,-6,10/01/2025 02:01:56,153647,18,task-efz1,,42386403,BLIND,12371858,,complete,,6781280b7039949793de297e,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x585,,,0,Study Welcome,11,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,,Spreadsheet1,,Spreadsheet1,1,IMG,Study Welcome,gc8r1z,1,continue,,17711.357999976157,17696.958,17711.357999976157,17711.357999976157,17696.958,17711.357999976157,1,17711.357999976157,0,0,,Click To Continue,Continue Button,2,object-4,IMG,,
3,1736517716538,10/01/2025 14:01:56,1736496116538,-6,10/01/2025 02:01:56,153647,18,task-efz1,,42386403,BLIND,12371858,,complete,,6781280b7039949793de297e,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x585,,,0,Study Welcome,11,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,,Spreadsheet1,,Spreadsheet1,,,,,,info,END,,,17677,,,,0,,,,,,,,,,,
1,1736517696733,10/01/2025 14:01:36,1736496096733,-6,10/01/2025 02:01:36,153647,18,task-efz1,,42386414,BLIND,12371860,,complete,,67812805083317810c101abb,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1536x864,1536x722,,,0,Study Welcome,11,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Accurate,,Spreadsheet1,,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,
2,1736517830002,10/01/2025 14:03:50,1736496230002,-6,10/01/2025 02:03:50,153647,18,task-efz1,,42386414,BLIND,12371860,,complete,,67812805083317810c101abb,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1536x864,1536x722,,,0,Study Welcome,11,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Accurate,,Spreadsheet1,,Spreadsheet1,1,IMG,Study Welcome,gc8r1z,1,continue,,133607.3,133604,133607.3,133607.3,133604,133607.3,1,133607.3,0,0,,Click To Continue,Continue Button,2,object-4,IMG,,
3,1736517830006,10/01/2025 14:03:50,1736496230006,-6,10/01/2025 02:03:50,153647,18,task-efz1,,42386414,BLIND,12371860,,complete,,67812805083317810c101abb,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1536x864,1536x722,,,0,Study Welcome,11,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Accurate,,Spreadsheet1,,Spreadsheet1,,,,,,info,END,,,133254,,,,0,,,,,,,,,,,
1,1736517705122,10/01/2025 14:01:45,1736499705122,-5,10/01/2025 04:01:45,153647,18,task-efz1,,42386416,BLIND,12371861,,complete,,6781280410f2e5f8a90f8a07,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1300x730,1300x596,,,0,Study Welcome,11,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,Spreadsheet1,,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,
2,1736517730065,10/01/2025 14:02:10,1736499730065,-5,10/01/2025 04:02:10,153647,18,task-efz1,,42386416,BLIND,12371861,,complete,,6781280410f2e5f8a90f8a07,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1300x730,1300x596,,,0,Study Welcome,11,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,Spreadsheet1,,Spreadsheet1,1,IMG,Study Welcome,gc8r1z,1,continue,,24998.445999999996,24981.746,24998.445999999996,24998.445999999996,24981.746,24998.445999999996,1,24998.445999999996,0,0,,Click To Continue,Continue Button,2,object-4,IMG,,
