Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,branch-phuz,branch-3j3b,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: number,Spreadsheet: img,Spreadsheet: type,Spreadsheet: mem_type,Spreadsheet: answer,Spreadsheet: border,Spreadsheet: memory,Spreadsheet: ans1,Spreadsheet: ans2,Spreadsheet: ans3,Spreadsheet: val1,Spreadsheet: val2,Spreadsheet: val3,Manipulation: Spreadsheet,Store: correct3,Store: total3
1,1736519702758,10/01/2025 14:35:02,1736501702758,-5,10/01/2025 04:35:02,153647,18,task-u8ly,repeat-3dmk#4->-repeat-tj2w#5->-repeat-bh4w#1,42388653,BLIND,12371879,,complete,,6781280ac4e5de97d59a845d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1280x800,1280x712,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,emo_prac,emo_prac,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
2,1736519705453,10/01/2025 14:35:05,1736501705453,-5,10/01/2025 04:35:05,153647,18,task-u8ly,repeat-3dmk#4->-repeat-tj2w#5->-repeat-bh4w#1,42388653,BLIND,12371879,,complete,,6781280ac4e5de97d59a845d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1280x800,1280x712,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,emo_prac,emo_prac,1,instructions,Screen 12,eyep1y,1,continue,,2370.8999999642374,2341.4000000000005,2370.8999999642374,2370.8999999642374,2341.4000000000005,2370.8999999642374,1,2370.8999999642374,0,0,,Click To Continue,Continue Button,2,object-4,instructions,,,,,,,,,,,,,,,,
3,1736519716056,10/01/2025 14:35:16,1736501716056,-5,10/01/2025 04:35:16,153647,18,task-u8ly,repeat-3dmk#4->-repeat-tj2w#5->-repeat-bh4w#1,42388653,BLIND,12371879,,complete,,6781280ac4e5de97d59a845d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1280x800,1280x712,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,emo_prac,emo_prac,1,instructions,Screen 5,e3ks8t,2,continue,,10632.999999964237,10601.300000000001,10632.999999964237,10632.999999964237,10601.300000000001,10632.999999964237,1,10632.999999964237,0,0,,Click To Continue,Continue Button,2,object-68,instructions,,,,,,,,,,,,,,,,
4,1736519791328,10/01/2025 14:36:31,1736501791328,-5,10/01/2025 04:36:31,153647,18,task-u8ly,repeat-3dmk#4->-repeat-tj2w#5->-repeat-bh4w#1,42388653,BLIND,12371879,,complete,,6781280ac4e5de97d59a845d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1280x800,1280x712,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,emo_prac,emo_prac,1,instructions,Screen 9,l1vn7l,3,continue,,75306.40000001193,75277.5,75306.40000001193,75306.40000001193,75277.5,75306.40000001193,1,75306.40000001193,0,0,,Click To Continue,Continue Button,3,object-65,instructions,,,,,,,,,,,,,,,,
5,1736519791360,10/01/2025 14:36:31,1736501791360,-5,10/01/2025 04:36:31,153647,18,task-u8ly,repeat-3dmk#4->-repeat-tj2w#5->-repeat-bh4w#1,42388653,BLIND,12371879,,complete,,6781280ac4e5de97d59a845d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1280x800,1280x712,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,emo_prac,emo_prac,1,instructions,Screen 10,xskzd4,4,info,,33.5,0,33.5,33.5,0,33.5,1,33.5,0,0,,Slider,Slider,5,object-39,instructions,,,,,,,,,,,,,,,,
6,1736519810365,10/01/2025 14:36:50,1736501810365,-5,10/01/2025 04:36:50,153647,18,task-u8ly,repeat-3dmk#4->-repeat-tj2w#5->-repeat-bh4w#1,42388653,BLIND,12371879,,complete,,6781280ac4e5de97d59a845d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1280x800,1280x712,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,emo_prac,emo_prac,1,instructions,Screen 10,xskzd4,4,continue,,19066.699999964243,19063.100000000006,19066.699999964243,19066.699999964243,19063.100000000006,19066.699999964243,1,19066.699999964243,0,0,,Click To Continue,Continue Button,9,object-66,instructions,,,,,,,,,,,,,,,,
7,1736519810368,10/01/2025 14:36:50,1736501810368,-5,10/01/2025 04:36:50,153647,18,task-u8ly,repeat-3dmk#4->-repeat-tj2w#5->-repeat-bh4w#1,42388653,BLIND,12371879,,complete,,6781280ac4e5de97d59a845d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1280x800,1280x712,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,emo_prac,emo_prac,1,instructions,Screen 10,xskzd4,4,response,9,3979.5,19063.100000000006,19069.299999988085,3979.5,19063.100000000006,19069.299999988085,1,3979.5,15089.799999988085,0,,Slider,Slider,5,object-39,instructions,,,,,,,,,,,,,,,,
8,1736519810381,10/01/2025 14:36:50,1736501810381,-5,10/01/2025 04:36:50,153647,18,task-u8ly,repeat-3dmk#4->-repeat-tj2w#5->-repeat-bh4w#1,42388653,BLIND,12371879,,complete,,6781280ac4e5de97d59a845d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1280x800,1280x712,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,emo_prac,emo_prac,1,instructions,Screen 11,fgeg47,5,info,,19.5,0,19.5,19.5,0,19.5,1,19.5,0,0,,Slider,Slider,5,object-61,instructions,,,,,,,,,,,,,,,,
9,1736519842537,10/01/2025 14:37:22,1736501842537,-5,10/01/2025 04:37:22,153647,18,task-u8ly,repeat-3dmk#4->-repeat-tj2w#5->-repeat-bh4w#1,42388653,BLIND,12371879,,complete,,6781280ac4e5de97d59a845d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1280x800,1280x712,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,emo_prac,emo_prac,1,instructions,Screen 11,fgeg47,5,continue,,32176.399999976158,32171.5,32176.399999976158,32176.399999976158,32171.5,32176.399999976158,1,32176.399999976158,0,0,,Click To Continue,Continue Button,9,object-67,instructions,,,,,,,,,,,,,,,,
10,1736519842539,10/01/2025 14:37:22,1736501842539,-5,10/01/2025 04:37:22,153647,18,task-u8ly,repeat-3dmk#4->-repeat-tj2w#5->-repeat-bh4w#1,42388653,BLIND,12371879,,complete,,6781280ac4e5de97d59a845d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1280x800,1280x712,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,emo_prac,emo_prac,1,instructions,Screen 11,fgeg47,5,response,9,15215.300000000003,32171.5,32179,15215.300000000003,32171.5,32179,1,15215.300000000003,16963.699999999997,0,,Slider,Slider,5,object-61,instructions,,,,,,,,,,,,,,,,
