Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,branch-phuz,branch-3j3b,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: number,Spreadsheet: img,Spreadsheet: type,Spreadsheet: answer,Spreadsheet: border,Spreadsheet: memory,Manipulation: Spreadsheet
1,1736518923170,10/01/2025 14:22:03,1736500923170,-5,10/01/2025 04:22:03,153647,18,task-i3u4,repeat-3dmk#3->-repeat-tj2w#1,42388062,BLIND,12371855,,complete,,678128057cb5864bece881ef,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1093x513,,,0,Memory Task (instr only),4,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,memory_version_1,memory_version_1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1736518939418,10/01/2025 14:22:19,1736500939418,-5,10/01/2025 04:22:19,153647,18,task-i3u4,repeat-3dmk#3->-repeat-tj2w#1,42388062,BLIND,12371855,,complete,,678128057cb5864bece881ef,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1093x513,,,0,Memory Task (instr only),4,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,memory_version_1,memory_version_1,1,instructions,Screen 1,9emqwl,1,continue,,15832.300000190735,15816.599999999999,15832.300000190735,15832.300000190735,15816.599999999999,15832.300000190735,1,15832.300000190735,0,0,,Click To Continue,Continue Button,2,object-4,instructions,,,,,,,
3,1736518974945,10/01/2025 14:22:54,1736500974945,-5,10/01/2025 04:22:54,153647,18,task-i3u4,repeat-3dmk#3->-repeat-tj2w#1,42388062,BLIND,12371855,,complete,,678128057cb5864bece881ef,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1093x513,,,0,Memory Task (instr only),4,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,memory_version_1,memory_version_1,1,instructions,Screen 2,rbq82w,2,continue,,35543.09999980927,35534.1,35543.09999980927,35543.09999980927,35534.1,35543.09999980927,1,35543.09999980927,0,0,,Click To Continue,Text,10,object-62,instructions,,,,,,,
4,1736518977360,10/01/2025 14:22:57,1736500977360,-5,10/01/2025 04:22:57,153647,18,task-i3u4,repeat-3dmk#3->-repeat-tj2w#1,42388062,BLIND,12371855,,complete,,678128057cb5864bece881ef,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1093x513,,,0,Memory Task (instr only),4,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,memory_version_1,memory_version_1,1,instructions,Screen 4,8hhdnx,3,continue,,2424.2000000953703,2416.600000000006,2424.2000000953703,2424.2000000953703,2416.600000000006,2424.2000000953703,1,2424.2000000953703,0,0,,Click To Continue,Text,10,object-80,instructions,,,,,,,
5,1736519009864,10/01/2025 14:23:29,1736501009864,-5,10/01/2025 04:23:29,153647,18,task-i3u4,repeat-3dmk#3->-repeat-tj2w#1,42388062,BLIND,12371855,,complete,,678128057cb5864bece881ef,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1093x513,,,0,Memory Task (instr only),4,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,memory_version_1,memory_version_1,1,instructions,Screen 6,5bug7j,4,continue,,32512.500000190732,32498.800000000003,32512.500000190732,32512.500000190732,32498.800000000003,32512.500000190732,1,32512.500000190732,0,0,,Click To Continue,Text,10,object-108,instructions,,,,,,,
6,1736519034258,10/01/2025 14:23:54,1736501034258,-5,10/01/2025 04:23:54,153647,18,task-i3u4,repeat-3dmk#3->-repeat-tj2w#1,42388062,BLIND,12371855,,complete,,678128057cb5864bece881ef,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1093x513,,,0,Memory Task (instr only),4,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,memory_version_1,memory_version_1,1,instructions,Screen 7,2p8goo,5,continue,,24402.100000000006,24385.5,24402.100000000006,24402.100000000006,24385.5,24402.100000000006,1,24402.100000000006,0,0,,Click To Continue,Text,4,object-123,instructions,,,,,,,
7,1736519034267,10/01/2025 14:23:54,1736501034267,-5,10/01/2025 04:23:54,153647,18,task-i3u4,repeat-3dmk#3->-repeat-tj2w#1,42388062,BLIND,12371855,,complete,,678128057cb5864bece881ef,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1093x513,,,0,Memory Task (instr only),4,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,memory_version_1,memory_version_1,,,,,,info,END,,,110974,,,,0,,,,,,,,,,,,,,,,
1,1736519032852,10/01/2025 14:23:52,1736501032852,-5,10/01/2025 04:23:52,153647,18,task-i3u4,repeat-3dmk#4->-repeat-tj2w#1,42388146,BLIND,12371879,,complete,,6781280ac4e5de97d59a845d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1280x800,1280x712,,,0,Memory Task (instr only),4,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,memory_version_1,memory_version_1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1736519040829,10/01/2025 14:24:00,1736501040829,-5,10/01/2025 04:24:00,153647,18,task-i3u4,repeat-3dmk#4->-repeat-tj2w#1,42388146,BLIND,12371879,,complete,,6781280ac4e5de97d59a845d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1280x800,1280x712,,,0,Memory Task (instr only),4,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,memory_version_1,memory_version_1,1,instructions,Screen 1,9emqwl,1,continue,,7235.5000000238415,7223.6,7235.5000000238415,7235.5000000238415,7223.6,7235.5000000238415,1,7235.5000000238415,0,0,,Click To Continue,Continue Button,2,object-4,instructions,,,,,,,
3,1736519076907,10/01/2025 14:24:36,1736501076907,-5,10/01/2025 04:24:36,153647,18,task-i3u4,repeat-3dmk#4->-repeat-tj2w#1,42388146,BLIND,12371879,,complete,,6781280ac4e5de97d59a845d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1280x800,1280x712,,,0,Memory Task (instr only),4,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,memory_version_1,memory_version_1,1,instructions,Screen 2,rbq82w,2,continue,,36091.8,36084,36091.8,36091.8,36084,36091.8,1,36091.8,0,0,,Click To Continue,Text,10,object-62,instructions,,,,,,,
4,1736519081696,10/01/2025 14:24:41,1736501081696,-5,10/01/2025 04:24:41,153647,18,task-i3u4,repeat-3dmk#4->-repeat-tj2w#1,42388146,BLIND,12371879,,complete,,6781280ac4e5de97d59a845d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1280x800,1280x712,,,0,Memory Task (instr only),4,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,memory_version_1,memory_version_1,1,instructions,Screen 4,8hhdnx,3,continue,,4796.900000023845,4781.700000000004,4796.900000023845,4796.900000023845,4781.700000000004,4796.900000023845,1,4796.900000023845,0,0,,Click To Continue,Text,10,object-80,instructions,,,,,,,
5,1736519096712,10/01/2025 14:24:56,1736501096712,-5,10/01/2025 04:24:56,153647,18,task-i3u4,repeat-3dmk#4->-repeat-tj2w#1,42388146,BLIND,12371879,,complete,,6781280ac4e5de97d59a845d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1280x800,1280x712,,,0,Memory Task (instr only),4,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,memory_version_1,memory_version_1,1,instructions,Screen 6,5bug7j,4,continue,,15031.599999999999,15015.499999999993,15031.599999999999,15031.599999999999,15015.499999999993,15031.599999999999,1,15031.599999999999,0,0,,Click To Continue,Text,10,object-108,instructions,,,,,,,
6,1736519101936,10/01/2025 14:25:01,1736501101936,-5,10/01/2025 04:25:01,153647,18,task-i3u4,repeat-3dmk#4->-repeat-tj2w#1,42388146,BLIND,12371879,,complete,,6781280ac4e5de97d59a845d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1280x800,1280x712,,,0,Memory Task (instr only),4,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,memory_version_1,memory_version_1,1,instructions,Screen 7,2p8goo,5,continue,,5239.999999976164,5217.800000000003,5239.999999976164,5239.999999976164,5217.800000000003,5239.999999976164,1,5239.999999976164,0,0,,Click To Continue,Text,4,object-123,instructions,,,,,,,
7,1736519101938,10/01/2025 14:25:01,1736501101938,-5,10/01/2025 04:25:01,153647,18,task-i3u4,repeat-3dmk#4->-repeat-tj2w#1,42388146,BLIND,12371879,,complete,,6781280ac4e5de97d59a845d,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128.0.0.0,1280x800,1280x712,,,0,Memory Task (instr only),4,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,memory_version_1,memory_version_1,,,,,,info,END,,,69012,,,,0,,,,,,,,,,,,,,,,
1,1736519120990,10/01/2025 14:25:20,1736501120990,-5,10/01/2025 04:25:20,153647,18,task-i3u4,repeat-3dmk#5->-repeat-tj2w#1,42388219,BLIND,12371861,,complete,,6781280410f2e5f8a90f8a07,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1300x730,1300x596,,,0,Memory Task (instr only),4,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,memory_version_1,memory_version_1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1736519129157,10/01/2025 14:25:29,1736501129157,-5,10/01/2025 04:25:29,153647,18,task-i3u4,repeat-3dmk#5->-repeat-tj2w#1,42388219,BLIND,12371861,,complete,,6781280410f2e5f8a90f8a07,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1300x730,1300x596,,,0,Memory Task (instr only),4,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,memory_version_1,memory_version_1,1,instructions,Screen 1,9emqwl,1,continue,,7382.9000000000015,7366.200000000001,7382.9000000000015,7382.9000000000015,7366.200000000001,7382.9000000000015,1,7382.9000000000015,0,0,,Click To Continue,Continue Button,2,object-4,instructions,,,,,,,
3,1736519151747,10/01/2025 14:25:51,1736501151747,-5,10/01/2025 04:25:51,153647,18,task-i3u4,repeat-3dmk#5->-repeat-tj2w#1,42388219,BLIND,12371861,,complete,,6781280410f2e5f8a90f8a07,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1300x730,1300x596,,,0,Memory Task (instr only),4,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,memory_version_1,memory_version_1,1,instructions,Screen 2,rbq82w,2,continue,,22612.8,22597.899999999998,22612.8,22612.8,22597.899999999998,22612.8,1,22612.8,0,0,,Click To Continue,Text,10,object-62,instructions,,,,,,,
4,1736519172880,10/01/2025 14:26:12,1736501172880,-5,10/01/2025 04:26:12,153647,18,task-i3u4,repeat-3dmk#5->-repeat-tj2w#1,42388219,BLIND,12371861,,complete,,6781280410f2e5f8a90f8a07,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1300x730,1300x596,,,0,Memory Task (instr only),4,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,memory_version_1,memory_version_1,1,instructions,Screen 4,8hhdnx,3,continue,,21147.69999999702,21132.6,21147.69999999702,21147.69999999702,21132.6,21147.69999999702,1,21147.69999999702,0,0,,Click To Continue,Text,10,object-80,instructions,,,,,,,
5,1736519180283,10/01/2025 14:26:20,1736501180283,-5,10/01/2025 04:26:20,153647,18,task-i3u4,repeat-3dmk#5->-repeat-tj2w#1,42388219,BLIND,12371861,,complete,,6781280410f2e5f8a90f8a07,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1300x730,1300x596,,,0,Memory Task (instr only),4,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,memory_version_1,memory_version_1,1,instructions,Screen 6,5bug7j,4,continue,,7416.500000000015,7399.900000000009,7416.500000000015,7416.500000000015,7399.900000000009,7416.500000000015,1,7416.500000000015,0,0,,Click To Continue,Text,10,object-108,instructions,,,,,,,
6,1736519205593,10/01/2025 14:26:45,1736501205593,-5,10/01/2025 04:26:45,153647,18,task-i3u4,repeat-3dmk#5->-repeat-tj2w#1,42388219,BLIND,12371861,,complete,,6781280410f2e5f8a90f8a07,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1300x730,1300x596,,,0,Memory Task (instr only),4,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,memory_version_1,memory_version_1,1,instructions,Screen 7,2p8goo,5,continue,,25328.99999999776,25314.399999999994,25328.99999999776,25328.99999999776,25314.399999999994,25328.99999999776,1,25328.99999999776,0,0,,Click To Continue,Text,4,object-123,instructions,,,,,,,
