Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,branch-phuz,branch-3j3b,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: answer,Spreadsheet: img,Spreadsheet: border,Spreadsheet: Screen,Spreadsheet: timing,Manipulation: Spreadsheet
11,1736517951661,10/01/2025 14:05:51,1736496351661,-6,10/01/2025 02:05:51,153647,18,task-wzke,repeat-3dmk#1,42386771,BLIND,12371860,,complete,,67812805083317810c101abb,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1536x864,1536x722,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Accurate,,Spreadsheet1,Spreadsheet1,4,image,Trials,mxeghn,1,response,F,523.8399999999965,516.2399999999907,523.8399999999965,523.8399999999965,516.2399999999907,523.8399999999965,0,523.8399999999965,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,J,instr_photo_3.jpg,#DC143C,,1000ms,
12,1736517952657,10/01/2025 14:05:52,1736496352657,-6,10/01/2025 02:05:52,153647,18,task-wzke,repeat-3dmk#1,42386771,BLIND,12371860,,complete,,67812805083317810c101abb,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1536x864,1536x722,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Accurate,,Spreadsheet1,Spreadsheet1,4,image,Screen 2,2al84i,2,continue,,499.58000000000175,499.58000000000175,499.58000000000175,499.58000000000175,499.58000000000175,499.58000000000175,1,499.58000000000175,0,0,,Fixation Timing,Fixation,1,object-24,image,J,instr_photo_3.jpg,#DC143C,,1000ms,
13,1736517953655,10/01/2025 14:05:53,1736496353655,-6,10/01/2025 02:05:53,153647,18,task-wzke,repeat-3dmk#1,42386771,BLIND,12371860,,complete,,67812805083317810c101abb,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1536x864,1536x722,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Accurate,,Spreadsheet1,Spreadsheet1,5,image,Trials,mxeghn,1,response,J,1000.7400000000052,1000.7400000000052,1000.7400000000052,1000.7400000000052,1000.7400000000052,1000.7400000000052,0,1000.7400000000052,0,0,,Time Limit,screen,0,screen,image,F,instr_photo_5.jpg,#FF69B4,,1000ms,
14,1736517954646,10/01/2025 14:05:54,1736496354646,-6,10/01/2025 02:05:54,153647,18,task-wzke,repeat-3dmk#1,42386771,BLIND,12371860,,complete,,67812805083317810c101abb,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1536x864,1536x722,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Accurate,,Spreadsheet1,Spreadsheet1,5,image,Screen 2,2al84i,2,continue,,499.5799999999872,499.5799999999872,499.5799999999872,499.5799999999872,499.5799999999872,499.5799999999872,1,499.5799999999872,0,0,,Fixation Timing,Fixation,1,object-24,image,F,instr_photo_5.jpg,#FF69B4,,1000ms,
15,1736517954647,10/01/2025 14:05:54,1736496354647,-6,10/01/2025 02:05:54,153647,18,task-wzke,repeat-3dmk#1,42386771,BLIND,12371860,,complete,,67812805083317810c101abb,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1536x864,1536x722,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Accurate,,Spreadsheet1,Spreadsheet1,,,,,,info,END,,,76098,,,,0,,,,,,,,,,,,,,,
1,1736517901906,10/01/2025 14:05:01,1736499901906,-5,10/01/2025 04:05:01,153647,18,task-wzke,repeat-3dmk#1,42386813,BLIND,12371855,,complete,,678128057cb5864bece881ef,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1093x513,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,
2,1736517959350,10/01/2025 14:05:59,1736499959350,-5,10/01/2025 04:05:59,153647,18,task-wzke,repeat-3dmk#1,42386813,BLIND,12371855,,complete,,678128057cb5864bece881ef,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1093x513,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,instructions,Screen 1,djhvrt,1,continue,,57245.80000038147,57234.1,57245.80000038147,57245.80000038147,57234.1,57245.80000038147,1,57245.80000038147,0,0,,Click To Continue,Continue Button,6,object-20,instructions,,,,,,
3,1736517974336,10/01/2025 14:06:14,1736499974336,-5,10/01/2025 04:06:14,153647,18,task-wzke,repeat-3dmk#1,42386813,BLIND,12371855,,complete,,678128057cb5864bece881ef,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1093x513,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,instructions,Screen 2,1kaj8e,2,continue,,14997.099999999999,14983.499999999993,14997.099999999999,14997.099999999999,14983.499999999993,14997.099999999999,1,14997.099999999999,0,0,,Click To Continue,Continue Button,2,object-7,instructions,,,,,,
4,1736517977323,10/01/2025 14:06:17,1736499977323,-5,10/01/2025 04:06:17,153647,18,task-wzke,repeat-3dmk#1,42386813,BLIND,12371855,,complete,,678128057cb5864bece881ef,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1093x513,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,instructions,Screen 3,j5lb3b,3,timedOut,,3002.0000000953733,3000.100000000006,3002.0000000953733,3002.0000000953733,3000.100000000006,3002.0000000953733,1,3002.0000000953733,0,0,,Time Limit,screen,0,screen,instructions,,,,,,
5,1736517978323,10/01/2025 14:06:18,1736499978323,-5,10/01/2025 04:06:18,153647,18,task-wzke,repeat-3dmk#1,42386813,BLIND,12371855,,complete,,678128057cb5864bece881ef,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1093x513,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,image,Trials,mxeghn,1,response,J,1000.1999999999971,1000.1999999999971,1000.1999999999971,1000.1999999999971,1000.1999999999971,1000.1999999999971,0,1000.1999999999971,0,0,,Time Limit,screen,0,screen,image,F,instr_photo.jpg,#FF69B4,,1000ms,
6,1736517979306,10/01/2025 14:06:19,1736499979306,-5,10/01/2025 04:06:19,153647,18,task-wzke,repeat-3dmk#1,42386813,BLIND,12371855,,complete,,678128057cb5864bece881ef,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1093x513,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,image,Screen 2,2al84i,2,continue,,499.8999999999942,499.8999999999942,499.8999999999942,499.8999999999942,499.8999999999942,499.8999999999942,1,499.8999999999942,0,0,,Fixation Timing,Fixation,1,object-24,image,F,instr_photo.jpg,#FF69B4,,1000ms,
7,1736517980245,10/01/2025 14:06:20,1736499980245,-5,10/01/2025 04:06:20,153647,18,task-wzke,repeat-3dmk#1,42386813,BLIND,12371855,,complete,,678128057cb5864bece881ef,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1093x513,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,2,image,Trials,mxeghn,1,response,F,938.8000002861081,933.3000000000029,938.8000002861081,938.8000002861081,933.3000000000029,938.8000002861081,1,938.8000002861081,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,F,instr_photo_2.jpg,#DC143C,,1000ms,
8,1736517981240,10/01/2025 14:06:21,1736499981240,-5,10/01/2025 04:06:21,153647,18,task-wzke,repeat-3dmk#1,42386813,BLIND,12371855,,complete,,678128057cb5864bece881ef,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1093x513,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,2,image,Screen 2,2al84i,2,continue,,500.1999999999971,500.1999999999971,500.1999999999971,500.1999999999971,500.1999999999971,500.1999999999971,1,500.1999999999971,0,0,,Fixation Timing,Fixation,1,object-24,image,F,instr_photo_2.jpg,#DC143C,,1000ms,
9,1736517982240,10/01/2025 14:06:22,1736499982240,-5,10/01/2025 04:06:22,153647,18,task-wzke,repeat-3dmk#1,42386813,BLIND,12371855,,complete,,678128057cb5864bece881ef,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1093x513,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,3,image,Trials,mxeghn,1,response,J,999.9000000000087,999.9000000000087,999.9000000000087,999.9000000000087,999.9000000000087,999.9000000000087,0,999.9000000000087,0,0,,Time Limit,screen,0,screen,image,F,instr_photo_3.jpg,#E2752C,,1000ms,
10,1736517983224,10/01/2025 14:06:23,1736499983224,-5,10/01/2025 04:06:23,153647,18,task-wzke,repeat-3dmk#1,42386813,BLIND,12371855,,complete,,678128057cb5864bece881ef,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1093x513,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,3,image,Screen 2,2al84i,2,continue,,500.1000000000058,500.1000000000058,500.1000000000058,500.1000000000058,500.1000000000058,500.1000000000058,1,500.1000000000058,0,0,,Fixation Timing,Fixation,1,object-24,image,F,instr_photo_3.jpg,#E2752C,,1000ms,
11,1736517984113,10/01/2025 14:06:24,1736499984113,-5,10/01/2025 04:06:24,153647,18,task-wzke,repeat-3dmk#1,42386813,BLIND,12371855,,complete,,678128057cb5864bece881ef,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1093x513,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,4,image,Trials,mxeghn,1,response,F,891.3999999999942,883.2999999999884,891.3999999999942,891.3999999999942,883.2999999999884,891.3999999999942,0,891.3999999999942,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,J,instr_photo_3.jpg,#DC143C,,1000ms,
12,1736517985106,10/01/2025 14:06:25,1736499985106,-5,10/01/2025 04:06:25,153647,18,task-wzke,repeat-3dmk#1,42386813,BLIND,12371855,,complete,,678128057cb5864bece881ef,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1093x513,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,4,image,Screen 2,2al84i,2,continue,,500.20000000001164,500.20000000001164,500.20000000001164,500.20000000001164,500.20000000001164,500.20000000001164,1,500.20000000001164,0,0,,Fixation Timing,Fixation,1,object-24,image,J,instr_photo_3.jpg,#DC143C,,1000ms,
13,1736517986106,10/01/2025 14:06:26,1736499986106,-5,10/01/2025 04:06:26,153647,18,task-wzke,repeat-3dmk#1,42386813,BLIND,12371855,,complete,,678128057cb5864bece881ef,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1093x513,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,5,image,Trials,mxeghn,1,response,J,999.8999999999942,999.8999999999942,999.8999999999942,999.8999999999942,999.8999999999942,999.8999999999942,0,999.8999999999942,0,0,,Time Limit,screen,0,screen,image,F,instr_photo_5.jpg,#FF69B4,,1000ms,
14,1736517987088,10/01/2025 14:06:27,1736499987088,-5,10/01/2025 04:06:27,153647,18,task-wzke,repeat-3dmk#1,42386813,BLIND,12371855,,complete,,678128057cb5864bece881ef,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1093x513,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,5,image,Screen 2,2al84i,2,continue,,500,500,500,500,500,500,1,500,0,0,,Fixation Timing,Fixation,1,object-24,image,F,instr_photo_5.jpg,#FF69B4,,1000ms,
15,1736517987090,10/01/2025 14:06:27,1736499987090,-5,10/01/2025 04:06:27,153647,18,task-wzke,repeat-3dmk#1,42386813,BLIND,12371855,,complete,,678128057cb5864bece881ef,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1093x513,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,,,,,,info,END,,,85099,,,,0,,,,,,,,,,,,,,,
1,1736517915615,10/01/2025 14:05:15,1736496315615,-6,10/01/2025 02:05:15,153647,18,task-wzke,repeat-3dmk#1,42386826,BLIND,12371858,,complete,,6781280b7039949793de297e,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x585,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,
2,1736517979859,10/01/2025 14:06:19,1736496379859,-6,10/01/2025 02:06:19,153647,18,task-wzke,repeat-3dmk#1,42386826,BLIND,12371858,,complete,,6781280b7039949793de297e,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x585,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,1,instructions,Screen 1,djhvrt,1,continue,,63506.99999997616,63491.9,63506.99999997616,63506.99999997616,63491.9,63506.99999997616,1,63506.99999997616,0,0,,Click To Continue,Continue Button,6,object-20,instructions,,,,,,
3,1736517998137,10/01/2025 14:06:38,1736496398137,-6,10/01/2025 02:06:38,153647,18,task-wzke,repeat-3dmk#1,42386826,BLIND,12371858,,complete,,6781280b7039949793de297e,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x585,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,1,instructions,Screen 2,1kaj8e,2,continue,,18291.40000004768,18280.800000000003,18291.40000004768,18291.40000004768,18280.800000000003,18291.40000004768,1,18291.40000004768,0,0,,Click To Continue,Continue Button,2,object-7,instructions,,,,,,
4,1736518001126,10/01/2025 14:06:41,1736496401126,-6,10/01/2025 02:06:41,153647,18,task-wzke,repeat-3dmk#1,42386826,BLIND,12371858,,complete,,6781280b7039949793de297e,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x585,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,1,instructions,Screen 3,j5lb3b,3,timedOut,,3001.100000047678,2999.899999999994,3001.100000047678,3001.100000047678,2999.899999999994,3001.100000047678,1,3001.100000047678,0,0,,Time Limit,screen,0,screen,instructions,,,,,,
5,1736518002126,10/01/2025 14:06:42,1736496402126,-6,10/01/2025 02:06:42,153647,18,task-wzke,repeat-3dmk#1,42386826,BLIND,12371858,,complete,,6781280b7039949793de297e,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x585,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,1,image,Trials,mxeghn,1,response,J,1000.1999999999971,1000.1999999999971,1000.1999999999971,1000.1999999999971,1000.1999999999971,1000.1999999999971,0,1000.1999999999971,0,0,,Time Limit,screen,0,screen,image,F,instr_photo.jpg,#FF69B4,,1000ms,
6,1736518003108,10/01/2025 14:06:43,1736496403108,-6,10/01/2025 02:06:43,153647,18,task-wzke,repeat-3dmk#1,42386826,BLIND,12371858,,complete,,6781280b7039949793de297e,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x585,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,1,image,Screen 2,2al84i,2,continue,,500.20000000001164,500.20000000001164,500.20000000001164,500.20000000001164,500.20000000001164,500.20000000001164,1,500.20000000001164,0,0,,Fixation Timing,Fixation,1,object-24,image,F,instr_photo.jpg,#FF69B4,,1000ms,
7,1736518004022,10/01/2025 14:06:44,1736496404022,-6,10/01/2025 02:06:44,153647,18,task-wzke,repeat-3dmk#1,42386826,BLIND,12371858,,complete,,6781280b7039949793de297e,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x585,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,2,image,Trials,mxeghn,1,response,F,914.2999999761523,899.5,914.2999999761523,914.2999999761523,899.5,914.2999999761523,1,914.2999999761523,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,F,instr_photo_2.jpg,#DC143C,,1000ms,
