Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,branch-phuz,branch-3j3b,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: number,Spreadsheet: img,Spreadsheet: type,Spreadsheet: mem_type,Spreadsheet: answer,Spreadsheet: border,Spreadsheet: memory,Spreadsheet: ans1,Spreadsheet: ans2,Spreadsheet: ans3,Spreadsheet: val1,Spreadsheet: val2,Spreadsheet: val3,Manipulation: Spreadsheet,Store: correct3,Store: total3
1,1738300226029,31/01/2025 05:10:26,1738278626029,-6,30/01/2025 17:10:26,153647,21,task-u8ly,repeat-3dmk#4->-repeat-tj2w#3->-repeat-bh4w#1,42922883,BLIND,12510918,,complete,,679c55aedb42a33c1c212b10,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1920x919,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,emo_prac,emo_prac,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
2,1738300229356,31/01/2025 05:10:29,1738278629356,-6,30/01/2025 17:10:29,153647,21,task-u8ly,repeat-3dmk#4->-repeat-tj2w#3->-repeat-bh4w#1,42922883,BLIND,12510918,,complete,,679c55aedb42a33c1c212b10,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1920x919,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,emo_prac,emo_prac,1,instructions,Screen 12,eyep1y,1,continue,,2701.5999999985097,2700,2701.5999999985097,2701.5999999985097,2700,2701.5999999985097,1,2701.5999999985097,0,0,,Click To Continue,Continue Button,2,object-4,instructions,,,,,,,,,,,,,,,,
3,1738300233379,31/01/2025 05:10:33,1738278633379,-6,30/01/2025 17:10:33,153647,21,task-u8ly,repeat-3dmk#4->-repeat-tj2w#3->-repeat-bh4w#1,42922883,BLIND,12510918,,complete,,679c55aedb42a33c1c212b10,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1920x919,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,emo_prac,emo_prac,1,instructions,Screen 5,e3ks8t,2,continue,,4024.3999999955295,4016.8,4024.3999999955295,4024.3999999955295,4016.8,4024.3999999955295,1,4024.3999999955295,0,0,,Click To Continue,Continue Button,2,object-68,instructions,,,,,,,,,,,,,,,,
4,1738300237858,31/01/2025 05:10:37,1738278637858,-6,30/01/2025 17:10:37,153647,21,task-u8ly,repeat-3dmk#4->-repeat-tj2w#3->-repeat-bh4w#1,42922883,BLIND,12510918,,complete,,679c55aedb42a33c1c212b10,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1920x919,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,emo_prac,emo_prac,1,instructions,Screen 9,l1vn7l,3,continue,,4486.699999997019,4483.4,4486.699999997019,4486.699999997019,4483.4,4486.699999997019,1,4486.699999997019,0,0,,Click To Continue,Continue Button,3,object-65,instructions,,,,,,,,,,,,,,,,
5,1738300237866,31/01/2025 05:10:37,1738278637866,-6,30/01/2025 17:10:37,153647,21,task-u8ly,repeat-3dmk#4->-repeat-tj2w#3->-repeat-bh4w#1,42922883,BLIND,12510918,,complete,,679c55aedb42a33c1c212b10,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1920x919,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,emo_prac,emo_prac,1,instructions,Screen 10,xskzd4,4,info,,11.299999997019768,0,11.299999997019768,11.299999997019768,0,11.299999997019768,1,11.299999997019768,0,0,,Slider,Slider,5,object-39,instructions,,,,,,,,,,,,,,,,
6,1738300251108,31/01/2025 05:10:51,1738278651108,-6,30/01/2025 17:10:51,153647,21,task-u8ly,repeat-3dmk#4->-repeat-tj2w#3->-repeat-bh4w#1,42922883,BLIND,12510918,,complete,,679c55aedb42a33c1c212b10,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1920x919,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,emo_prac,emo_prac,1,instructions,Screen 10,xskzd4,4,continue,,13253.79999999702,13250.2,13253.79999999702,13253.79999999702,13250.2,13253.79999999702,1,13253.79999999702,0,0,,Click To Continue,Continue Button,9,object-66,instructions,,,,,,,,,,,,,,,,
7,1738300251109,31/01/2025 05:10:51,1738278651109,-6,30/01/2025 17:10:51,153647,21,task-u8ly,repeat-3dmk#4->-repeat-tj2w#3->-repeat-bh4w#1,42922883,BLIND,12510918,,complete,,679c55aedb42a33c1c212b10,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1920x919,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,emo_prac,emo_prac,1,instructions,Screen 10,xskzd4,4,response,9,10550.099999999999,13250.2,13255,10550.099999999999,13250.2,13255,1,10550.099999999999,2704.9000000000015,0,,Slider,Slider,5,object-39,instructions,,,,,,,,,,,,,,,,
8,1738300251115,31/01/2025 05:10:51,1738278651115,-6,30/01/2025 17:10:51,153647,21,task-u8ly,repeat-3dmk#4->-repeat-tj2w#3->-repeat-bh4w#1,42922883,BLIND,12510918,,complete,,679c55aedb42a33c1c212b10,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1920x919,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,emo_prac,emo_prac,1,instructions,Screen 11,fgeg47,5,info,,10.699999998509156,0,10.699999998509156,10.699999998509156,0,10.699999998509156,1,10.699999998509156,0,0,,Slider,Slider,5,object-61,instructions,,,,,,,,,,,,,,,,
9,1738300271118,31/01/2025 05:11:11,1738278671118,-6,30/01/2025 17:11:11,153647,21,task-u8ly,repeat-3dmk#4->-repeat-tj2w#3->-repeat-bh4w#1,42922883,BLIND,12510918,,complete,,679c55aedb42a33c1c212b10,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1920x919,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,emo_prac,emo_prac,1,instructions,Screen 11,fgeg47,5,continue,,20013.49999999553,20000.2,20013.49999999553,20013.49999999553,20000.2,20013.49999999553,1,20013.49999999553,0,0,,Click To Continue,Continue Button,9,object-67,instructions,,,,,,,,,,,,,,,,
10,1738300271120,31/01/2025 05:11:11,1738278671120,-6,30/01/2025 17:11:11,153647,21,task-u8ly,repeat-3dmk#4->-repeat-tj2w#3->-repeat-bh4w#1,42922883,BLIND,12510918,,complete,,679c55aedb42a33c1c212b10,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1920x919,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,emo_prac,emo_prac,1,instructions,Screen 11,fgeg47,5,response,5,18733.600000000002,20000.2,20014.99999999553,18733.600000000002,20000.2,20014.99999999553,1,18733.600000000002,1281.3999999955267,0,,Slider,Slider,5,object-61,instructions,,,,,,,,,,,,,,,,
