Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,branch-phuz,branch-3j3b,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: answer,Spreadsheet: img,Spreadsheet: Screen,Spreadsheet: answer2,Spreadsheet: answer3,Manipulation: Spreadsheet,Store: correct2,Store: Total2
1,1738299886301,31/01/2025 05:04:46,1738278286301,-6,30/01/2025 17:04:46,153647,21,task-xcgh,repeat-3dmk#4->-repeat-tj2w#1,42922834,BLIND,12510918,,complete,,679c55aedb42a33c1c212b10,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1920x919,,,0,Memory Practice Clone,7,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,
2,1738299895523,31/01/2025 05:04:55,1738278295523,-6,30/01/2025 17:04:55,153647,21,task-xcgh,repeat-3dmk#4->-repeat-tj2w#1,42922834,BLIND,12510918,,complete,,679c55aedb42a33c1c212b10,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1920x919,,,0,Memory Practice Clone,7,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,instructions,Screen 2,1kaj8e,1,continue,,9239.89999999851,9233.4,9239.89999999851,9239.89999999851,9233.4,9239.89999999851,1,9239.89999999851,0,0,,Click To Continue,Continue Button,2,object-7,instructions,,,,,,,0,0
3,1738299898517,31/01/2025 05:04:58,1738278298517,-6,30/01/2025 17:04:58,153647,21,task-xcgh,repeat-3dmk#4->-repeat-tj2w#1,42922834,BLIND,12510918,,complete,,679c55aedb42a33c1c212b10,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1920x919,,,0,Memory Practice Clone,7,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,instructions,Screen 3,j5lb3b,2,timedOut,,3000.4999999985102,3000.1000000000004,3000.4999999985102,3000.4999999985102,3000.1000000000004,3000.4999999985102,1,3000.4999999985102,0,0,,Time Limit,screen,0,screen,instructions,,,,,,,0,0
4,1738299911826,31/01/2025 05:05:11,1738278311826,-6,30/01/2025 17:05:11,153647,21,task-xcgh,repeat-3dmk#4->-repeat-tj2w#1,42922834,BLIND,12510918,,complete,,679c55aedb42a33c1c212b10,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1920x919,,,0,Memory Practice Clone,7,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,image,Trials,mxeghn,1,response,1,13308.89999999851,13300.099999999999,13308.89999999851,13308.89999999851,13300.099999999999,13308.89999999851,1,13308.89999999851,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,1,instr_photo_3.jpg,Screen 3,5,3,,1,1
5,1738299942559,31/01/2025 05:05:42,1738278342559,-6,30/01/2025 17:05:42,153647,21,task-xcgh,repeat-3dmk#4->-repeat-tj2w#1,42922834,BLIND,12510918,,complete,,679c55aedb42a33c1c212b10,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1920x919,,,0,Memory Practice Clone,7,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,image,Screen 3,ornkij,2,response,2,29741.99999999404,29733.700000000004,29741.99999999404,29741.99999999404,29733.700000000004,29741.99999999404,0,29741.99999999404,0,0,,Keyboard Response,Keyboard Response,2,object-25,image,1,instr_photo_3.jpg,Screen 3,5,3,,1,2
6,1738299951306,31/01/2025 05:05:51,1738278351306,-6,30/01/2025 17:05:51,153647,21,task-xcgh,repeat-3dmk#4->-repeat-tj2w#1,42922834,BLIND,12510918,,complete,,679c55aedb42a33c1c212b10,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1920x919,,,0,Memory Practice Clone,7,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,image,Screen 2,ou4ign,3,response,5,7755.799999994037,7750.099999999991,7755.799999994037,7755.799999994037,7750.099999999991,7755.799999994037,1,7755.799999994037,0,0,,Keyboard Response,Keyboard Response,3,object-22,image,1,instr_photo_3.jpg,Screen 3,5,3,,2,3
7,1738299952301,31/01/2025 05:05:52,1738278352301,-6,30/01/2025 17:05:52,153647,21,task-xcgh,repeat-3dmk#4->-repeat-tj2w#1,42922834,BLIND,12510918,,complete,,679c55aedb42a33c1c212b10,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1920x919,,,0,Memory Practice Clone,7,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,,,,,,info,END,,,65969,,,,0,,,,,,,,,,,,,,,,,
1,1738300005235,31/01/2025 05:06:45,1738278405235,-6,30/01/2025 17:06:45,153647,21,task-xcgh,repeat-3dmk#4->-repeat-tj2w#2,42922848,BLIND,12510918,,complete,,679c55aedb42a33c1c212b10,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1920x919,,,0,Memory Practice Clone,7,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,
2,1738300006947,31/01/2025 05:06:46,1738278406947,-6,30/01/2025 17:06:46,153647,21,task-xcgh,repeat-3dmk#4->-repeat-tj2w#2,42922848,BLIND,12510918,,complete,,679c55aedb42a33c1c212b10,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1920x919,,,0,Memory Practice Clone,7,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,instructions,Screen 2,1kaj8e,1,continue,,1728.6539999985098,1716.654,1728.6539999985098,1728.6539999985098,1716.654,1728.6539999985098,1,1728.6539999985098,0,0,,Click To Continue,Continue Button,2,object-7,instructions,,,,,,,0,0
3,1738300009935,31/01/2025 05:06:49,1738278409935,-6,30/01/2025 17:06:49,153647,21,task-xcgh,repeat-3dmk#4->-repeat-tj2w#2,42922848,BLIND,12510918,,complete,,679c55aedb42a33c1c212b10,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1920x919,,,0,Memory Practice Clone,7,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,instructions,Screen 3,j5lb3b,2,timedOut,,3000.6,2999.9999999999995,3000.6,3000.6,2999.9999999999995,3000.6,1,3000.6,0,0,,Time Limit,screen,0,screen,instructions,,,,,,,0,0
4,1738300011200,31/01/2025 05:06:51,1738278411200,-6,30/01/2025 17:06:51,153647,21,task-xcgh,repeat-3dmk#4->-repeat-tj2w#2,42922848,BLIND,12510918,,complete,,679c55aedb42a33c1c212b10,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1920x919,,,0,Memory Practice Clone,7,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,image,Trials,mxeghn,1,response,1,1264.9999999985102,1250,1264.9999999985102,1264.9999999985102,1250,1264.9999999985102,1,1264.9999999985102,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,1,instr_photo_3.jpg,Screen 3,5,3,,1,1
5,1738300023701,31/01/2025 05:07:03,1738278423701,-6,30/01/2025 17:07:03,153647,21,task-xcgh,repeat-3dmk#4->-repeat-tj2w#2,42922848,BLIND,12510918,,complete,,679c55aedb42a33c1c212b10,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1920x919,,,0,Memory Practice Clone,7,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,image,Screen 3,ornkij,2,response,3,11515.99999999851,11500.300000000001,11515.99999999851,11515.99999999851,11500.300000000001,11515.99999999851,1,11515.99999999851,0,0,,Keyboard Response,Keyboard Response,2,object-25,image,1,instr_photo_3.jpg,Screen 3,5,3,,2,2
6,1738300038202,31/01/2025 05:07:18,1738278438202,-6,30/01/2025 17:07:18,153647,21,task-xcgh,repeat-3dmk#4->-repeat-tj2w#2,42922848,BLIND,12510918,,complete,,679c55aedb42a33c1c212b10,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1920x919,,,0,Memory Practice Clone,7,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,image,Screen 2,ou4ign,3,response,6,13516.50000000298,13500.100000000002,13516.50000000298,13516.50000000298,13500.100000000002,13516.50000000298,0,13516.50000000298,0,0,,Keyboard Response,Keyboard Response,3,object-22,image,1,instr_photo_3.jpg,Screen 3,5,3,,2,3
