Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,branch-phuz,branch-3j3b,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: answer,Spreadsheet: img,Spreadsheet: Screen,Spreadsheet: answer2,Spreadsheet: answer3,Manipulation: Spreadsheet,Store: correct2,Store: Total2
1,1738299785505,31/01/2025 05:03:05,1738281785505,-5,30/01/2025 19:03:05,153647,21,task-ugmz,repeat-3dmk#3->-repeat-ku6w#1,42922821,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Memory Practice Clone,7,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,
2,1738299791850,31/01/2025 05:03:11,1738281791850,-5,30/01/2025 19:03:11,153647,21,task-ugmz,repeat-3dmk#3->-repeat-ku6w#1,42922821,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Memory Practice Clone,7,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,1,instructions,Screen 2,1kaj8e,1,continue,,6357.199999952316,6350,6357.199999952316,6357.199999952316,6350,6357.199999952316,1,6357.199999952316,0,0,,Click To Continue,Continue Button,2,object-7,instructions,,,,,,,0,0
3,1738299794843,31/01/2025 05:03:14,1738281794843,-5,30/01/2025 19:03:14,153647,21,task-ugmz,repeat-3dmk#3->-repeat-ku6w#1,42922821,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Memory Practice Clone,7,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,1,instructions,Screen 3,j5lb3b,2,timedOut,,3000.499999904632,3000,3000.499999904632,3000.499999904632,3000,3000.499999904632,1,3000.499999904632,0,0,,Time Limit,screen,0,screen,instructions,,,,,,,0,0
4,1738299801226,31/01/2025 05:03:21,1738281801226,-5,30/01/2025 19:03:21,153647,21,task-ugmz,repeat-3dmk#3->-repeat-ku6w#1,42922821,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Memory Practice Clone,7,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,1,image,Trials,mxeghn,1,response,1,6382.600000047683,6375.199999999999,6382.600000047683,6382.600000047683,6375.199999999999,6382.600000047683,1,6382.600000047683,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,1,instr_photo_3.jpg,Screen 3,5,3,,1,1
5,1738299807426,31/01/2025 05:03:27,1738281807426,-5,30/01/2025 19:03:27,153647,21,task-ugmz,repeat-3dmk#3->-repeat-ku6w#1,42922821,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Memory Practice Clone,7,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,1,image,Screen 3,ornkij,2,response,4,5208.299999999996,5199.899999999998,5208.299999999996,5208.299999999996,5199.899999999998,5208.299999999996,0,5208.299999999996,0,0,,Keyboard Response,Keyboard Response,2,object-25,image,1,instr_photo_3.jpg,Screen 3,5,3,,1,2
6,1738299813330,31/01/2025 05:03:33,1738281813330,-5,30/01/2025 19:03:33,153647,21,task-ugmz,repeat-3dmk#3->-repeat-ku6w#1,42922821,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Memory Practice Clone,7,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,1,image,Screen 2,ou4ign,3,response,5,4912.200000095367,4907.899999999998,4912.200000095367,4912.200000095367,4907.899999999998,4912.200000095367,1,4912.200000095367,0,0,,Keyboard Response,Keyboard Response,3,object-22,image,1,instr_photo_3.jpg,Screen 3,5,3,,2,3
7,1738299814327,31/01/2025 05:03:34,1738281814327,-5,30/01/2025 19:03:34,153647,21,task-ugmz,repeat-3dmk#3->-repeat-ku6w#1,42922821,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Memory Practice Clone,7,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,,,,,,info,END,,,28757,,,,0,,,,,,,,,,,,,,,,,
1,1738299835344,31/01/2025 05:03:55,1738281835344,-5,30/01/2025 19:03:55,153647,21,task-ugmz,repeat-3dmk#3->-repeat-ku6w#2,42922827,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Memory Practice Clone,7,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,
2,1738299837004,31/01/2025 05:03:57,1738281837004,-5,30/01/2025 19:03:57,153647,21,task-ugmz,repeat-3dmk#3->-repeat-ku6w#2,42922827,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Memory Practice Clone,7,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,1,instructions,Screen 2,1kaj8e,1,continue,,1668.9000001907348,1666.6999999999998,1668.9000001907348,1668.9000001907348,1666.6999999999998,1668.9000001907348,1,1668.9000001907348,0,0,,Click To Continue,Continue Button,2,object-7,instructions,,,,,,,0,0
3,1738299840002,31/01/2025 05:04:00,1738281840002,-5,30/01/2025 19:04:00,153647,21,task-ugmz,repeat-3dmk#3->-repeat-ku6w#2,42922827,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Memory Practice Clone,7,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,1,instructions,Screen 3,j5lb3b,2,timedOut,,3001.3000000953675,3000.0000000000005,3001.3000000953675,3001.3000000953675,3000.0000000000005,3001.3000000953675,1,3001.3000000953675,0,0,,Time Limit,screen,0,screen,instructions,,,,,,,0,0
