Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,branch-phuz,branch-3j3b,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: number,Spreadsheet: img,Spreadsheet: type,Spreadsheet: answer,Spreadsheet: border,Spreadsheet: memory,Manipulation: Spreadsheet
1,1738299833349,31/01/2025 05:03:53,1738278233349,-6,30/01/2025 17:03:53,153647,21,task-i3u4,repeat-3dmk#4->-repeat-tj2w#1,42922825,BLIND,12510918,,complete,,679c55aedb42a33c1c212b10,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1920x919,,,0,Memory Task (instr only),4,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,memory_version_1,memory_version_1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1738299840705,31/01/2025 05:04:00,1738278240705,-6,30/01/2025 17:04:00,153647,21,task-i3u4,repeat-3dmk#4->-repeat-tj2w#1,42922825,BLIND,12510918,,complete,,679c55aedb42a33c1c212b10,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1920x919,,,0,Memory Task (instr only),4,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,memory_version_1,memory_version_1,1,instructions,Screen 1,9emqwl,1,continue,,6638.8,6633.500000000001,6638.8,6638.8,6633.500000000001,6638.8,1,6638.8,0,0,,Click To Continue,Continue Button,2,object-4,instructions,,,,,,,
3,1738299863887,31/01/2025 05:04:23,1738278263887,-6,30/01/2025 17:04:23,153647,21,task-i3u4,repeat-3dmk#4->-repeat-tj2w#1,42922825,BLIND,12510918,,complete,,679c55aedb42a33c1c212b10,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1920x919,,,0,Memory Task (instr only),4,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,memory_version_1,memory_version_1,1,instructions,Screen 2,rbq82w,2,continue,,23187.59999999702,23183.600000000002,23187.59999999702,23187.59999999702,23183.600000000002,23187.59999999702,1,23187.59999999702,0,0,,Click To Continue,Text,10,object-62,instructions,,,,,,,
4,1738299867955,31/01/2025 05:04:27,1738278267955,-6,30/01/2025 17:04:27,153647,21,task-i3u4,repeat-3dmk#4->-repeat-tj2w#1,42922825,BLIND,12510918,,complete,,679c55aedb42a33c1c212b10,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1920x919,,,0,Memory Task (instr only),4,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,memory_version_1,memory_version_1,1,instructions,Screen 4,8hhdnx,3,continue,,4071.8999999955267,4066.699999999997,4071.8999999955267,4071.8999999955267,4066.699999999997,4071.8999999955267,1,4071.8999999955267,0,0,,Click To Continue,Text,10,object-80,instructions,,,,,,,
5,1738299872130,31/01/2025 05:04:32,1738278272130,-6,30/01/2025 17:04:32,153647,21,task-i3u4,repeat-3dmk#4->-repeat-tj2w#1,42922825,BLIND,12510918,,complete,,679c55aedb42a33c1c212b10,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1920x919,,,0,Memory Task (instr only),4,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,memory_version_1,memory_version_1,1,instructions,Screen 6,5bug7j,4,continue,,4180.60000000149,4166.800000000003,4180.60000000149,4180.60000000149,4166.800000000003,4180.60000000149,1,4180.60000000149,0,0,,Click To Continue,Text,10,object-108,instructions,,,,,,,
6,1738299879714,31/01/2025 05:04:39,1738278279714,-6,30/01/2025 17:04:39,153647,21,task-i3u4,repeat-3dmk#4->-repeat-tj2w#1,42922825,BLIND,12510918,,complete,,679c55aedb42a33c1c212b10,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1920x919,,,0,Memory Task (instr only),4,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,memory_version_1,memory_version_1,1,instructions,Screen 7,2p8goo,5,continue,,7597.399999995527,7583.399999999994,7597.399999995527,7597.399999995527,7583.399999999994,7597.399999995527,1,7597.399999995527,0,0,,Click To Continue,Text,4,object-123,instructions,,,,,,,
7,1738299879716,31/01/2025 05:04:39,1738278279716,-6,30/01/2025 17:04:39,153647,21,task-i3u4,repeat-3dmk#4->-repeat-tj2w#1,42922825,BLIND,12510918,,complete,,679c55aedb42a33c1c212b10,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1920x919,,,0,Memory Task (instr only),4,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,memory_version_1,memory_version_1,,,,,,info,END,,,46331,,,,0,,,,,,,,,,,,,,,,
1,1738299994710,31/01/2025 05:06:34,1738278394710,-6,30/01/2025 17:06:34,153647,21,task-i3u4,repeat-3dmk#4->-repeat-tj2w#2,42922844,BLIND,12510918,,complete,,679c55aedb42a33c1c212b10,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1920x919,,,0,Memory Task (instr only),4,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,memory_version_1,memory_version_1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1738299998125,31/01/2025 05:06:38,1738278398125,-6,30/01/2025 17:06:38,153647,21,task-i3u4,repeat-3dmk#4->-repeat-tj2w#2,42922844,BLIND,12510918,,complete,,679c55aedb42a33c1c212b10,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1920x919,,,0,Memory Task (instr only),4,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,memory_version_1,memory_version_1,1,instructions,Screen 1,9emqwl,1,continue,,3390.2999999955296,3383.4,3390.2999999955296,3390.2999999955296,3383.4,3390.2999999955296,1,3390.2999999955296,0,0,,Click To Continue,Continue Button,2,object-4,instructions,,,,,,,
3,1738299999620,31/01/2025 05:06:39,1738278399620,-6,30/01/2025 17:06:39,153647,21,task-i3u4,repeat-3dmk#4->-repeat-tj2w#2,42922844,BLIND,12510918,,complete,,679c55aedb42a33c1c212b10,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1920x919,,,0,Memory Task (instr only),4,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,memory_version_1,memory_version_1,1,instructions,Screen 2,rbq82w,2,continue,,1501.6999999999998,1500,1501.6999999999998,1501.6999999999998,1500,1501.6999999999998,1,1501.6999999999998,0,0,,Click To Continue,Text,10,object-62,instructions,,,,,,,
4,1738299999863,31/01/2025 05:06:39,1738278399863,-6,30/01/2025 17:06:39,153647,21,task-i3u4,repeat-3dmk#4->-repeat-tj2w#2,42922844,BLIND,12510918,,complete,,679c55aedb42a33c1c212b10,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1920x919,,,0,Memory Task (instr only),4,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,memory_version_1,memory_version_1,1,instructions,Screen 4,8hhdnx,3,continue,,244.89999999552947,233.39999999999964,244.89999999552947,244.89999999552947,233.39999999999964,244.89999999552947,1,244.89999999552947,0,0,,Click To Continue,Text,10,object-80,instructions,,,,,,,
5,1738300000199,31/01/2025 05:06:40,1738278400199,-6,30/01/2025 17:06:40,153647,21,task-i3u4,repeat-3dmk#4->-repeat-tj2w#2,42922844,BLIND,12510918,,complete,,679c55aedb42a33c1c212b10,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1920x919,,,0,Memory Task (instr only),4,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,memory_version_1,memory_version_1,1,instructions,Screen 6,5bug7j,4,continue,,348.09999999701995,333.1999999999998,348.09999999701995,348.09999999701995,333.1999999999998,348.09999999701995,1,348.09999999701995,0,0,,Click To Continue,Text,10,object-108,instructions,,,,,,,
6,1738300000610,31/01/2025 05:06:40,1738278400610,-6,30/01/2025 17:06:40,153647,21,task-i3u4,repeat-3dmk#4->-repeat-tj2w#2,42922844,BLIND,12510918,,complete,,679c55aedb42a33c1c212b10,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1920x919,,,0,Memory Task (instr only),4,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,memory_version_1,memory_version_1,1,instructions,Screen 7,2p8goo,5,continue,,425.6999999940399,416.7000000000007,425.6999999940399,425.6999999940399,416.7000000000007,425.6999999940399,1,425.6999999940399,0,0,,Click To Continue,Text,4,object-123,instructions,,,,,,,
