Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,branch-phuz,branch-3j3b,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: type,Spreadsheet: answer,Spreadsheet: memory,Spreadsheet: randomise,Spreadsheet: img,Manipulation: Spreadsheet
1,1738299874706,31/01/2025 05:04:34,1738281874706,-5,30/01/2025 19:04:34,153647,21,task-tak4,repeat-3dmk#3->-repeat-ku6w#2,42922833,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Memory Task (Clone 3),10,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,memory_resampled,memory_resampled,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,
2,1738299878876,31/01/2025 05:04:38,1738281878876,-5,30/01/2025 19:04:38,153647,21,task-tak4,repeat-3dmk#3->-repeat-ku6w#2,42922833,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Memory Task (Clone 3),10,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,memory_resampled,memory_resampled,1,image,Screen 3,zz7hbh,1,response,6,3366.199999904633,3358.7000000000007,3366.199999904633,3366.199999904633,3358.7000000000007,3366.199999904633,1,3366.199999904633,0,0,,Keyboard Response,Image,1,object-1907,image,target,F,filler,1,6ee5ea40cd52e1d8fdb5d823354d2eeb.jpg,
3,1738299881285,31/01/2025 05:04:41,1738281881285,-5,30/01/2025 19:04:41,153647,21,task-tak4,repeat-3dmk#3->-repeat-ku6w#2,42922833,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Memory Task (Clone 3),10,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,memory_resampled,memory_resampled,2,image,Screen 3,zz7hbh,1,response,1,2416.2999998569485,2408.2999999999993,2416.2999998569485,2416.2999998569485,2408.2999999999993,2416.2999998569485,1,2416.2999998569485,0,0,,Keyboard Response,Image,1,object-1907,image,target,F,target,1,2e736b206488e9fae823363bdfc23722.jpg,
4,1738299883035,31/01/2025 05:04:43,1738281883035,-5,30/01/2025 19:04:43,153647,21,task-tak4,repeat-3dmk#3->-repeat-ku6w#2,42922833,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Memory Task (Clone 3),10,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,memory_resampled,memory_resampled,3,image,Screen 3,zz7hbh,1,response,2,1758.7000000000007,1750.2000000000007,1758.7000000000007,1758.7000000000007,1750.2000000000007,1758.7000000000007,1,1758.7000000000007,0,0,,Keyboard Response,Image,1,object-1907,image,target,F,filler,1,fc7354a0bbef269140ce76bff20aa450.jpg,
5,1738299885082,31/01/2025 05:04:45,1738281885082,-5,30/01/2025 19:04:45,153647,21,task-tak4,repeat-3dmk#3->-repeat-ku6w#2,42922833,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Memory Task (Clone 3),10,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,memory_resampled,memory_resampled,4,image,Screen 3,zz7hbh,1,response,4,2055.599999809265,2049.5,2055.599999809265,2055.599999809265,2049.5,2055.599999809265,1,2055.599999809265,0,0,,Keyboard Response,Image,1,object-1907,image,target,F,filler,1,1e7ce32a3cbdae096a502e6c8076f79b.jpg,
6,1738299886473,31/01/2025 05:04:46,1738281886473,-5,30/01/2025 19:04:46,153647,21,task-tak4,repeat-3dmk#3->-repeat-ku6w#2,42922833,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Memory Task (Clone 3),10,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,memory_resampled,memory_resampled,5,image,Screen 3,zz7hbh,1,response,4,1397.3999999999996,1391.6000000000004,1397.3999999999996,1397.3999999999996,1391.6000000000004,1397.3999999999996,1,1397.3999999999996,0,0,,Keyboard Response,Image,1,object-1907,image,target,F,target,1,04d47b8184a2bdde9179efa50640e7d3.jpg,
7,1738299889958,31/01/2025 05:04:49,1738281889958,-5,30/01/2025 19:04:49,153647,21,task-tak4,repeat-3dmk#3->-repeat-ku6w#2,42922833,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Memory Task (Clone 3),10,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,memory_resampled,memory_resampled,6,image,Screen 3,zz7hbh,1,response,3,3489.9999998092644,3483.2999999999993,3489.9999998092644,3489.9999998092644,3483.2999999999993,3489.9999998092644,1,3489.9999998092644,0,0,,Keyboard Response,Image,1,object-1907,image,target,F,filler,1,fe05bcff562f480c546995c681444a88.jpg,
8,1738299891443,31/01/2025 05:04:51,1738281891443,-5,30/01/2025 19:04:51,153647,21,task-tak4,repeat-3dmk#3->-repeat-ku6w#2,42922833,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Memory Task (Clone 3),10,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,memory_resampled,memory_resampled,7,image,Screen 3,zz7hbh,1,response,2,1491.4000000000015,1483.5,1491.4000000000015,1491.4000000000015,1483.5,1491.4000000000015,1,1491.4000000000015,0,0,,Keyboard Response,Image,1,object-1907,image,target,F,target,1,3a86857c680b20161adf067d5fa9433d.jpg,
9,1738299892471,31/01/2025 05:04:52,1738281892471,-5,30/01/2025 19:04:52,153647,21,task-tak4,repeat-3dmk#3->-repeat-ku6w#2,42922833,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Memory Task (Clone 3),10,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,memory_resampled,memory_resampled,8,image,Screen 3,zz7hbh,1,response,1,1036.5,1033.2999999999993,1036.5,1036.5,1033.2999999999993,1036.5,1,1036.5,0,0,,Keyboard Response,Image,1,object-1907,image,target,F,target,1,6a428827436fae2f1dc16138cf69fbc3.jpg,
10,1738299894638,31/01/2025 05:04:54,1738281894638,-5,30/01/2025 19:04:54,153647,21,task-tak4,repeat-3dmk#3->-repeat-ku6w#2,42922833,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Memory Task (Clone 3),10,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,memory_resampled,memory_resampled,9,image,Screen 3,zz7hbh,1,response,2,2170.7000000000007,2166.600000000002,2170.7000000000007,2170.7000000000007,2166.600000000002,2170.7000000000007,1,2170.7000000000007,0,0,,Keyboard Response,Image,1,object-1907,image,target,F,target,1,6c34e2878569d763bdd92cdc72c8be88.jpg,
