Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,branch-phuz,branch-3j3b,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID
1,1738302460384,31/01/2025 05:47:40,1738273660384,-8,30/01/2025 13:47:40,153647,21,questionnaire-vj9b,repeat-3dmk#4->-repeat-tj2w#2->-repeat-bh4w#1,42923152,BLIND,12510932,,complete,,679c5ade4f2c75939462b161,computer,Desktop or Laptop,Linux x86_64,Falkon 3.2.0,1600x900,1600x752,,,0,Debrieff,3,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Accurate,,,,,info,,BEGIN,,,,,
2,1738302583863,31/01/2025 05:49:43,1738273783863,-8,30/01/2025 13:49:43,153647,21,questionnaire-vj9b,repeat-3dmk#4->-repeat-tj2w#2->-repeat-bh4w#1,42923152,BLIND,12510932,,complete,,679c5ade4f2c75939462b161,computer,Desktop or Laptop,Linux x86_64,Falkon 3.2.0,1600x900,1600x752,,,0,Debrieff,3,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Accurate,,,,,info,,END,123430,,,,
1,1738303231051,31/01/2025 06:00:31,1738285231051,-5,30/01/2025 20:00:31,153647,21,questionnaire-vj9b,repeat-3dmk#2->-repeat-ku6w#2->-repeat-bbex#2,42923236,BLIND,12510920,,complete,,679c55abc0a635f6721f9836,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1280x720,1280x632,,,0,Debrieff,3,Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,,,,,info,,BEGIN,,,,,
2,1738303338924,31/01/2025 06:02:18,1738285338924,-5,30/01/2025 20:02:18,153647,21,questionnaire-vj9b,repeat-3dmk#2->-repeat-ku6w#2->-repeat-bbex#2,42923236,BLIND,12510920,,complete,,679c55abc0a635f6721f9836,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1280x720,1280x632,,,0,Debrieff,3,Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,,,,,info,,END,107860,,,,
1,1738303329968,31/01/2025 06:02:09,1738274529968,-8,30/01/2025 14:02:09,153647,21,questionnaire-vj9b,repeat-3dmk#2->-repeat-ku6w#2->-repeat-bbex#2,42923242,BLIND,12510949,,complete,,679c5eef73ea9c871f9916c6,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1280x720,1280x593,,,0,Debrieff,3,Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,,,,,info,,BEGIN,,,,,
2,1738303335758,31/01/2025 06:02:15,1738274535758,-8,30/01/2025 14:02:15,153647,21,questionnaire-vj9b,repeat-3dmk#2->-repeat-ku6w#2->-repeat-bbex#2,42923242,BLIND,12510949,,complete,,679c5eef73ea9c871f9916c6,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1280x720,1280x593,,,0,Debrieff,3,Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,,,,,info,,END,5779,,,,
1,1738303354285,31/01/2025 06:02:34,1738285354285,-5,30/01/2025 20:02:34,153647,21,questionnaire-vj9b,repeat-3dmk#2->-repeat-tj2w#1->-repeat-bh4w#1,42923247,BLIND,12510944,,complete,,679c5dfc578748db5a9cfded,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,2560x1440,852x878,,,0,Debrieff,3,Inaccurate~Accurate,2,,Accurate,,Accurate,,,,,info,,BEGIN,,,,,
2,1738303359411,31/01/2025 06:02:39,1738285359411,-5,30/01/2025 20:02:39,153647,21,questionnaire-vj9b,repeat-3dmk#2->-repeat-tj2w#1->-repeat-bh4w#1,42923247,BLIND,12510944,,complete,,679c5dfc578748db5a9cfded,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,2560x1440,852x878,,,0,Debrieff,3,Inaccurate~Accurate,2,,Accurate,,Accurate,,,,,info,,END,5121,,,,
1,1738303512870,31/01/2025 06:05:12,1738281912870,-6,30/01/2025 18:05:12,153647,21,questionnaire-vj9b,repeat-3dmk#4->-repeat-ku6w#2->-repeat-bbex#1,42923264,BLIND,12510950,,complete,,679c5f4fb8b7e0dcd8f509b2,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1920x911,,,0,Debrieff,3,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,,,,,info,,BEGIN,,,,,
2,1738303517205,31/01/2025 06:05:17,1738281917205,-6,30/01/2025 18:05:17,153647,21,questionnaire-vj9b,repeat-3dmk#4->-repeat-ku6w#2->-repeat-bbex#1,42923264,BLIND,12510950,,complete,,679c5f4fb8b7e0dcd8f509b2,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1920x911,,,0,Debrieff,3,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,,,,,info,,END,4327,,,,
1,1738303743712,31/01/2025 06:09:03,1738282143712,-6,30/01/2025 18:09:03,153647,21,questionnaire-vj9b,repeat-3dmk#2->-repeat-tj2w#1->-repeat-bh4w#2,42923307,BLIND,12510945,,complete,,679c5e4dbedfb999fa85f68f,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1368x912,1368x777,,,0,Debrieff,3,Inaccurate~Accurate,2,,Accurate,,Inaccurate~Accurate,,,,,info,,BEGIN,,,,,
2,1738303827485,31/01/2025 06:10:27,1738282227485,-6,30/01/2025 18:10:27,153647,21,questionnaire-vj9b,repeat-3dmk#2->-repeat-tj2w#1->-repeat-bh4w#2,42923307,BLIND,12510945,,complete,,679c5e4dbedfb999fa85f68f,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1368x912,1368x777,,,0,Debrieff,3,Inaccurate~Accurate,2,,Accurate,,Inaccurate~Accurate,,,,,info,,END,83755,,,,
1,1738304364380,31/01/2025 06:19:24,1738268364380,-10,30/01/2025 10:19:24,153647,21,questionnaire-vj9b,repeat-3dmk#4->-repeat-ku6w#2->-repeat-bbex#1,42923388,BLIND,12510957,,complete,,679c5fbe1b953059eb2b217b,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1366x768,1242x575,,,0,Debrieff,3,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,,,,,info,,BEGIN,,,,,
2,1738304385957,31/01/2025 06:19:45,1738268385957,-10,30/01/2025 10:19:45,153647,21,questionnaire-vj9b,repeat-3dmk#4->-repeat-ku6w#2->-repeat-bbex#1,42923388,BLIND,12510957,,complete,,679c5fbe1b953059eb2b217b,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 131.0.0.0,1366x768,1242x575,,,0,Debrieff,3,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,,,,,info,,END,21529,,,,
1,1738304428165,31/01/2025 06:20:28,1738275628165,-8,30/01/2025 14:20:28,153647,21,questionnaire-vj9b,repeat-3dmk#2->-repeat-tj2w#2->-repeat-bh4w#1,42923392,BLIND,12510975,,complete,,679c648d5b38d9ea7ac4ea19,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1504x1003,1503x916,,,0,Debrieff,3,Inaccurate~Accurate,2,,Inaccurate~Accurate,,Accurate,,,,,info,,BEGIN,,,,,
2,1738304450524,31/01/2025 06:20:50,1738275650524,-8,30/01/2025 14:20:50,153647,21,questionnaire-vj9b,repeat-3dmk#2->-repeat-tj2w#2->-repeat-bh4w#1,42923392,BLIND,12510975,,complete,,679c648d5b38d9ea7ac4ea19,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1504x1003,1503x916,,,0,Debrieff,3,Inaccurate~Accurate,2,,Inaccurate~Accurate,,Accurate,,,,,info,,END,22347,,,,
1,1738305826319,31/01/2025 06:43:46,1738277026319,-8,30/01/2025 14:43:46,153647,21,questionnaire-vj9b,repeat-3dmk#2->-repeat-ku6w#3->-repeat-bbex#2,42923639,BLIND,12510998,,complete,,679c677a54d48362474990da,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,2560x1440,1278x1304,,,0,Debrieff,3,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,,,,,,info,,BEGIN,,,,,
2,1738306198698,31/01/2025 06:49:58,1738277398698,-8,30/01/2025 14:49:58,153647,21,questionnaire-vj9b,repeat-3dmk#2->-repeat-ku6w#3->-repeat-bbex#2,42923639,BLIND,12510998,,complete,,679c677a54d48362474990da,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,2560x1440,1278x1304,,,0,Debrieff,3,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,,,,,,info,,END,372373,,,,
1,1738306534714,31/01/2025 06:55:34,1738277734714,-8,30/01/2025 14:55:34,153647,21,questionnaire-vj9b,repeat-3dmk#3->-repeat-ku6w#5->-repeat-bbex#3,42923743,BLIND,12510969,,complete,,679c62fe9ac474936fed77b8,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1920x957,,,0,Debrieff,3,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,,,,,,info,,BEGIN,,,,,
2,1738306616039,31/01/2025 06:56:56,1738277816039,-8,30/01/2025 14:56:56,153647,21,questionnaire-vj9b,repeat-3dmk#3->-repeat-ku6w#5->-repeat-bbex#3,42923743,BLIND,12510969,,complete,,679c62fe9ac474936fed77b8,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1920x957,,,0,Debrieff,3,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,,,,,,info,,END,81315,,,,
1,1738307041737,31/01/2025 07:04:01,1738285441737,-6,30/01/2025 19:04:01,153647,21,questionnaire-vj9b,repeat-3dmk#3->-repeat-tj2w#2->-repeat-bh4w#2,42923815,BLIND,12511030,,complete,,679c677b853448d898b01ca6,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x735,,,0,Debrieff,3,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,,,,,info,,BEGIN,,,,,
2,1738307045564,31/01/2025 07:04:05,1738285445564,-6,30/01/2025 19:04:05,153647,21,questionnaire-vj9b,repeat-3dmk#3->-repeat-tj2w#2->-repeat-bh4w#2,42923815,BLIND,12511030,,complete,,679c677b853448d898b01ca6,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x735,,,0,Debrieff,3,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Accurate,,,,,info,,END,3820,,,,
1,1738307238341,31/01/2025 07:07:18,1738289238341,-5,30/01/2025 21:07:18,153647,21,questionnaire-vj9b,repeat-3dmk#2->-repeat-ku6w#2->-repeat-bbex#4,42923836,BLIND,12511026,,complete,,679c6b8ebb2431d593c3fe04,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1451x907,1451x775,,,0,Debrieff,3,Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,,,,,,info,,BEGIN,,,,,
2,1738307252279,31/01/2025 07:07:32,1738289252279,-5,30/01/2025 21:07:32,153647,21,questionnaire-vj9b,repeat-3dmk#2->-repeat-ku6w#2->-repeat-bbex#4,42923836,BLIND,12511026,,complete,,679c6b8ebb2431d593c3fe04,computer,Desktop or Laptop,Windows 10,Firefox 134.0,2176x1360,2176x1162,,,0,Debrieff,3,Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,,,,,,info,,END,13919,,,,
1,1738307441100,31/01/2025 07:10:41,1738285841100,-6,30/01/2025 19:10:41,153647,21,questionnaire-vj9b,repeat-3dmk#3->-repeat-tj2w#2->-repeat-bh4w#1,42923876,BLIND,12511042,,complete,,679c6edb32e2089aa01f7fe5,computer,Desktop or Laptop,Windows 10,Firefox 128.0,1920x1080,1017x945,,,0,Debrieff,3,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Accurate,,,,,info,,BEGIN,,,,,
2,1738307447750,31/01/2025 07:10:47,1738285847750,-6,30/01/2025 19:10:47,153647,21,questionnaire-vj9b,repeat-3dmk#3->-repeat-tj2w#2->-repeat-bh4w#1,42923876,BLIND,12511042,,complete,,679c6edb32e2089aa01f7fe5,computer,Desktop or Laptop,Windows 10,Firefox 128.0,1920x1080,1017x945,,,0,Debrieff,3,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Accurate,,,,,info,,END,6632,,,,
1,1738307656631,31/01/2025 07:14:16,1738278856631,-8,30/01/2025 15:14:16,153647,21,questionnaire-vj9b,repeat-3dmk#2->-repeat-ku6w#5->-repeat-bbex#1,42923926,BLIND,12511049,,complete,,679c6feaebfa12fecbaf7b8b,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1600x900,1398x708,,,0,Debrieff,3,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Accurate,,,,,,info,,BEGIN,,,,,
2,1738307667287,31/01/2025 07:14:27,1738278867287,-8,30/01/2025 15:14:27,153647,21,questionnaire-vj9b,repeat-3dmk#2->-repeat-ku6w#5->-repeat-bbex#1,42923926,BLIND,12511049,,complete,,679c6feaebfa12fecbaf7b8b,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1600x900,1398x708,,,0,Debrieff,3,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Accurate,,,,,,info,,END,10631,,,,
1,1738307946037,31/01/2025 07:19:06,1738289946037,-5,30/01/2025 21:19:06,153647,21,questionnaire-vj9b,repeat-3dmk#2->-repeat-ku6w#3->-repeat-bbex#1,42923979,BLIND,12510996,,complete,,679c6826bb1c0f58811e4273,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1920x953,,,0,Debrieff,3,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Accurate,,,,,,info,,BEGIN,,,,,
2,1738307978547,31/01/2025 07:19:38,1738289978547,-5,30/01/2025 21:19:38,153647,21,questionnaire-vj9b,repeat-3dmk#2->-repeat-ku6w#3->-repeat-bbex#1,42923979,BLIND,12510996,,complete,,679c6826bb1c0f58811e4273,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1920x953,,,0,Debrieff,3,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Accurate,,,,,,info,,END,32491,,,,
1,1738309878011,31/01/2025 07:51:18,1738281078011,-8,30/01/2025 15:51:18,153647,21,questionnaire-vj9b,repeat-3dmk#3->-repeat-tj2w#1->-repeat-bh4w#3,42924293,BLIND,12511081,,complete,,679c6268d4f22dcd38bdd223,computer,Desktop or Laptop,Windows 10,Firefox 134.0,3840x2160,1896x1152,,,0,Debrieff,3,Inaccurate~Inaccurate~Accurate,2,,Accurate,,Inaccurate~Inaccurate~Accurate,,,,,info,,BEGIN,,,,,
2,1738309967451,31/01/2025 07:52:47,1738281167451,-8,30/01/2025 15:52:47,153647,21,questionnaire-vj9b,repeat-3dmk#3->-repeat-tj2w#1->-repeat-bh4w#3,42924293,BLIND,12511081,,complete,,679c6268d4f22dcd38bdd223,computer,Desktop or Laptop,Windows 10,Firefox 134.0,3840x2160,1896x1152,,,0,Debrieff,3,Inaccurate~Inaccurate~Accurate,2,,Accurate,,Inaccurate~Inaccurate~Accurate,,,,,info,,END,89433,,,,
1,1738310159744,31/01/2025 07:55:59,1738281359744,-8,30/01/2025 15:55:59,153647,21,questionnaire-vj9b,repeat-3dmk#3->-repeat-tj2w#3->-repeat-bh4w#1,42924323,BLIND,12511035,,complete,,679c6bedc1ad9af512212c10,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1600x900,1600x739,,,0,Debrieff,3,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Accurate,,,,,info,,BEGIN,,,,,
2,1738310346538,31/01/2025 07:59:06,1738281546538,-8,30/01/2025 15:59:06,153647,21,questionnaire-vj9b,repeat-3dmk#3->-repeat-tj2w#3->-repeat-bh4w#1,42924323,BLIND,12511035,,complete,,679c6bedc1ad9af512212c10,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1600x900,1600x739,,,0,Debrieff,3,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Accurate,,,,,info,,BEGIN,,,,,
3,1738310368388,31/01/2025 07:59:28,1738281568388,-8,30/01/2025 15:59:28,153647,21,questionnaire-vj9b,repeat-3dmk#3->-repeat-tj2w#3->-repeat-bh4w#1,42924323,BLIND,12511035,,complete,,679c6bedc1ad9af512212c10,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1600x900,1600x739,,,0,Debrieff,3,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Accurate,,,,,info,,BEGIN,,,,,
4,1738310379249,31/01/2025 07:59:39,1738281579249,-8,30/01/2025 15:59:39,153647,21,questionnaire-vj9b,repeat-3dmk#3->-repeat-tj2w#3->-repeat-bh4w#1,42924323,BLIND,12511035,,complete,,679c6bedc1ad9af512212c10,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1600x900,1600x739,,,0,Debrieff,3,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Accurate,,,,,info,,END,219490,,,,
1,1738310432010,31/01/2025 08:00:32,1738288832010,-6,30/01/2025 20:00:32,153647,21,questionnaire-vj9b,repeat-3dmk#4->-repeat-ku6w#2->-repeat-bbex#2,42924358,BLIND,12511087,,complete,,679c76b7a189a1b86c6651de,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x911,,,0,Debrieff,3,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,,,,,info,,BEGIN,,,,,
2,1738310438877,31/01/2025 08:00:38,1738288838877,-6,30/01/2025 20:00:38,153647,21,questionnaire-vj9b,repeat-3dmk#4->-repeat-ku6w#2->-repeat-bbex#2,42924358,BLIND,12511087,,complete,,679c76b7a189a1b86c6651de,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x911,,,0,Debrieff,3,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,,,,,info,,END,6829,,,,
1,1738310445327,31/01/2025 08:00:45,1738288845327,-6,30/01/2025 20:00:45,153647,21,questionnaire-vj9b,repeat-3dmk#1->-repeat-tj2w#1->-repeat-bh4w#3,42924360,BLIND,12511116,,complete,,679c799133adaafedda4cae4,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x911,,,0,Debrieff,3,Accurate,2,,Accurate,,Inaccurate~Inaccurate~Accurate,,,,,info,,BEGIN,,,,,
2,1738310972964,31/01/2025 08:09:32,1738289372964,-6,30/01/2025 20:09:32,153647,21,questionnaire-vj9b,repeat-3dmk#1->-repeat-tj2w#1->-repeat-bh4w#3,42924360,BLIND,12511116,,complete,,679c799133adaafedda4cae4,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x911,,,0,Debrieff,3,Accurate,2,,Accurate,,Inaccurate~Inaccurate~Accurate,,,,,info,,END,527623,,,,
1,1738310449743,31/01/2025 08:00:49,1738288849743,-6,30/01/2025 20:00:49,153647,21,questionnaire-vj9b,repeat-3dmk#2->-repeat-tj2w#1->-repeat-bh4w#3,42924364,BLIND,12511074,,complete,,679c743d1f3579147474cb35,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1366x768,1366x607,,,0,Debrieff,3,Inaccurate~Accurate,2,,Accurate,,Inaccurate~Inaccurate~Accurate,,,,,info,,BEGIN,,,,,
2,1738310456375,31/01/2025 08:00:56,1738288856375,-6,30/01/2025 20:00:56,153647,21,questionnaire-vj9b,repeat-3dmk#2->-repeat-tj2w#1->-repeat-bh4w#3,42924364,BLIND,12511074,,complete,,679c743d1f3579147474cb35,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1366x768,1366x607,,,0,Debrieff,3,Inaccurate~Accurate,2,,Accurate,,Inaccurate~Inaccurate~Accurate,,,,,info,,END,6611,,,,
1,1738310485045,31/01/2025 08:01:25,1738288885045,-6,30/01/2025 20:01:25,153647,21,questionnaire-vj9b,repeat-3dmk#4->-repeat-ku6w#1->-repeat-bbex#3,42924370,BLIND,12511090,,complete,,679c75f071b7e2942d62b2a9,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,2134x1200,2134x1047,,,0,Debrieff,3,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Accurate,,Inaccurate~Inaccurate~Accurate,,,,,,info,,BEGIN,,,,,
2,1738310602821,31/01/2025 08:03:22,1738289002821,-6,30/01/2025 20:03:22,153647,21,questionnaire-vj9b,repeat-3dmk#4->-repeat-ku6w#1->-repeat-bbex#3,42924370,BLIND,12511090,,complete,,679c75f071b7e2942d62b2a9,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,2134x1200,2134x1047,,,0,Debrieff,3,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Accurate,,Inaccurate~Inaccurate~Accurate,,,,,,info,,END,117738,,,,
