Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,branch-phuz,branch-3j3b,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: number,Spreadsheet: img,Spreadsheet: type,Spreadsheet: mem_type,Spreadsheet: answer,Spreadsheet: border,Spreadsheet: memory,Spreadsheet: ans1,Spreadsheet: ans2,Spreadsheet: ans3,Spreadsheet: val1,Spreadsheet: val2,Spreadsheet: val3,Manipulation: Spreadsheet,Store: correct3,Store: total3
1,1738300078194,31/01/2025 05:07:58,1738282078194,-5,30/01/2025 19:07:58,153647,21,task-7g1b,repeat-3dmk#3->-repeat-ku6w#2->-repeat-bbex#1,42922863,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,emo_prac,emo_prac,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
2,1738300080087,31/01/2025 05:08:00,1738282080087,-5,30/01/2025 19:08:00,153647,21,task-7g1b,repeat-3dmk#3->-repeat-ku6w#2->-repeat-bbex#1,42922863,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 12,eyep1y,1,continue,,1266.4,1258.2000000000003,1266.4,1266.4,1258.2000000000003,1266.4,1,1266.4,0,0,,Click To Continue,Continue Button,2,object-4,instructions,,,,,,,,,,,,,,,,
3,1738300082861,31/01/2025 05:08:02,1738282082861,-5,30/01/2025 19:08:02,153647,21,task-7g1b,repeat-3dmk#3->-repeat-ku6w#2->-repeat-bbex#1,42922863,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 5,e3ks8t,2,continue,,2783.499999999999,2775.0999999999995,2783.499999999999,2783.499999999999,2775.0999999999995,2783.499999999999,1,2783.499999999999,0,0,,Click To Continue,Continue Button,2,object-68,instructions,,,,,,,,,,,,,,,,
4,1738300088145,31/01/2025 05:08:08,1738282088145,-5,30/01/2025 19:08:08,153647,21,task-7g1b,repeat-3dmk#3->-repeat-ku6w#2->-repeat-bbex#1,42922863,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 9,l1vn7l,3,continue,,5291.600000000002,5283.300000000001,5291.600000000002,5291.600000000002,5283.300000000001,5291.600000000002,1,5291.600000000002,0,0,,Click To Continue,Continue Button,3,object-65,instructions,,,,,,,,,,,,,,,,
5,1738300088158,31/01/2025 05:08:08,1738282088158,-5,30/01/2025 19:08:08,153647,21,task-7g1b,repeat-3dmk#3->-repeat-ku6w#2->-repeat-bbex#1,42922863,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 10,xskzd4,4,info,,8.300000000001091,0,8.300000000001091,8.300000000001091,0,8.300000000001091,1,8.300000000001091,0,0,,Slider,Slider,5,object-39,instructions,,,,,,,,,,,,,,,,
6,1738300098292,31/01/2025 05:08:18,1738282098292,-5,30/01/2025 19:08:18,153647,21,task-7g1b,repeat-3dmk#3->-repeat-ku6w#2->-repeat-bbex#1,42922863,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 10,xskzd4,4,continue,,10156.90000014305,10150,10156.90000014305,10156.90000014305,10150,10156.90000014305,1,10156.90000014305,0,0,,Click To Continue,Continue Button,9,object-66,instructions,,,,,,,,,,,,,,,,
7,1738300098296,31/01/2025 05:08:18,1738282098296,-5,30/01/2025 19:08:18,153647,21,task-7g1b,repeat-3dmk#3->-repeat-ku6w#2->-repeat-bbex#1,42922863,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 10,xskzd4,4,response,7,3233.399999999998,10150,10158.3,3233.399999999998,10150,10158.3,1,3233.399999999998,6924.9000000000015,0,,Slider,Slider,5,object-39,instructions,,,,,,,,,,,,,,,,
8,1738300098306,31/01/2025 05:08:18,1738282098306,-5,30/01/2025 19:08:18,153647,21,task-7g1b,repeat-3dmk#3->-repeat-ku6w#2->-repeat-bbex#1,42922863,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 11,fgeg47,5,info,,8.299999999999272,0,8.299999999999272,8.299999999999272,0,8.299999999999272,1,8.299999999999272,0,0,,Slider,Slider,5,object-61,instructions,,,,,,,,,,,,,,,,
9,1738300104230,31/01/2025 05:08:24,1738282104230,-5,30/01/2025 19:08:24,153647,21,task-7g1b,repeat-3dmk#3->-repeat-ku6w#2->-repeat-bbex#1,42922863,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 11,fgeg47,5,continue,,5941.699999999997,5933.399999999998,5941.699999999997,5941.699999999997,5933.399999999998,5941.699999999997,1,5941.699999999997,0,0,,Click To Continue,Continue Button,9,object-67,instructions,,,,,,,,,,,,,,,,
10,1738300104230,31/01/2025 05:08:24,1738282104230,-5,30/01/2025 19:08:24,153647,21,task-7g1b,repeat-3dmk#3->-repeat-ku6w#2->-repeat-bbex#1,42922863,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 11,fgeg47,5,response,3,2733.399999999998,5933.399999999998,5941.699999999997,2733.399999999998,5933.399999999998,5941.699999999997,1,2733.399999999998,3208.2999999999993,0,,Slider,Slider,5,object-61,instructions,,,,,,,,,,,,,,,,
11,1738300107219,31/01/2025 05:08:27,1738282107219,-5,30/01/2025 19:08:27,153647,21,task-7g1b,repeat-3dmk#3->-repeat-ku6w#2->-repeat-bbex#1,42922863,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 6,yf7ssf,6,timedOut,,3000.5000001430526,3000,3000.5000001430526,3000.5000001430526,3000,3000.5000001430526,1,3000.5000001430526,0,0,,Time Limit,screen,0,screen,instructions,,,,,,,,,,,,,,,,
12,1738300107237,31/01/2025 05:08:27,1738282107237,-5,30/01/2025 19:08:27,153647,21,task-7g1b,repeat-3dmk#3->-repeat-ku6w#2->-repeat-bbex#1,42922863,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,emo_prac,emo_prac,1,image,Screen 1,l8m57c,1,info,,8.299999999999272,0,8.299999999999272,8.299999999999272,0,8.299999999999272,0,8.299999999999272,0,0,,Slider,Slider,4,object-51,image,,,,,,,,,,,,,,,0,0
13,1738300112442,31/01/2025 05:08:32,1738282112442,-5,30/01/2025 19:08:32,153647,21,task-7g1b,repeat-3dmk#3->-repeat-ku6w#2->-repeat-bbex#1,42922863,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,emo_prac,emo_prac,1,image,Screen 1,l8m57c,1,continue,,5222.800000095369,5216.700000000004,5222.800000095369,5222.800000095369,5216.700000000004,5222.800000095369,0,5222.800000095369,0,0,,Click To Continue,Continue Button,7,object-69,image,,,,,,,,,,,,,,,0,1
14,1738300112446,31/01/2025 05:08:32,1738282112446,-5,30/01/2025 19:08:32,153647,21,task-7g1b,repeat-3dmk#3->-repeat-ku6w#2->-repeat-bbex#1,42922863,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,emo_prac,emo_prac,1,image,Screen 1,l8m57c,1,response,9,3075,5216.700000000004,5225.000000000007,3075,5216.700000000004,5225.000000000007,1,3075,2150.0000000000073,0,,Slider,Slider,4,object-51,image,,,,,,,,,,,,,,,1,2
15,1738300113447,31/01/2025 05:08:33,1738282113447,-5,30/01/2025 19:08:33,153647,21,task-7g1b,repeat-3dmk#3->-repeat-ku6w#2->-repeat-bbex#1,42922863,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,emo_prac,emo_prac,1,image,Screen 2,7vpf45,2,info,,8.5,0,8.5,8.5,0,8.5,0,8.5,0,0,,Slider,Slider,4,object-78,image,,,,,,,,,,,,,,,1,2
16,1738300116924,31/01/2025 05:08:36,1738282116924,-5,30/01/2025 19:08:36,153647,21,task-7g1b,repeat-3dmk#3->-repeat-ku6w#2->-repeat-bbex#1,42922863,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,emo_prac,emo_prac,1,image,Screen 2,7vpf45,2,continue,,3488.2000000476837,3483.199999999997,3488.2000000476837,3488.2000000476837,3483.199999999997,3488.2000000476837,0,3488.2000000476837,0,0,,Click To Continue,Continue Button,7,object-82,image,,,,,,,,,,,,,,,1,3
17,1738300116925,31/01/2025 05:08:36,1738282116925,-5,30/01/2025 19:08:36,153647,21,task-7g1b,repeat-3dmk#3->-repeat-ku6w#2->-repeat-bbex#1,42922863,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,emo_prac,emo_prac,1,image,Screen 2,7vpf45,2,response,1,2108.0999999999985,3483.199999999997,3489,2108.0999999999985,3483.199999999997,3489,1,2108.0999999999985,1380.9000000000015,0,,Slider,Slider,4,object-78,image,,,,,,,,,,,,,,,2,4
18,1738300117929,31/01/2025 05:08:37,1738282117929,-5,30/01/2025 19:08:37,153647,21,task-7g1b,repeat-3dmk#3->-repeat-ku6w#2->-repeat-bbex#1,42922863,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,emo_prac,emo_prac,1,image,Screen 7,q18uw1,3,info,,8.299999999995634,0,8.299999999995634,8.299999999995634,0,8.299999999995634,0,8.299999999995634,0,0,,Slider,Slider,4,object-148,image,,,,,,,,,,,,,,,2,4
19,1738300120657,31/01/2025 05:08:40,1738282120657,-5,30/01/2025 19:08:40,153647,21,task-7g1b,repeat-3dmk#3->-repeat-ku6w#2->-repeat-bbex#1,42922863,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,emo_prac,emo_prac,1,image,Screen 7,q18uw1,3,continue,,2737.600000190738,2733.4000000000015,2737.600000190738,2737.600000190738,2733.4000000000015,2737.600000190738,0,2737.600000190738,0,0,,Click To Continue,Continue Button,7,object-151,image,,,,,,,,,,,,,,,2,5
20,1738300120658,31/01/2025 05:08:40,1738282120658,-5,30/01/2025 19:08:40,153647,21,task-7g1b,repeat-3dmk#3->-repeat-ku6w#2->-repeat-bbex#1,42922863,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,emo_prac,emo_prac,1,image,Screen 7,q18uw1,3,response,1,1849.9000000000015,2733.4000000000015,2738.400000143054,1849.9000000000015,2733.4000000000015,2738.400000143054,1,1849.9000000000015,888.5000001430526,0,,Slider,Slider,4,object-148,image,,,,,,,,,,,,,,,3,6
21,1738300121662,31/01/2025 05:08:41,1738282121662,-5,30/01/2025 19:08:41,153647,21,task-7g1b,repeat-3dmk#3->-repeat-ku6w#2->-repeat-bbex#1,42922863,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,emo_prac,emo_prac,1,image,Screen 8,wpbw4n,4,info,,8.80000000000291,0,8.80000000000291,8.80000000000291,0,8.80000000000291,0,8.80000000000291,0,0,,Slider,Slider,4,object-158,image,,,,,,,,,,,,,,,3,6
22,1738300124035,31/01/2025 05:08:44,1738282124035,-5,30/01/2025 19:08:44,153647,21,task-7g1b,repeat-3dmk#3->-repeat-ku6w#2->-repeat-bbex#1,42922863,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,emo_prac,emo_prac,1,image,Screen 8,wpbw4n,4,continue,,2381.4000000953674,2374.5999999999985,2381.4000000953674,2381.4000000953674,2374.5999999999985,2381.4000000953674,0,2381.4000000953674,0,0,,Click To Continue,Continue Button,7,object-161,image,,,,,,,,,,,,,,,3,7
23,1738300124040,31/01/2025 05:08:44,1738282124040,-5,30/01/2025 19:08:44,153647,21,task-7g1b,repeat-3dmk#3->-repeat-ku6w#2->-repeat-bbex#1,42922863,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,emo_prac,emo_prac,1,image,Screen 8,wpbw4n,4,response,9,1482.9000000000015,2374.5999999999985,2383,1482.9000000000015,2374.5999999999985,2383,1,1482.9000000000015,900.0999999999985,0,,Slider,Slider,4,object-158,image,,,,,,,,,,,,,,,4,8
24,1738300125041,31/01/2025 05:08:45,1738282125041,-5,30/01/2025 19:08:45,153647,21,task-7g1b,repeat-3dmk#3->-repeat-ku6w#2->-repeat-bbex#1,42922863,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,emo_prac,emo_prac,1,image,Screen 9,ev1o37,5,info,,7.80000000000291,0,7.80000000000291,7.80000000000291,0,7.80000000000291,0,7.80000000000291,0,0,,Slider,Slider,4,object-170,image,,,,,,,,,,,,,,,4,8
25,1738300128398,31/01/2025 05:08:48,1738282128398,-5,30/01/2025 19:08:48,153647,21,task-7g1b,repeat-3dmk#3->-repeat-ku6w#2->-repeat-bbex#1,42922863,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,emo_prac,emo_prac,1,image,Screen 9,ev1o37,5,continue,,3370.600000143051,3366.800000000003,3370.600000143051,3370.600000143051,3366.800000000003,3370.600000143051,0,3370.600000143051,0,0,,Click To Continue,Continue Button,7,object-173,image,,,,,,,,,,,,,,,4,9
26,1738300128399,31/01/2025 05:08:48,1738282128399,-5,30/01/2025 19:08:48,153647,21,task-7g1b,repeat-3dmk#3->-repeat-ku6w#2->-repeat-bbex#1,42922863,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,emo_prac,emo_prac,1,image,Screen 9,ev1o37,5,response,6,2008.300000000003,3366.800000000003,3371.5,2008.300000000003,3366.800000000003,3371.5,1,2008.300000000003,1363.199999999997,0,,Slider,Slider,4,object-170,image,,,,,,,,,,,,,,,5,10
27,1738300129402,31/01/2025 05:08:49,1738282129402,-5,30/01/2025 19:08:49,153647,21,task-7g1b,repeat-3dmk#3->-repeat-ku6w#2->-repeat-bbex#1,42922863,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,emo_prac,emo_prac,1,image,Screen 10,fpb9mf,6,info,,8.299999999995634,0,8.299999999995634,8.299999999995634,0,8.299999999995634,0,8.299999999995634,0,0,,Slider,Slider,4,object-180,image,,,,,,,,,,,,,,,5,10
28,1738300131092,31/01/2025 05:08:51,1738282131092,-5,30/01/2025 19:08:51,153647,21,task-7g1b,repeat-3dmk#3->-repeat-ku6w#2->-repeat-bbex#1,42922863,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,emo_prac,emo_prac,1,image,Screen 10,fpb9mf,6,continue,,1697.5000000476866,1691.800000000003,1697.5000000476866,1697.5000000476866,1691.800000000003,1697.5000000476866,0,1697.5000000476866,0,0,,Click To Continue,Continue Button,7,object-183,image,,,,,,,,,,,,,,,5,11
29,1738300131093,31/01/2025 05:08:51,1738282131093,-5,30/01/2025 19:08:51,153647,21,task-7g1b,repeat-3dmk#3->-repeat-ku6w#2->-repeat-bbex#1,42922863,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,emo_prac,emo_prac,1,image,Screen 10,fpb9mf,6,response,,1698.6000001907378,1691.800000000003,1698.6000001907378,1698.6000001907378,1691.800000000003,1698.6000001907378,0,1698.6000001907378,0,0,,Slider,Slider,4,object-180,image,,,,,,,,,,,,,,,5,12
30,1738300132088,31/01/2025 05:08:52,1738282132088,-5,30/01/2025 19:08:52,153647,21,task-7g1b,repeat-3dmk#3->-repeat-ku6w#2->-repeat-bbex#1,42922863,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,emo_prac,emo_prac,,,,,,info,END,,,53780,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,1738300142694,31/01/2025 05:09:02,1738282142694,-5,30/01/2025 19:09:02,153647,21,task-7g1b,repeat-3dmk#3->-repeat-ku6w#2->-repeat-bbex#2,42922876,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,emo_prac,emo_prac,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
2,1738300143789,31/01/2025 05:09:03,1738282143789,-5,30/01/2025 19:09:03,153647,21,task-7g1b,repeat-3dmk#3->-repeat-ku6w#2->-repeat-bbex#2,42922876,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 12,eyep1y,1,continue,,977.6999999523164,974.9000000000001,977.6999999523164,977.6999999523164,974.9000000000001,977.6999999523164,1,977.6999999523164,0,0,,Click To Continue,Continue Button,2,object-4,instructions,,,,,,,,,,,,,,,5,12
3,1738300145026,31/01/2025 05:09:05,1738282145026,-5,30/01/2025 19:09:05,153647,21,task-7g1b,repeat-3dmk#3->-repeat-ku6w#2->-repeat-bbex#2,42922876,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 5,e3ks8t,2,continue,,1239.7999999523163,1233.3000000000002,1239.7999999523163,1239.7999999523163,1233.3000000000002,1239.7999999523163,1,1239.7999999523163,0,0,,Click To Continue,Continue Button,2,object-68,instructions,,,,,,,,,,,,,,,5,12
4,1738300145746,31/01/2025 05:09:05,1738282145746,-5,30/01/2025 19:09:05,153647,21,task-7g1b,repeat-3dmk#3->-repeat-ku6w#2->-repeat-bbex#2,42922876,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Subjective rating Practice,6,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 9,l1vn7l,3,continue,,727.2999999046324,725.0999999999995,727.2999999046324,727.2999999046324,725.0999999999995,727.2999999046324,1,727.2999999046324,0,0,,Click To Continue,Continue Button,3,object-65,instructions,,,,,,,,,,,,,,,5,12
