Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,branch-phuz,branch-3j3b,Spreadsheet,,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Manipulation: Spreadsheet,Manipulation: undefined
1,1738298832422,31/01/2025 04:47:12,1738280832422,-5,30/01/2025 18:47:12,153647,21,task-efz1,,42922681,BLIND,12510914,,complete,,679c55a96b9e1dabfe0a2f8d,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x569,,,0,Study Welcome,11,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,,Spreadsheet1,,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,
2,1738298838880,31/01/2025 04:47:18,1738280838880,-5,30/01/2025 18:47:18,153647,21,task-efz1,,42922681,BLIND,12510914,,complete,,679c55a96b9e1dabfe0a2f8d,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x569,,,0,Study Welcome,11,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,,Spreadsheet1,,Spreadsheet1,1,IMG,Study Welcome,gc8r1z,1,continue,,6487.183999952316,6479.384,6487.183999952316,6487.183999952316,6479.384,6487.183999952316,1,6487.183999952316,0,0,,Click To Continue,Continue Button,2,object-4,IMG,,
3,1738298838882,31/01/2025 04:47:18,1738280838882,-5,30/01/2025 18:47:18,153647,21,task-efz1,,42922681,BLIND,12510914,,complete,,679c55a96b9e1dabfe0a2f8d,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x569,,,0,Study Welcome,11,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,,Spreadsheet1,,Spreadsheet1,,,,,,info,END,,,6434,,,,0,,,,,,,,,,,
1,1738298846972,31/01/2025 04:47:26,1738277246972,-6,30/01/2025 16:47:26,153647,21,task-efz1,,42922684,BLIND,12510915,,complete,,679c55b05b38d9ea7ac4e814,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 132.0.0.0,1366x768,1366x633,,,0,Study Welcome,11,Inaccurate~Inaccurate~Accurate,1,Accurate,,Inaccurate~Accurate,,Spreadsheet1,,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,
2,1738298849038,31/01/2025 04:47:29,1738277249038,-6,30/01/2025 16:47:29,153647,21,task-efz1,,42922684,BLIND,12510915,,complete,,679c55b05b38d9ea7ac4e814,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 132.0.0.0,1366x768,1366x633,,,0,Study Welcome,11,Inaccurate~Inaccurate~Accurate,1,Accurate,,Inaccurate~Accurate,,Spreadsheet1,,Spreadsheet1,1,IMG,Study Welcome,gc8r1z,1,continue,,2111.2999999970198,2101,2111.2999999970198,2111.2999999970198,2101,2111.2999999970198,1,2111.2999999970198,0,0,,Click To Continue,Continue Button,2,object-4,IMG,,
3,1738298849042,31/01/2025 04:47:29,1738277249042,-6,30/01/2025 16:47:29,153647,21,task-efz1,,42922684,BLIND,12510915,,complete,,679c55b05b38d9ea7ac4e814,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 132.0.0.0,1366x768,1366x633,,,0,Study Welcome,11,Inaccurate~Inaccurate~Accurate,1,Accurate,,Inaccurate~Accurate,,Spreadsheet1,,Spreadsheet1,,,,,,info,END,,,2036,,,,0,,,,,,,,,,,
1,1738298862096,31/01/2025 04:47:42,1738280862096,-5,30/01/2025 18:47:42,153647,21,task-efz1,,42922689,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Study Welcome,11,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,Spreadsheet1,,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,
2,1738298865722,31/01/2025 04:47:45,1738280865722,-5,30/01/2025 18:47:45,153647,21,task-efz1,,42922689,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Study Welcome,11,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,Spreadsheet1,,Spreadsheet1,1,IMG,Study Welcome,gc8r1z,1,continue,,3641.688,3633.388,3641.688,3641.688,3633.388,3641.688,1,3641.688,0,0,,Click To Continue,Continue Button,2,object-4,IMG,,
3,1738298865724,31/01/2025 04:47:45,1738280865724,-5,30/01/2025 18:47:45,153647,21,task-efz1,,42922689,BLIND,12510917,,complete,,679c55af2fceb3624daf60c1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x800,1280x712,,,0,Study Welcome,11,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,Spreadsheet1,,Spreadsheet1,,,,,,info,END,,,3603,,,,0,,,,,,,,,,,
1,1738298865886,31/01/2025 04:47:45,1738277265886,-6,30/01/2025 16:47:45,153647,21,task-efz1,,42922690,BLIND,12510918,,complete,,679c55aedb42a33c1c212b10,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1920x919,,,0,Study Welcome,11,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,
