Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,branch-phuz,branch-3j3b,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: type,Spreadsheet: answer,Spreadsheet: memory,Spreadsheet: randomise,Spreadsheet: img,Manipulation: Spreadsheet
1,1738300090435,31/01/2025 05:08:10,1738278490435,-6,30/01/2025 17:08:10,153647,21,task-6sfn,repeat-3dmk#4->-repeat-tj2w#3,42922868,BLIND,12510918,,complete,,679c55aedb42a33c1c212b10,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1920x919,,,0,Memory Task (Clone 3),10,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,memory_resampled2,memory_resampled2,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,
2,1738300099719,31/01/2025 05:08:19,1738278499719,-6,30/01/2025 17:08:19,153647,21,task-6sfn,repeat-3dmk#4->-repeat-tj2w#3,42922868,BLIND,12510918,,complete,,679c55aedb42a33c1c212b10,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1920x919,,,0,Memory Task (Clone 3),10,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,memory_resampled2,memory_resampled2,1,image,Screen 3,zz7hbh,1,response,5,8249.500000004471,8233.5,8249.500000004471,8249.500000004471,8233.5,8249.500000004471,1,8249.500000004471,0,0,,Keyboard Response,Image,1,object-1907,image,target,F,target,1,fec2211aa4477f705a7b7fd5610e2224.jpg,
3,1738300101967,31/01/2025 05:08:21,1738278501967,-6,30/01/2025 17:08:21,153647,21,task-6sfn,repeat-3dmk#4->-repeat-tj2w#3,42922868,BLIND,12510918,,complete,,679c55aedb42a33c1c212b10,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1920x919,,,0,Memory Task (Clone 3),10,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,memory_resampled2,memory_resampled2,2,image,Screen 3,zz7hbh,1,response,1,2264.400000002981,2250,2264.400000002981,2264.400000002981,2250,2264.400000002981,1,2264.400000002981,0,0,,Keyboard Response,Image,1,object-1907,image,target,F,target,1,Skijump 1.jpg,
4,1738300102706,31/01/2025 05:08:22,1738278502706,-6,30/01/2025 17:08:22,153647,21,task-6sfn,repeat-3dmk#4->-repeat-tj2w#3,42922868,BLIND,12510918,,complete,,679c55aedb42a33c1c212b10,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1920x919,,,0,Memory Task (Clone 3),10,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,memory_resampled2,memory_resampled2,3,image,Screen 3,zz7hbh,1,response,1,753.400000002981,750.1000000000004,753.400000002981,753.400000002981,750.1000000000004,753.400000002981,1,753.400000002981,0,0,,Keyboard Response,Image,1,object-1907,image,target,F,target,1,6ee5ea40cd52e1d8fdb5d823354d2eeb.jpg,
5,1738300104173,31/01/2025 05:08:24,1738278504173,-6,30/01/2025 17:08:24,153647,21,task-6sfn,repeat-3dmk#4->-repeat-tj2w#3,42922868,BLIND,12510918,,complete,,679c55aedb42a33c1c212b10,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1920x919,,,0,Memory Task (Clone 3),10,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,memory_resampled2,memory_resampled2,4,image,Screen 3,zz7hbh,1,response,1,1470.3000000029806,1466.699999999999,1470.3000000029806,1470.3000000029806,1466.699999999999,1470.3000000029806,1,1470.3000000029806,0,0,,Keyboard Response,Image,1,object-1907,image,target,F,filler,1,NeutMidNonsoc_5.jpg,
6,1738300105385,31/01/2025 05:08:25,1738278505385,-6,30/01/2025 17:08:25,153647,21,task-6sfn,repeat-3dmk#4->-repeat-tj2w#3,42922868,BLIND,12510918,,complete,,679c55aedb42a33c1c212b10,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1920x919,,,0,Memory Task (Clone 3),10,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,memory_resampled2,memory_resampled2,5,image,Screen 3,zz7hbh,1,response,1,1215.5000000014916,1200,1215.5000000014916,1215.5000000014916,1200,1215.5000000014916,1,1215.5000000014916,0,0,,Keyboard Response,Image,1,object-1907,image,target,F,filler,1,04d47b8184a2bdde9179efa50640e7d3.jpg,
7,1738300106084,31/01/2025 05:08:26,1738278506084,-6,30/01/2025 17:08:26,153647,21,task-6sfn,repeat-3dmk#4->-repeat-tj2w#3,42922868,BLIND,12510918,,complete,,679c55aedb42a33c1c212b10,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1920x919,,,0,Memory Task (Clone 3),10,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,memory_resampled2,memory_resampled2,6,image,Screen 3,zz7hbh,1,response,1,714.6000000029817,700,714.6000000029817,714.6000000029817,700,714.6000000029817,1,714.6000000029817,0,0,,Keyboard Response,Image,1,object-1907,image,target,F,filler,1,Volcano 1.jpg,
8,1738300106995,31/01/2025 05:08:26,1738278506995,-6,30/01/2025 17:08:26,153647,21,task-6sfn,repeat-3dmk#4->-repeat-tj2w#3,42922868,BLIND,12510918,,complete,,679c55aedb42a33c1c212b10,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1920x919,,,0,Memory Task (Clone 3),10,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,memory_resampled2,memory_resampled2,7,image,Screen 3,zz7hbh,1,response,1,925.4000000000015,916.6000000000022,925.4000000000015,925.4000000000015,916.6000000000022,925.4000000000015,1,925.4000000000015,0,0,,Keyboard Response,Image,1,object-1907,image,target,F,target,1,NegMidNonsoc_3.jpg,
9,1738300109032,31/01/2025 05:08:29,1738278509032,-6,30/01/2025 17:08:29,153647,21,task-6sfn,repeat-3dmk#4->-repeat-tj2w#3,42922868,BLIND,12510918,,complete,,679c55aedb42a33c1c212b10,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1920x919,,,0,Memory Task (Clone 3),10,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,memory_resampled2,memory_resampled2,8,image,Screen 3,zz7hbh,1,response,2,2046.0000000029795,2033.5,2046.0000000029795,2046.0000000029795,2033.5,2046.0000000029795,1,2046.0000000029795,0,0,,Keyboard Response,Image,1,object-1907,image,target,F,filler,1,Landscapes_002_h.jpg,
10,1738300110380,31/01/2025 05:08:30,1738278510380,-6,30/01/2025 17:08:30,153647,21,task-6sfn,repeat-3dmk#4->-repeat-tj2w#3,42922868,BLIND,12510918,,complete,,679c55aedb42a33c1c212b10,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1920x919,,,0,Memory Task (Clone 3),10,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,memory_resampled2,memory_resampled2,9,image,Screen 3,zz7hbh,1,response,2,1360.2999999999993,1349.8999999999978,1360.2999999999993,1360.2999999999993,1349.8999999999978,1360.2999999999993,1,1360.2999999999993,0,0,,Keyboard Response,Image,1,object-1907,image,target,F,filler,1,Garbage dump 5.jpg,
