Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: number,Spreadsheet: img,Spreadsheet: type,Spreadsheet: mem_type,Spreadsheet: answer,Spreadsheet: border,Spreadsheet: memory,Spreadsheet: ans1,Spreadsheet: ans2,Spreadsheet: ans3,Spreadsheet: val1,Spreadsheet: val2,Spreadsheet: val3,Manipulation: Spreadsheet,Store: correct3,Store: total3
1,1725986415880,10/09/2024 16:40:15,1725968415880,-5,10/09/2024 06:40:15,187004,3,task-cax2,repeat-3dmk#2->-repeat-ku6w#2,39982955,BLIND,11682066,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 128.0.0.0,1536x864,1488x740,,,0,Subjective rating Practice,7,Inaccurate~Accurate,1,Inaccurate~Accurate,,emo_prac,emo_prac,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
2,1725986418237,10/09/2024 16:40:18,1725968418237,-5,10/09/2024 06:40:18,187004,3,task-cax2,repeat-3dmk#2->-repeat-ku6w#2,39982955,BLIND,11682066,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 128.0.0.0,1536x864,1488x740,,,0,Subjective rating Practice,7,Inaccurate~Accurate,1,Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 12,eyep1y,1,continue,,2281.1000000059603,2267.7,2281.1000000059603,2281.1000000059603,2267.7,2281.1000000059603,1,2281.1000000059603,0,0,,Click To Continue,Continue Button,2,object-4,instructions,,,,,,,,,,,,,,,,
3,1725986425956,10/09/2024 16:40:25,1725968425956,-5,10/09/2024 06:40:25,187004,3,task-cax2,repeat-3dmk#2->-repeat-ku6w#2,39982955,BLIND,11682066,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 128.0.0.0,1536x864,1488x740,,,0,Subjective rating Practice,7,Inaccurate~Accurate,1,Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 9,l1vn7l,2,continue,,7733.79999999702,7719.700000000001,7733.79999999702,7733.79999999702,7719.700000000001,7733.79999999702,1,7733.79999999702,0,0,,Click To Continue,Continue Button,3,object-65,instructions,,,,,,,,,,,,,,,,
4,1725986425978,10/09/2024 16:40:25,1725968425978,-5,10/09/2024 06:40:25,187004,3,task-cax2,repeat-3dmk#2->-repeat-ku6w#2,39982955,BLIND,11682066,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 128.0.0.0,1536x864,1488x740,,,0,Subjective rating Practice,7,Inaccurate~Accurate,1,Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 10,xskzd4,3,info,,16.600000000000364,0,16.600000000000364,16.600000000000364,0,16.600000000000364,1,16.600000000000364,0,0,,Slider,Slider,5,object-39,instructions,,,,,,,,,,,,,,,,
5,1725986435645,10/09/2024 16:40:35,1725968435645,-5,10/09/2024 06:40:35,187004,3,task-cax2,repeat-3dmk#2->-repeat-ku6w#2,39982955,BLIND,11682066,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 128.0.0.0,1536x864,1488x740,,,0,Subjective rating Practice,7,Inaccurate~Accurate,1,Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 10,xskzd4,3,continue,,9701.70000000596,9687.3,9701.70000000596,9701.70000000596,9687.3,9701.70000000596,1,9701.70000000596,0,0,,Click To Continue,Continue Button,9,object-66,instructions,,,,,,,,,,,,,,,,
6,1725986435647,10/09/2024 16:40:35,1725968435647,-5,10/09/2024 06:40:35,187004,3,task-cax2,repeat-3dmk#2->-repeat-ku6w#2,39982955,BLIND,11682066,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 128.0.0.0,1536x864,1488x740,,,0,Subjective rating Practice,7,Inaccurate~Accurate,1,Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 10,xskzd4,3,response,8,8002.899999999998,9687.3,9703.899999999998,8002.899999999998,9687.3,9703.899999999998,1,8002.899999999998,1701,0,,Slider,Slider,5,object-39,instructions,,,,,,,,,,,,,,,,
7,1725986435662,10/09/2024 16:40:35,1725968435662,-5,10/09/2024 06:40:35,187004,3,task-cax2,repeat-3dmk#2->-repeat-ku6w#2,39982955,BLIND,11682066,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 128.0.0.0,1536x864,1488x740,,,0,Subjective rating Practice,7,Inaccurate~Accurate,1,Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 11,fgeg47,4,info,,16.599999999998545,0,16.599999999998545,16.599999999998545,0,16.599999999998545,1,16.599999999998545,0,0,,Slider,Slider,5,object-61,instructions,,,,,,,,,,,,,,,,
8,1725986445403,10/09/2024 16:40:45,1725968445403,-5,10/09/2024 06:40:45,187004,3,task-cax2,repeat-3dmk#2->-repeat-ku6w#2,39982955,BLIND,11682066,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 128.0.0.0,1536x864,1488x740,,,0,Subjective rating Practice,7,Inaccurate~Accurate,1,Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 11,fgeg47,4,continue,,9769.800000000003,9753.400000000001,9769.800000000003,9769.800000000003,9753.400000000001,9769.800000000003,1,9769.800000000003,0,0,,Click To Continue,Continue Button,9,object-67,instructions,,,,,,,,,,,,,,,,
9,1725986445408,10/09/2024 16:40:45,1725968445408,-5,10/09/2024 06:40:45,187004,3,task-cax2,repeat-3dmk#2->-repeat-ku6w#2,39982955,BLIND,11682066,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 128.0.0.0,1536x864,1488x740,,,0,Subjective rating Practice,7,Inaccurate~Accurate,1,Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 11,fgeg47,4,response,2,6735.5999999999985,9753.400000000001,9769.800000000003,6735.5999999999985,9753.400000000001,9769.800000000003,1,6735.5999999999985,3034.2000000000044,0,,Slider,Slider,5,object-61,instructions,,,,,,,,,,,,,,,,
10,1725986445411,10/09/2024 16:40:45,1725968445411,-5,10/09/2024 06:40:45,187004,3,task-cax2,repeat-3dmk#2->-repeat-ku6w#2,39982955,BLIND,11682066,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 128.0.0.0,1536x864,1488x740,,,0,Subjective rating Practice,7,Inaccurate~Accurate,1,Inaccurate~Accurate,,emo_prac,emo_prac,,,,,,info,END,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,1725986939957,10/09/2024 16:48:59,1725968939957,-5,10/09/2024 06:48:59,187004,3,task-cax2,repeat-3dmk#4->-repeat-ku6w#3,39983046,BLIND,11682076,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1366x768,908x821,,,0,Subjective rating Practice,7,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,emo_prac,emo_prac,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
2,1725986947647,10/09/2024 16:49:07,1725968947647,-5,10/09/2024 06:49:07,187004,3,task-cax2,repeat-3dmk#4->-repeat-ku6w#3,39983046,BLIND,11682076,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1366x768,908x821,,,0,Subjective rating Practice,7,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 12,eyep1y,1,continue,,6936.9000000000015,6920,6936.9000000000015,6936.9000000000015,6920,6936.9000000000015,1,6936.9000000000015,0,0,,Click To Continue,Continue Button,2,object-4,instructions,,,,,,,,,,,,,,,,
3,1725986968165,10/09/2024 16:49:28,1725968968165,-5,10/09/2024 06:49:28,187004,3,task-cax2,repeat-3dmk#4->-repeat-ku6w#3,39983046,BLIND,11682076,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1366x768,908x821,,,0,Subjective rating Practice,7,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 9,l1vn7l,2,continue,,20542.399999999994,20525.699999999997,20542.399999999994,20542.399999999994,20525.699999999997,20542.399999999994,1,20542.399999999994,0,0,,Click To Continue,Continue Button,3,object-65,instructions,,,,,,,,,,,,,,,,
4,1725986968219,10/09/2024 16:49:28,1725968968219,-5,10/09/2024 06:49:28,187004,3,task-cax2,repeat-3dmk#4->-repeat-ku6w#3,39983046,BLIND,11682076,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1366x768,908x821,,,0,Subjective rating Practice,7,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 10,xskzd4,3,info,,16.69999999999709,0,16.69999999999709,16.69999999999709,0,16.69999999999709,1,16.69999999999709,0,0,,Slider,Slider,5,object-39,instructions,,,,,,,,,,,,,,,,
5,1725986977077,10/09/2024 16:49:37,1725968977077,-5,10/09/2024 06:49:37,187004,3,task-cax2,repeat-3dmk#4->-repeat-ku6w#3,39983046,BLIND,11682076,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1366x768,908x821,,,0,Subjective rating Practice,7,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 10,xskzd4,3,continue,,8903.899999856949,8887.399999999994,8903.899999856949,8903.899999856949,8887.399999999994,8903.899999856949,1,8903.899999856949,0,0,,Click To Continue,Continue Button,9,object-66,instructions,,,,,,,,,,,,,,,,
6,1725986977079,10/09/2024 16:49:37,1725968977079,-5,10/09/2024 06:49:37,187004,3,task-cax2,repeat-3dmk#4->-repeat-ku6w#3,39983046,BLIND,11682076,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1366x768,908x821,,,0,Subjective rating Practice,7,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 10,xskzd4,3,response,,8904.099999999991,8887.399999999994,8904.099999999991,8904.099999999991,8887.399999999994,8904.099999999991,1,8904.099999999991,0,0,,Slider,Slider,5,object-39,instructions,,,,,,,,,,,,,,,,
7,1725986977115,10/09/2024 16:49:37,1725968977115,-5,10/09/2024 06:49:37,187004,3,task-cax2,repeat-3dmk#4->-repeat-ku6w#3,39983046,BLIND,11682076,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1366x768,908x821,,,0,Subjective rating Practice,7,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 11,fgeg47,4,info,,16.69999999999709,0,16.69999999999709,16.69999999999709,0,16.69999999999709,1,16.69999999999709,0,0,,Slider,Slider,5,object-61,instructions,,,,,,,,,,,,,,,,
8,1725986991958,10/09/2024 16:49:51,1725968991958,-5,10/09/2024 06:49:51,187004,3,task-cax2,repeat-3dmk#4->-repeat-ku6w#3,39983046,BLIND,11682076,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1366x768,908x821,,,0,Subjective rating Practice,7,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 11,fgeg47,4,continue,,14935.899999952322,14923.400000000009,14935.899999952322,14935.899999952322,14923.400000000009,14935.899999952322,1,14935.899999952322,0,0,,Click To Continue,Continue Button,9,object-67,instructions,,,,,,,,,,,,,,,,
9,1725986991968,10/09/2024 16:49:51,1725968991968,-5,10/09/2024 06:49:51,187004,3,task-cax2,repeat-3dmk#4->-repeat-ku6w#3,39983046,BLIND,11682076,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1366x768,908x821,,,0,Subjective rating Practice,7,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 11,fgeg47,4,response,,14940.100000000006,14923.400000000009,14940.100000000006,14940.100000000006,14923.400000000009,14940.100000000006,1,14940.100000000006,0,0,,Slider,Slider,5,object-61,instructions,,,,,,,,,,,,,,,,
10,1725986991979,10/09/2024 16:49:51,1725968991979,-5,10/09/2024 06:49:51,187004,3,task-cax2,repeat-3dmk#4->-repeat-ku6w#3,39983046,BLIND,11682076,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 127.0.0.0,1366x768,908x821,,,0,Subjective rating Practice,7,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,emo_prac,emo_prac,,,,,,info,END,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1,1725986949699,10/09/2024 16:49:09,1725972549699,-4,10/09/2024 08:49:09,187004,3,task-cax2,repeat-3dmk#3->-repeat-ku6w#2,39983057,BLIND,11682060,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1366x768,1366x599,,,0,Subjective rating Practice,7,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,emo_prac,emo_prac,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
2,1725986953162,10/09/2024 16:49:13,1725972553162,-4,10/09/2024 08:49:13,187004,3,task-cax2,repeat-3dmk#3->-repeat-ku6w#2,39983057,BLIND,11682060,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1366x768,1366x599,,,0,Subjective rating Practice,7,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 12,eyep1y,1,continue,,3378.6000000357626,3362.8,3378.6000000357626,3378.6000000357626,3362.8,3378.6000000357626,1,3378.6000000357626,0,0,,Click To Continue,Continue Button,2,object-4,instructions,,,,,,,,,,,,,,,,
3,1725986960058,10/09/2024 16:49:20,1725972560058,-4,10/09/2024 08:49:20,187004,3,task-cax2,repeat-3dmk#3->-repeat-ku6w#2,39983057,BLIND,11682060,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1366x768,1366x599,,,0,Subjective rating Practice,7,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 9,l1vn7l,2,continue,,6912.9,6909.199999999999,6912.9,6912.9,6909.199999999999,6912.9,1,6912.9,0,0,,Click To Continue,Continue Button,3,object-65,instructions,,,,,,,,,,,,,,,,
4,1725986960089,10/09/2024 16:49:20,1725972560089,-4,10/09/2024 08:49:20,187004,3,task-cax2,repeat-3dmk#3->-repeat-ku6w#2,39983057,BLIND,11682060,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1366x768,1366x599,,,0,Subjective rating Practice,7,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 10,xskzd4,3,info,,16.299999999999272,0,16.299999999999272,16.299999999999272,0,16.299999999999272,1,16.299999999999272,0,0,,Slider,Slider,5,object-39,instructions,,,,,,,,,,,,,,,,
