Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID
1,1725986936703,10/09/2024 16:48:56,1725972536703,-4,10/09/2024 08:48:56,187004,3,questionnaire-vj9b,repeat-3dmk#2->-repeat-tj2w#4,39983052,BLIND,11682063,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1536x864,877x421,,,0,Debrieff,3,Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,,,,,info,,BEGIN,,,,,
2,1725986953569,10/09/2024 16:49:13,1725972553569,-4,10/09/2024 08:49:13,187004,3,questionnaire-vj9b,repeat-3dmk#2->-repeat-tj2w#4,39983052,BLIND,11682063,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1536x864,877x421,,,0,Debrieff,3,Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,,,,,info,,END,,,,,
1,1725987122427,10/09/2024 16:52:02,1725961922427,-7,10/09/2024 02:52:02,187004,3,questionnaire-vj9b,repeat-3dmk#2->-repeat-tj2w#5,39983087,BLIND,11682057,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,2560x1440,1278x1304,,,0,Debrieff,3,Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,,,,info,,BEGIN,,,,,
2,1725987125482,10/09/2024 16:52:05,1725961925482,-7,10/09/2024 02:52:05,187004,3,questionnaire-vj9b,repeat-3dmk#2->-repeat-tj2w#5,39983087,BLIND,11682057,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,2560x1440,1278x1304,,,0,Debrieff,3,Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,,,,info,,END,,,,,
1,1725987211465,10/09/2024 16:53:31,1725969211465,-5,10/09/2024 06:53:31,187004,3,questionnaire-vj9b,repeat-3dmk#2->-repeat-ku6w#2,39983103,BLIND,11682066,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 128.0.0.0,1536x864,1488x740,,,0,Debrieff,3,Inaccurate~Accurate,1,Inaccurate~Accurate,,,,,,info,,BEGIN,,,,,
2,1725987237814,10/09/2024 16:53:57,1725969237814,-5,10/09/2024 06:53:57,187004,3,questionnaire-vj9b,repeat-3dmk#2->-repeat-ku6w#2,39983103,BLIND,11682066,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 128.0.0.0,1536x864,1488x740,,,0,Debrieff,3,Inaccurate~Accurate,1,Inaccurate~Accurate,,,,,,info,,END,,,,,
1,1725987520844,10/09/2024 16:58:40,1725973120844,-4,10/09/2024 08:58:40,187004,3,questionnaire-vj9b,repeat-3dmk#3->-repeat-tj2w#1,39983144,BLIND,11682081,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128,768x1024,1024x653,,,0,Debrieff,3,Inaccurate~Inaccurate~Accurate,2,,Accurate,,,,,info,,BEGIN,,,,,
2,1725987525624,10/09/2024 16:58:45,1725973125624,-4,10/09/2024 08:58:45,187004,3,questionnaire-vj9b,repeat-3dmk#3->-repeat-tj2w#1,39983144,BLIND,11682081,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 128,768x1024,1024x653,,,0,Debrieff,3,Inaccurate~Inaccurate~Accurate,2,,Accurate,,,,,info,,END,,,,,
1,1725987518905,10/09/2024 16:58:38,1725973118905,-4,10/09/2024 08:58:38,187004,3,questionnaire-vj9b,repeat-3dmk#1->-repeat-tj2w#4,39983146,BLIND,11682062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,338x287,,,0,Debrieff,3,Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,,,,,info,,BEGIN,,,,,
2,1725987528237,10/09/2024 16:58:48,1725973128237,-4,10/09/2024 08:58:48,187004,3,questionnaire-vj9b,repeat-3dmk#1->-repeat-tj2w#4,39983146,BLIND,11682062,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1920x1080,2133x1012,,,0,Debrieff,3,Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Accurate,,,,,info,,END,,,,,
