Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: number,Spreadsheet: img,Spreadsheet: type,Spreadsheet: answer,Spreadsheet: border,Spreadsheet: memory,Manipulation: Spreadsheet
1,1725986174267,10/09/2024 16:36:14,1725968174267,-5,10/09/2024 06:36:14,187004,3,task-tak4,repeat-3dmk#2->-repeat-ku6w#2,39982896,BLIND,11682066,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 128.0.0.0,1536x864,1488x740,,,0,Memory Task (Clone 3),8,Inaccurate~Accurate,1,Inaccurate~Accurate,,memory_skips1,memory_skips1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1725986184559,10/09/2024 16:36:24,1725968184559,-5,10/09/2024 06:36:24,187004,3,task-tak4,repeat-3dmk#2->-repeat-ku6w#2,39982896,BLIND,11682066,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 128.0.0.0,1536x864,1488x740,,,0,Memory Task (Clone 3),8,Inaccurate~Accurate,1,Inaccurate~Accurate,,memory_skips1,memory_skips1,1,instructions,Screen 8,bajjy3,1,continue,,10311.19999999702,10304,10311.19999999702,10311.19999999702,10304,10311.19999999702,1,10311.19999999702,0,0,,Click To Continue,Continue Button,2,object-1931,instructions,,,,,,,
3,1725986187554,10/09/2024 16:36:27,1725968187554,-5,10/09/2024 06:36:27,187004,3,task-tak4,repeat-3dmk#2->-repeat-ku6w#2,39982896,BLIND,11682066,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 128.0.0.0,1536x864,1488x740,,,0,Memory Task (Clone 3),8,Inaccurate~Accurate,1,Inaccurate~Accurate,,memory_skips1,memory_skips1,1,instructions,Screen 9,bxwq68,2,timedOut,,3002.3999999999996,3001.199999999999,3002.3999999999996,3002.3999999999996,3001.199999999999,3002.3999999999996,1,3002.3999999999996,0,0,,Time Limit,screen,0,screen,instructions,,,,,,,
4,1725986194280,10/09/2024 16:36:34,1725968194280,-5,10/09/2024 06:36:34,187004,3,task-tak4,repeat-3dmk#2->-repeat-ku6w#2,39982896,BLIND,11682066,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 128.0.0.0,1536x864,1488x740,,,0,Memory Task (Clone 3),8,Inaccurate~Accurate,1,Inaccurate~Accurate,,memory_skips1,memory_skips1,1,image,Screen 3,zz7hbh,1,response,6,6727.79999999404,6719,6727.79999999404,6727.79999999404,6719,6727.79999999404,1,6727.79999999404,0,0,,Keyboard Response,Image,1,object-1907,image,335,NegMidNonsoc_5.jpg,target,J,,target,
5,1725986200159,10/09/2024 16:36:40,1725968200159,-5,10/09/2024 06:36:40,187004,3,task-tak4,repeat-3dmk#2->-repeat-ku6w#2,39982896,BLIND,11682066,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 128.0.0.0,1536x864,1488x740,,,0,Memory Task (Clone 3),8,Inaccurate~Accurate,1,Inaccurate~Accurate,,memory_skips1,memory_skips1,2,image,Screen 3,zz7hbh,1,response,2,5885.700000000001,5869,5885.700000000001,5885.700000000001,5869,5885.700000000001,1,5885.700000000001,0,0,,Keyboard Response,Image,1,object-1907,image,128,05d8821c014d8c5811839b8245fef778.jpg,target,J,,target,
6,1725986203503,10/09/2024 16:36:43,1725968203503,-5,10/09/2024 06:36:43,187004,3,task-tak4,repeat-3dmk#2->-repeat-ku6w#2,39982896,BLIND,11682066,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 128.0.0.0,1536x864,1488x740,,,0,Memory Task (Clone 3),8,Inaccurate~Accurate,1,Inaccurate~Accurate,,memory_skips1,memory_skips1,3,image,Screen 3,zz7hbh,1,response,6,3362.4999999970205,3351.2999999999993,3362.4999999970205,3362.4999999970205,3351.2999999999993,3362.4999999970205,1,3362.4999999970205,0,0,,Keyboard Response,Image,1,object-1907,image,87,6cb2b2a420aafa64f282ef22e112d0b2.jpg,target,F,,filler,
7,1725986206135,10/09/2024 16:36:46,1725968206135,-5,10/09/2024 06:36:46,187004,3,task-tak4,repeat-3dmk#2->-repeat-ku6w#2,39982896,BLIND,11682066,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 128.0.0.0,1536x864,1488x740,,,0,Memory Task (Clone 3),8,Inaccurate~Accurate,1,Inaccurate~Accurate,,memory_skips1,memory_skips1,4,image,Screen 3,zz7hbh,1,response,1,2643.499999994041,2634.300000000003,2643.499999994041,2643.499999994041,2634.300000000003,2643.499999994041,1,2643.499999994041,0,0,,Keyboard Response,Image,1,object-1907,image,327,2301953e90a7e451f9113cb4ad3d4d78.jpg,target,F,,filler,
8,1725986208129,10/09/2024 16:36:48,1725968208129,-5,10/09/2024 06:36:48,187004,3,task-tak4,repeat-3dmk#2->-repeat-ku6w#2,39982896,BLIND,11682066,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 128.0.0.0,1536x864,1488x740,,,0,Memory Task (Clone 3),8,Inaccurate~Accurate,1,Inaccurate~Accurate,,memory_skips1,memory_skips1,5,image,Screen 3,zz7hbh,1,response,6,2000.699999999997,1984.0999999999985,2000.699999999997,2000.699999999997,1984.0999999999985,2000.699999999997,1,2000.699999999997,0,0,,Keyboard Response,Image,1,object-1907,image,63,03b8acc17e9fa12795ac1bdce10e01fe.jpg,target,F,,filler,
9,1725986211604,10/09/2024 16:36:51,1725968211604,-5,10/09/2024 06:36:51,187004,3,task-tak4,repeat-3dmk#2->-repeat-ku6w#2,39982896,BLIND,11682066,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 128.0.0.0,1536x864,1488x740,,,0,Memory Task (Clone 3),8,Inaccurate~Accurate,1,Inaccurate~Accurate,,memory_skips1,memory_skips1,6,image,Screen 3,zz7hbh,1,response,2,3493.3999999910593,3484.5999999999985,3493.3999999910593,3493.3999999910593,3484.5999999999985,3493.3999999910593,1,3493.3999999910593,0,0,,Keyboard Response,Image,1,object-1907,image,48,Lake 11.jpg,target,J,,target,
10,1725986216769,10/09/2024 16:36:56,1725968216769,-5,10/09/2024 06:36:56,187004,3,task-tak4,repeat-3dmk#2->-repeat-ku6w#2,39982896,BLIND,11682066,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 128.0.0.0,1536x864,1488x740,,,0,Memory Task (Clone 3),8,Inaccurate~Accurate,1,Inaccurate~Accurate,,memory_skips1,memory_skips1,7,image,Screen 3,zz7hbh,1,response,3,5174.699999997021,5168.700000000004,5174.699999997021,5174.699999997021,5168.700000000004,5174.699999997021,1,5174.699999997021,0,0,,Keyboard Response,Image,1,object-1907,image,1751,fdda6cc29804708ad31e75527cd76e9c.jpg,target,F,,filler,
