Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID
1,1730464046362,01/11/2024 12:27:26,1730449646362,-4,01/11/2024 04:27:26,187004,4,questionnaire-vj9b,repeat-3dmk#1->-repeat-tj2w#3,41046982,BLIND,11982727,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1920x911,,,0,Debrieff,3,Accurate,2,,Inaccurate~Inaccurate~Accurate,,,,,info,,BEGIN,,,,,
2,1730464062553,01/11/2024 12:27:42,1730449662553,-4,01/11/2024 04:27:42,187004,4,questionnaire-vj9b,repeat-3dmk#1->-repeat-tj2w#3,41046982,BLIND,11982727,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1920x911,,,0,Debrieff,3,Accurate,2,,Inaccurate~Inaccurate~Accurate,,,,,info,,END,16182,,,,
1,1730464161429,01/11/2024 12:29:21,1730438961429,-7,31/10/2024 22:29:21,187004,4,questionnaire-vj9b,repeat-3dmk#3->-repeat-tj2w#2,41046983,BLIND,11982925,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1147x916,,,0,Debrieff,3,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,,,,info,,BEGIN,,,,,
2,1730464463553,01/11/2024 12:34:23,1730439263553,-7,31/10/2024 22:34:23,187004,4,questionnaire-vj9b,repeat-3dmk#3->-repeat-tj2w#2,41046983,BLIND,11982925,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1147x916,,,0,Debrieff,3,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,,,,info,,END,302077,,,,
1,1730466127005,01/11/2024 13:02:07,1730448127005,-5,01/11/2024 03:02:07,187004,4,questionnaire-vj9b,repeat-3dmk#2->-repeat-tj2w#3,41047607,BLIND,11982707,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1707x960,1366x660,,,0,Debrieff,3,Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,,,,info,,BEGIN,,,,,
2,1730466130486,01/11/2024 13:02:10,1730448130486,-5,01/11/2024 03:02:10,187004,4,questionnaire-vj9b,repeat-3dmk#2->-repeat-tj2w#3,41047607,BLIND,11982707,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1707x960,1366x660,,,0,Debrieff,3,Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,,,,info,,END,3474,,,,
1,1730476228689,01/11/2024 15:50:28,1730458228689,-5,01/11/2024 05:50:28,187004,4,questionnaire-vj9b,repeat-3dmk#2->-repeat-tj2w#1,41051685,BLIND,11982655,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1920x929,,,0,Debrieff,3,Inaccurate~Accurate,2,,Accurate,,,,,info,,BEGIN,,,,,
2,1730476235450,01/11/2024 15:50:35,1730458235450,-5,01/11/2024 05:50:35,187004,4,questionnaire-vj9b,repeat-3dmk#2->-repeat-tj2w#1,41051685,BLIND,11982655,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1920x929,,,0,Debrieff,3,Inaccurate~Accurate,2,,Accurate,,,,,info,,END,6750,,,,
1,1730476512902,01/11/2024 15:55:12,1730458512902,-5,01/11/2024 05:55:12,187004,4,questionnaire-vj9b,repeat-3dmk#2->-repeat-ku6w#2,41051850,BLIND,11982658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 132.0,1512x982,1512x832,,,0,Debrieff,3,Inaccurate~Accurate,1,Inaccurate~Accurate,,,,,,info,,BEGIN,,,,,
2,1730476518983,01/11/2024 15:55:18,1730458518983,-5,01/11/2024 05:55:18,187004,4,questionnaire-vj9b,repeat-3dmk#2->-repeat-ku6w#2,41051850,BLIND,11982658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 132.0,1512x982,1512x832,,,0,Debrieff,3,Inaccurate~Accurate,1,Inaccurate~Accurate,,,,,,info,,END,6071,,,,
