Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: number,Spreadsheet: img,Spreadsheet: type,Spreadsheet: mem_type,Spreadsheet: answer,Spreadsheet: border,Spreadsheet: memory,Spreadsheet: ans1,Spreadsheet: ans2,Spreadsheet: ans3,Spreadsheet: val1,Spreadsheet: val2,Spreadsheet: val3,Manipulation: Spreadsheet,Store: correct3,Store: total3
1,1730475891235,01/11/2024 15:44:51,1730457891235,-5,01/11/2024 05:44:51,187004,4,task-cax2,repeat-3dmk#2->-repeat-ku6w#2,41051566,BLIND,11982658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 132.0,1512x982,1512x832,,,0,Subjective rating Practice,7,Inaccurate~Accurate,1,Inaccurate~Accurate,,emo_prac,emo_prac,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
2,1730475892919,01/11/2024 15:44:52,1730457892919,-5,01/11/2024 05:44:52,187004,4,task-cax2,repeat-3dmk#2->-repeat-ku6w#2,41051566,BLIND,11982658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 132.0,1512x982,1512x832,,,0,Subjective rating Practice,7,Inaccurate~Accurate,1,Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 12,eyep1y,1,continue,,1562.48,1554.1399999999999,1562.48,1562.48,1554.1399999999999,1562.48,1,1562.48,0,0,,Click To Continue,Continue Button,2,object-4,instructions,,,,,,,,,,,,,,,,
3,1730475897538,01/11/2024 15:44:57,1730457897538,-5,01/11/2024 05:44:57,187004,4,task-cax2,repeat-3dmk#2->-repeat-ku6w#2,41051566,BLIND,11982658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 132.0,1512x982,1512x832,,,0,Subjective rating Practice,7,Inaccurate~Accurate,1,Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 9,l1vn7l,2,continue,,4627.22,4624.36,4627.22,4627.22,4624.36,4627.22,1,4627.22,0,0,,Click To Continue,Continue Button,3,object-65,instructions,,,,,,,,,,,,,,,,
4,1730475897559,01/11/2024 15:44:57,1730457897559,-5,01/11/2024 05:44:57,187004,4,task-cax2,repeat-3dmk#2->-repeat-ku6w#2,41051566,BLIND,11982658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 132.0,1512x982,1512x832,,,0,Subjective rating Practice,7,Inaccurate~Accurate,1,Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 10,xskzd4,3,info,,7.699999999998909,0,7.699999999998909,7.699999999998909,0,7.699999999998909,1,7.699999999998909,0,0,,Slider,Slider,5,object-39,instructions,,,,,,,,,,,,,,,,
5,1730475902488,01/11/2024 15:45:02,1730457902488,-5,01/11/2024 05:45:02,187004,4,task-cax2,repeat-3dmk#2->-repeat-ku6w#2,41051566,BLIND,11982658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 132.0,1512x982,1512x832,,,0,Subjective rating Practice,7,Inaccurate~Accurate,1,Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 10,xskzd4,3,continue,,4952.860000000001,4948.540000000001,4952.860000000001,4952.860000000001,4948.540000000001,4952.860000000001,1,4952.860000000001,0,0,,Click To Continue,Continue Button,9,object-66,instructions,,,,,,,,,,,,,,,,
6,1730475902490,01/11/2024 15:45:02,1730457902490,-5,01/11/2024 05:45:02,187004,4,task-cax2,repeat-3dmk#2->-repeat-ku6w#2,41051566,BLIND,11982658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 132.0,1512x982,1512x832,,,0,Subjective rating Practice,7,Inaccurate~Accurate,1,Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 10,xskzd4,3,response,9,1892.6599999999999,4948.540000000001,4955.860000000001,1892.6599999999999,4948.540000000001,4955.860000000001,1,1892.6599999999999,3063.2000000000007,0,,Slider,Slider,5,object-39,instructions,,,,,,,,,,,,,,,,
7,1730475902499,01/11/2024 15:45:02,1730457902499,-5,01/11/2024 05:45:02,187004,4,task-cax2,repeat-3dmk#2->-repeat-ku6w#2,41051566,BLIND,11982658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 132.0,1512x982,1512x832,,,0,Subjective rating Practice,7,Inaccurate~Accurate,1,Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 11,fgeg47,4,info,,8.200000000000728,0,8.200000000000728,8.200000000000728,0,8.200000000000728,1,8.200000000000728,0,0,,Slider,Slider,5,object-61,instructions,,,,,,,,,,,,,,,,
8,1730475906277,01/11/2024 15:45:06,1730457906277,-5,01/11/2024 05:45:06,187004,4,task-cax2,repeat-3dmk#2->-repeat-ku6w#2,41051566,BLIND,11982658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 132.0,1512x982,1512x832,,,0,Subjective rating Practice,7,Inaccurate~Accurate,1,Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 11,fgeg47,4,continue,,3795.3199999999997,3788.739999999998,3795.3199999999997,3795.3199999999997,3788.739999999998,3795.3199999999997,1,3795.3199999999997,0,0,,Click To Continue,Continue Button,9,object-67,instructions,,,,,,,,,,,,,,,,
9,1730475906278,01/11/2024 15:45:06,1730457906278,-5,01/11/2024 05:45:06,187004,4,task-cax2,repeat-3dmk#2->-repeat-ku6w#2,41051566,BLIND,11982658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 132.0,1512x982,1512x832,,,0,Subjective rating Practice,7,Inaccurate~Accurate,1,Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 11,fgeg47,4,response,6,2377.539999999999,3788.739999999998,3795.3199999999997,2377.539999999999,3788.739999999998,3795.3199999999997,1,2377.539999999999,1417.7800000000007,0,,Slider,Slider,5,object-61,instructions,,,,,,,,,,,,,,,,
10,1730475906280,01/11/2024 15:45:06,1730457906280,-5,01/11/2024 05:45:06,187004,4,task-cax2,repeat-3dmk#2->-repeat-ku6w#2,41051566,BLIND,11982658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 132.0,1512x982,1512x832,,,0,Subjective rating Practice,7,Inaccurate~Accurate,1,Inaccurate~Accurate,,emo_prac,emo_prac,,,,,,info,END,,,15029,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
