Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: answer,Spreadsheet: img,Spreadsheet: Screen,Spreadsheet: answer2,Spreadsheet: answer3,Manipulation: Spreadsheet,Store: correct2,Store: Total2
1,1730463099320,01/11/2024 12:11:39,1730448699320,-4,01/11/2024 04:11:39,187004,4,task-xcgh,repeat-3dmk#1->-repeat-tj2w#1,41046662,BLIND,11982727,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1920x911,,,0,Memory Practice Clone,7,Accurate,2,,Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,
2,1730463101659,01/11/2024 12:11:41,1730448701659,-4,01/11/2024 04:11:41,187004,4,task-xcgh,repeat-3dmk#1->-repeat-tj2w#1,41046662,BLIND,11982727,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1920x911,,,0,Memory Practice Clone,7,Accurate,2,,Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,instructions,Screen 2,1kaj8e,1,continue,,2352.634,2350.0339999999997,2352.634,2352.634,2350.0339999999997,2352.634,1,2352.634,0,0,,Click To Continue,Continue Button,2,object-7,instructions,,,,,,,0,0
3,1730463104656,01/11/2024 12:11:44,1730448704656,-4,01/11/2024 04:11:44,187004,4,task-xcgh,repeat-3dmk#1->-repeat-tj2w#1,41046662,BLIND,11982727,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1920x911,,,0,Memory Practice Clone,7,Accurate,2,,Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,instructions,Screen 3,j5lb3b,2,timedOut,,3000.1000000000004,2999.8,3000.1000000000004,3000.1000000000004,2999.8,3000.1000000000004,1,3000.1000000000004,0,0,,Time Limit,screen,0,screen,instructions,,,,,,,0,0
4,1730463110709,01/11/2024 12:11:50,1730448710709,-4,01/11/2024 04:11:50,187004,4,task-xcgh,repeat-3dmk#1->-repeat-tj2w#1,41046662,BLIND,11982727,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1920x911,,,0,Memory Practice Clone,7,Accurate,2,,Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,image,Trials,mxeghn,1,response,6,6052.5999999523165,6050.000000000001,6052.5999999523165,6052.5999999523165,6050.000000000001,6052.5999999523165,0,6052.5999999523165,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,1,instr_photo_3.jpg,Screen 3,5,3,,0,1
5,1730463120189,01/11/2024 12:12:00,1730448720189,-4,01/11/2024 04:12:00,187004,4,task-xcgh,repeat-3dmk#1->-repeat-tj2w#1,41046662,BLIND,11982727,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1920x911,,,0,Memory Practice Clone,7,Accurate,2,,Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,image,Screen 3,ornkij,2,response,3,8482.8,8466.7,8482.8,8482.8,8466.7,8482.8,1,8482.8,0,0,,Keyboard Response,Keyboard Response,2,object-25,image,1,instr_photo_3.jpg,Screen 3,5,3,,1,2
6,1730463128717,01/11/2024 12:12:08,1730448728717,-4,01/11/2024 04:12:08,187004,4,task-xcgh,repeat-3dmk#1->-repeat-tj2w#1,41046662,BLIND,11982727,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1920x911,,,0,Memory Practice Clone,7,Accurate,2,,Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,image,Screen 2,ou4ign,3,response,5,7543.999999856947,7533.399999999998,7543.999999856947,7543.999999856947,7533.399999999998,7543.999999856947,1,7543.999999856947,0,0,,Keyboard Response,Keyboard Response,3,object-22,image,1,instr_photo_3.jpg,Screen 3,5,3,,2,3
7,1730463129708,01/11/2024 12:12:09,1730448729708,-4,01/11/2024 04:12:09,187004,4,task-xcgh,repeat-3dmk#1->-repeat-tj2w#1,41046662,BLIND,11982727,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1920x911,,,0,Memory Practice Clone,7,Accurate,2,,Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,,,,,,info,END,,,30365,,,,0,,,,,,,,,,,,,,,,,
1,1730463149134,01/11/2024 12:12:29,1730448749134,-4,01/11/2024 04:12:29,187004,4,task-xcgh,repeat-3dmk#1->-repeat-tj2w#2,41046679,BLIND,11982727,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1920x911,,,0,Memory Practice Clone,7,Accurate,2,,Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,
2,1730463150477,01/11/2024 12:12:30,1730448750477,-4,01/11/2024 04:12:30,187004,4,task-xcgh,repeat-3dmk#1->-repeat-tj2w#2,41046679,BLIND,11982727,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1920x911,,,0,Memory Practice Clone,7,Accurate,2,,Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,instructions,Screen 2,1kaj8e,1,continue,,1353.9980000953674,1349.8980000000001,1353.9980000953674,1353.9980000953674,1349.8980000000001,1353.9980000953674,1,1353.9980000953674,0,0,,Click To Continue,Continue Button,2,object-7,instructions,,,,,,,0,0
3,1730463153474,01/11/2024 12:12:33,1730448753474,-4,01/11/2024 04:12:33,187004,4,task-xcgh,repeat-3dmk#1->-repeat-tj2w#2,41046679,BLIND,11982727,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1920x1080,1920x911,,,0,Memory Practice Clone,7,Accurate,2,,Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,instructions,Screen 3,j5lb3b,2,timedOut,,3001.6000000953672,3000.0999999999995,3001.6000000953672,3001.6000000953672,3000.0999999999995,3001.6000000953672,1,3001.6000000953672,0,0,,Time Limit,screen,0,screen,instructions,,,,,,,0,0
