Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: answer,Spreadsheet: img,Spreadsheet: border,Spreadsheet: Screen,Spreadsheet: timing,Manipulation: Spreadsheet
1,1730398347144,31/10/2024 18:12:27,1730380347144,-5,31/10/2024 08:12:27,187004,4,task-wzke,repeat-3dmk#1,41035937,BLIND,11982655,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x714,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Accurate,2,,Accurate,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,
2,1730398356211,31/10/2024 18:12:36,1730380356211,-5,31/10/2024 08:12:36,187004,4,task-wzke,repeat-3dmk#1,41035937,BLIND,11982655,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x714,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Accurate,2,,Accurate,Spreadsheet1,Spreadsheet1,1,instructions,Screen 1,djhvrt,1,continue,,8946.30000000149,8933.7,8946.30000000149,8946.30000000149,8933.7,8946.30000000149,1,8946.30000000149,0,0,,Click To Continue,Continue Button,6,object-20,instructions,,,,,,
3,1730398361541,31/10/2024 18:12:41,1730380361541,-5,31/10/2024 08:12:41,187004,4,task-wzke,repeat-3dmk#1,41035937,BLIND,11982655,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x714,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Accurate,2,,Accurate,Spreadsheet1,Spreadsheet1,1,instructions,Screen 2,1kaj8e,2,continue,,5342.29999999702,5333.200000000001,5342.29999999702,5342.29999999702,5333.200000000001,5342.29999999702,1,5342.29999999702,0,0,,Click To Continue,Continue Button,2,object-7,instructions,,,,,,
4,1730398364532,31/10/2024 18:12:44,1730380364532,-5,31/10/2024 08:12:44,187004,4,task-wzke,repeat-3dmk#1,41035937,BLIND,11982655,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x714,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Accurate,2,,Accurate,Spreadsheet1,Spreadsheet1,1,instructions,Screen 3,j5lb3b,3,timedOut,,3000.599999997019,3000,3000.599999997019,3000.599999997019,3000,3000.599999997019,1,3000.599999997019,0,0,,Time Limit,screen,0,screen,instructions,,,,,,
5,1730398365532,31/10/2024 18:12:45,1730380365532,-5,31/10/2024 08:12:45,187004,4,task-wzke,repeat-3dmk#1,41035937,BLIND,11982655,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x714,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Accurate,2,,Accurate,Spreadsheet1,Spreadsheet1,1,image,Trials,mxeghn,1,response,J,1000,1000,1000,1000,1000,1000,0,1000,0,0,,Time Limit,screen,0,screen,image,F,instr_photo.jpg,#FF69B4,,1000ms,
6,1730398366515,31/10/2024 18:12:46,1730380366515,-5,31/10/2024 08:12:46,187004,4,task-wzke,repeat-3dmk#1,41035937,BLIND,11982655,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x714,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Accurate,2,,Accurate,Spreadsheet1,Spreadsheet1,1,image,Screen 2,2al84i,2,continue,,499.90000000000146,499.90000000000146,499.90000000000146,499.90000000000146,499.90000000000146,499.90000000000146,1,499.90000000000146,0,0,,Fixation Timing,Fixation,1,object-24,image,F,instr_photo.jpg,#FF69B4,,1000ms,
7,1730398367234,31/10/2024 18:12:47,1730380367234,-5,31/10/2024 08:12:47,187004,4,task-wzke,repeat-3dmk#1,41035937,BLIND,11982655,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x714,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Accurate,2,,Accurate,Spreadsheet1,Spreadsheet1,2,image,Trials,mxeghn,1,response,F,719.1999999955297,716.5999999999985,719.1999999955297,719.1999999955297,716.5999999999985,719.1999999955297,1,719.1999999955297,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,F,instr_photo_2.jpg,#DC143C,,1000ms,
8,1730398368232,31/10/2024 18:12:48,1730380368232,-5,31/10/2024 08:12:48,187004,4,task-wzke,repeat-3dmk#1,41035937,BLIND,11982655,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x714,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Accurate,2,,Accurate,Spreadsheet1,Spreadsheet1,2,image,Screen 2,2al84i,2,continue,,499.7999999999993,499.7999999999993,499.7999999999993,499.7999999999993,499.7999999999993,499.7999999999993,1,499.7999999999993,0,0,,Fixation Timing,Fixation,1,object-24,image,F,instr_photo_2.jpg,#DC143C,,1000ms,
9,1730398368769,31/10/2024 18:12:48,1730380368769,-5,31/10/2024 08:12:48,187004,4,task-wzke,repeat-3dmk#1,41035937,BLIND,11982655,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x714,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Accurate,2,,Accurate,Spreadsheet1,Spreadsheet1,3,image,Trials,mxeghn,1,response,F,537.6000000014901,533.2999999999993,537.6000000014901,537.6000000014901,533.2999999999993,537.6000000014901,1,537.6000000014901,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,F,instr_photo_3.jpg,#E2752C,,1000ms,
10,1730398369765,31/10/2024 18:12:49,1730380369765,-5,31/10/2024 08:12:49,187004,4,task-wzke,repeat-3dmk#1,41035937,BLIND,11982655,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x714,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Accurate,2,,Accurate,Spreadsheet1,Spreadsheet1,3,image,Screen 2,2al84i,2,continue,,499.90000000000146,499.90000000000146,499.90000000000146,499.90000000000146,499.90000000000146,499.90000000000146,1,499.90000000000146,0,0,,Fixation Timing,Fixation,1,object-24,image,F,instr_photo_3.jpg,#E2752C,,1000ms,
11,1730398370041,31/10/2024 18:12:50,1730380370041,-5,31/10/2024 08:12:50,187004,4,task-wzke,repeat-3dmk#1,41035937,BLIND,11982655,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x714,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Accurate,2,,Accurate,Spreadsheet1,Spreadsheet1,4,image,Trials,mxeghn,1,response,F,276.6000000014901,266.5,276.6000000014901,276.6000000014901,266.5,276.6000000014901,0,276.6000000014901,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,J,instr_photo_3.jpg,#DC143C,,1000ms,
12,1730398371032,31/10/2024 18:12:51,1730380371032,-5,31/10/2024 08:12:51,187004,4,task-wzke,repeat-3dmk#1,41035937,BLIND,11982655,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x714,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Accurate,2,,Accurate,Spreadsheet1,Spreadsheet1,4,image,Screen 2,2al84i,2,continue,,500,500,500,500,500,500,1,500,0,0,,Fixation Timing,Fixation,1,object-24,image,J,instr_photo_3.jpg,#DC143C,,1000ms,
13,1730398371441,31/10/2024 18:12:51,1730380371441,-5,31/10/2024 08:12:51,187004,4,task-wzke,repeat-3dmk#1,41035937,BLIND,11982655,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x714,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Accurate,2,,Accurate,Spreadsheet1,Spreadsheet1,5,image,Trials,mxeghn,1,response,F,409.7999999999993,399.8999999999978,409.7999999999993,409.7999999999993,399.8999999999978,409.7999999999993,1,409.7999999999993,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,F,instr_photo_5.jpg,#FF69B4,,1000ms,
14,1730398372432,31/10/2024 18:12:52,1730380372432,-5,31/10/2024 08:12:52,187004,4,task-wzke,repeat-3dmk#1,41035937,BLIND,11982655,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x714,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Accurate,2,,Accurate,Spreadsheet1,Spreadsheet1,5,image,Screen 2,2al84i,2,continue,,499.8999999999978,499.8999999999978,499.8999999999978,499.8999999999978,499.8999999999978,499.8999999999978,1,499.8999999999978,0,0,,Fixation Timing,Fixation,1,object-24,image,F,instr_photo_5.jpg,#FF69B4,,1000ms,
15,1730398372435,31/10/2024 18:12:52,1730380372435,-5,31/10/2024 08:12:52,187004,4,task-wzke,repeat-3dmk#1,41035937,BLIND,11982655,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x714,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Accurate,2,,Accurate,Spreadsheet1,Spreadsheet1,,,,,,info,END,,,25275,,,,0,,,,,,,,,,,,,,,
1,1730398369347,31/10/2024 18:12:49,1730376769347,-6,31/10/2024 06:12:49,187004,4,task-wzke,repeat-3dmk#1,41035962,BLIND,11982671,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x960,1536x791,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,
2,1730398379142,31/10/2024 18:12:59,1730376779142,-6,31/10/2024 06:12:59,187004,4,task-wzke,repeat-3dmk#1,41035962,BLIND,11982671,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x960,1536x791,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,instructions,Screen 1,djhvrt,1,continue,,9649.99999985695,9639.9,9649.99999985695,9649.99999985695,9639.9,9649.99999985695,1,9649.99999985695,0,0,,Click To Continue,Continue Button,6,object-20,instructions,,,,,,
3,1730398382470,31/10/2024 18:13:02,1730376782470,-6,31/10/2024 06:13:02,187004,4,task-wzke,repeat-3dmk#1,41035962,BLIND,11982671,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x960,1536x791,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,instructions,Screen 2,1kaj8e,2,continue,,3336.300000000001,3319.300000000001,3336.300000000001,3336.300000000001,3319.300000000001,3336.300000000001,1,3336.300000000001,0,0,,Click To Continue,Continue Button,2,object-7,instructions,,,,,,
4,1730398385454,31/10/2024 18:13:05,1730376785454,-6,31/10/2024 06:13:05,187004,4,task-wzke,repeat-3dmk#1,41035962,BLIND,11982671,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x960,1536x791,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,instructions,Screen 3,j5lb3b,3,timedOut,,3002.999999904632,3001.8999999999996,3002.999999904632,3002.999999904632,3001.8999999999996,3002.999999904632,1,3002.999999904632,0,0,,Time Limit,screen,0,screen,instructions,,,,,,
5,1730398386457,31/10/2024 18:13:06,1730376786457,-6,31/10/2024 06:13:06,187004,4,task-wzke,repeat-3dmk#1,41035962,BLIND,11982671,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x960,1536x791,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,image,Trials,mxeghn,1,response,J,1002.2000000000007,1002.2000000000007,1002.2000000000007,1002.2000000000007,1002.2000000000007,1002.2000000000007,0,1002.2000000000007,0,0,,Time Limit,screen,0,screen,image,F,instr_photo.jpg,#FF69B4,,1000ms,
6,1730398387439,31/10/2024 18:13:07,1730376787439,-6,31/10/2024 06:13:07,187004,4,task-wzke,repeat-3dmk#1,41035962,BLIND,11982671,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x960,1536x791,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,image,Screen 2,2al84i,2,continue,,500.2000000000007,500.2000000000007,500.2000000000007,500.2000000000007,500.2000000000007,500.2000000000007,1,500.2000000000007,0,0,,Fixation Timing,Fixation,1,object-24,image,F,instr_photo.jpg,#FF69B4,,1000ms,
7,1730398388048,31/10/2024 18:13:08,1730376788048,-6,31/10/2024 06:13:08,187004,4,task-wzke,repeat-3dmk#1,41035962,BLIND,11982671,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x960,1536x791,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,2,image,Trials,mxeghn,1,response,F,609.6999998569481,600.2999999999993,609.6999998569481,609.6999998569481,600.2999999999993,609.6999998569481,1,609.6999998569481,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,F,instr_photo_2.jpg,#DC143C,,1000ms,
