Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: answer,Spreadsheet: img,Spreadsheet: Screen,Spreadsheet: answer2,Spreadsheet: answer3,Manipulation: Spreadsheet,Store: correct2,Store: Total2
1,1730475493004,01/11/2024 15:38:13,1730457493004,-5,01/11/2024 05:38:13,187004,4,task-ugmz,repeat-3dmk#2->-repeat-ku6w#1,41051426,BLIND,11982658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 132.0,1512x982,1512x832,,,0,Memory Practice Clone,7,Inaccurate~Accurate,1,Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,
2,1730475495053,01/11/2024 15:38:15,1730457495053,-5,01/11/2024 05:38:15,187004,4,task-ugmz,repeat-3dmk#2->-repeat-ku6w#1,41051426,BLIND,11982658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 132.0,1512x982,1512x832,,,0,Memory Practice Clone,7,Inaccurate~Accurate,1,Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,1,instructions,Screen 2,1kaj8e,1,continue,,2054.7400000000002,2046.4,2054.7400000000002,2054.7400000000002,2046.4,2054.7400000000002,1,2054.7400000000002,0,0,,Click To Continue,Continue Button,2,object-7,instructions,,,,,,,0,0
3,1730475498041,01/11/2024 15:38:18,1730457498041,-5,01/11/2024 05:38:18,187004,4,task-ugmz,repeat-3dmk#2->-repeat-ku6w#1,41051426,BLIND,11982658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 132.0,1512x982,1512x832,,,0,Memory Practice Clone,7,Inaccurate~Accurate,1,Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,1,instructions,Screen 3,j5lb3b,2,timedOut,,2996.7799999999997,2995.96,2996.7799999999997,2996.7799999999997,2995.96,2996.7799999999997,1,2996.7799999999997,0,0,,Time Limit,screen,0,screen,instructions,,,,,,,0,0
4,1730475500835,01/11/2024 15:38:20,1730457500835,-5,01/11/2024 05:38:20,187004,4,task-ugmz,repeat-3dmk#2->-repeat-ku6w#1,41051426,BLIND,11982658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 132.0,1512x982,1512x832,,,0,Memory Practice Clone,7,Inaccurate~Accurate,1,Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,1,image,Trials,mxeghn,1,response,2,2794.8199999999997,2791.1000000000004,2794.8199999999997,2794.8199999999997,2791.1000000000004,2794.8199999999997,0,2794.8199999999997,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,1,instr_photo_3.jpg,Screen 3,5,3,,0,1
5,1730475509244,01/11/2024 15:38:29,1730457509244,-5,01/11/2024 05:38:29,187004,4,task-ugmz,repeat-3dmk#2->-repeat-ku6w#1,41051426,BLIND,11982658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 132.0,1512x982,1512x832,,,0,Memory Practice Clone,7,Inaccurate~Accurate,1,Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,1,image,Screen 3,ornkij,2,response,2,7413.1,7404.42,7413.1,7413.1,7404.42,7413.1,0,7413.1,0,0,,Keyboard Response,Keyboard Response,2,object-25,image,1,instr_photo_3.jpg,Screen 3,5,3,,0,2
6,1730475517593,01/11/2024 15:38:37,1730457517593,-5,01/11/2024 05:38:37,187004,4,task-ugmz,repeat-3dmk#2->-repeat-ku6w#1,41051426,BLIND,11982658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 132.0,1512x982,1512x832,,,0,Memory Practice Clone,7,Inaccurate~Accurate,1,Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,1,image,Screen 2,ou4ign,3,response,5,7354.619999999999,7350.419999999998,7354.619999999999,7354.619999999999,7350.419999999998,7354.619999999999,1,7354.619999999999,0,0,,Keyboard Response,Keyboard Response,3,object-22,image,1,instr_photo_3.jpg,Screen 3,5,3,,1,3
7,1730475518587,01/11/2024 15:38:38,1730457518587,-5,01/11/2024 05:38:38,187004,4,task-ugmz,repeat-3dmk#2->-repeat-ku6w#1,41051426,BLIND,11982658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 132.0,1512x982,1512x832,,,0,Memory Practice Clone,7,Inaccurate~Accurate,1,Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,,,,,,info,END,,,25557,,,,0,,,,,,,,,,,,,,,,,
1,1730475625121,01/11/2024 15:40:25,1730457625121,-5,01/11/2024 05:40:25,187004,4,task-ugmz,repeat-3dmk#2->-repeat-ku6w#2,41051482,BLIND,11982658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 132.0,1512x982,1512x832,,,0,Memory Practice Clone,7,Inaccurate~Accurate,1,Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,
2,1730475626547,01/11/2024 15:40:26,1730457626547,-5,01/11/2024 05:40:26,187004,4,task-ugmz,repeat-3dmk#2->-repeat-ku6w#2,41051482,BLIND,11982658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 132.0,1512x982,1512x832,,,0,Memory Practice Clone,7,Inaccurate~Accurate,1,Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,1,instructions,Screen 2,1kaj8e,1,continue,,1428.6,1424.88,1428.6,1428.6,1424.88,1428.6,1,1428.6,0,0,,Click To Continue,Continue Button,2,object-7,instructions,,,,,,,0,0
3,1730475629542,01/11/2024 15:40:29,1730457629542,-5,01/11/2024 05:40:29,187004,4,task-ugmz,repeat-3dmk#2->-repeat-ku6w#2,41051482,BLIND,11982658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15,Firefox 132.0,1512x982,1512x832,,,0,Memory Practice Clone,7,Inaccurate~Accurate,1,Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,1,instructions,Screen 3,j5lb3b,2,timedOut,,2998.72,2998.32,2998.72,2998.72,2998.32,2998.72,1,2998.72,0,0,,Time Limit,screen,0,screen,instructions,,,,,,,0,0
