Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,Spreadsheet,,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Manipulation: Spreadsheet,Manipulation: undefined
1,1730398289420,31/10/2024 18:11:29,1730383889420,-4,31/10/2024 10:11:29,187004,4,task-efz1,,41035835,BLIND,11982641,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x776,,,0,Study Welcome,15,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,Spreadsheet1,,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,
2,1730398409085,31/10/2024 18:13:29,1730384009085,-4,31/10/2024 10:13:29,187004,4,task-efz1,,41035835,BLIND,11982641,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,,,0,Study Welcome,15,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,Spreadsheet1,,Spreadsheet1,1,IMG,Study Welcome,gc8r1z,1,continue,,119679.80000000112,119673,119679.80000000112,119679.80000000112,119673,119679.80000000112,1,119679.80000000112,0,0,,Click To Continue,Continue Button,2,object-4,IMG,,
3,1730398409089,31/10/2024 18:13:29,1730384009089,-4,31/10/2024 10:13:29,187004,4,task-efz1,,41035835,BLIND,11982641,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,,,0,Study Welcome,15,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,Spreadsheet1,,Spreadsheet1,,,,,,info,END,,,119654,,,,0,,,,,,,,,,,
1,1730398294548,31/10/2024 18:11:34,1730376694548,-6,31/10/2024 06:11:34,187004,4,task-efz1,,41035842,BLIND,11982646,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1280x720,1280x598,,,0,Study Welcome,15,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Spreadsheet1,,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,
2,1730398517565,31/10/2024 18:15:17,1730376917565,-6,31/10/2024 06:15:17,187004,4,task-efz1,,41035842,BLIND,11982646,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1280x720,1280x720,,,0,Study Welcome,15,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Spreadsheet1,,Spreadsheet1,1,IMG,Study Welcome,gc8r1z,1,continue,,223040.00000002384,223025,223040.00000002384,223040.00000002384,223025,223040.00000002384,1,223040.00000002384,0,0,,Click To Continue,Continue Button,2,object-4,IMG,,
3,1730398517568,31/10/2024 18:15:17,1730376917568,-6,31/10/2024 06:15:17,187004,4,task-efz1,,41035842,BLIND,11982646,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1280x720,1280x720,,,0,Study Welcome,15,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Spreadsheet1,,Spreadsheet1,,,,,,info,END,,,223000,,,,0,,,,,,,,,,,
1,1730398298676,31/10/2024 18:11:38,1730380298676,-5,31/10/2024 08:11:38,187004,4,task-efz1,,41035855,BLIND,11982655,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x714,,,0,Study Welcome,15,Inaccurate~Accurate,2,,Accurate,Spreadsheet1,,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,
2,1730398307465,31/10/2024 18:11:47,1730380307465,-5,31/10/2024 08:11:47,187004,4,task-efz1,,41035855,BLIND,11982655,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x714,,,0,Study Welcome,15,Inaccurate~Accurate,2,,Accurate,Spreadsheet1,,Spreadsheet1,1,IMG,Study Welcome,gc8r1z,1,continue,,8799.899999999998,8783.3,8799.899999999998,8799.899999999998,8783.3,8799.899999999998,1,8799.899999999998,0,0,,Click To Continue,Continue Button,2,object-4,IMG,,
3,1730398307467,31/10/2024 18:11:47,1730380307467,-5,31/10/2024 08:11:47,187004,4,task-efz1,,41035855,BLIND,11982655,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x714,,,0,Study Welcome,15,Inaccurate~Accurate,2,,Accurate,Spreadsheet1,,Spreadsheet1,,,,,,info,END,,,8777,,,,0,,,,,,,,,,,
1,1730398301333,31/10/2024 18:11:41,1730380301333,-5,31/10/2024 08:11:41,187004,4,task-efz1,,41035862,BLIND,11982658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1512x982,1512x823,,,0,Study Welcome,15,Inaccurate~Accurate,1,Inaccurate~Accurate,,Spreadsheet1,,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,
2,1730398303582,31/10/2024 18:11:43,1730380303582,-5,31/10/2024 08:11:43,187004,4,task-efz1,,41035862,BLIND,11982658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1512x982,1512x823,,,0,Study Welcome,15,Inaccurate~Accurate,1,Inaccurate~Accurate,,Spreadsheet1,,Spreadsheet1,1,IMG,Study Welcome,gc8r1z,1,continue,,2258.5999999999995,2250.2,2258.5999999999995,2258.5999999999995,2250.2,2258.5999999999995,1,2258.5999999999995,0,0,,Click To Continue,Continue Button,2,object-4,IMG,,
3,1730398303584,31/10/2024 18:11:43,1730380303584,-5,31/10/2024 08:11:43,187004,4,task-efz1,,41035862,BLIND,11982658,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1512x982,1512x823,,,0,Study Welcome,15,Inaccurate~Accurate,1,Inaccurate~Accurate,,Spreadsheet1,,Spreadsheet1,,,,,,info,END,,,2243,,,,0,,,,,,,,,,,
1,1730398278219,31/10/2024 18:11:18,1730373078219,-7,31/10/2024 04:11:18,187004,4,task-efz1,,41035868,BLIND,11982661,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,2560x1440,2560x1313,,,0,Study Welcome,15,Inaccurate~Accurate,1,Inaccurate~Accurate,,Spreadsheet1,,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,
2,1730398289117,31/10/2024 18:11:29,1730373089117,-7,31/10/2024 04:11:29,187004,4,task-efz1,,41035868,BLIND,11982661,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,2560x1440,2560x1313,,,0,Study Welcome,15,Inaccurate~Accurate,1,Inaccurate~Accurate,,Spreadsheet1,,Spreadsheet1,1,IMG,Study Welcome,gc8r1z,1,continue,,10905.399999856949,10902.8,10905.399999856949,10905.399999856949,10902.8,10905.399999856949,1,10905.399999856949,0,0,,Click To Continue,Continue Button,2,object-4,IMG,,
3,1730398289118,31/10/2024 18:11:29,1730373089118,-7,31/10/2024 04:11:29,187004,4,task-efz1,,41035868,BLIND,11982661,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,2560x1440,2560x1313,,,0,Study Welcome,15,Inaccurate~Accurate,1,Inaccurate~Accurate,,Spreadsheet1,,Spreadsheet1,,,,,,info,END,,,10885,,,,0,,,,,,,,,,,
1,1730398307565,31/10/2024 18:11:47,1730383907565,-4,31/10/2024 10:11:47,187004,4,task-efz1,,41035876,BLIND,11982667,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1680x799,1673x793,,,0,Study Welcome,15,Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,Spreadsheet1,,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,
2,1730398365767,31/10/2024 18:12:45,1730383965767,-4,31/10/2024 10:12:45,187004,4,task-efz1,,41035876,BLIND,11982667,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1687x941,1680x935,,,0,Study Welcome,15,Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,Spreadsheet1,,Spreadsheet1,1,IMG,Study Welcome,gc8r1z,1,continue,,58225.23599999851,58219.936,58225.23599999851,58225.23599999851,58219.936,58225.23599999851,1,58225.23599999851,0,0,,Click To Continue,Continue Button,2,object-4,IMG,,
3,1730398365771,31/10/2024 18:12:45,1730383965771,-4,31/10/2024 10:12:45,187004,4,task-efz1,,41035876,BLIND,11982667,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 130.0.0.0,1687x941,1680x935,,,0,Study Welcome,15,Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,Spreadsheet1,,Spreadsheet1,,,,,,info,END,,,58183,,,,0,,,,,,,,,,,
1,1730398312063,31/10/2024 18:11:52,1730383912063,-4,31/10/2024 10:11:52,187004,4,task-efz1,,41035882,BLIND,11982668,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,2048x1152,2048x1018,,,0,Study Welcome,15,Inaccurate~Accurate,1,Accurate,,Spreadsheet1,,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,
2,1730398335436,31/10/2024 18:12:15,1730383935436,-4,31/10/2024 10:12:15,187004,4,task-efz1,,41035882,BLIND,11982668,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,2048x1152,2048x1018,,,0,Study Welcome,15,Inaccurate~Accurate,1,Accurate,,Spreadsheet1,,Spreadsheet1,1,IMG,Study Welcome,gc8r1z,1,continue,,23303,23286.2,23303,23303,23286.2,23303,1,23303,0,0,,Click To Continue,Continue Button,2,object-4,IMG,,
3,1730398335438,31/10/2024 18:12:15,1730383935438,-4,31/10/2024 10:12:15,187004,4,task-efz1,,41035882,BLIND,11982668,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,2048x1152,2048x1018,,,0,Study Welcome,15,Inaccurate~Accurate,1,Accurate,,Spreadsheet1,,Spreadsheet1,,,,,,info,END,,,23342,,,,0,,,,,,,,,,,
1,1730398315278,31/10/2024 18:11:55,1730376715278,-6,31/10/2024 06:11:55,187004,4,task-efz1,,41035886,BLIND,11982671,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x960,1536x791,,,0,Study Welcome,15,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,Spreadsheet1,,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,
