Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: answer,Spreadsheet: img,Spreadsheet: border,Spreadsheet: Screen,Manipulation: Spreadsheet,Store: Total,Store: correct
1,1728924540870,14/10/2024 16:49:00,1728899340870,-7,14/10/2024 02:49:00,187004,3,task-icdl,,40629842,BLIND,11852210,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 130.0.0.0,1366x768,1366x633,,,0,Sustained Attention Task Instructions,14,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1728924542814,14/10/2024 16:49:02,1728899342814,-7,14/10/2024 02:49:02,187004,3,task-icdl,,40629842,BLIND,11852210,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 130.0.0.0,1366x768,1366x633,,,0,Sustained Attention Task Instructions,14,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Sustained Attention Trials,Sustained Attention Trials,1,instructions,Intro,3syeo3,1,continue,,1975.5239999996274,1966.3239999999996,1975.5239999996274,1975.5239999996274,1966.3239999999996,1975.5239999996274,1,1975.5239999996274,0,0,,Click To Continue,Continue Button,2,object-56,instructions,,,,,,,
3,1728924542818,14/10/2024 16:49:02,1728899342818,-7,14/10/2024 02:49:02,187004,3,task-icdl,,40629842,BLIND,11852210,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 130.0.0.0,1366x768,1366x633,,,0,Sustained Attention Task Instructions,14,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,END,,,,,,,0,,,,,,,,,,,,,,,,
1,1728924598269,14/10/2024 16:49:58,1728902998269,-6,14/10/2024 04:49:58,187004,3,task-icdl,,40629895,BLIND,11852217,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x864,1536x864,,,0,Sustained Attention Task Instructions,14,Inaccurate~Accurate,1,Inaccurate~Accurate,,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1728924600247,14/10/2024 16:50:00,1728903000247,-6,14/10/2024 04:50:00,187004,3,task-icdl,,40629895,BLIND,11852217,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x864,1536x864,,,0,Sustained Attention Task Instructions,14,Inaccurate~Accurate,1,Inaccurate~Accurate,,Sustained Attention Trials,Sustained Attention Trials,1,instructions,Intro,3syeo3,1,continue,,1999.0340000119209,1990.034,1999.0340000119209,1999.0340000119209,1990.034,1999.0340000119209,1,1999.0340000119209,0,0,,Click To Continue,Continue Button,2,object-56,instructions,,,,,,,
3,1728924600248,14/10/2024 16:50:00,1728903000248,-6,14/10/2024 04:50:00,187004,3,task-icdl,,40629895,BLIND,11852217,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x864,1536x864,,,0,Sustained Attention Task Instructions,14,Inaccurate~Accurate,1,Inaccurate~Accurate,,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,END,,,,,,,0,,,,,,,,,,,,,,,,
1,1728924630459,14/10/2024 16:50:30,1728910230459,-4,14/10/2024 08:50:30,187004,3,task-icdl,,40629922,BLIND,11852234,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 129.0.0.0,1366x768,1358x642,,,0,Sustained Attention Task Instructions,14,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1728924632215,14/10/2024 16:50:32,1728910232215,-4,14/10/2024 08:50:32,187004,3,task-icdl,,40629922,BLIND,11852234,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 129.0.0.0,1366x768,1358x642,,,0,Sustained Attention Task Instructions,14,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Sustained Attention Trials,Sustained Attention Trials,1,instructions,Intro,3syeo3,1,continue,,1789.46,1783.1599999999999,1789.46,1789.46,1783.1599999999999,1789.46,1,1789.46,0,0,,Click To Continue,Continue Button,2,object-56,instructions,,,,,,,
3,1728924632218,14/10/2024 16:50:32,1728910232218,-4,14/10/2024 08:50:32,187004,3,task-icdl,,40629922,BLIND,11852234,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 129.0.0.0,1366x768,1358x642,,,0,Sustained Attention Task Instructions,14,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,END,,,,,,,0,,,,,,,,,,,,,,,,
1,1728924686021,14/10/2024 16:51:26,1728910286021,-4,14/10/2024 08:51:26,187004,3,task-icdl,,40629985,BLIND,11852244,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x864,1536x738,,,0,Sustained Attention Task Instructions,14,Inaccurate~Inaccurate~Accurate,1,Accurate,,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1728924687065,14/10/2024 16:51:27,1728910287065,-4,14/10/2024 08:51:27,187004,3,task-icdl,,40629985,BLIND,11852244,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x864,1536x738,,,0,Sustained Attention Task Instructions,14,Inaccurate~Inaccurate~Accurate,1,Accurate,,Sustained Attention Trials,Sustained Attention Trials,1,instructions,Intro,3syeo3,1,continue,,1062.0999999880792,1050.1,1062.0999999880792,1062.0999999880792,1050.1,1062.0999999880792,1,1062.0999999880792,0,0,,Click To Continue,Continue Button,2,object-56,instructions,,,,,,,
3,1728924687068,14/10/2024 16:51:27,1728910287068,-4,14/10/2024 08:51:27,187004,3,task-icdl,,40629985,BLIND,11852244,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1536x864,1536x738,,,0,Sustained Attention Task Instructions,14,Inaccurate~Inaccurate~Accurate,1,Accurate,,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,END,,,,,,,0,,,,,,,,,,,,,,,,
1,1728924696664,14/10/2024 16:51:36,1728910296664,-4,14/10/2024 08:51:36,187004,3,task-icdl,,40629993,BLIND,11852251,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,2560x1440,2560x1313,,,0,Sustained Attention Task Instructions,14,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1728924713444,14/10/2024 16:51:53,1728910313444,-4,14/10/2024 08:51:53,187004,3,task-icdl,,40629993,BLIND,11852251,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,2560x1440,2560x1313,,,0,Sustained Attention Task Instructions,14,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Sustained Attention Trials,Sustained Attention Trials,1,instructions,Intro,3syeo3,1,continue,,18921.300000190735,18917.5,18921.300000190735,18921.300000190735,18917.5,18921.300000190735,1,18921.300000190735,0,0,,Click To Continue,Continue Button,2,object-56,instructions,,,,,,,
