Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: number,Spreadsheet: img,Spreadsheet: type,Spreadsheet: mem_type,Spreadsheet: answer,Spreadsheet: border,Spreadsheet: memory,Spreadsheet: ans1,Spreadsheet: ans2,Spreadsheet: ans3,Spreadsheet: val1,Spreadsheet: val2,Spreadsheet: val3,Manipulation: Spreadsheet,Store: correct3,Store: total3
1,1729002393849,15/10/2024 14:26:33,1728987993849,-4,15/10/2024 06:26:33,187004,3,task-cax2,repeat-3dmk#2->-repeat-ku6w#5,40656229,BLIND,11852251,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,2560x1440,2560x1313,,,0,Subjective rating Practice,7,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,emo_prac,emo_prac,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
2,1729002396125,15/10/2024 14:26:36,1728987996125,-4,15/10/2024 06:26:36,187004,3,task-cax2,repeat-3dmk#2->-repeat-ku6w#5,40656229,BLIND,11852251,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,2560x1440,2560x1313,,,0,Subjective rating Practice,7,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 12,eyep1y,1,continue,,1672.5000001430512,1669.0000000000005,1672.5000001430512,1672.5000001430512,1669.0000000000005,1672.5000001430512,1,1672.5000001430512,0,0,,Click To Continue,Continue Button,2,object-4,instructions,,,,,,,,,,,,,,,,
3,1729002400636,15/10/2024 14:26:40,1728988000636,-4,15/10/2024 06:26:40,187004,3,task-cax2,repeat-3dmk#2->-repeat-ku6w#5,40656229,BLIND,11852251,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,2560x1440,2560x1313,,,0,Subjective rating Practice,7,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 9,l1vn7l,2,continue,,4514.000000143051,4513,4514.000000143051,4514.000000143051,4513,4514.000000143051,1,4514.000000143051,0,0,,Click To Continue,Continue Button,3,object-65,instructions,,,,,,,,,,,,,,,,
4,1729002400643,15/10/2024 14:26:40,1728988000643,-4,15/10/2024 06:26:40,187004,3,task-cax2,repeat-3dmk#2->-repeat-ku6w#5,40656229,BLIND,11852251,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,2560x1440,2560x1313,,,0,Subjective rating Practice,7,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 10,xskzd4,3,info,,8.500000143050784,0,8.500000143050784,8.500000143050784,0,8.500000143050784,1,8.500000143050784,0,0,,Slider,Slider,5,object-39,instructions,,,,,,,,,,,,,,,,
5,1729002408421,15/10/2024 14:26:48,1728988008421,-4,15/10/2024 06:26:48,187004,3,task-cax2,repeat-3dmk#2->-repeat-ku6w#5,40656229,BLIND,11852251,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,2560x1440,2560x1313,,,0,Subjective rating Practice,7,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 10,xskzd4,3,continue,,7785.600000047683,7784.499999999998,7785.600000047683,7785.600000047683,7784.499999999998,7785.600000047683,1,7785.600000047683,0,0,,Click To Continue,Continue Button,9,object-66,instructions,,,,,,,,,,,,,,,,
6,1729002408422,15/10/2024 14:26:48,1728988008422,-4,15/10/2024 06:26:48,187004,3,task-cax2,repeat-3dmk#2->-repeat-ku6w#5,40656229,BLIND,11852251,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,2560x1440,2560x1313,,,0,Subjective rating Practice,7,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 10,xskzd4,3,response,6,6142.4,7784.499999999998,7787.600000047683,6142.4,7784.499999999998,7787.600000047683,1,6142.4,1645.2000000476837,0,,Slider,Slider,5,object-39,instructions,,,,,,,,,,,,,,,,
7,1729002408428,15/10/2024 14:26:48,1728988008428,-4,15/10/2024 06:26:48,187004,3,task-cax2,repeat-3dmk#2->-repeat-ku6w#5,40656229,BLIND,11852251,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,2560x1440,2560x1313,,,0,Subjective rating Practice,7,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 11,fgeg47,4,info,,8.300000095368887,0,8.300000095368887,8.300000095368887,0,8.300000095368887,1,8.300000095368887,0,0,,Slider,Slider,5,object-61,instructions,,,,,,,,,,,,,,,,
8,1729002422917,15/10/2024 14:27:02,1728988022917,-4,15/10/2024 06:27:02,187004,3,task-cax2,repeat-3dmk#2->-repeat-ku6w#5,40656229,BLIND,11852251,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,2560x1440,2560x1313,,,0,Subjective rating Practice,7,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 11,fgeg47,4,continue,,14497.300000095369,14487.400000000001,14497.300000095369,14497.300000095369,14487.400000000001,14497.300000095369,1,14497.300000095369,0,0,,Click To Continue,Continue Button,9,object-67,instructions,,,,,,,,,,,,,,,,
9,1729002422918,15/10/2024 14:27:02,1728988022918,-4,15/10/2024 06:27:02,187004,3,task-cax2,repeat-3dmk#2->-repeat-ku6w#5,40656229,BLIND,11852251,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,2560x1440,2560x1313,,,0,Subjective rating Practice,7,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,emo_prac,emo_prac,1,instructions,Screen 11,fgeg47,4,response,4,13526,14487.400000000001,14498.600000047685,13526,14487.400000000001,14498.600000047685,1,13526,972.6000000476852,0,,Slider,Slider,5,object-61,instructions,,,,,,,,,,,,,,,,
10,1729002422919,15/10/2024 14:27:02,1728988022919,-4,15/10/2024 06:27:02,187004,3,task-cax2,repeat-3dmk#2->-repeat-ku6w#5,40656229,BLIND,11852251,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,2560x1440,2560x1313,,,0,Subjective rating Practice,7,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,emo_prac,emo_prac,,,,,,info,END,,,29053,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
