Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: answer,Spreadsheet: img,Spreadsheet: Screen,Spreadsheet: answer2,Spreadsheet: answer3,Manipulation: Spreadsheet,Store: correct2,Store: Total2
1,1729007114733,15/10/2024 15:45:14,1728992714733,-4,15/10/2024 07:45:14,187004,3,task-xcgh,repeat-3dmk#2->-repeat-tj2w#2,40661876,BLIND,11852219,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,2560x1440,2560x1305,,,0,Memory Practice Clone,7,Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,
2,1729007116266,15/10/2024 15:45:16,1728992716266,-4,15/10/2024 07:45:16,187004,3,task-xcgh,repeat-3dmk#2->-repeat-tj2w#2,40661876,BLIND,11852219,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,2560x1440,2560x1305,,,0,Memory Practice Clone,7,Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,instructions,Screen 2,1kaj8e,1,continue,,1540.8000000000002,1535.9,1540.8000000000002,1540.8000000000002,1535.9,1540.8000000000002,1,1540.8000000000002,0,0,,Click To Continue,Continue Button,2,object-7,instructions,,,,,,,0,0
3,1729007119262,15/10/2024 15:45:19,1728992719262,-4,15/10/2024 07:45:19,187004,3,task-xcgh,repeat-3dmk#2->-repeat-tj2w#2,40661876,BLIND,11852219,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,2560x1440,2560x1305,,,0,Memory Practice Clone,7,Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,instructions,Screen 3,j5lb3b,2,timedOut,,3000.7999999761582,3000.7000000000003,3000.7999999761582,3000.7999999761582,3000.7000000000003,3000.7999999761582,1,3000.7999999761582,0,0,,Time Limit,screen,0,screen,instructions,,,,,,,0,0
4,1729007122811,15/10/2024 15:45:22,1728992722811,-4,15/10/2024 07:45:22,187004,3,task-xcgh,repeat-3dmk#2->-repeat-tj2w#2,40661876,BLIND,11852219,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,2560x1440,2560x1305,,,0,Memory Practice Clone,7,Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,image,Trials,mxeghn,1,response,1,3549.5000000119207,3546.2,3549.5000000119207,3549.5000000119207,3546.2,3549.5000000119207,1,3549.5000000119207,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,1,instr_photo_3.jpg,Screen 3,5,3,,1,1
5,1729007130660,15/10/2024 15:45:30,1728992730660,-4,15/10/2024 07:45:30,187004,3,task-xcgh,repeat-3dmk#2->-repeat-tj2w#2,40661876,BLIND,11852219,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,2560x1440,2560x1305,,,0,Memory Practice Clone,7,Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,image,Screen 3,ornkij,2,response,3,6851.800000023843,6850.100000000002,6851.800000023843,6851.800000023843,6850.100000000002,6851.800000023843,1,6851.800000023843,0,0,,Keyboard Response,Keyboard Response,2,object-25,image,1,instr_photo_3.jpg,Screen 3,5,3,,2,2
6,1729007139388,15/10/2024 15:45:39,1728992739388,-4,15/10/2024 07:45:39,187004,3,task-xcgh,repeat-3dmk#2->-repeat-tj2w#2,40661876,BLIND,11852219,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,2560x1440,2560x1305,,,0,Memory Practice Clone,7,Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,image,Screen 2,ou4ign,3,response,4,7729.300000000003,7723.200000000001,7729.300000000003,7729.300000000003,7723.200000000001,7729.300000000003,0,7729.300000000003,0,0,,Keyboard Response,Keyboard Response,3,object-22,image,1,instr_photo_3.jpg,Screen 3,5,3,,2,3
7,1729007140382,15/10/2024 15:45:40,1728992740382,-4,15/10/2024 07:45:40,187004,3,task-xcgh,repeat-3dmk#2->-repeat-tj2w#2,40661876,BLIND,11852219,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,2560x1440,2560x1305,,,0,Memory Practice Clone,7,Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,,,,,,info,END,,,25636,,,,0,,,,,,,,,,,,,,,,,
1,1729007157007,15/10/2024 15:45:57,1728992757007,-4,15/10/2024 07:45:57,187004,3,task-xcgh,repeat-3dmk#2->-repeat-tj2w#3,40661934,BLIND,11852219,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,2560x1440,2560x1305,,,0,Memory Practice Clone,7,Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,
2,1729007158022,15/10/2024 15:45:58,1728992758022,-4,15/10/2024 07:45:58,187004,3,task-xcgh,repeat-3dmk#2->-repeat-tj2w#3,40661934,BLIND,11852219,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,2560x1440,2560x1305,,,0,Memory Practice Clone,7,Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,instructions,Screen 2,1kaj8e,1,continue,,3156.399999976158,3150.9,3156.399999976158,3156.399999976158,3150.9,3156.399999976158,1,3156.399999976158,0,0,,Click To Continue,Continue Button,2,object-7,instructions,,,,,,,0,0
3,1729007161017,15/10/2024 15:46:01,1728992761017,-4,15/10/2024 07:46:01,187004,3,task-xcgh,repeat-3dmk#2->-repeat-tj2w#3,40661934,BLIND,11852219,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,2560x1440,2560x1305,,,0,Memory Practice Clone,7,Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,instructions,Screen 3,j5lb3b,2,timedOut,,3000.7999999999997,3000.7999999999997,3000.7999999999997,3000.7999999999997,3000.7999999999997,3000.7999999999997,1,3000.7999999999997,0,0,,Time Limit,screen,0,screen,instructions,,,,,,,0,0
