Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: answer,Spreadsheet: img,Spreadsheet: Screen,Spreadsheet: answer2,Spreadsheet: answer3,Manipulation: Spreadsheet,Store: correct2,Store: Total2
1,1729001933223,15/10/2024 14:18:53,1728987533223,-4,15/10/2024 06:18:53,187004,3,task-ugmz,repeat-3dmk#2->-repeat-ku6w#1,40656011,BLIND,11852251,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,2560x1440,2560x1313,,,0,Memory Practice Clone,7,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,
2,1729001999097,15/10/2024 14:19:59,1728987599097,-4,15/10/2024 06:19:59,187004,3,task-ugmz,repeat-3dmk#2->-repeat-ku6w#1,40656011,BLIND,11852251,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,2560x1440,2560x1313,,,0,Memory Practice Clone,7,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,1,instructions,Screen 2,1kaj8e,1,continue,,65879.98599990463,65872.586,65879.98599990463,65879.98599990463,65872.586,65879.98599990463,1,65879.98599990463,0,0,,Click To Continue,Continue Button,2,object-7,instructions,,,,,,,0,0
3,1729002002095,15/10/2024 14:20:02,1728987602095,-4,15/10/2024 06:20:02,187004,3,task-ugmz,repeat-3dmk#2->-repeat-ku6w#1,40656011,BLIND,11852251,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,2560x1440,2560x1313,,,0,Memory Practice Clone,7,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,1,instructions,Screen 3,j5lb3b,2,timedOut,,3005.3999999046355,3004.5,3005.3999999046355,3005.3999999046355,3004.5,3005.3999999046355,1,3005.3999999046355,0,0,,Time Limit,screen,0,screen,instructions,,,,,,,0,0
4,1729002005859,15/10/2024 14:20:05,1728987605859,-4,15/10/2024 06:20:05,187004,3,task-ugmz,repeat-3dmk#2->-repeat-ku6w#1,40656011,BLIND,11852251,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,2560x1440,2560x1313,,,0,Memory Practice Clone,7,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,1,image,Trials,mxeghn,1,response,1,3764.999999809268,3752,3764.999999809268,3764.999999809268,3752,3764.999999809268,1,3764.999999809268,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,1,instr_photo_3.jpg,Screen 3,5,3,,1,1
5,1729002016945,15/10/2024 14:20:16,1728987616945,-4,15/10/2024 06:20:16,187004,3,task-ugmz,repeat-3dmk#2->-repeat-ku6w#1,40656011,BLIND,11852251,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,2560x1440,2560x1313,,,0,Memory Practice Clone,7,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,1,image,Screen 3,ornkij,2,response,4,10098.199999904638,10094.5,10098.199999904638,10098.199999904638,10094.5,10098.199999904638,0,10098.199999904638,0,0,,Keyboard Response,Keyboard Response,2,object-25,image,1,instr_photo_3.jpg,Screen 3,5,3,,1,2
6,1729002031889,15/10/2024 14:20:31,1728987631889,-4,15/10/2024 06:20:31,187004,3,task-ugmz,repeat-3dmk#2->-repeat-ku6w#1,40656011,BLIND,11852251,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,2560x1440,2560x1313,,,0,Memory Practice Clone,7,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,1,image,Screen 2,ou4ign,3,response,4,13946.499999809268,13939.900000000009,13946.499999809268,13946.499999809268,13939.900000000009,13946.499999809268,0,13946.499999809268,0,0,,Keyboard Response,Keyboard Response,3,object-22,image,1,instr_photo_3.jpg,Screen 3,5,3,,1,3
7,1729002032884,15/10/2024 14:20:32,1728987632884,-4,15/10/2024 06:20:32,187004,3,task-ugmz,repeat-3dmk#2->-repeat-ku6w#1,40656011,BLIND,11852251,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,2560x1440,2560x1313,,,0,Memory Practice Clone,7,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,,,,,,info,END,,,99633,,,,0,,,,,,,,,,,,,,,,,
1,1729001954378,15/10/2024 14:19:14,1728976754378,-7,15/10/2024 00:19:14,187004,3,task-ugmz,repeat-3dmk#4->-repeat-ku6w#1,40656020,BLIND,11852210,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 130.0.0.0,1366x768,1366x633,,,0,Memory Practice Clone,7,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,
2,1729001960520,15/10/2024 14:19:20,1728976760520,-7,15/10/2024 00:19:20,187004,3,task-ugmz,repeat-3dmk#4->-repeat-ku6w#1,40656020,BLIND,11852210,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 130.0.0.0,1366x768,1366x633,,,0,Memory Practice Clone,7,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,1,instructions,Screen 2,1kaj8e,1,continue,,6165.9940000000015,6149.394000000001,6165.9940000000015,6165.9940000000015,6149.394000000001,6165.9940000000015,1,6165.9940000000015,0,0,,Click To Continue,Continue Button,2,object-7,instructions,,,,,,,0,0
3,1729001963503,15/10/2024 14:19:23,1728976763503,-7,15/10/2024 00:19:23,187004,3,task-ugmz,repeat-3dmk#4->-repeat-ku6w#1,40656020,BLIND,11852210,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 130.0.0.0,1366x768,1366x633,,,0,Memory Practice Clone,7,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,1,instructions,Screen 3,j5lb3b,2,timedOut,,3001.5000000029795,2999.8999999999996,3001.5000000029795,3001.5000000029795,2999.8999999999996,3001.5000000029795,1,3001.5000000029795,0,0,,Time Limit,screen,0,screen,instructions,,,,,,,0,0
