Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: answer,Spreadsheet: img,Spreadsheet: border,Spreadsheet: Screen,Spreadsheet: timing,Manipulation: Spreadsheet
1,1727283882649,25/09/2024 17:04:42,1727265882649,-5,25/09/2024 07:04:42,187004,3,task-wzke,repeat-3dmk#1,40267514,BLIND,11758400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 129.0.0.0,1536x864,1288x732,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,
2,1727283904259,25/09/2024 17:05:04,1727265904259,-5,25/09/2024 07:05:04,187004,3,task-wzke,repeat-3dmk#1,40267514,BLIND,11758400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 129.0.0.0,1536x864,1288x732,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,1,instructions,Screen 1,djhvrt,1,continue,,21508.8,21505.399999999998,21508.8,21508.8,21505.399999999998,21508.8,1,21508.8,0,0,,Click To Continue,Continue Button,6,object-20,instructions,,,,,,
3,1727283909333,25/09/2024 17:05:09,1727265909333,-5,25/09/2024 07:05:09,187004,3,task-wzke,repeat-3dmk#1,40267514,BLIND,11758400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 129.0.0.0,1536x864,1288x732,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,1,instructions,Screen 2,1kaj8e,2,continue,,5077.9000000000015,5071.800000000003,5077.9000000000015,5077.9000000000015,5071.800000000003,5077.9000000000015,1,5077.9000000000015,0,0,,Click To Continue,Continue Button,2,object-7,instructions,,,,,,
4,1727283912332,25/09/2024 17:05:12,1727265912332,-5,25/09/2024 07:05:12,187004,3,task-wzke,repeat-3dmk#1,40267514,BLIND,11758400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 129.0.0.0,1536x864,1288x732,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,1,instructions,Screen 3,j5lb3b,3,timedOut,,3007.0999999999985,3003,3007.0999999999985,3007.0999999999985,3003,3007.0999999999985,1,3007.0999999999985,0,0,,Time Limit,screen,0,screen,instructions,,,,,,
5,1727283913331,25/09/2024 17:05:13,1727265913331,-5,25/09/2024 07:05:13,187004,3,task-wzke,repeat-3dmk#1,40267514,BLIND,11758400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 129.0.0.0,1536x864,1288x732,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,1,image,Trials,mxeghn,1,response,J,1001,1001,1001,1001,1001,1001,0,1001,0,0,,Time Limit,screen,0,screen,image,F,instr_photo.jpg,#FF69B4,,1000ms,
6,1727283914314,25/09/2024 17:05:14,1727265914314,-5,25/09/2024 07:05:14,187004,3,task-wzke,repeat-3dmk#1,40267514,BLIND,11758400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 129.0.0.0,1536x864,1288x732,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,1,image,Screen 2,2al84i,2,continue,,500.5,500.5,500.5,500.5,500.5,500.5,1,500.5,0,0,,Fixation Timing,Fixation,1,object-24,image,F,instr_photo.jpg,#FF69B4,,1000ms,
7,1727283915104,25/09/2024 17:05:15,1727265915104,-5,25/09/2024 07:05:15,187004,3,task-wzke,repeat-3dmk#1,40267514,BLIND,11758400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 129.0.0.0,1536x864,1288x732,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,2,image,Trials,mxeghn,1,response,F,790,784.0999999999985,790,790,784.0999999999985,790,1,790,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,F,instr_photo_2.jpg,#DC143C,,1000ms,
8,1727283916099,25/09/2024 17:05:16,1727265916099,-5,25/09/2024 07:05:16,187004,3,task-wzke,repeat-3dmk#1,40267514,BLIND,11758400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 129.0.0.0,1536x864,1288x732,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,2,image,Screen 2,2al84i,2,continue,,500.90000000000146,500.90000000000146,500.90000000000146,500.90000000000146,500.90000000000146,500.90000000000146,1,500.90000000000146,0,0,,Fixation Timing,Fixation,1,object-24,image,F,instr_photo_2.jpg,#DC143C,,1000ms,
9,1727283917100,25/09/2024 17:05:17,1727265917100,-5,25/09/2024 07:05:17,187004,3,task-wzke,repeat-3dmk#1,40267514,BLIND,11758400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 129.0.0.0,1536x864,1288x732,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,3,image,Trials,mxeghn,1,response,J,1000.6999999999971,1000.6999999999971,1000.6999999999971,1000.6999999999971,1000.6999999999971,1000.6999999999971,0,1000.6999999999971,0,0,,Time Limit,screen,0,screen,image,F,instr_photo_3.jpg,#E2752C,,1000ms,
10,1727283918084,25/09/2024 17:05:18,1727265918084,-5,25/09/2024 07:05:18,187004,3,task-wzke,repeat-3dmk#1,40267514,BLIND,11758400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 129.0.0.0,1536x864,1288x732,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Spreadsheet1,Spreadsheet1,3,image,Screen 2,2al84i,2,continue,,500.29999999999563,500.29999999999563,500.29999999999563,500.29999999999563,500.29999999999563,500.29999999999563,1,500.29999999999563,0,0,,Fixation Timing,Fixation,1,object-24,image,F,instr_photo_3.jpg,#E2752C,,1000ms,
