Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID
2,1727374513723,26/09/2024 18:15:13,1727356513723,-5,26/09/2024 08:15:13,187004,3,questionnaire-vj9b,repeat-3dmk#4->-repeat-tj2w#3,40293169,BLIND,11758506,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1676x943,1676x809,,,0,Debrieff,3,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,,,,info,,END,,,,,
1,1727374588308,26/09/2024 18:16:28,1727349388308,-7,26/09/2024 04:16:28,187004,3,questionnaire-vj9b,repeat-3dmk#4->-repeat-tj2w#1,40293208,BLIND,11758407,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 124.0.0.0,1920x1080,1920x932,,,0,Debrieff,3,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Accurate,,,,,info,,BEGIN,,,,,
2,1727374601721,26/09/2024 18:16:41,1727349401721,-7,26/09/2024 04:16:41,187004,3,questionnaire-vj9b,repeat-3dmk#4->-repeat-tj2w#1,40293208,BLIND,11758407,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 124.0.0.0,1920x1080,1920x932,,,0,Debrieff,3,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Accurate,,,,,info,,BEGIN,,,,,
3,1727374610307,26/09/2024 18:16:50,1727349410307,-7,26/09/2024 04:16:50,187004,3,questionnaire-vj9b,repeat-3dmk#4->-repeat-tj2w#1,40293208,BLIND,11758407,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 124.0.0.0,1920x1080,1920x932,,,0,Debrieff,3,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Accurate,,,,,info,,END,,,,,
1,1727375847677,26/09/2024 18:37:27,1727357847677,-5,26/09/2024 08:37:27,187004,3,questionnaire-vj9b,repeat-3dmk#7->-repeat-ku6w#3,40293655,BLIND,11758400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 129.0.0.0,1536x864,1300x679,,,0,Debrieff,3,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,,,,,info,,BEGIN,,,,,
2,1727375852369,26/09/2024 18:37:32,1727357852369,-5,26/09/2024 08:37:32,187004,3,questionnaire-vj9b,repeat-3dmk#7->-repeat-ku6w#3,40293655,BLIND,11758400,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 129.0.0.0,1536x864,1300x679,,,0,Debrieff,3,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,,,,,info,,END,,,,,
1,1727377318498,26/09/2024 19:01:58,1727359318498,-5,26/09/2024 09:01:58,187004,3,questionnaire-vj9b,repeat-3dmk#3->-repeat-tj2w#1,40294054,BLIND,11758422,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1536x864,1536x730,,,0,Debrieff,3,Inaccurate~Inaccurate~Accurate,2,,Accurate,,,,,info,,BEGIN,,,,,
2,1727377361679,26/09/2024 19:02:41,1727359361679,-5,26/09/2024 09:02:41,187004,3,questionnaire-vj9b,repeat-3dmk#3->-repeat-tj2w#1,40294054,BLIND,11758422,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 128.0.0.0,1536x864,1536x730,,,0,Debrieff,3,Inaccurate~Inaccurate~Accurate,2,,Accurate,,,,,info,,END,,,,,
1,1727372096327,26/09/2024 17:34:56,1727357696327,-4,26/09/2024 09:34:56,187004,3,questionnaire-vj9b,repeat-3dmk#3->-repeat-tj2w#3,40292173,BLIND,11758523,,complete,,,computer,Desktop or Laptop,Chromium OS 14092.77.0,Chrome 93.0.4577.107,1366x768,1366x768,,,0,Debrieff,3,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,,,,info,,BEGIN,,,,,
2,1727372184837,26/09/2024 17:36:24,1727357784837,-4,26/09/2024 09:36:24,187004,3,questionnaire-vj9b,repeat-3dmk#3->-repeat-tj2w#3,40292173,BLIND,11758523,,complete,,,computer,Desktop or Laptop,Chromium OS 14092.77.0,Chrome 93.0.4577.107,1366x768,1366x768,,,0,Debrieff,3,Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Accurate,,,,,info,,END,,,,,
END OF FILE
