Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: answer,Spreadsheet: img,Spreadsheet: Screen,Spreadsheet: answer2,Spreadsheet: answer3,Manipulation: Spreadsheet,Store: correct2,Store: Total2
1,1727370639254,26/09/2024 17:10:39,1727352639254,-5,26/09/2024 07:10:39,187004,3,task-xcgh,repeat-3dmk#1->-repeat-tj2w#1,40291153,BLIND,11758432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1600x900,1600x773,,,0,Memory Practice Clone,7,Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,
2,1727370642338,26/09/2024 17:10:42,1727352642338,-5,26/09/2024 07:10:42,187004,3,task-xcgh,repeat-3dmk#1->-repeat-tj2w#1,40291153,BLIND,11758432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1600x900,1600x773,,,0,Memory Practice Clone,7,Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,instructions,Screen 2,1kaj8e,1,continue,,3090.200000190735,3084.6,3090.200000190735,3090.200000190735,3084.6,3090.200000190735,1,3090.200000190735,0,0,,Click To Continue,Continue Button,2,object-7,instructions,,,,,,,0,0
3,1727370645333,26/09/2024 17:10:45,1727352645333,-5,26/09/2024 07:10:45,187004,3,task-xcgh,repeat-3dmk#1->-repeat-tj2w#1,40291153,BLIND,11758432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1600x900,1600x773,,,0,Memory Practice Clone,7,Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,instructions,Screen 3,j5lb3b,2,timedOut,,3001.3,3001.0999999999995,3001.3,3001.3,3001.0999999999995,3001.3,1,3001.3,0,0,,Time Limit,screen,0,screen,instructions,,,,,,,0,0
4,1727370646969,26/09/2024 17:10:46,1727352646969,-5,26/09/2024 07:10:46,187004,3,task-xcgh,repeat-3dmk#1->-repeat-tj2w#1,40291153,BLIND,11758432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1600x900,1600x773,,,0,Memory Practice Clone,7,Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,image,Trials,mxeghn,1,response,1,1635.7999999046333,1633.9000000000015,1635.7999999046333,1635.7999999046333,1633.9000000000015,1635.7999999046333,1,1635.7999999046333,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,1,instr_photo_3.jpg,Screen 3,5,3,,1,1
5,1727370660792,26/09/2024 17:11:00,1727352660792,-5,26/09/2024 07:11:00,187004,3,task-xcgh,repeat-3dmk#1->-repeat-tj2w#1,40291153,BLIND,11758432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1600x900,1600x773,,,0,Memory Practice Clone,7,Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,image,Screen 3,ornkij,2,response,3,12825.199999809265,12821.400000000001,12825.199999809265,12825.199999809265,12821.400000000001,12825.199999809265,1,12825.199999809265,0,0,,Keyboard Response,Keyboard Response,2,object-25,image,1,instr_photo_3.jpg,Screen 3,5,3,,2,2
6,1727370669039,26/09/2024 17:11:09,1727352669039,-5,26/09/2024 07:11:09,187004,3,task-xcgh,repeat-3dmk#1->-repeat-tj2w#1,40291153,BLIND,11758432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1600x900,1600x773,,,0,Memory Practice Clone,7,Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,image,Screen 2,ou4ign,3,response,2,7249.899999809266,7236.000000000004,7249.899999809266,7249.899999809266,7236.000000000004,7249.899999809266,0,7249.899999809266,0,0,,Keyboard Response,Keyboard Response,3,object-22,image,1,instr_photo_3.jpg,Screen 3,5,3,,2,3
7,1727370670025,26/09/2024 17:11:10,1727352670025,-5,26/09/2024 07:11:10,187004,3,task-xcgh,repeat-3dmk#1->-repeat-tj2w#1,40291153,BLIND,11758432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1600x900,1600x773,,,0,Memory Practice Clone,7,Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,,,,,,info,END,,,,,,,0,,,,,,,,,,,,,,,,,
1,1727370701947,26/09/2024 17:11:41,1727352701947,-5,26/09/2024 07:11:41,187004,3,task-xcgh,repeat-3dmk#1->-repeat-tj2w#2,40291202,BLIND,11758432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1600x900,1600x773,,,0,Memory Practice Clone,7,Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,
2,1727370703603,26/09/2024 17:11:43,1727352703603,-5,26/09/2024 07:11:43,187004,3,task-xcgh,repeat-3dmk#1->-repeat-tj2w#2,40291202,BLIND,11758432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1600x900,1600x773,,,0,Memory Practice Clone,7,Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,instructions,Screen 2,1kaj8e,1,continue,,1666.48599961853,1651.1860000000001,1666.48599961853,1666.48599961853,1651.1860000000001,1666.48599961853,1,1666.48599961853,0,0,,Click To Continue,Continue Button,2,object-7,instructions,,,,,,,0,0
3,1727370706588,26/09/2024 17:11:46,1727352706588,-5,26/09/2024 07:11:46,187004,3,task-xcgh,repeat-3dmk#1->-repeat-tj2w#2,40291202,BLIND,11758432,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1600x900,1600x773,,,0,Memory Practice Clone,7,Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,instructions,Screen 3,j5lb3b,2,timedOut,,3001.29999961853,3001.0999999999995,3001.29999961853,3001.29999961853,3001.0999999999995,3001.29999961853,1,3001.29999961853,0,0,,Time Limit,screen,0,screen,instructions,,,,,,,0,0
